species,node,EdgeStdFCV,PostDCA,PreDCA,Modularity,modularity_definition,modularity_edges,modularity_n_modules,LogOutIn,class_order,class_label,class_short,fine_class,anatomy_group
C. elegans,AINL,0.364216525156013,-0.0027406274381846,0.0163902618178463,0.4471630420855222,1-hop induced structural neighborhood modularity Q,28.0,5.0,1.6739764335716716,5,associative / learning,associative / learning,associative interneuron,interneurons
C. elegans,AINR,-0.4216258862265929,0.0050045042788847,0.0082381453760399,0.5147724614921984,1-hop induced structural neighborhood modularity Q,34.0,4.0,2.0243817644968085,5,associative / learning,associative / learning,associative interneuron,interneurons
C. elegans,AIYL,-0.7231062055225451,0.0387711934053101,0.014331784418101,0.3995716822787896,1-hop induced structural neighborhood modularity Q,64.0,3.0,0.4534743272945249,5,associative / learning,associative / learning,associative interneuron,interneurons
C. elegans,AIYR,-0.1312169578002816,0.0538733599112803,0.0090704486755844,0.4216142261088249,1-hop induced structural neighborhood modularity Q,62.0,3.0,0.4380086558406358,5,associative / learning,associative / learning,associative interneuron,interneurons
C. elegans,AIZL,-0.8896008985456061,0.0204181099660161,0.0474467650663529,0.403145092335744,1-hop induced structural neighborhood modularity Q,153.0,5.0,0.1375555429242481,5,associative / learning,associative / learning,associative interneuron,interneurons
C. elegans,AIZR,-1.3167952854281442,0.020458202282866,0.0485028683518328,0.3995200126791898,1-hop induced structural neighborhood modularity Q,107.0,4.0,-0.0962768304354198,5,associative / learning,associative / learning,associative interneuron,interneurons
C. elegans,ALA,-0.3667136375340386,-0.0440910493247112,0.0339861142347755,0.5251595457003787,1-hop induced structural neighborhood modularity Q,17.0,3.0,0.6931471805599453,6,state-dependent / modulatory,state-dependent / modulatory,state-modulatory interneuron,state-modulatory
C. elegans,AQR,-0.5066244403314731,-0.0209444244297973,0.0392952149138182,0.330075863261283,1-hop induced structural neighborhood modularity Q,99.0,3.0,0.9162907318741552,2,other sensory,other sensory,thermo/gas sensory,sensory neurons
C. elegans,ASEL,0.5999583936775703,0.0406559890302322,0.0092507197028675,0.3711846860219897,1-hop induced structural neighborhood modularity Q,80.0,5.0,1.2299482907291963,0,olfactory / chemosensory,olfactory / chemosensory,chemosensory,olf./chemo
C. elegans,ASER,0.7767642771058964,0.0341258340724581,0.0167177457883876,0.39704761390492793,1-hop induced structural neighborhood modularity Q,109.0,3.0,0.3841423386393431,0,olfactory / chemosensory,olfactory / chemosensory,chemosensory,olf./chemo
C. elegans,ASGL,0.8773969832466972,-0.005239233925971,0.0084972584535816,0.06212802768166084,1-hop induced structural neighborhood modularity Q,13.0,3.0,1.329135947279942,0,olfactory / chemosensory,olfactory / chemosensory,chemosensory,olf./chemo
C. elegans,ASGR,0.2448407951202664,-0.0032007243294031,0.0077206012072321,0.22562269161503007,1-hop induced structural neighborhood modularity Q,44.0,3.0,1.203972804325936,0,olfactory / chemosensory,olfactory / chemosensory,chemosensory,olf./chemo
C. elegans,ASHL,0.6738876331718797,-0.0173948774511532,0.0224048983033459,0.4376725188340011,1-hop induced structural neighborhood modularity Q,103.0,5.0,1.820332841672111,0,olfactory / chemosensory,olfactory / chemosensory,chemosensory,olf./chemo
C. elegans,ASIL,1.1971120119688037,0.0315659701679215,0.0068757177773338,0.41066474279265996,1-hop induced structural neighborhood modularity Q,53.0,4.0,0.8938178760220965,0,olfactory / chemosensory,olfactory / chemosensory,chemosensory,olf./chemo
C. elegans,ASIR,0.4849856275222814,0.0078253633617394,0.019999902767536,0.19676432291666668,1-hop induced structural neighborhood modularity Q,40.0,3.0,1.3862943611198906,0,olfactory / chemosensory,olfactory / chemosensory,chemosensory,olf./chemo
C. elegans,ASKL,0.5828654075667257,-0.0047926839170861,0.0005737168630484,0.22756273642708721,1-hop induced structural neighborhood modularity Q,22.0,3.0,-0.0400053346136991,0,olfactory / chemosensory,olfactory / chemosensory,chemosensory,olf./chemo
C. elegans,ASKR,-0.111505099651864,-0.0025467418219997,0.0013774354586308,0.19384614418251142,1-hop induced structural neighborhood modularity Q,47.0,3.0,0.7295148247308201,0,olfactory / chemosensory,olfactory / chemosensory,chemosensory,olf./chemo
C. elegans,AUAL,-0.2375001825649381,-0.0233954949985874,0.017243294126609,0.2726225337780541,1-hop induced structural neighborhood modularity Q,51.0,3.0,0.5679840376059393,5,associative / learning,associative / learning,associative interneuron,interneurons
C. elegans,AUAR,-0.1618779789119584,0.0397360446297983,0.0408527209317716,0.21677663601946998,1-hop induced structural neighborhood modularity Q,43.0,3.0,0.4432054360910114,5,associative / learning,associative / learning,associative interneuron,interneurons
C. elegans,AVAL,0.9531506706687886,-0.0295817709980234,0.086423045263819,0.37492299615319447,1-hop induced structural neighborhood modularity Q,541.0,7.0,-0.9065051814514368,3,sensorimotor output,sensorimotor output,locomotor command interneuron,motor / command
C. elegans,AVAR,0.6793322880147115,-0.0148945580873344,0.0847952555575249,0.3763742404559555,1-hop induced structural neighborhood modularity Q,511.0,7.0,-0.8751742299154585,3,sensorimotor output,sensorimotor output,locomotor command interneuron,motor / command
C. elegans,AVBL,0.9244595349435024,-0.1313519933416719,0.0403147503096905,0.29479762771395174,1-hop induced structural neighborhood modularity Q,326.0,5.0,-1.6671170240207784,3,sensorimotor output,sensorimotor output,locomotor command interneuron,motor / command
C. elegans,AVBR,0.1153840283642345,-0.1595382746962184,0.0233360646545585,0.3390416079285745,1-hop induced structural neighborhood modularity Q,367.0,6.0,-1.774059892128654,3,sensorimotor output,sensorimotor output,locomotor command interneuron,motor / command
C. elegans,AVDL,-1.1411070088143918,-0.1976308639164232,0.0793065898466523,0.2478297628653375,1-hop induced structural neighborhood modularity Q,313.0,5.0,-0.6218223997380151,3,sensorimotor output,sensorimotor output,locomotor command interneuron,motor / command
C. elegans,AVDR,-1.3811287570778246,-0.2185806460870022,0.0660833213264959,0.2689782065733802,1-hop induced structural neighborhood modularity Q,331.0,5.0,-0.3879974150677734,3,sensorimotor output,sensorimotor output,locomotor command interneuron,motor / command
C. elegans,AVEL,0.6126277611952423,-0.0709595308692543,0.0383452695813948,0.45927452967652826,1-hop induced structural neighborhood modularity Q,251.0,6.0,-0.9393560048051512,3,sensorimotor output,sensorimotor output,locomotor command interneuron,motor / command
C. elegans,AVER,0.6490924362642085,-0.1345850558722683,0.0269708710480729,0.45981920644064384,1-hop induced structural neighborhood modularity Q,320.0,5.0,-0.7925196543731491,3,sensorimotor output,sensorimotor output,locomotor command interneuron,motor / command
C. elegans,AVHL,-1.5393466206490338,-0.0037987991755094,0.0136927022851149,0.3631997106388109,1-hop induced structural neighborhood modularity Q,120.0,5.0,0.2336148511815051,4,integrative relay,integrative relay,interneuron / integrative,interneurons
C. elegans,AVJL,-1.0183124792536458,-0.0429685802419464,0.0227191287952742,0.2941566448083891,1-hop induced structural neighborhood modularity Q,182.0,6.0,-1.0379876668516748,4,integrative relay,integrative relay,interneuron / integrative,interneurons
C. elegans,AVJR,-1.2501322912349255,-0.069185953467657,0.0337457433925746,0.23950446380018503,1-hop induced structural neighborhood modularity Q,203.0,4.0,-0.3513978868378886,4,integrative relay,integrative relay,interneuron / integrative,interneurons
C. elegans,AVKL,0.7325166341555567,0.0133027442023605,0.0023213032229562,0.40627448015122875,1-hop induced structural neighborhood modularity Q,70.0,4.0,-0.7205461547480597,4,integrative relay,integrative relay,interneuron / integrative,interneurons
C. elegans,AVKR,0.1289578386435944,-0.0135462210341531,0.0070625858229213,0.370024052329843,1-hop induced structural neighborhood modularity Q,75.0,5.0,-0.7062192621272981,4,integrative relay,integrative relay,interneuron / integrative,interneurons
C. elegans,AVL,-0.1539672773458583,-0.0069589402806569,0.0202975222955369,0.48926794777909655,1-hop induced structural neighborhood modularity Q,79.0,6.0,-0.1541506798272583,4,integrative relay,integrative relay,interneuron / integrative,interneurons
C. elegans,AWAL,0.5762403946624005,0.0234944405480528,0.06721188019773,0.1805368927110395,1-hop induced structural neighborhood modularity Q,18.0,3.0,1.0628942060660305,0,olfactory / chemosensory,olfactory / chemosensory,chemosensory,olf./chemo
C. elegans,AWAR,-0.4659730577520273,0.0178208159686248,0.010277817085978,0.411385050847887,1-hop induced structural neighborhood modularity Q,58.0,3.0,1.452252328911688,0,olfactory / chemosensory,olfactory / chemosensory,chemosensory,olf./chemo
C. elegans,AWBL,0.2047008282547995,0.0439161015987454,0.0144368852043384,0.29601495726495725,1-hop induced structural neighborhood modularity Q,71.0,3.0,0.9501922835498364,0,olfactory / chemosensory,olfactory / chemosensory,chemosensory,olf./chemo
C. elegans,AWBR,-0.6363961913476046,0.0412973584883009,0.0262123003665272,0.3115502037054492,1-hop induced structural neighborhood modularity Q,63.0,3.0,0.7178397931503168,0,olfactory / chemosensory,olfactory / chemosensory,chemosensory,olf./chemo
C. elegans,AWCL,0.3811994243559774,0.0358871084858854,0.014307224674721,0.3206295091278699,1-hop induced structural neighborhood modularity Q,78.0,4.0,0.1590646946296872,0,olfactory / chemosensory,olfactory / chemosensory,chemosensory,olf./chemo
C. elegans,AWCR,-0.358798074346615,0.0309666411000357,0.0160595269847305,0.40166626397129235,1-hop induced structural neighborhood modularity Q,82.0,4.0,0.5753641449035618,0,olfactory / chemosensory,olfactory / chemosensory,chemosensory,olf./chemo
C. elegans,BAGL,1.4517242918919655,0.0300907143407224,0.0161606786518617,0.27452148620754363,1-hop induced structural neighborhood modularity Q,69.0,5.0,0.758529939822797,2,other sensory,other sensory,thermo/gas sensory,sensory neurons
C. elegans,CEPDL,-0.5279938050716838,0.0018778648141152,0.0311642340545337,0.5219449779456764,1-hop induced structural neighborhood modularity Q,99.0,6.0,1.4328143767547836,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,CEPDR,-1.0336978149852607,0.0292962675616043,0.0358032711083191,0.46271990069493196,1-hop induced structural neighborhood modularity Q,88.0,5.0,1.8899514954072687,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,CEPVL,-0.6287699083132322,0.008011582336464,0.040540942258045,0.31083689916711826,1-hop induced structural neighborhood modularity Q,89.0,5.0,1.127811443360372,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,CEPVR,-0.5960980289885239,0.0209005380391964,0.0403269229414609,0.45482825217677597,1-hop induced structural neighborhood modularity Q,120.0,5.0,0.7013104911991062,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,FLPL,-0.8686396013499773,-0.1149491501054033,0.080275585349633,0.1677120656435911,1-hop induced structural neighborhood modularity Q,57.0,5.0,2.2308411881352046,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,FLPR,-1.3991211090469498,-0.0595770609716446,0.0560912591379397,0.20012326427563676,1-hop induced structural neighborhood modularity Q,93.0,3.0,2.6567569067146595,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,IL1DL,-0.290695203170446,-0.0470399069015458,0.0336350446821504,0.40776925574222866,1-hop induced structural neighborhood modularity Q,16.0,3.0,-0.5465437063680699,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,IL1DR,0.336274529306921,-0.0867933481889604,0.002643577751553,0.496813322368421,1-hop induced structural neighborhood modularity Q,28.0,3.0,0.394993808240869,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,IL1L,0.3664802206317709,-0.1317128809018447,-0.0039304772272032,0.47279706790123455,1-hop induced structural neighborhood modularity Q,37.0,3.0,0.8174448972375224,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,IL1R,0.9045791661704076,-0.1190846052040121,-0.0438247959518256,0.33144220531930135,1-hop induced structural neighborhood modularity Q,74.0,3.0,0.7731898882334817,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,IL1VL,-0.0340689282916831,-0.1106772305974841,0.0182299836093793,0.29592740744717977,1-hop induced structural neighborhood modularity Q,30.0,4.0,0.1017826943099423,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,IL1VR,0.9773081250372956,-0.115110472722582,0.0178492388328706,0.39722293774061723,1-hop induced structural neighborhood modularity Q,28.0,3.0,0.1978257433299198,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,IL2DL,-1.0430143798119822,-0.0110232982195794,0.0088692614077106,0.31903133055720806,1-hop induced structural neighborhood modularity Q,26.0,3.0,3.355735007585398,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,IL2DR,-0.7618633025286567,-0.000330936826991,0.0282467465529814,0.3780383613140245,1-hop induced structural neighborhood modularity Q,22.0,4.0,2.0455399900041544,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,IL2L,-0.5413112599527531,0.0214399059599486,0.0207946452853961,0.4087534626038781,1-hop induced structural neighborhood modularity Q,29.0,4.0,1.9095425048844383,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,IL2R,0.0582789090686981,0.0348992853034019,0.0434480259894494,0.4042315455594002,1-hop induced structural neighborhood modularity Q,37.0,4.0,1.992430164690206,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,IL2VL,-1.204093230845751,0.0085666374188124,0.0879947238929901,0.26797920146002996,1-hop induced structural neighborhood modularity Q,23.0,3.0,3.0349529867072724,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,IL2VR,-0.6951096324652956,0.0041169460878454,0.0259245979936007,0.21101455520444315,1-hop induced structural neighborhood modularity Q,39.0,4.0,2.3092296357127142,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,OLLL,0.6043314415104001,-0.0479790230159389,0.0389772717467841,0.34204313022398425,1-hop induced structural neighborhood modularity Q,50.0,5.0,1.4744016286301571,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,OLLR,0.4679520859572197,-0.0655555465092243,0.0191452047984926,0.43985174355665413,1-hop induced structural neighborhood modularity Q,98.0,6.0,0.8945169323245945,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,OLQDL,1.044455240180571,-0.0326671478443268,0.0288424075297569,0.5248762226784205,1-hop induced structural neighborhood modularity Q,15.0,5.0,-0.4542552722775964,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,OLQDR,0.2260494381273295,-0.0663809698349078,0.0168308790072615,0.4286439550435909,1-hop induced structural neighborhood modularity Q,35.0,4.0,-0.5447271754416722,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,OLQVL,1.1522735251549137,-0.0640467284785841,0.0290035707616337,0.49102068811063515,1-hop induced structural neighborhood modularity Q,43.0,4.0,-0.7835312420282143,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,OLQVR,0.3974154971940922,0.0031116311161349,0.0084779199831973,0.400503363506727,1-hop induced structural neighborhood modularity Q,43.0,4.0,0.2341933875007947,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,RIAL,-0.135090286859046,-0.1068063283929411,0.0354208623053253,0.42012042104460245,1-hop induced structural neighborhood modularity Q,221.0,5.0,-0.0813846037821148,5,associative / learning,associative / learning,associative interneuron,interneurons
C. elegans,RIAR,-0.9000943161439778,-0.1128020250203805,0.0216750078415792,0.4450689391668671,1-hop induced structural neighborhood modularity Q,219.0,5.0,0.0597879183789734,5,associative / learning,associative / learning,associative interneuron,interneurons
C. elegans,RIBL,1.0562991765375076,-0.0017944493823752,0.0543817177280561,0.4358090848488012,1-hop induced structural neighborhood modularity Q,108.0,5.0,-0.9702311220199028,5,associative / learning,associative / learning,associative interneuron,interneurons
C. elegans,RIBR,1.0345687486246304,-0.0082841723681434,0.0584895164387816,0.3769807638799111,1-hop induced structural neighborhood modularity Q,122.0,4.0,-1.297815632436311,5,associative / learning,associative / learning,associative interneuron,interneurons
C. elegans,RICL,-0.5805296414732438,-0.1487716846368256,0.0147470578981035,0.4306980168526355,1-hop induced structural neighborhood modularity Q,102.0,5.0,0.0652405218684009,6,state-dependent / modulatory,state-dependent / modulatory,state-modulatory interneuron,state-modulatory
C. elegans,RICR,-0.9067290125922598,-0.125830984124138,0.0181399683287866,0.4578635417006111,1-hop induced structural neighborhood modularity Q,148.0,5.0,-0.0582689081239757,6,state-dependent / modulatory,state-dependent / modulatory,state-modulatory interneuron,state-modulatory
C. elegans,RID,1.206516453563277,0.0108227569268958,-0.0239406992120578,0.5330485344725288,1-hop induced structural neighborhood modularity Q,24.0,7.0,-1.1921383466789333,4,integrative relay,integrative relay,interneuron / integrative,interneurons
C. elegans,RIH,0.4543163228650999,0.0518737270452255,0.0104559454494932,0.5957600475624257,1-hop induced structural neighborhood modularity Q,123.0,4.0,0.8777184570879153,4,integrative relay,integrative relay,interneuron / integrative,interneurons
C. elegans,RIML,1.033370210717337,-0.0410927478715281,0.0277581148191426,0.3285938203888945,1-hop induced structural neighborhood modularity Q,194.0,4.0,-0.1727521057778039,6,state-dependent / modulatory,state-dependent / modulatory,state-modulatory interneuron,state-modulatory
C. elegans,RIMR,0.9796523400915012,-0.043059513472717,0.0455336622273041,0.3778852103804485,1-hop induced structural neighborhood modularity Q,192.0,6.0,-0.4845083154486173,6,state-dependent / modulatory,state-dependent / modulatory,state-modulatory interneuron,state-modulatory
C. elegans,RIR,0.4412472230242808,0.0444727599698452,0.0268520614976934,0.42741241428466714,1-hop induced structural neighborhood modularity Q,137.0,4.0,0.3817110221000572,4,integrative relay,integrative relay,interneuron / integrative,interneurons
C. elegans,RIS,0.9586480487944484,-0.0219287788226396,-0.0137384618947002,0.4406477811510279,1-hop induced structural neighborhood modularity Q,133.0,5.0,1.5664205273504097,6,state-dependent / modulatory,state-dependent / modulatory,state-modulatory interneuron,state-modulatory
C. elegans,RIVL,0.997230902250066,-0.01428840361736,0.0324876634470004,0.1368065837556789,1-hop induced structural neighborhood modularity Q,46.0,6.0,0.0454623740767574,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,RIVR,0.876074376911276,0.0019053193605542,0.0898898680120462,0.19007869137042535,1-hop induced structural neighborhood modularity Q,48.0,5.0,0.3867729750960119,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,RMDDL,-0.4266990564743954,-0.0754488343026982,0.0582212357254225,0.3166163176557123,1-hop induced structural neighborhood modularity Q,97.0,4.0,-1.9989026791958235,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,RMDDR,-0.8017471487953932,-0.1916640041512533,0.0618211414162167,0.2165272517464771,1-hop induced structural neighborhood modularity Q,66.0,4.0,-2.239336062686346,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,RMDL,0.9849602606250734,0.059394912417754,0.0471625234151796,0.3100312388510368,1-hop induced structural neighborhood modularity Q,172.0,6.0,-0.6341488397979895,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,RMDR,-0.1332431479505051,0.0535552292500498,0.0671156029426061,0.31895493955740717,1-hop induced structural neighborhood modularity Q,125.0,4.0,-1.0266387890430204,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,RMDVL,-0.248109221383357,-0.1382482450584931,0.0752928416535763,0.34500675842090445,1-hop induced structural neighborhood modularity Q,79.0,3.0,-1.5500836697849176,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,RMDVR,-0.7670583706691313,-0.1408615511985975,0.0708327969591204,0.3246346119509186,1-hop induced structural neighborhood modularity Q,88.0,4.0,-1.4240346891027378,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,RMED,0.3662126499559935,-0.1161553818148787,-0.0362869662245754,0.45341836734693874,1-hop induced structural neighborhood modularity Q,24.0,5.0,-2.2246235515243336,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,RMEL,1.206894611334205,0.0299403921694242,0.0152548246003602,0.441504385312918,1-hop induced structural neighborhood modularity Q,21.0,5.0,-2.512305623976115,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,RMER,0.8615438524198483,0.0352811430380435,0.0176861883629082,0.3342415229030339,1-hop induced structural neighborhood modularity Q,28.0,5.0,-2.3632097148104805,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,RMEV,0.8770372523427571,-0.0497425749578728,0.005031462257574,0.47382424079548513,1-hop induced structural neighborhood modularity Q,44.0,7.0,-2.145399509471633,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,RMGL,-1.184630788789381,-0.064570897442933,0.0069226372171253,0.4805985521401792,1-hop induced structural neighborhood modularity Q,177.0,6.0,0.461345566502621,6,state-dependent / modulatory,state-dependent / modulatory,state-modulatory interneuron,state-modulatory
C. elegans,SAADL,0.4228558155914764,-0.1010687288441655,-0.0008080246668527,0.516926347114465,1-hop induced structural neighborhood modularity Q,59.0,6.0,-0.2363887780642304,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,SAADR,0.2322001526469293,-0.1204589684187786,0.0181883324272895,0.4569661924387638,1-hop induced structural neighborhood modularity Q,72.0,6.0,0.243230309880947,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,SAAVL,0.0230766114130068,-0.1512837405952934,0.0015495056890599,0.46532818047569674,1-hop induced structural neighborhood modularity Q,74.0,7.0,0.8807457944547437,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,SAAVR,-0.0947303247555859,-0.1553687869686358,-0.0550444047887704,0.3556266497146253,1-hop induced structural neighborhood modularity Q,28.0,6.0,0.8846853924588238,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,SMBVR,0.720566827203706,0.0171129176168821,0.0277254575230129,0.32687803815307526,1-hop induced structural neighborhood modularity Q,52.0,5.0,-0.5212969236332861,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,SMDDL,0.4548987190159245,0.0352876123337124,0.0629079901978605,0.3894483134515569,1-hop induced structural neighborhood modularity Q,122.0,5.0,-0.8338145100499166,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,SMDDR,0.2208586436124091,0.0087023418880462,0.0624276012326744,0.42068103954984337,1-hop induced structural neighborhood modularity Q,130.0,5.0,-1.1997974329154553,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,SMDVL,1.1500043900545958,0.0353375882419749,0.0865327352777593,0.4092896338557481,1-hop induced structural neighborhood modularity Q,122.0,4.0,-0.0359320092260633,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,SMDVR,0.4941198092821146,0.0272627736396793,0.0623310882135218,0.4294394768133175,1-hop induced structural neighborhood modularity Q,131.0,5.0,-0.1987345864352847,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,URADL,-1.7373366046987515,-0.006445655224464,0.008569245915579,0.10522609526683764,1-hop induced structural neighborhood modularity Q,12.0,4.0,-0.1643030512912763,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,URADR,-1.6302583024171546,-0.0164230688380995,0.0245333262156602,0.09964444444444444,1-hop induced structural neighborhood modularity Q,9.0,3.0,0.0,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,URAVL,-1.038814546608589,-0.0316193482880172,-0.0198106262262553,0.36769833104709654,1-hop induced structural neighborhood modularity Q,31.0,4.0,0.5340824859302579,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,URAVR,-0.976791306592615,-0.0013509457379679,0.0179200981281793,0.34364720845576946,1-hop induced structural neighborhood modularity Q,42.0,3.0,0.4289956055183586,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,URBL,-0.4708821787532142,0.0151356690304579,0.0224793630567143,0.4615051903114187,1-hop induced structural neighborhood modularity Q,36.0,6.0,1.3256697393034558,4,integrative relay,integrative relay,interneuron / integrative,interneurons
C. elegans,URBR,-0.4622202745889068,0.0219748405314457,0.0282070519255408,0.4083706942616221,1-hop induced structural neighborhood modularity Q,96.0,4.0,0.6390799592896695,4,integrative relay,integrative relay,interneuron / integrative,interneurons
C. elegans,URXL,-0.0922453345713533,0.0381057915407909,0.0200050339790527,0.421987918367347,1-hop induced structural neighborhood modularity Q,117.0,4.0,0.2371297932889497,2,other sensory,other sensory,thermo/gas sensory,sensory neurons
C. elegans,URXR,-0.6372974753910494,0.0304554844923096,0.0238950085354862,0.40996089351159887,1-hop induced structural neighborhood modularity Q,154.0,5.0,0.5520685823000399,2,other sensory,other sensory,thermo/gas sensory,sensory neurons
C. elegans,URYDL,0.0412032610255655,-0.1082198964317172,0.0173016284798848,0.4225650867402339,1-hop induced structural neighborhood modularity Q,32.0,3.0,1.0541605260972755,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,URYDR,-0.2085975773899617,-0.0869393635161708,0.0284466316757938,0.5109393195012282,1-hop induced structural neighborhood modularity Q,41.0,6.0,1.840549633397487,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,URYVL,0.3340720082360938,-0.050768606334913,0.0151823209815332,0.36453913300383123,1-hop induced structural neighborhood modularity Q,70.0,4.0,2.1365999555197845,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
