species,node,n_recordings,level,EdgeStdFCV,FCS,ProfileCorrDistFCV,ObservedNetTE,NeighborNetTE,class_order,class_label,class_short,fine_class,anatomy_group,fcv_rank
Drosophila,SAD,20,side key,0.457810572919436,1.2536144266895306,-0.7913155851346086,1.0559135435522833,-0.46473363692401926,-1,unclassified,unclassified,unclassified,protocerebrum,27.0
Drosophila,SCL_L,20,side key,0.40955848834561215,0.9486610655013619,-0.7273528870012355,-0.3368913059052537,-0.3197579907658412,-1,unclassified,unclassified,unclassified,protocerebrum,28.0
Drosophila,SCL_R,20,side key,0.27528825458329653,0.8328845068087618,-0.6591998619834032,-0.6074196438691305,-0.3784788166993724,-1,unclassified,unclassified,unclassified,protocerebrum,32.0
Drosophila,SIP_L,20,side key,0.22032864275681135,0.4106006419937702,-0.501290224448438,-0.7546188894036343,-0.2700088346120206,4,integrative relay,integrative relay,superior protocerebrum,protocerebrum,34.0
Drosophila,SIP_R,20,side key,0.4655701959326232,0.7777082829259782,-0.9005306158554236,-0.4664417229893703,-0.7822411927706355,4,integrative relay,integrative relay,superior protocerebrum,protocerebrum,25.0
Drosophila,SLP_L,20,side key,0.9525205044844435,1.081933845351315,-1.0332554276357684,0.0908027313040537,-0.6568189031222557,-1,unclassified,unclassified,unclassified,protocerebrum,9.0
Drosophila,SLP_R,20,side key,0.8746876468979855,0.9398123213247226,-0.7345433613112794,0.3295940349439548,0.026152400672818227,4,integrative relay,integrative relay,superior protocerebrum,protocerebrum,10.0
Drosophila,SMP_L,20,side key,0.6610001979497863,1.4162202706246656,-1.0721684445638797,0.9802832287822882,-0.7081269810351425,4,integrative relay,integrative relay,superior protocerebrum,protocerebrum,16.0
Drosophila,SMP_R,20,side key,0.7346776512157255,1.5199933779913022,-1.1660847717957894,1.3650281038419814,-1.0698041679376253,4,integrative relay,integrative relay,superior protocerebrum,protocerebrum,13.0
Drosophila,SOG,20,side key,1.555301704603685,0.6000069547085263,-0.42903596814608275,2.4765863330426447,-0.27369170781878216,-1,unclassified,unclassified,unclassified,protocerebrum,3.0
Drosophila,SPS_L,20,side key,0.5239755603729512,1.2124160953764083,-0.6073022209427085,0.649369034655209,-0.2550709944573405,3,sensorimotor output,sensorimotor output,premotor / descending interface,premotor interface,22.0
Drosophila,SPS_R,20,side key,0.49679612000018175,0.991710111346185,-0.4535722271631321,0.323957868802179,-0.053511631487938686,3,sensorimotor output,sensorimotor output,premotor / descending interface,premotor interface,23.0
Drosophila,VES_L,20,side key,0.6999972124274766,1.3902740555347128,-0.871174383452017,0.6984635838360097,-0.3885423942936974,3,sensorimotor output,sensorimotor output,premotor / descending interface,premotor interface,14.0
Drosophila,VES_R,20,side key,0.6951019537500162,1.1765100729452,-0.8112000690926485,0.8298252027725664,-0.3795007387526729,3,sensorimotor output,sensorimotor output,premotor / descending interface,premotor interface,15.0
Drosophila,WED_L,20,side key,-0.51283048519137,-1.1355125930346357,0.9268403656970475,-0.1553191534303008,1.644531468698846,-1,unclassified,unclassified,unclassified,protocerebrum,47.0
Drosophila,WED_R,20,side key,-1.0471203496424655,-1.4072399170425132,1.2271509207909268,-0.20403745086838834,2.0494302678975425,4,integrative relay,integrative relay,visual-association protocerebrum,protocerebrum,56.0
Zebrafish,Cb,7,root_area_from_louvain_communities,-0.954373380001596,-0.3195515224343238,0.923395016939305,0.10844935421157144,-0.3745651085231668,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,39.0
Zebrafish,HR,2,root_area_from_louvain_communities,-1.286006136046754,0.9499112933350751,-0.3719331834695036,-4.068642557896467,0.8477186444357996,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system,47.0
Zebrafish,Hb,6,root_area_from_louvain_communities,1.0346132067243625,-2.1506033031480545,2.1615127765903055,0.10480616923867377,1.4721976045408496,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system,11.0
Zebrafish,Hi,3,root_area_from_louvain_communities,-1.8318066276615552,-0.259900177238093,0.5014790534407458,-2.49575088609677,-1.73359245326142,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system,48.0
Zebrafish,MON,7,root_area_from_louvain_communities,-1.1933531150543424,-2.1873650230780166,0.36297132527062215,-0.5772889391379074,-1.54682074846592,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,42.0
Zebrafish,MOS1,7,root_area_from_louvain_communities,0.7390695453973448,1.025805930015241,-1.1074783101807781,1.6217548658927003,-0.459204611415866,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,13.0
Zebrafish,MOS2,7,root_area_from_louvain_communities,-0.13520041672357863,1.1655234956832987,-1.9433332614216885,0.9854548534651082,0.3038334079687824,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,24.0
Zebrafish,MOS3,7,root_area_from_louvain_communities,1.1464227933468003,0.7587398659324589,-0.5602804526044781,1.8780030339465736,-0.6162472616598536,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,10.0
Zebrafish,MOS4,7,root_area_from_louvain_communities,-0.6801727135428101,0.594085065694479,-0.5462296429800817,0.2617662788950401,-0.08498726719305941,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,31.0
Zebrafish,MOS5,7,root_area_from_louvain_communities,-0.7530286733072034,-0.5254663831510731,0.5457706596396293,0.20447899690382124,-1.4163518339892784,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,34.0
Zebrafish,NX,6,root_area_from_louvain_communities,-1.0783515654900995,0.34897664818621854,-1.0993843285081077,0.6563084123727339,0.3582373188791968,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,40.0
Zebrafish,OB,4,root_area_from_louvain_communities,1.3466135357862894,-2.1621319555871605,1.7514168381073316,0.23847937203442798,2.7461628296939864,0,olfactory / chemosensory,olfactory / chemosensory,olfactory sensory,telencephalon,7.0
Zebrafish,P,7,root_area_from_louvain_communities,1.5495195865975258,-0.8962077067207689,0.6044401893096825,0.4797317381786187,1.458876973927878,5,associative / learning,associative / learning,telencephalic associative,telencephalon,5.0
Zebrafish,PO,7,root_area_from_louvain_communities,1.1592691233111951,0.10568346527647571,-0.35702163389813696,-0.3390845156726062,0.4131543672145884,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system,9.0
Zebrafish,PT,6,root_area_from_louvain_communities,-0.20336985502876734,0.7732073012744614,-0.2938130307531401,-1.3198650636753744,0.1196386581825478,1,visual / optic,visual / optic,visual / optic midbrain,diencephalon,25.0
Zebrafish,PrT,7,root_area_from_louvain_communities,-0.7324940128030598,0.30923324413164366,0.612959783571966,-0.6184760659944276,-0.09825525567008493,1,visual / optic,visual / optic,visual / optic midbrain,diencephalon,33.0
Zebrafish,Ra,7,root_area_from_louvain_communities,0.12961230905976018,-0.6179466488950468,0.7866341174923412,-0.5841255948463571,1.6904573413008508,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system,19.0
Zebrafish,SP,7,root_area_from_louvain_communities,1.8949559675979473,-0.4485663644985999,-0.2923819960278499,1.7221395418498164,1.0342683050198087,5,associative / learning,associative / learning,telencephalic associative,telencephalon,2.0
Zebrafish,T,7,root_area_from_louvain_communities,-0.3145500508628172,0.5820501444487922,0.21695630751604444,-0.8950752546865549,-1.2196881898615923,4,integrative relay,integrative relay,diencephalic / state relay,diencephalon,26.0
Zebrafish,TS,4,root_area_from_louvain_communities,-1.2275300694685376,-2.340533064450082,2.428591676380637,-0.5393941458093233,-5.226131346814284,1,visual / optic,visual / optic,visual / optic midbrain,mesencephalon,44.0
Zebrafish,TeO,7,root_area_from_louvain_communities,-0.6521309710011644,-1.163201584993177,1.4362230087251593,-0.10470465330808518,-1.8863196715888277,1,visual / optic,visual / optic,visual / optic midbrain,mesencephalon,30.0
Zebrafish,Th,7,root_area_from_louvain_communities,0.12267294539341556,-0.01393738619033973,0.8186310467150929,-0.7586007655136027,0.3157017955503531,4,integrative relay,integrative relay,diencephalic / state relay,diencephalon,20.0
Zebrafish,aRF,6,root_area_from_louvain_communities,-0.9083500374198268,0.08282896317891364,0.15403421163038594,-1.7581902607930304,-0.11423191743855335,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,37.0
Zebrafish,imRF,6,root_area_from_louvain_communities,-1.2006574662929164,0.7004960738303434,-1.0544267747548433,-0.12212627356886138,0.6483514633234864,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,43.0
Zebrafish,pRF,7,root_area_from_louvain_communities,0.4416958849654735,-0.18957806728143267,-0.7908770146407542,0.6556879043835322,0.7520153653889393,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,15.0
Zebrafish,rCb,7,root_area_from_louvain_communities,-0.7255609791494912,0.4530451012800691,0.24013177275313768,0.1192654537105551,-0.2821778811321395,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,32.0
Zebrafish,rHR,2,root_area_from_louvain_communities,-0.9487390016428365,0.6375374272267067,-0.24027599702681537,-2.6305653695441364,0.7291314153443762,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system,38.0
Zebrafish,rHb,6,root_area_from_louvain_communities,1.596274507334197,-1.5694103034761366,1.6849283210625932,0.21528855542223252,1.6614210030817593,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system,4.0
Zebrafish,rHi,4,root_area_from_louvain_communities,-0.7839403387683498,0.7400907281348363,-0.4817773984882304,-2.9968616211175005,-0.07701088546064792,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system,35.0
Zebrafish,rMON,7,root_area_from_louvain_communities,-1.1820425166826887,-1.7463647943415324,0.3841807339349011,-0.7705030401644062,-1.759671289977898,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,41.0
Zebrafish,rMOS1,7,root_area_from_louvain_communities,0.1901569488351133,1.5923807990094314,-1.3359509004652392,1.2161537346867692,-0.03482099435644656,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,18.0
Zebrafish,rMOS2,7,root_area_from_louvain_communities,-0.6322091318888503,1.292802455966042,-2.0732410629774214,1.2812453793972858,-0.044756274567369414,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,29.0
Zebrafish,rMOS3,7,root_area_from_louvain_communities,0.7911210367536572,1.5441335165176806,-0.774226872014673,1.1996623897946934,-0.1938013705468956,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,12.0
Zebrafish,rMOS4,7,root_area_from_louvain_communities,-0.42383894216150725,1.4972757301330464,-0.9828897498117652,0.18264003055456754,-0.010364839711592072,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,27.0
Zebrafish,rMOS5,7,root_area_from_louvain_communities,-0.5413417606311417,0.20249642023520834,0.131869046945169,0.7034517943710036,-0.5053657846983665,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,28.0
Zebrafish,rNX,7,root_area_from_louvain_communities,-0.8366161044922553,-0.02918123299492137,-1.1495650419623544,0.1322374919674074,0.9242858120798084,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,36.0
Zebrafish,rP,7,root_area_from_louvain_communities,1.6456512034875086,-0.4639297678674768,0.37900630090038906,0.5936399500264018,0.6973627344510313,5,associative / learning,associative / learning,telencephalic associative,telencephalon,3.0
Zebrafish,rPO,7,root_area_from_louvain_communities,1.4040926685280206,0.4873096977563962,-0.4074827842158393,1.1498028440083368,-0.032652890619213205,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system,6.0
Zebrafish,rPT,7,root_area_from_louvain_communities,0.476998723769256,1.0379176929253713,-0.22355278939654394,-0.5185716133480431,-0.2825721195668975,1,visual / optic,visual / optic,visual / optic midbrain,diencephalon,14.0
Zebrafish,rPrT,7,root_area_from_louvain_communities,0.2939976469109073,1.109269129729285,-0.4727969586790871,-0.7212034882708162,-0.466017817327191,1,visual / optic,visual / optic,visual / optic midbrain,diencephalon,16.0
Zebrafish,rRa,6,root_area_from_louvain_communities,0.06291317175618495,-0.5643089702156793,0.8900426717511982,-0.3357546360740397,0.7243479820867377,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system,22.0
Zebrafish,rSP,7,root_area_from_louvain_communities,2.0921139529474715,-0.102578570139064,-0.3774204544441653,1.918791165267305,0.8703452744987396,5,associative / learning,associative / learning,telencephalic associative,telencephalon,1.0
Zebrafish,rT,7,root_area_from_louvain_communities,0.028947462460121132,1.3894131101767282,-0.3575676120622363,-0.3924564501211786,-0.20484780398843574,4,integrative relay,integrative relay,diencephalic / state relay,diencephalon,23.0
Zebrafish,rTS,1,root_area_from_louvain_communities,-2.853113775871185,-2.4458558741644376,2.2691083611873246,-3.069974260725623,-1.4424377972460751,1,visual / optic,visual / optic,visual / optic midbrain,mesencephalon,49.0
Zebrafish,rTeO,7,root_area_from_louvain_communities,0.2312755455684927,-0.5914058828038704,1.0327304911999917,0.8758648902528396,-1.765879686555538,1,visual / optic,visual / optic,visual / optic midbrain,mesencephalon,17.0
Zebrafish,rTh,7,root_area_from_louvain_communities,1.1728890979283748,0.5306949466745764,0.2338553834177924,0.21223383071228905,-0.21727293581032142,4,integrative relay,integrative relay,diencephalic / state relay,diencephalon,8.0
Zebrafish,raRF,4,root_area_from_louvain_communities,-1.2809420007055217,1.2000441649629803,-0.8710896296437786,-2.216270542551368,-0.05234568534752432,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,46.0
Zebrafish,rimRF,6,root_area_from_louvain_communities,-1.2527274038179848,1.7843126375826255,-1.9875888218864675,-0.40726943654146974,0.14567664017835477,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,45.0
Zebrafish,rpRF,7,root_area_from_louvain_communities,0.10441829873389043,0.16688716354658403,-1.063474955504023,0.5375363586784727,1.650891661459501,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,21.0
