epsilon,run,layer,dynamic_fc_state,potential,fc_state_mean,fc_state_std
0.0,1,Layer 1,0.2611127640586055,3.251399858553296,0.7576448226790057,0.30008554618003974
0.0,1,Layer 1,0.27486541871725456,3.219528616634428,0.7576448226790057,0.30008554618003974
0.0,1,Layer 1,0.28861807337590384,3.212082966623444,0.7576448226790057,0.30008554618003974
0.0,1,Layer 1,0.3023707280345529,3.2351006952840926,0.7576448226790057,0.30008554618003974
0.0,1,Layer 1,0.31612338269320217,3.277606747116122,0.7576448226790057,0.30008554618003974
0.0,1,Layer 1,0.3298760373518512,3.330377640923916,0.7576448226790057,0.30008554618003974
0.0,1,Layer 1,0.3436286920105005,3.2918657103531563,0.7576448226790057,0.30008554618003974
0.0,1,Layer 1,0.35738134666914956,3.2297913267849747,0.7576448226790057,0.30008554618003974
0.0,1,Layer 1,0.37113400132779883,3.052819602017704,0.7576448226790057,0.30008554618003974
0.0,1,Layer 1,0.3848866559864479,2.8803148768033147,0.7576448226790057,0.30008554618003974
0.0,1,Layer 1,0.39863931064509694,2.7190168346777255,0.7576448226790057,0.30008554618003974
0.0,1,Layer 1,0.4123919653037462,2.595732727279577,0.7576448226790057,0.30008554618003974
0.0,1,Layer 1,0.4261446199623953,2.511230512886196,0.7576448226790057,0.30008554618003974
