species,node_i,node_j,profile_corr
C. elegans,AQR,AVDL,0.6155263901699912
C. elegans,AQR,AVDR,0.6309443360857311
C. elegans,AQR,AVEL,0.14705447931683557
C. elegans,AQR,AVER,0.015762737153748794
C. elegans,AQR,AVHL,0.14533542070069344
C. elegans,AQR,AVJL,0.698905426250549
C. elegans,AQR,AVJR,0.506151036471092
C. elegans,AQR,AVKL,0.12036464772312885
C. elegans,AQR,AVKR,0.38957332146743734
C. elegans,AQR,AVL,0.5203372185889557
C. elegans,AQR,AWAL,0.3512206132762867
C. elegans,AQR,AWAR,0.6413519669459753
C. elegans,AQR,AWBL,0.28612883601260547
C. elegans,AQR,AWBR,0.4191694103557644
C. elegans,AQR,AWCL,0.08754577884991553
C. elegans,AQR,AWCR,0.10057817140306818
C. elegans,AQR,BAGL,-0.29193468356434893
C. elegans,AQR,CEPDL,-0.17359925495128162
C. elegans,AQR,CEPDR,0.2873186424634891
C. elegans,AQR,CEPVL,0.1820514958786098
C. elegans,AQR,CEPVR,-0.02399266953141145
C. elegans,AQR,FLPL,-0.03506245759040727
C. elegans,AQR,FLPR,0.5515978828503328
C. elegans,AQR,IL1DL,-0.1373683898497829
C. elegans,AQR,IL1DR,-0.37673949531338397
C. elegans,AQR,IL1L,-0.7307916484491859
C. elegans,AQR,IL1R,-0.38125151037802735
C. elegans,AQR,IL1VL,-0.5294669147659354
C. elegans,AQR,IL1VR,-0.5149509404490026
C. elegans,AQR,IL2DL,0.09455336173123098
C. elegans,AQR,IL2DR,0.5038392093776599
C. elegans,AQR,IL2L,0.23928330370788917
C. elegans,AQR,IL2R,0.47409408059497826
C. elegans,AQR,IL2VL,0.3127961288948023
C. elegans,AQR,IL2VR,0.18000494709443854
C. elegans,AQR,OLLL,-0.7447664162748869
C. elegans,AQR,OLLR,-0.727348247977097
C. elegans,AQR,OLQDL,-0.830875077095342
C. elegans,AQR,OLQDR,-0.6806337314833896
C. elegans,AQR,OLQVL,-0.9048413950087725
C. elegans,AQR,OLQVR,-0.7611810198723109
C. elegans,AQR,RIAL,0.21364511896506394
C. elegans,AQR,RIAR,0.49087908460053686
C. elegans,AQR,RIBL,-0.19465336195233957
C. elegans,AQR,RIBR,-0.27771244195848455
C. elegans,AQR,RICL,0.786196016624094
C. elegans,AQR,RICR,0.7400353072907795
C. elegans,AQR,RID,-0.014963959734993983
C. elegans,AQR,RIH,-0.9612862251000254
C. elegans,AQR,RIML,-0.011960569419837893
C. elegans,AQR,RIMR,-0.09440204735477097
C. elegans,AQR,RIR,-0.5299930747778391
C. elegans,AQR,RIS,-0.7387015116177705
C. elegans,AQR,RIVL,-0.93212002246096
C. elegans,AQR,RIVR,-0.938646808552829
C. elegans,AQR,RMDDL,0.9246815243378024
C. elegans,AQR,RMDDR,0.6649093737833357
C. elegans,AQR,RMDL,-0.8195069085470993
C. elegans,AQR,RMDR,-0.6676765796526419
C. elegans,AQR,RMDVL,0.6793218825930976
C. elegans,AQR,RMDVR,0.49011584405311703
C. elegans,AQR,RMED,-0.9373495123007722
C. elegans,AQR,RMEL,-0.47264214847130587
C. elegans,AQR,RMER,-0.32299604535194015
C. elegans,AQR,RMEV,-0.6766609610882562
C. elegans,AQR,RMGL,0.5616730012219016
C. elegans,AQR,SAADL,0.695821056508747
C. elegans,AQR,SAADR,0.24196131274971244
C. elegans,AQR,SAAVL,0.029918959154360405
C. elegans,AQR,SAAVR,0.6827027907780334
C. elegans,AQR,SMBVR,-0.6222548512173809
C. elegans,AQR,SMDDL,0.3373322009373132
C. elegans,AQR,SMDDR,-0.7782762608759798
C. elegans,AQR,SMDVL,-0.6053683673624618
C. elegans,AQR,SMDVR,-0.808601342033437
C. elegans,AQR,URADL,0.6022523368919162
C. elegans,AQR,URADR,0.41418024488884697
C. elegans,AQR,URAVL,0.8582989098750129
C. elegans,AQR,URAVR,0.545349482010468
C. elegans,AQR,URBL,-0.008173509408776265
C. elegans,AQR,URBR,-0.32989055884343377
C. elegans,AQR,URXL,0.11973377954434444
C. elegans,AQR,URXR,0.8131136999393835
C. elegans,AQR,URYDL,-0.24162069036748748
C. elegans,AQR,URYDR,-0.3514980282415418
C. elegans,AQR,URYVL,-0.34805569506584716
C. elegans,AQR,URYVR,0.6662793860818018
C. elegans,ASEL,ASER,0.842507415381555
C. elegans,ASEL,ASGL,0.3908049675978409
C. elegans,ASEL,ASGR,-0.07406575131256204
C. elegans,ASEL,ASHL,0.7804158410706545
C. elegans,ASEL,ASIL,0.9654692707320042
C. elegans,ASEL,ASIR,0.8065571862117257
C. elegans,ASEL,ASKL,0.770262958556723
C. elegans,ASEL,ASKR,0.5992286983792088
C. elegans,ASEL,AUAL,0.07095625091910109
C. elegans,ASEL,AUAR,0.5592686274073557
C. elegans,ASEL,AVAL,0.16471813824191023
C. elegans,ASEL,AVAR,0.13930680334373227
C. elegans,ASEL,AVBL,0.09947419524740307
C. elegans,ASEL,AVBR,0.16258656608491467
C. elegans,ASEL,AVDL,-0.2594810951222698
C. elegans,ASEL,AVDR,-0.23209379918509024
C. elegans,ASEL,AVEL,-0.1001079299079806
C. elegans,ASEL,AVER,0.15913060988764366
C. elegans,ASEL,AVHL,-0.056827230042895305
C. elegans,ASEL,AVJL,-0.3734125452272968
C. elegans,ASEL,AVJR,-0.37564353969592895
C. elegans,ASEL,AVKL,0.9491617501567975
C. elegans,ASEL,AVKR,0.8235279648038559
C. elegans,ASEL,AVL,0.7181283043513189
C. elegans,ASEL,AWAL,0.7367236503424973
C. elegans,ASEL,AWAR,0.35666329494105387
C. elegans,ASEL,AWBL,0.7962693369114072
C. elegans,ASEL,AWBR,-0.13262205300529398
C. elegans,ASEL,AWCL,0.8778702148918762
C. elegans,ASEL,AWCR,0.49279896464936984
C. elegans,ASEL,BAGL,0.19999505284056038
C. elegans,ASEL,CEPDL,-0.7265624633614012
C. elegans,ASEL,CEPDR,-0.4050324311981184
C. elegans,ASEL,CEPVL,-0.9992548396190969
C. elegans,ASEL,CEPVR,-0.5975836202114831
C. elegans,ASEL,FLPL,-0.04076288053430177
C. elegans,ASEL,FLPR,-0.2605312751125173
C. elegans,ASEL,IL1DL,-0.9451739872451629
C. elegans,ASEL,IL1DR,-0.6990499327246248
C. elegans,ASEL,IL1L,-0.5160069547663042
C. elegans,ASEL,IL1R,-0.10532406480458417
C. elegans,ASEL,IL1VL,-0.15978220935062967
C. elegans,ASEL,IL1VR,0.1158806522727164
C. elegans,ASEL,IL2DL,0.22255061159795275
C. elegans,ASEL,IL2DR,0.20066807636533157
C. elegans,ASEL,IL2L,-0.05845851495699373
C. elegans,ASEL,IL2R,0.6745273500829476
C. elegans,ASEL,IL2VL,-0.09363198417922353
C. elegans,ASEL,IL2VR,0.3286649492159304
C. elegans,ASEL,OLLL,-0.45027520604131627
C. elegans,ASEL,OLLR,-0.5108139482529954
C. elegans,ASEL,OLQDL,-0.20822721373210204
C. elegans,ASEL,OLQDR,-0.5866839045860791
C. elegans,ASEL,OLQVL,-0.08859862092478657
C. elegans,ASEL,OLQVR,-0.4726486174192445
C. elegans,ASEL,RIAL,-0.13933291420655927
C. elegans,ASEL,RIAR,-0.06351973353999334
C. elegans,ASEL,RIBL,0.1149203564465021
C. elegans,ASEL,RIBR,0.3644744409036157
C. elegans,ASEL,RICL,0.3871132273996024
C. elegans,ASEL,RICR,0.07835327740630464
C. elegans,ASEL,RID,0.2747447789985261
C. elegans,ASEL,RIH,0.45626399893532094
C. elegans,ASEL,RIML,0.3582812994251823
C. elegans,ASEL,RIMR,0.4756364750884315
C. elegans,ASEL,RIR,0.8857711093622145
C. elegans,ASEL,RIS,0.08040941996307929
C. elegans,ASEL,RIVL,0.2981507378606469
C. elegans,ASEL,RIVR,0.25533718073027595
C. elegans,ASEL,RMDDL,-0.4841069633023207
C. elegans,ASEL,RMDDR,-0.22224006802809484
C. elegans,ASEL,RMDL,-0.07097794438240831
C. elegans,ASEL,RMDR,-0.5893505643621424
C. elegans,ASEL,RMDVL,-0.8509619035762415
C. elegans,ASEL,RMDVR,-0.5251413469002406
C. elegans,ASEL,RMED,0.01819314018850995
C. elegans,ASEL,RMEL,0.20351141515949392
C. elegans,ASEL,RMER,-0.15119116061473198
C. elegans,ASEL,RMEV,-0.1928717374344703
C. elegans,ASEL,RMGL,0.09241476864769596
C. elegans,ASEL,SAADL,0.2154953141490834
C. elegans,ASEL,SAADR,0.9040462810035425
C. elegans,ASEL,SAAVL,0.9238229935201763
C. elegans,ASEL,SAAVR,0.5835319842969382
C. elegans,ASEL,SMBVR,0.7833461867664889
C. elegans,ASEL,SMDDL,0.17511417776543164
C. elegans,ASEL,SMDDR,-0.32761380206348184
C. elegans,ASEL,SMDVL,0.09371099488632871
C. elegans,ASEL,SMDVR,0.6945572948532047
C. elegans,ASEL,URADL,-0.37372812134473293
C. elegans,ASEL,URADR,-0.11562667941686897
C. elegans,ASEL,URAVL,-0.10353438263753897
C. elegans,ASEL,URAVR,0.2554638253524749
C. elegans,ASEL,URBL,-0.9409867317449613
C. elegans,ASEL,URBR,-0.33807562802441565
C. elegans,ASEL,URXL,-0.6379202416920082
C. elegans,ASEL,URXR,-0.7080002232487936
C. elegans,ASEL,URYDL,-0.5145502595216634
C. elegans,ASEL,URYDR,-0.788830224742089
C. elegans,ASEL,URYVL,-0.17586244238290497
C. elegans,ASEL,URYVR,-0.7345472043168968
C. elegans,ASER,ASGL,-0.14871287524725268
C. elegans,ASER,ASGR,-0.5788399682463529
C. elegans,ASER,ASHL,0.9875271163648176
C. elegans,ASER,ASIL,0.9468832835559673
C. elegans,ASER,ASIR,0.6420253933643586
C. elegans,ASER,ASKL,0.9759910817312334
C. elegans,ASER,ASKR,0.7740267869845064
C. elegans,ASER,AUAL,-0.4128859137826152
C. elegans,ASER,AUAR,0.02554806855860762
C. elegans,ASER,AVAL,-0.3663850871941606
C. elegans,ASER,AVAR,-0.39273299641228715
C. elegans,ASER,AVBL,-0.335547496826054
C. elegans,ASER,AVBR,-0.3941118207361833
C. elegans,ASER,AVDL,-0.023384707949432582
C. elegans,ASER,AVDR,-0.009602979851106044
C. elegans,ASER,AVEL,-0.5746853594761827
C. elegans,ASER,AVER,-0.33297567766449737
C. elegans,ASER,AVHL,0.3688232076579719
C. elegans,ASER,AVJL,-0.18393049007986767
C. elegans,ASER,AVJR,-0.06535681582964872
C. elegans,ASER,AVKL,0.6876469265744807
C. elegans,ASER,AVKR,0.5798924953250744
C. elegans,ASER,AVL,0.499855369569144
C. elegans,ASER,AWAL,0.271948728228477
C. elegans,ASER,AWAR,0.36929635734295185
C. elegans,ASER,AWBL,0.7318169546861215
C. elegans,ASER,AWBR,0.1929868248764867
C. elegans,ASER,AWCL,0.8504118111989641
C. elegans,ASER,AWCR,0.7489246995348673
C. elegans,ASER,BAGL,-0.194127522924685
C. elegans,ASER,CEPDL,-0.24271097439670564
C. elegans,ASER,CEPDR,0.008251411061278554
C. elegans,ASER,CEPVL,-0.8216881020427504
C. elegans,ASER,CEPVR,-0.10051085910360259
C. elegans,ASER,FLPL,0.4372335537535843
C. elegans,ASER,FLPR,0.014390601217467979
C. elegans,ASER,IL1DL,-0.7026511436856736
C. elegans,ASER,IL1DR,-0.6676588168939138
C. elegans,ASER,IL1L,-0.25725203444270656
C. elegans,ASER,IL1R,-0.3910718805214476
C. elegans,ASER,IL1VL,0.3958345602750145
C. elegans,ASER,IL1VR,-0.156122021498415
C. elegans,ASER,IL2DL,0.592133047533042
C. elegans,ASER,IL2DR,0.3861708492273604
C. elegans,ASER,IL2L,0.332398028418343
C. elegans,ASER,IL2R,0.5826417477581628
C. elegans,ASER,IL2VL,0.2737587587094084
C. elegans,ASER,IL2VR,0.6266283488938381
C. elegans,ASER,OLLL,-0.2704965108281881
C. elegans,ASER,OLLR,-0.2739175482894171
C. elegans,ASER,OLQDL,-0.11537569262892192
C. elegans,ASER,OLQDR,-0.2576650523662321
C. elegans,ASER,OLQVL,0.03668658469992521
C. elegans,ASER,OLQVR,-0.22179294841157748
C. elegans,ASER,RIAL,0.27647530456118136
C. elegans,ASER,RIAR,0.21046097161420088
C. elegans,ASER,RIBL,-0.30383698116977853
C. elegans,ASER,RIBR,-0.05111229085312611
C. elegans,ASER,RICL,0.21019425438822167
C. elegans,ASER,RICR,0.14189787744085755
C. elegans,ASER,RID,-0.22150563034637324
C. elegans,ASER,RIH,0.6382558787343996
C. elegans,ASER,RIML,-0.14327977996450553
C. elegans,ASER,RIMR,-0.003365286400605716
C. elegans,ASER,RIR,0.9802868375957954
C. elegans,ASER,RIS,-0.03455445063763369
C. elegans,ASER,RIVL,0.34360394429705843
C. elegans,ASER,RIVR,0.314102957306837
C. elegans,ASER,RMDDL,-0.7461863185295856
C. elegans,ASER,RMDDR,-0.02390888762943125
C. elegans,ASER,RMDL,-0.06260042592279881
C. elegans,ASER,RMDR,-0.21212805734102405
C. elegans,ASER,RMDVL,-0.876578806453377
C. elegans,ASER,RMDVR,-0.20671669608150547
C. elegans,ASER,RMED,0.14110163460913244
C. elegans,ASER,RMEL,-0.10693030839321514
C. elegans,ASER,RMER,-0.4505880918907674
C. elegans,ASER,RMEV,-0.26148460332265944
C. elegans,ASER,RMGL,0.28121824950329793
C. elegans,ASER,SAADL,-0.3157815549718254
C. elegans,ASER,SAADR,0.6634661049237522
C. elegans,ASER,SAAVL,0.8651516618828481
C. elegans,ASER,SAAVR,0.2836535161739876
C. elegans,ASER,SMBVR,0.61242723958078
C. elegans,ASER,SMDDL,-0.3766847601735907
C. elegans,ASER,SMDDR,-0.21781080682703327
C. elegans,ASER,SMDVL,-0.11947339158842298
C. elegans,ASER,SMDVR,0.6795540244402528
C. elegans,ASER,URADL,-0.11918526961584662
C. elegans,ASER,URADR,0.20921090299840225
C. elegans,ASER,URAVL,-0.09226486705030575
C. elegans,ASER,URAVR,0.391944001015596
C. elegans,ASER,URBL,-0.6108434938787245
C. elegans,ASER,URBR,0.21937822966208376
C. elegans,ASER,URXL,-0.8907252518293547
C. elegans,ASER,URXR,-0.7183675930244191
C. elegans,ASER,URYDL,-0.6967206520114927
C. elegans,ASER,URYDR,-0.36554533369648823
C. elegans,ASER,URYVL,-0.4550821506986498
C. elegans,ASER,URYVR,-0.5759420670409091
C. elegans,ASGL,ASGR,0.8889575655896381
C. elegans,ASGL,ASHL,-0.20798829018073442
C. elegans,ASGL,ASIL,0.13775202076819343
C. elegans,ASGL,ASIR,0.23319922711671676
C. elegans,ASGL,ASKL,-0.285474793391455
C. elegans,ASGL,ASKR,-0.36238348831759454
C. elegans,ASGL,AUAL,0.6900851588191799
C. elegans,ASGL,AUAR,0.9656400824468558
C. elegans,ASGL,AVAL,0.9713210641182471
C. elegans,ASGL,AVAR,0.9655947746801161
C. elegans,ASGL,AVBL,0.8814028236811725
C. elegans,ASGL,AVBR,0.9286606416451341
C. elegans,ASGL,AVDL,-0.6422292069836523
C. elegans,ASGL,AVDR,-0.6197044190608557
C. elegans,ASGL,AVEL,0.8669418565585476
C. elegans,ASGL,AVER,0.9471316067579095
C. elegans,ASGL,AVHL,-0.8631662883193305
C. elegans,ASGL,AVJL,-0.5804731434929706
C. elegans,ASGL,AVJR,-0.7566246411353899
C. elegans,ASGL,AVKL,0.49758570651827466
C. elegans,ASGL,AVKR,0.380583906969047
C. elegans,ASGL,AVL,0.2902798589645623
C. elegans,ASGL,AWAL,0.8145366984441634
C. elegans,ASGL,AWAR,-0.20061714581497872
C. elegans,ASGL,AWBL,0.06523347706009593
C. elegans,ASGL,AWBR,-0.7530941817916248
C. elegans,ASGL,AWCL,0.0546473280708314
C. elegans,ASGL,AWCR,-0.5067750595518903
C. elegans,ASGL,BAGL,0.849825335848069
C. elegans,ASGL,CEPDL,-0.9028343029361292
C. elegans,ASGL,CEPDR,-0.8917420002624367
C. elegans,ASGL,CEPVL,-0.4260273460351922
C. elegans,ASGL,CEPVR,-0.9679695660537635
C. elegans,ASGL,FLPL,-0.9106493798903023
C. elegans,ASGL,FLPR,-0.6982746350575955
C. elegans,ASGL,IL1DL,-0.45595259905805885
C. elegans,ASGL,IL1DR,0.027891363237412096
C. elegans,ASGL,IL1L,-0.3003444311784491
C. elegans,ASGL,IL1R,0.6578941479244395
C. elegans,ASGL,IL1VL,-0.9192011245291241
C. elegans,ASGL,IL1VR,0.6774316835825857
C. elegans,ASGL,IL2DL,-0.7317322198816492
C. elegans,ASGL,IL2DR,-0.49788316961272594
C. elegans,ASGL,IL2L,-0.8237347391242427
C. elegans,ASGL,IL2R,0.0592756126184395
C. elegans,ASGL,IL2VL,-0.8011721195588731
C. elegans,ASGL,IL2VR,-0.6156052791248933
C. elegans,ASGL,OLLL,-0.1422644075011711
C. elegans,ASGL,OLLR,-0.25913477430397347
C. elegans,ASGL,OLQDL,0.05769952116491532
C. elegans,ASGL,OLQDR,-0.45239232790120665
C. elegans,ASGL,OLQVL,0.020652635773704856
C. elegans,ASGL,OLQVR,-0.2749114650654
C. elegans,ASGL,RIAL,-0.8667712523578446
C. elegans,ASGL,RIAR,-0.6725671244997868
C. elegans,ASGL,RIBL,0.8661322670071202
C. elegans,ASGL,RIBR,0.8920987771995231
C. elegans,ASGL,RICL,0.12268209672250528
C. elegans,ASGL,RICR,-0.3360973184293938
C. elegans,ASGL,RID,0.9676943963526947
C. elegans,ASGL,RIH,-0.05493884628170816
C. elegans,ASGL,RIML,0.9796418363694965
C. elegans,ASGL,RIMR,0.9639984398117573
C. elegans,ASGL,RIR,0.0007133415729035306
C. elegans,ASGL,RIS,0.43959026579283444
C. elegans,ASGL,RIVL,0.19428937140531682
C. elegans,ASGL,RIVR,0.1692480810134754
C. elegans,ASGL,RMDDL,0.2188494931666278
C. elegans,ASGL,RMDDR,-0.5828426162010633
C. elegans,ASGL,RMDL,0.22118259068011917
C. elegans,ASGL,RMDR,-0.5490022752837463
C. elegans,ASGL,RMDVL,-0.1758262099597279
C. elegans,ASGL,RMDVR,-0.7722619680192426
C. elegans,ASGL,RMED,0.038060300832051946
C. elegans,ASGL,RMEL,0.7417553918553106
C. elegans,ASGL,RMER,0.6656956997770458
C. elegans,ASGL,RMEV,0.32375070393118266
C. elegans,ASGL,RMGL,-0.5245160530810413
C. elegans,ASGL,SAADL,0.8254924707886167
C. elegans,ASGL,SAADR,0.4203618662418204
C. elegans,ASGL,SAAVL,0.1329754699450783
C. elegans,ASGL,SAAVR,0.39562558794266917
C. elegans,ASGL,SMBVR,0.5351546305738106
C. elegans,ASGL,SMDDL,0.9684895340466014
C. elegans,ASGL,SMDDR,0.005986170457102888
C. elegans,ASGL,SMDVL,0.5900043554473275
C. elegans,ASGL,SMDVR,0.2868774302509838
C. elegans,ASGL,URADL,-0.6774057686613469
C. elegans,ASGL,URADR,-0.7496215134567398
C. elegans,ASGL,URAVL,-0.2757676633200529
C. elegans,ASGL,URAVR,-0.413989324372306
C. elegans,ASGL,URBL,-0.6621556567157048
C. elegans,ASGL,URBR,-0.9866316340897555
C. elegans,ASGL,URXL,0.4314654108249984
C. elegans,ASGL,URXR,-0.239804979124323
C. elegans,ASGL,URYDL,0.40503451044226074
C. elegans,ASGL,URYDR,-0.7362590672737339
C. elegans,ASGL,URYVL,0.6334303662174042
C. elegans,ASGL,URYVR,-0.5228074218439496
C. elegans,ASGR,ASHL,-0.6108248728277089
C. elegans,ASGR,ASIL,-0.33114869955872717
C. elegans,ASGR,ASIR,-0.15418802425177355
C. elegans,ASGR,ASKL,-0.6926955214886783
C. elegans,ASGR,ASKR,-0.695187405325843
C. elegans,ASGR,AUAL,0.7056893783565183
C. elegans,ASGR,AUAR,0.7663119469109937
C. elegans,ASGR,AVAL,0.9707878384079981
C. elegans,ASGR,AVAR,0.9770532665728947
C. elegans,ASGR,AVBL,0.9091396398253524
C. elegans,ASGR,AVBR,0.9223169359599666
C. elegans,ASGR,AVDL,-0.5740412295887822
C. elegans,ASGR,AVDR,-0.5634380606555338
C. elegans,ASGR,AVEL,0.9904031157941842
C. elegans,ASGR,AVER,0.9490815095064492
C. elegans,ASGR,AVHL,-0.9107159502974806
C. elegans,ASGR,AVJL,-0.450769791535951
C. elegans,ASGR,AVJR,-0.6390522905994935
C. elegans,ASGR,AVKL,0.06419008658928631
C. elegans,ASGR,AVKR,-0.002760120664939612
C. elegans,ASGR,AVL,-0.04942895740737703
C. elegans,ASGR,AWAL,0.512498748168876
C. elegans,ASGR,AWAR,-0.40299484532867436
C. elegans,ASGR,AWBL,-0.3306385217543437
C. elegans,ASGR,AWBR,-0.75598389499491
C. elegans,ASGR,AWCL,-0.3809672638527685
C. elegans,ASGR,AWCR,-0.7982325317981994
C. elegans,ASGR,BAGL,0.8260470338358428
C. elegans,ASGR,CEPDL,-0.6153114977604658
C. elegans,ASGR,CEPDR,-0.7688983424695163
C. elegans,ASGR,CEPVL,0.03554696801086183
C. elegans,ASGR,CEPVR,-0.7521549295493967
C. elegans,ASGR,FLPL,-0.9685057579732572
C. elegans,ASGR,FLPR,-0.6337495180225619
C. elegans,ASGR,IL1DL,-0.020786040833763616
C. elegans,ASGR,IL1DR,0.3840583071803186
C. elegans,ASGR,IL1L,-0.06054236047963321
C. elegans,ASGR,IL1R,0.7712901361444144
C. elegans,ASGR,IL1VL,-0.9131909428144614
C. elegans,ASGR,IL1VR,0.6831434766449396
C. elegans,ASGR,IL2DL,-0.9072690303856419
C. elegans,ASGR,IL2DR,-0.6464385463094166
C. elegans,ASGR,IL2L,-0.8680187569905103
C. elegans,ASGR,IL2R,-0.2780803695539822
C. elegans,ASGR,IL2VL,-0.8266485874592686
C. elegans,ASGR,IL2VR,-0.8351038963548129
C. elegans,ASGR,OLLL,0.07842318953509382
C. elegans,ASGR,OLLR,-0.018409518578401063
C. elegans,ASGR,OLQDL,0.17536190887420355
C. elegans,ASGR,OLQDR,-0.19084742192517168
C. elegans,ASGR,OLQVL,0.07598527382311782
C. elegans,ASGR,OLQVR,-0.05430898977190073
C. elegans,ASGR,RIAL,-0.8740261001152717
C. elegans,ASGR,RIAR,-0.7038249369267806
C. elegans,ASGR,RIBL,0.8853592530174954
C. elegans,ASGR,RIBR,0.7894906877323742
C. elegans,ASGR,RICL,-0.0684997867252037
C. elegans,ASGR,RICR,-0.4118586983163805
C. elegans,ASGR,RID,0.9138580175606654
C. elegans,ASGR,RIH,-0.2783044234052835
C. elegans,ASGR,RIML,0.8849898374992405
C. elegans,ASGR,RIMR,0.8100886748759302
C. elegans,ASGR,RIR,-0.4372342012543658
C. elegans,ASGR,RIS,0.44479971753309594
C. elegans,ASGR,RIVL,0.07129153771827913
C. elegans,ASGR,RIVR,0.06558626362277976
C. elegans,ASGR,RMDDL,0.4706754573205417
C. elegans,ASGR,RMDDR,-0.5286717865955144
C. elegans,ASGR,RMDL,0.28413922376974166
C. elegans,ASGR,RMDR,-0.2945947221514732
C. elegans,ASGR,RMDVL,0.2280606732817035
C. elegans,ASGR,RMDVR,-0.581041306343195
C. elegans,ASGR,RMED,0.041768682904929993
C. elegans,ASGR,RMEL,0.7087242038319072
C. elegans,ASGR,RMER,0.8021329986030519
C. elegans,ASGR,RMEV,0.4551272778681005
C. elegans,ASGR,RMGL,-0.6217694600558484
C. elegans,ASGR,SAADL,0.7818122697551042
C. elegans,ASGR,SAADR,0.0016469647848152906
C. elegans,ASGR,SAAVL,-0.31829399861119295
C. elegans,ASGR,SAAVR,0.130736663317581
C. elegans,ASGR,SMBVR,0.19555590153874783
C. elegans,ASGR,SMDDL,0.9610130142009164
C. elegans,ASGR,SMDDR,0.17841158551931738
C. elegans,ASGR,SMDVL,0.6001852816215314
C. elegans,ASGR,SMDVR,-0.027815213633548944
C. elegans,ASGR,URADL,-0.5549301637518659
C. elegans,ASGR,URADR,-0.7606682094619244
C. elegans,ASGR,URAVL,-0.2564741000776353
C. elegans,ASGR,URAVR,-0.5831535632362048
C. elegans,ASGR,URBL,-0.24820046241770832
C. elegans,ASGR,URBR,-0.8992221229654604
C. elegans,ASGR,URXL,0.7868259454394908
C. elegans,ASGR,URXR,0.08563486196797401
C. elegans,ASGR,URYDL,0.7000306942602691
C. elegans,ASGR,URYDR,-0.4013770674284273
C. elegans,ASGR,URYVL,0.7796868138764645
C. elegans,ASGR,URYVR,-0.20701800537391404
C. elegans,ASHL,ASIL,0.8951985587269751
C. elegans,ASHL,ASIR,0.5134256857685532
C. elegans,ASHL,ASKL,0.9486630982898241
C. elegans,ASHL,ASKR,0.6955992566882528
C. elegans,ASHL,AUAL,-0.5414768774022801
C. elegans,ASHL,AUAR,-0.06370465430256832
C. elegans,ASHL,AVAL,-0.4077590056010455
C. elegans,ASHL,AVAR,-0.43521258640014476
C. elegans,ASHL,AVBL,-0.32184188555590326
C. elegans,ASHL,AVBR,-0.4820523676381039
C. elegans,ASHL,AVDL,-0.09234980485377235
C. elegans,ASHL,AVDR,-0.08332216646619058
C. elegans,ASHL,AVEL,-0.5855781394969405
C. elegans,ASHL,AVER,-0.3479611281896713
C. elegans,ASHL,AVHL,0.3506749286710197
C. elegans,ASHL,AVJL,-0.2547124903435944
C. elegans,ASHL,AVJR,-0.1076632921204622
C. elegans,ASHL,AVKL,0.5837967939455411
C. elegans,ASHL,AVKR,0.44732848539103837
C. elegans,ASHL,AVL,0.3573424310485177
C. elegans,ASHL,AWAL,0.1539262194560663
C. elegans,ASHL,AWAR,0.24093031958483896
C. elegans,ASHL,AWBL,0.6164709181377563
C. elegans,ASHL,AWBR,0.1413350632323275
C. elegans,ASHL,AWCL,0.7570630949298609
C. elegans,ASHL,AWCR,0.6877817091114913
C. elegans,ASHL,BAGL,-0.16735187709528868
C. elegans,ASHL,CEPDL,-0.15218464867979062
C. elegans,ASHL,CEPDR,0.0008671812115318917
C. elegans,ASHL,CEPVL,-0.7580215230860263
C. elegans,ASHL,CEPVR,-0.04416153038439141
C. elegans,ASHL,FLPL,0.4443121706856861
C. elegans,ASHL,FLPR,-0.04509706135297384
C. elegans,ASHL,IL1DL,-0.596555450641094
C. elegans,ASHL,IL1DR,-0.5475727525232624
C. elegans,ASHL,IL1L,-0.10202298734497431
C. elegans,ASHL,IL1R,-0.3234398088289018
C. elegans,ASHL,IL1VL,0.48724301628478733
C. elegans,ASHL,IL1VR,-0.08886344019660368
C. elegans,ASHL,IL2DL,0.5561923338597976
C. elegans,ASHL,IL2DR,0.29191903157139976
C. elegans,ASHL,IL2L,0.3005249319789664
C. elegans,ASHL,IL2R,0.45052059948738743
C. elegans,ASHL,IL2VL,0.234235860595891
C. elegans,ASHL,IL2VR,0.5685071251578692
C. elegans,ASHL,OLLL,-0.11889210165793779
C. elegans,ASHL,OLLR,-0.11959150496855023
C. elegans,ASHL,OLQDL,0.02724538139466279
C. elegans,ASHL,OLQDR,-0.10372046092841108
C. elegans,ASHL,OLQVL,0.17925486487871228
C. elegans,ASHL,OLQVR,-0.06597151539652246
C. elegans,ASHL,RIAL,0.25573447874371075
C. elegans,ASHL,RIAR,0.14198914799215465
C. elegans,ASHL,RIBL,-0.28368111317370087
C. elegans,ASHL,RIBR,-0.04143711621259031
C. elegans,ASHL,RICL,0.05818451692161433
C. elegans,ASHL,RICR,0.024102821596619743
C. elegans,ASHL,RID,-0.24248078990619967
C. elegans,ASHL,RIH,0.73911717960379
C. elegans,ASHL,RIML,-0.17233268752397674
C. elegans,ASHL,RIMR,-0.030959876312252343
C. elegans,ASHL,RIR,0.9778332851922591
C. elegans,ASHL,RIS,0.06870393833706194
C. elegans,ASHL,RIVL,0.455134456387033
C. elegans,ASHL,RIVR,0.43047551538329976
C. elegans,ASHL,RMDDL,-0.8387227491741219
C. elegans,ASHL,RMDDR,-0.10350084955569674
C. elegans,ASHL,RMDL,0.06608805759973041
C. elegans,ASHL,RMDR,-0.060061642901422296
