species,predictor,response,n,pearson_r,pearson_p,pearson_perm_p,spearman_rho,spearman_p,spearman_perm_p,kendall_tau,kendall_p,ols_slope,ols_intercept,theilsen_slope,theilsen_intercept,theilsen_slope_ci_low,theilsen_slope_ci_high,r_squared
C. elegans,PostDCA,zEdgeStdFCV,120,0.16534877783505597,0.07110744930828673,0.0720927907209279,0.14288492256406693,0.11950792380894955,0.12118788121187882,0.09299719887955181,0.13203849828325784,2.064330080038708,0.07014578752257881,1.904243284902456,0.0762430335873439,-0.5810883540147795,4.315488637487422,0.027340218331546696
Drosophila,PostDCA,zEdgeStdFCV,37,-0.3893397216674676,0.017227646922741955,0.0188981101889811,-0.2339971550497866,0.16333691490923857,0.16128387161283872,-0.17117117117117117,0.13596347576397852,-9.135693628317888,-0.03573305729463659,-8.707423930615953,-0.08577702906217045,-17.170650282491906,3.3673372241094235,0.15158541886810115
Zebrafish,PostDCA,zEdgeStdFCV,47,0.6180476204600551,3.6772854733148613e-06,9.999000099990002e-05,0.5043940795559667,0.0003002397686944753,0.00019998000199980003,0.33209990749306206,0.0009940944110039575,30.725577715304883,0.5729146452817471,30.381168110605017,0.4536157050955108,14.373004849295825,48.402226147751804,0.38198286115633634
