species,node,EdgeStdFCV,PostDCA,PreDCA,Modularity,modularity_definition,modularity_edges,modularity_n_modules,LogOutIn,recording_id,Subject,class_order,class_label,class_short,fine_class,anatomy_group
Zebrafish,rVR,-0.9250388385496505,-0.011957004527774,-0.0045582200008408,,,,,1.6854238194120224,subject_12,12,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rNX,-1.4463598848106862,-0.0170182325660309,0.003871711837465,0.4396548906969246,subject-specific within-region cell-level induced sub-SC modularity Q,3555.0,8.0,-1.074228319224646,subject_12,12,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,MON,0.31307274700710536,-0.0122596033579903,-0.0038772067435236,0.3910374011230573,subject-specific within-region cell-level induced sub-SC modularity Q,15653.0,23.0,0.9271913263435252,subject_13,13,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,Cb,0.07615288648363319,-0.0172463688142824,-0.0003457946494874,0.5760486591550458,subject-specific within-region cell-level induced sub-SC modularity Q,11144.0,56.0,0.3115870849762359,subject_13,13,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,MOS1,-0.5533432560530817,-0.0106631679650979,0.005260656038404,0.2831350075819316,subject-specific within-region cell-level induced sub-SC modularity Q,56057.0,26.0,-0.381481719062348,subject_13,13,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,MOS2,-1.1733928695349363,-0.0120306921347963,0.00939456717382,0.6429102430555554,subject-specific within-region cell-level induced sub-SC modularity Q,2400.0,33.0,-0.3018223435539328,subject_13,13,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,MOS3,0.14952170339658005,-0.0203468062520584,0.0016646657700744,0.4763689772055499,subject-specific within-region cell-level induced sub-SC modularity Q,12624.0,27.0,1.7223814789081011,subject_13,13,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,MOS4,-0.439436339900265,-0.015983948357271,-9.547773367553678e-05,0.5282368446907643,subject-specific within-region cell-level induced sub-SC modularity Q,4218.0,97.0,1.2207125910277816,subject_13,13,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,MOS5,0.11444508540690794,-0.0117434969239391,0.000837140660268,0.4991971651001549,subject-specific within-region cell-level induced sub-SC modularity Q,15126.0,41.0,0.6665060144610625,subject_13,13,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,IPN,-4.313903993026869e-05,-0.0069333609097344,-0.0032463939039655,,,,,-0.8193317358920869,subject_13,13,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,IO,-0.31787087258986785,2.7061522564495844e-06,-0.0089046775493501,,,,,-2.763620052257021,subject_13,13,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,Hc,0.18599526178161135,-0.0450227611838262,0.000475644677513,,,,,-0.3488650825977142,subject_13,13,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,Ra,-0.14767623436746163,-0.0107429693302277,0.0094467670694891,0.530818842575823,subject-specific within-region cell-level induced sub-SC modularity Q,1358.0,28.0,-1.179799861450518,subject_13,13,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,T,0.24352782644549043,-0.0163188937874973,-0.0049725446275425,0.6309114990514976,subject-specific within-region cell-level induced sub-SC modularity Q,9032.0,35.0,1.1417903465431771,subject_13,13,4,integrative relay,integrative relay,diencephalic / state relay,diencephalon
Zebrafish,aRF,-0.30526238356449165,-0.0172320584406476,-0.0043226167030018,0.6160854307866577,subject-specific within-region cell-level induced sub-SC modularity Q,2379.0,44.0,0.5037757059422757,subject_13,13,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,imRF,-1.0287095725801314,-0.0234701011769656,0.0015337284085443,0.5953712263622716,subject-specific within-region cell-level induced sub-SC modularity Q,5295.0,23.0,-0.3040750174211989,subject_13,13,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,pRF,-0.95342358644026,-0.0160181694163133,0.0056277294501661,0.5696370087660745,subject-specific within-region cell-level induced sub-SC modularity Q,6645.0,42.0,-1.2130905977028033,subject_13,13,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,Hb,1.3900967967656956,0.017656068142614,-0.0012642853454947,0.6055363341872726,subject-specific within-region cell-level induced sub-SC modularity Q,1608.0,20.0,5.13219718909209,subject_13,13,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,Hi,-0.1973968324499954,-0.0297047546441667,-0.0006591392449458,,,,,0.8962197293266718,subject_13,13,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,HR,-0.37338598659873773,-0.0127770151378172,-0.0037055762916402,,,,,-0.6471585009721723,subject_13,13,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,OG,-1.9355978636376658,-0.0026349486687687,-1.532697134943395e-07,,,,,0.7964895320615344,subject_13,13,0,olfactory / chemosensory,olfactory / chemosensory,olfactory sensory,telencephalon
Zebrafish,OB,1.7165035880700117,-0.0159731109914859,7.447734217106065e-05,0.6793849431251814,subject-specific within-region cell-level induced sub-SC modularity Q,419.0,29.0,-0.1728428128394108,subject_13,13,0,olfactory / chemosensory,olfactory / chemosensory,olfactory sensory,telencephalon
Zebrafish,OE,1.578416524517975,-0.0050392175125066,-0.0001113997529178,,,,,-0.4054651081081644,subject_13,13,0,olfactory / chemosensory,olfactory / chemosensory,olfactory sensory,telencephalon
Zebrafish,P,1.7650299922627002,-0.0032145905468949,-0.0315288110750346,0.6913448981415194,subject-specific within-region cell-level induced sub-SC modularity Q,5554.0,44.0,0.5473134404629583,subject_13,13,5,associative / learning,associative / learning,telencephalic associative,telencephalon
Zebrafish,PT,-0.10009826084297478,-0.0056694761026185,-0.0034944713222827,0.5822834146542036,subject-specific within-region cell-level induced sub-SC modularity Q,1498.0,35.0,-1.0195230411290237,subject_13,13,1,visual / optic,visual / optic,visual / optic midbrain,diencephalon
Zebrafish,PO,1.0969474412635467,0.0073275669279805,0.009532968768143,0.685357205230173,subject-specific within-region cell-level induced sub-SC modularity Q,1182.0,43.0,0.2496688913863003,subject_13,13,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,PrT,0.23497676082832195,-0.0194152973147023,-0.0031135810487908,0.6798879215551769,subject-specific within-region cell-level induced sub-SC modularity Q,1646.0,49.0,-0.1323008782538565,subject_13,13,1,visual / optic,visual / optic,visual / optic midbrain,diencephalon
Zebrafish,SP,1.6152278580821762,2.004027378927806e-05,-0.0241635549842642,0.6879524557739451,subject-specific within-region cell-level induced sub-SC modularity Q,2266.0,42.0,1.5249935328657476,subject_13,13,5,associative / learning,associative / learning,telencephalic associative,telencephalon
Zebrafish,TeO,0.42873261123097073,-0.0130887983409648,-0.0013687150862847,0.7517666799876073,subject-specific within-region cell-level induced sub-SC modularity Q,54381.0,100.0,-0.2033274500507977,subject_13,13,1,visual / optic,visual / optic,visual / optic midbrain,mesencephalon
Zebrafish,Th,0.11202932483143478,-0.0158361295217665,0.0019635737328919,0.7644303253822714,subject-specific within-region cell-level induced sub-SC modularity Q,1915.0,64.0,-0.9941211925531462,subject_13,13,4,integrative relay,integrative relay,diencephalic / state relay,diencephalon
Zebrafish,TL,0.44280651282225536,-0.056301524459998,-0.0061684703721117,0.6819852941176471,subject-specific within-region cell-level induced sub-SC modularity Q,340.0,20.0,1.8257942933436808,subject_13,13,1,visual / optic,visual / optic,visual / optic midbrain,mesencephalon
Zebrafish,TS,0.2964142786923257,-0.0110438135982646,-0.0063503695585649,0.804332908538379,subject-specific within-region cell-level induced sub-SC modularity Q,101.0,44.0,-0.6266236444588617,subject_13,13,1,visual / optic,visual / optic,visual / optic midbrain,mesencephalon
Zebrafish,TG,-1.9193345275097409,,,,,,,0.0,subject_13,13,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,VR,-1.075666715271551,-0.0137257683626915,0.0199776383654134,,,,,1.5217323320149947,subject_13,13,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,NX,-1.227690596342853,-0.0014158128922831,0.0039459220653358,0.4701679102573262,subject-specific within-region cell-level induced sub-SC modularity Q,1565.0,14.0,-0.1938511386648138,subject_13,13,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rMON,-0.021758042406352603,-0.0243524361601455,-0.0044310638312441,0.3629507920289521,subject-specific within-region cell-level induced sub-SC modularity Q,21613.0,24.0,0.3864642294500682,subject_13,13,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rCb,-0.18208803044170646,-0.0241398183951215,-0.001860585249835,0.6414883126226777,subject-specific within-region cell-level induced sub-SC modularity Q,10600.0,41.0,0.215427850491484,subject_13,13,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rMOS1,-0.4699127345823169,-0.0121288604002305,0.0051080660543602,0.274527574247287,subject-specific within-region cell-level induced sub-SC modularity Q,73992.0,33.0,-0.5408407696460618,subject_13,13,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rMOS2,-1.190884882990475,-0.0028037944859753,0.0095508774386899,0.4708874125239002,subject-specific within-region cell-level induced sub-SC modularity Q,4306.0,41.0,-1.6714408743777387,subject_13,13,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rMOS3,0.3758737318816626,-0.0212143316773092,-0.0071363267344743,0.4912514240294502,subject-specific within-region cell-level induced sub-SC modularity Q,19694.0,23.0,1.2333698053725566,subject_13,13,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rMOS4,-0.5581636825120094,-0.0169785812008207,0.0023301044523131,0.6747545019078133,subject-specific within-region cell-level induced sub-SC modularity Q,6569.0,77.0,1.1043851732763776,subject_13,13,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rMOS5,0.26253578050528914,-0.0171418721210539,-0.0053723695904568,0.4873739376922867,subject-specific within-region cell-level induced sub-SC modularity Q,25116.0,36.0,1.2907602756535488,subject_13,13,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rIPN,0.5564678036278625,-0.0159969134428244,-0.0005640615097778,,,,,-0.7611215565149954,subject_13,13,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,rIO,-0.03449601101319558,0.0158364817464941,-0.0098134195914606,,,,,3.4258899942525267,subject_13,13,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rHc,-0.5026128836189625,-0.0018179674710998,-0.0070079616231432,,,,,-0.7455772159998912,subject_13,13,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,rRa,0.3103400269978873,-0.0190345072292582,0.0061566753726774,0.7199340844748205,subject-specific within-region cell-level induced sub-SC modularity Q,374.0,34.0,-1.1016551812787536,subject_13,13,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,rT,0.16734149312332097,-0.0162431597703142,-0.0024439823818074,0.5743175363135318,subject-specific within-region cell-level induced sub-SC modularity Q,10466.0,30.0,0.6606424606944424,subject_13,13,4,integrative relay,integrative relay,diencephalic / state relay,diencephalon
Zebrafish,raRF,-0.9495237284786451,-0.027619399326916,-0.0042729512611175,0.6287514588153394,subject-specific within-region cell-level induced sub-SC modularity Q,2210.0,35.0,0.3114064672751511,subject_13,13,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rimRF,-0.9703053727497055,-0.0230054703316894,0.0029015270158264,0.5642604565809655,subject-specific within-region cell-level induced sub-SC modularity Q,5307.0,23.0,-0.4198466616694207,subject_13,13,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rpRF,-0.17669434683135707,-0.0101222299398859,0.0067124301655567,0.5418283627673023,subject-specific within-region cell-level induced sub-SC modularity Q,10711.0,30.0,-1.6903639808178874,subject_13,13,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rHb,1.3538500162054568,0.0079227805028606,0.0004084221046614,0.6956437317251463,subject-specific within-region cell-level induced sub-SC modularity Q,912.0,28.0,4.849640257350118,subject_13,13,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,rHi,-0.00761800585485874,-0.0126194662043961,0.0011674244152986,,,,,0.9271237363127992,subject_13,13,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,rHR,-0.22289542010975022,-0.0133811987294619,-0.0044765221483374,,,,,-2.149402401208464,subject_13,13,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,rOG,-2.5473650209242704,-0.0016526553453508,,,,,,4.927253685157205,subject_13,13,0,olfactory / chemosensory,olfactory / chemosensory,olfactory sensory,telencephalon
Zebrafish,rOB,1.5237468699105718,0.0082677277079413,-0.0061825970173802,0.7772740784780025,subject-specific within-region cell-level induced sub-SC modularity Q,116.0,45.0,-3.824054232482189,subject_13,13,0,olfactory / chemosensory,olfactory / chemosensory,olfactory sensory,telencephalon
Zebrafish,rOE,1.7361668174698226,0.0374469497103284,0.0666746552073565,,,,,0.3184537311185346,subject_13,13,0,olfactory / chemosensory,olfactory / chemosensory,olfactory sensory,telencephalon
Zebrafish,rP,1.6582926702808334,0.0101179791556935,-0.0113465628278732,0.6871876062546832,subject-specific within-region cell-level induced sub-SC modularity Q,3882.0,78.0,1.692554445162189,subject_13,13,5,associative / learning,associative / learning,telencephalic associative,telencephalon
Zebrafish,rPT,0.14493769994646152,-0.0064871506149012,-0.0030329758170915,0.6235612323136296,subject-specific within-region cell-level induced sub-SC modularity Q,1482.0,12.0,-0.6271888855215467,subject_13,13,1,visual / optic,visual / optic,visual / optic midbrain,diencephalon
Zebrafish,rPO,1.1919105225375966,0.0068769214256743,0.0073595536203965,0.6799865247258298,subject-specific within-region cell-level induced sub-SC modularity Q,1442.0,33.0,0.472832604567278,subject_13,13,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,rPrT,0.4493934813374578,-0.0212097871472893,-0.0044268574252284,0.6809599998643374,subject-specific within-region cell-level induced sub-SC modularity Q,1086.0,49.0,-0.1737567420549298,subject_13,13,1,visual / optic,visual / optic,visual / optic midbrain,diencephalon
Zebrafish,rSP,2.031462000859965,0.0097014729097683,1.2826985882739475e-05,0.6566100976405033,subject-specific within-region cell-level induced sub-SC modularity Q,3097.0,33.0,2.082182020237939,subject_13,13,5,associative / learning,associative / learning,telencephalic associative,telencephalon
Zebrafish,rTeO,0.5271018714697508,-0.0218807882980858,-0.0051702952012688,0.715193872749447,subject-specific within-region cell-level induced sub-SC modularity Q,55103.0,114.0,-0.6640242779572929,subject_13,13,1,visual / optic,visual / optic,visual / optic midbrain,mesencephalon
Zebrafish,rTh,0.4827554925585667,-0.0122124107809828,-0.0031448814705737,0.5601718803469649,subject-specific within-region cell-level induced sub-SC modularity Q,6513.0,25.0,-0.3177109838736652,subject_13,13,4,integrative relay,integrative relay,diencephalic / state relay,diencephalon
Zebrafish,rTL,0.39709427535968445,-0.0305578248461885,-0.0131472459112185,,,,,0.9063006387990687,subject_13,13,1,visual / optic,visual / optic,visual / optic midbrain,mesencephalon
Zebrafish,rTS,-0.5959841301662615,,,0.7885984950282174,subject-specific within-region cell-level induced sub-SC modularity Q,122.0,50.0,0.1596369337438435,subject_13,13,1,visual / optic,visual / optic,visual / optic midbrain,mesencephalon
Zebrafish,rTG,-2.40973907062256,-8.184983912749155e-10,-0.6852306290148186,,,,,0.0,subject_13,13,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rVR,-1.036025982675134,-0.0047473271195812,-0.0070298353263242,,,,,2.389656636645346,subject_13,13,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rNX,-1.3047713712594915,-0.0196565135181114,0.0039551509964247,0.5594320051818914,subject-specific within-region cell-level induced sub-SC modularity Q,2028.0,12.0,-1.0401149706725137,subject_13,13,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,MON,-1.1111478579393133,-0.009392155495924,0.0001679530621366,0.3797673855045439,subject-specific within-region cell-level induced sub-SC modularity Q,22740.0,19.0,0.7532915301205393,subject_14,14,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,Cb,-0.09262296341597977,-0.0127072102717642,0.0017310928469649,0.5707460977225274,subject-specific within-region cell-level induced sub-SC modularity Q,8671.0,79.0,0.4513891584861684,subject_14,14,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,MOS1,0.284075677914049,-0.0106625481781517,0.0049054784219183,0.2988902576067585,subject-specific within-region cell-level induced sub-SC modularity Q,124738.0,33.0,-0.4737625207745025,subject_14,14,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,MOS2,-0.06221754426638245,-0.0088681549382734,0.0078618102539114,0.6053314556520824,subject-specific within-region cell-level induced sub-SC modularity Q,8412.0,16.0,-0.3150641776087525,subject_14,14,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,MOS3,0.6610481032327641,-0.0126345318254343,0.0027390368667071,0.5346181149846203,subject-specific within-region cell-level induced sub-SC modularity Q,13419.0,31.0,1.7084430786315528,subject_14,14,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,MOS4,0.42675099374729564,-0.005634499315689,0.0007238885834105,0.5063377824477991,subject-specific within-region cell-level induced sub-SC modularity Q,8080.0,66.0,1.245007035585261,subject_14,14,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,MOS5,0.6895794730039341,-0.0087511360007752,0.0036146783609035,0.47123142430725,subject-specific within-region cell-level induced sub-SC modularity Q,18785.0,37.0,0.6517421710427548,subject_14,14,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,IPN,0.8584137379663177,-0.0077241019173498,0.0016562329413654,,,,,-1.0781084033104629,subject_14,14,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,IO,-0.15904392753055616,3.21270387095212e-98,,,,,,1.0986122886681098,subject_14,14,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,Hc,0.038336357601680214,-0.0148949256685373,-0.0002090300703837,,,,,0.2979022474212662,subject_14,14,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,Ra,-0.37283312106126937,-0.0086575977394652,0.0093862373882594,0.5584326226191336,subject-specific within-region cell-level induced sub-SC modularity Q,3428.0,14.0,-1.2080106094204126,subject_14,14,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,T,0.6020703487706892,-0.0156795012410955,8.487888971979926e-05,0.586064844876204,subject-specific within-region cell-level induced sub-SC modularity Q,11688.0,24.0,1.1557087479361312,subject_14,14,4,integrative relay,integrative relay,diencephalic / state relay,diencephalon
Zebrafish,aRF,0.18037121434121728,-0.0149807771300542,-0.0030948603921244,0.576672074995493,subject-specific within-region cell-level induced sub-SC modularity Q,1284.0,34.0,0.6234582231401998,subject_14,14,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,imRF,-0.05431611335223148,-0.0180648404918513,0.0020981625037515,0.5156732927673269,subject-specific within-region cell-level induced sub-SC modularity Q,4217.0,24.0,-0.1039574652349825,subject_14,14,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,pRF,0.06925474551761526,-0.0163494833081252,,0.5075192718469073,subject-specific within-region cell-level induced sub-SC modularity Q,5513.0,23.0,-1.25113248183213,subject_14,14,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,Hb,1.391728274155565,0.0153734493759316,-0.0003958577497052,0.5767988437151335,subject-specific within-region cell-level induced sub-SC modularity Q,1603.0,22.0,5.997417382011513,subject_14,14,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,Hi,-0.4803456824431331,-0.0137856070468642,-0.0030127508436555,,,,,1.6158143694424751,subject_14,14,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,HR,-0.7859528067357279,-0.0152520211271655,0.0010539262673303,,,,,-0.7710639147415058,subject_14,14,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,OG,-3.5045393589765883,-0.0024989539838195,-0.0097753005066954,,,,,-1.123003741792269,subject_14,14,0,olfactory / chemosensory,olfactory / chemosensory,olfactory sensory,telencephalon
Zebrafish,OB,2.5114161734200517,0.0009969218896953,0.0032648935426512,0.7187589773053722,subject-specific within-region cell-level induced sub-SC modularity Q,236.0,41.0,-0.1880522315029396,subject_14,14,0,olfactory / chemosensory,olfactory / chemosensory,olfactory sensory,telencephalon
Zebrafish,OE,1.6311910461155932,-3.105863459805812e-07,1.844832884325507e-06,,,,,0.4700036292457356,subject_14,14,0,olfactory / chemosensory,olfactory / chemosensory,olfactory sensory,telencephalon
Zebrafish,P,0.9450401991323698,0.0011121227995439,-0.031655661846853,0.7428043781811634,subject-specific within-region cell-level induced sub-SC modularity Q,2831.0,61.0,0.7016558771458417,subject_14,14,5,associative / learning,associative / learning,telencephalic associative,telencephalon
Zebrafish,PT,-0.6910059565870927,-0.0054177483368254,-0.0036682576153279,0.601158665313481,subject-specific within-region cell-level induced sub-SC modularity Q,1649.0,22.0,-0.8545246692181121,subject_14,14,1,visual / optic,visual / optic,visual / optic midbrain,diencephalon
Zebrafish,PO,0.09340653603328523,0.0051048129924978,0.0070408566713996,0.6993365472910927,subject-specific within-region cell-level induced sub-SC modularity Q,1320.0,39.0,0.3370860276274106,subject_14,14,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,PrT,-0.7647195397344265,-0.0178723616954835,-0.0015817446917765,0.709775098988605,subject-specific within-region cell-level induced sub-SC modularity Q,1701.0,27.0,-0.2866349052541413,subject_14,14,1,visual / optic,visual / optic,visual / optic midbrain,diencephalon
Zebrafish,SP,0.9563782263656853,0.0011577562197159,-0.0169603388122871,0.6690919843904025,subject-specific within-region cell-level induced sub-SC modularity Q,2487.0,42.0,2.148683229017034,subject_14,14,5,associative / learning,associative / learning,telencephalic associative,telencephalon
Zebrafish,TeO,0.2459137707493167,-0.011559526157302,-0.0020433640035767,0.7456084416164742,subject-specific within-region cell-level induced sub-SC modularity Q,43383.0,127.0,-0.2649599962229643,subject_14,14,1,visual / optic,visual / optic,visual / optic midbrain,mesencephalon
Zebrafish,Th,0.4639913273444673,-0.0139923330415729,0.0014485614115617,0.7046798991501677,subject-specific within-region cell-level induced sub-SC modularity Q,4084.0,34.0,-0.9856246980080458,subject_14,14,4,integrative relay,integrative relay,diencephalic / state relay,diencephalon
Zebrafish,TL,-0.8771315382278315,-0.0575527941447903,-0.0060490813217382,0.6683163265306121,subject-specific within-region cell-level induced sub-SC modularity Q,140.0,24.0,1.4232544088716257,subject_14,14,1,visual / optic,visual / optic,visual / optic midbrain,mesencephalon
Zebrafish,TS,-0.5626285580270434,-0.0102969783550204,-0.0059176310637187,0.7026706979087932,subject-specific within-region cell-level induced sub-SC modularity Q,315.0,52.0,-0.421743726264575,subject_14,14,1,visual / optic,visual / optic,visual / optic midbrain,mesencephalon
Zebrafish,TG,-2.5903697523999583,,,,,,,0.0,subject_14,14,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,VR,1.1653066669552612,-0.0195040539226013,0.0003926554444448,,,,,3.43552212420323,subject_14,14,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,NX,0.03926403733220857,-0.0046467263225931,0.0006868553350092,0.4000573436745148,subject-specific within-region cell-level induced sub-SC modularity Q,9005.0,11.0,-0.430478059620807,subject_14,14,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rMON,-1.49151001812766,-0.0118586997352598,0.000856970077747,0.34923640972177,subject-specific within-region cell-level induced sub-SC modularity Q,29170.0,19.0,0.3800218662745125,subject_14,14,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rCb,-0.5486200321059566,-0.015554684380978,-0.0014052604960603,0.5639729728289726,subject-specific within-region cell-level induced sub-SC modularity Q,8696.0,63.0,0.2136759994533258,subject_14,14,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rMOS1,-0.658711368159327,-0.0102808891516404,0.0060471206047898,0.2934869996710739,subject-specific within-region cell-level induced sub-SC modularity Q,125994.0,22.0,-0.7321138372480324,subject_14,14,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rMOS2,0.08621371975961159,-0.0034138057699124,0.0088431298510108,0.4302090626735902,subject-specific within-region cell-level induced sub-SC modularity Q,11375.0,20.0,-1.552712173926844,subject_14,14,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rMOS3,-0.48712406307104406,-0.0140848887543284,-0.0062902631403345,0.5201874481746108,subject-specific within-region cell-level induced sub-SC modularity Q,19218.0,21.0,1.2442300384750622,subject_14,14,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rMOS4,-0.6744371022689508,-0.0071628210808754,-0.0011092156828308,0.7249199547806238,subject-specific within-region cell-level induced sub-SC modularity Q,5606.0,64.0,1.0677361022055778,subject_14,14,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rMOS5,-0.37691067912366266,-0.0063988599359977,-0.0030611609028153,0.4849441756410922,subject-specific within-region cell-level induced sub-SC modularity Q,32526.0,31.0,1.2470608415518945,subject_14,14,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
Zebrafish,rIPN,-0.4051095212318116,-0.0032842672597,0.0027237584315301,,,,,-0.9461858615394124,subject_14,14,6,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system
Zebrafish,rIO,0.8812596005750395,0.0343384136324138,-0.0085159189276035,,,,,3.8122026701459353,subject_14,14,3,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor
