figure,panel,metric,region,division,n,mean,sem,std,median
figure_supply_10_proc,A,FCV,rSP,Tel,7,0.3707708274360314,0.007186181232282776,0.01901284841685991,0.3662134960529059
figure_supply_10_proc,A,FCV,rT,Hind,7,0.32829126459011176,0.006992153628387754,0.018499499629471935,0.3351683255432121
figure_supply_10_proc,A,FCV,rTS,Mes,7,0.2964189996255963,0.008669031966931803,0.022936102692170664,0.2996974789101925
figure_supply_10_proc,A,FCV,rTeO,Mes,7,0.332032846214792,0.004521808843013479,0.011963581674786372,0.3282752547217701
figure_supply_10_proc,A,FCV,rTh,Di,7,0.34760037445394293,0.005343350448594852,0.014137176454847399,0.3482380496823454
figure_supply_10_proc,A,FCV,raRF,Hind,7,0.2979164304441501,0.011692424367059228,0.03093524709867052,0.291597963485971
figure_supply_10_proc,A,FCV,rimRF,Hind,7,0.3029837656647399,0.014271635414571047,0.03775919810913719,0.3087548305789612
figure_supply_10_proc,A,FCV,rpRF,Hind,7,0.32299660922124046,0.01801437586303137,0.04766155855762557,0.3346808925311137
figure_supply_10_proc,B,FCS,OB,Tel,7,0.0833043079923186,0.038488885877688554,0.1018320202723099,0.0456084592399244
figure_supply_10_proc,B,FCS,rOB,Tel,7,0.08351678325351304,0.02946350002963292,0.07795309383195291,0.0625380010447885
figure_supply_10_proc,B,FCS,P,Tel,7,0.15957718723167177,0.0458971788613617,0.12143252114661374,0.1128125893681732
figure_supply_10_proc,B,FCS,PO,Tel,7,0.21063255270810877,0.04852943871674653,0.12839682611006084,0.1859126374586656
figure_supply_10_proc,B,FCS,SP,Tel,7,0.16709196522676634,0.04118425815549631,0.10896330501012694,0.1436443445196481
figure_supply_10_proc,B,FCS,HR,Di,6,0.23149020495436912,0.06326208027457325,0.15495981673969317,0.1919551972207845
figure_supply_10_proc,B,FCS,Hb,Di,7,0.11801359208485782,0.034012331579028436,0.08998817086757806,0.1149089209145404
figure_supply_10_proc,B,FCS,Hi,Di,7,0.23313959121050704,0.05194304044534763,0.13742836735895955,0.1626271931256985
figure_supply_10_proc,B,FCS,PT,Di,7,0.26943950670548195,0.048303804041748465,0.12779985287286308,0.2314092612690027
figure_supply_10_proc,B,FCS,PrT,Di,7,0.2947563067211317,0.04666235894814364,0.12345699736441758,0.2832838529270348
figure_supply_10_proc,B,FCS,Th,Di,7,0.24439827571397482,0.04303428316687713,0.11385801110949001,0.2115632874686229
figure_supply_10_proc,B,FCS,TS,Mes,7,0.1204746434623795,0.01117107361626266,0.029555882666225993,0.1128705576836558
figure_supply_10_proc,B,FCS,TeO,Mes,7,0.16174941993754113,0.024969716114406723,0.06606365914660223,0.1375244692394088
figure_supply_10_proc,B,FCS,Cb,Hind,7,0.2262519161361767,0.03439003389417121,0.0909874772630592,0.2135285080246124
figure_supply_10_proc,B,FCS,MON,Hind,7,0.09718558772096342,0.028591240975235355,0.07564531329519258,0.0730600820485346
figure_supply_10_proc,B,FCS,MOS1,Hind,7,0.2729747074607673,0.04470710971371203,0.1182838941389621,0.2948547368380223
figure_supply_10_proc,B,FCS,MOS2,Hind,7,0.2857452166579225,0.046172323372969636,0.12216048509893265,0.3082831404892373
figure_supply_10_proc,B,FCS,MOS3,Hind,7,0.2685684341159536,0.04697482489237413,0.12428370454602843,0.2884062560943791
figure_supply_10_proc,B,FCS,MOS4,Hind,7,0.3043880956580267,0.038531312760089906,0.10194427125204766,0.3027909467729655
figure_supply_10_proc,B,FCS,MOS5,Hind,7,0.23235039674297164,0.04094937418913562,0.10834186044818009,0.222260103063966
figure_supply_10_proc,B,FCS,NX,Hind,7,0.25642558493371115,0.04575312661670985,0.1210513947314643,0.286725819565572
figure_supply_10_proc,B,FCS,Ra,Hind,7,0.24952836418864568,0.054458920992699764,0.14408476161559836,0.2017195703589149
figure_supply_10_proc,B,FCS,T,Hind,7,0.2824890035582302,0.03830838657187808,0.10135446399731558,0.2446113710950551
figure_supply_10_proc,B,FCS,laRF,Hind,7,0.2729922575518966,0.045356286779531546,0.12000145521196716,0.2685164558862916
figure_supply_10_proc,B,FCS,limRF,Hind,7,0.29041836843852076,0.04741705985024659,0.1254537482656181,0.3080008714242424
figure_supply_10_proc,B,FCS,lpRF,Hind,7,0.2591274978656725,0.05246065025391128,0.1387978341885867,0.2757369831879038
figure_supply_10_proc,B,FCS,rCb,Hind,7,0.25014541559757536,0.041028465374526354,0.10855111605562126,0.2180917913223505
figure_supply_10_proc,B,FCS,rHR,Di,6,0.235737828587555,0.06052231127561096,0.1482487806791397,0.1940992771261113
figure_supply_10_proc,B,FCS,rHb,Di,7,0.1317289325656861,0.029412189554716934,0.07781733907567259,0.1206504218822931
figure_supply_10_proc,B,FCS,rHi,Di,7,0.2584578353855776,0.050180912416382714,0.13276621481606196,0.2076890208290193
figure_supply_10_proc,B,FCS,rMON,Hind,7,0.11007173819293202,0.027962691719164948,0.07398232827687563,0.0754983968636192
figure_supply_10_proc,B,FCS,rMOS1,Hind,7,0.29045230356125556,0.044907558514028216,0.11881423181519997,0.2975544428115743
figure_supply_10_proc,B,FCS,rMOS2,Hind,7,0.29439283599313837,0.037684324206277924,0.0997033501753429,0.3132297715023621
figure_supply_10_proc,B,FCS,rMOS3,Hind,7,0.28567734666535477,0.042348341942577875,0.11204318121598701,0.261182817832271
figure_supply_10_proc,B,FCS,rMOS4,Hind,7,0.3062387423981464,0.044327938153019,0.11728070048514011,0.3071993492957965
figure_supply_10_proc,B,FCS,rMOS5,Hind,7,0.23858745466644388,0.04291886799475174,0.11355265126652252,0.2058350212706499
figure_supply_10_proc,B,FCS,rNX,Hind,7,0.27194926919151147,0.037544786396473497,0.09933416783210976,0.2761187059952633
figure_supply_10_proc,B,FCS,rP,Tel,7,0.1716801463572111,0.04146139520146172,0.10969654071283448,0.1257825989654323
figure_supply_10_proc,B,FCS,rPO,Tel,7,0.22397236236830473,0.04445894784536188,0.11762731955041847,0.2010768858865158
figure_supply_10_proc,B,FCS,rPT,Di,7,0.27570926236131454,0.04697557628238998,0.12428569253714798,0.2342024475977104
figure_supply_10_proc,B,FCS,rPrT,Di,7,0.30518446902249263,0.042831253734663906,0.11332084572302718,0.2819079010056782
figure_supply_10_proc,B,FCS,rRa,Hind,7,0.23494119510833583,0.05241242530689675,0.138670242971797,0.2104443860496773
figure_supply_10_proc,B,FCS,rSP,Tel,7,0.18160307244875512,0.0437784490617884,0.11582688900160105,0.1496172600041703
figure_supply_10_proc,B,FCS,rT,Hind,7,0.30159159268941604,0.0432423501121187,0.11440850450265211,0.2655770967946708
figure_supply_10_proc,B,FCS,rTS,Mes,7,0.13020492782064333,0.02606691692289462,0.06896657962416021,0.1019923501117959
figure_supply_10_proc,B,FCS,rTeO,Mes,7,0.18429127974110632,0.029456344194215684,0.07793416127101599,0.1495779681939428
figure_supply_10_proc,B,FCS,rTh,Di,7,0.24615154686865173,0.04064539892988082,0.10753761750747548,0.2128111369988086
figure_supply_10_proc,B,FCS,raRF,Hind,7,0.29476073883473214,0.04734460083561624,0.1252620397326614,0.2840661740177198
figure_supply_10_proc,B,FCS,rimRF,Hind,7,0.3093367893447048,0.04933527279046815,0.13052886266711033,0.3060598609205374
figure_supply_10_proc,B,FCS,rpRF,Hind,7,0.26037742212419507,0.03771032704752052,0.0997721472266519,0.2679155235050707
figure_supply_10_proc,C,FC Partner,OB,Tel,7,0.7180892652073024,0.036827379658641204,0.0974360880149234,0.716002458751535
figure_supply_10_proc,C,FC Partner,rOB,Tel,7,0.7511372978446269,0.024734487736158682,0.06544130335645287,0.7544824761929897
figure_supply_10_proc,C,FC Partner,P,Tel,7,0.6265289218275736,0.027258460941059007,0.0721191087724098,0.6507402569945235
figure_supply_10_proc,C,FC Partner,PO,Tel,7,0.5486255188577663,0.026444183411563387,0.06996473293117633,0.5603927013432464
figure_supply_10_proc,C,FC Partner,SP,Tel,7,0.568642134536913,0.021887128443145762,0.05790789877389199,0.577779370321914
figure_supply_10_proc,C,FC Partner,HR,Di,6,0.5893478202990529,0.05582999521734986,0.13675500062453236,0.5881666124436711
figure_supply_10_proc,C,FC Partner,Hb,Di,7,0.7467140095365743,0.016304049384461262,0.04313646003460022,0.7492557115222037
figure_supply_10_proc,C,FC Partner,Hi,Di,7,0.5854503807958261,0.047349724420811146,0.12527559546490816,0.5796874357304584
figure_supply_10_proc,C,FC Partner,PT,Di,7,0.5336646065776702,0.037221291478718596,0.09847828072933701,0.53309657031896
figure_supply_10_proc,C,FC Partner,PrT,Di,7,0.5346907890176592,0.042185459173136854,0.1116122339151886,0.5451446117005438
figure_supply_10_proc,C,FC Partner,Th,Di,7,0.6092151865447665,0.0369843871403755,0.09785149076556887,0.6503225543471708
figure_supply_10_proc,C,FC Partner,TS,Mes,7,0.7073406494860832,0.02373203150649846,0.06278905347254447,0.7282910231511741
figure_supply_10_proc,C,FC Partner,TeO,Mes,7,0.6341747772426001,0.014985384335578916,0.0396476002526647,0.6458420608282384
figure_supply_10_proc,C,FC Partner,Cb,Hind,7,0.5877101024749493,0.024340400293718006,0.06439864598894136,0.5977585847985649
figure_supply_10_proc,C,FC Partner,MON,Hind,7,0.5822260813728242,0.02082752570060987,0.055104453428620026,0.5958468584840817
figure_supply_10_proc,C,FC Partner,MOS1,Hind,7,0.4614375185569992,0.03823771122262373,0.10116747459936595,0.46709539697634
figure_supply_10_proc,C,FC Partner,MOS2,Hind,7,0.4030078588298161,0.051835826763883784,0.13714470662066253,0.420496355154267
figure_supply_10_proc,C,FC Partner,MOS3,Hind,7,0.4957880169762475,0.0412596642097154,0.1091628106769393,0.4668625480232688
figure_supply_10_proc,C,FC Partner,MOS4,Hind,7,0.4445445441905285,0.04811067256479666,0.12728887501451,0.4399646755971052
figure_supply_10_proc,C,FC Partner,MOS5,Hind,7,0.5387962163973142,0.0439178466164621,0.1161957002646382,0.5345511079649379
figure_supply_10_proc,C,FC Partner,NX,Hind,7,0.4331139590741964,0.060698797930412995,0.16059392420443486,0.4225502133474557
figure_supply_10_proc,C,FC Partner,Ra,Hind,7,0.5524287626551612,0.04945634502000116,0.1308491896771308,0.5036179340922465
figure_supply_10_proc,C,FC Partner,T,Hind,7,0.5437093658751839,0.035380578178348526,0.09360821110158886,0.5274503428078714
figure_supply_10_proc,C,FC Partner,laRF,Hind,7,0.4981769452220407,0.049871815835824944,0.13194842213280567,0.4879099331539224
figure_supply_10_proc,C,FC Partner,limRF,Hind,7,0.415260358726819,0.05245515384494523,0.13878329205735865,0.4310746052956565
figure_supply_10_proc,C,FC Partner,lpRF,Hind,7,0.43933845599064325,0.05373349686979977,0.14216546979135783,0.4474359120050621
figure_supply_10_proc,C,FC Partner,rCb,Hind,7,0.5654357547030658,0.03225907282767433,0.08534948422754748,0.6157697322073105
figure_supply_10_proc,C,FC Partner,rHR,Di,6,0.5838218378338628,0.04626481915983798,0.11332519998374177,0.6015652360753548
figure_supply_10_proc,C,FC Partner,rHb,Di,7,0.7243641027447233,0.016630879840923898,0.04400117214328207,0.7499121665661526
figure_supply_10_proc,C,FC Partner,rHi,Di,7,0.5672419413702581,0.03973513666997264,0.1051292899399108,0.6126853083816175
figure_supply_10_proc,C,FC Partner,rMON,Hind,7,0.5790757793035618,0.01669831070886354,0.04417957745053961,0.5932468053340293
figure_supply_10_proc,C,FC Partner,rMOS1,Hind,7,0.4462037769603602,0.04083488954968801,0.10803896256326481,0.4584059846321868
figure_supply_10_proc,C,FC Partner,rMOS2,Hind,7,0.3738181129233089,0.04548198009201628,0.1203340084582657,0.3798530420857026
figure_supply_10_proc,C,FC Partner,rMOS3,Hind,7,0.48137039304823565,0.03320439778628966,0.08785057897618606,0.5009827295171235
figure_supply_10_proc,C,FC Partner,rMOS4,Hind,7,0.4385783666435343,0.043648540521748706,0.11548318331147256,0.4678497870364637
figure_supply_10_proc,C,FC Partner,rMOS5,Hind,7,0.5467550724604618,0.030896975455758213,0.08174571332000277,0.5503415216388781
figure_supply_10_proc,C,FC Partner,rNX,Hind,7,0.4075562597513862,0.048225190434269136,0.12759186081780713,0.4207303212651064
figure_supply_10_proc,C,FC Partner,rP,Tel,7,0.619335611993882,0.022612131760127763,0.0598260772503233,0.6328786764307361
figure_supply_10_proc,C,FC Partner,rPO,Tel,7,0.5585199500405658,0.0262360979451055,0.0694141905354819,0.5572516120485107
figure_supply_10_proc,C,FC Partner,rPT,Di,7,0.5438530980418008,0.03419074981174999,0.09046022114071896,0.5441817185953899
figure_supply_10_proc,C,FC Partner,rPrT,Di,7,0.5045635849237139,0.03283643344064899,0.08687703682628223,0.5086027783666994
figure_supply_10_proc,C,FC Partner,rRa,Hind,7,0.5754858341041241,0.038688524251385574,0.1023602137612576,0.5778394921285934
figure_supply_10_proc,C,FC Partner,rSP,Tel,7,0.5637185343810068,0.02086575627778806,0.05520560202831197,0.5732190917506467
figure_supply_10_proc,C,FC Partner,rT,Hind,7,0.5305923917208059,0.03512076840093916,0.09292081904238063,0.5165451358803241
figure_supply_10_proc,C,FC Partner,rTS,Mes,7,0.704530683949394,0.01532891390667404,0.040556494065779075,0.7282917353838336
figure_supply_10_proc,C,FC Partner,rTeO,Mes,7,0.6207744950903872,0.019223518847093096,0.05086065019297143,0.6341404858435508
figure_supply_10_proc,C,FC Partner,rTh,Di,7,0.5700430659979864,0.02983820352963993,0.07894446610835694,0.5771143530415014
figure_supply_10_proc,C,FC Partner,raRF,Hind,7,0.48657116191272504,0.04735327737889528,0.12528499570841742,0.5041763586288331
figure_supply_10_proc,C,FC Partner,rimRF,Hind,7,0.3940298844399139,0.04750767494370726,0.12569349326794388,0.4078548366893476
figure_supply_10_proc,C,FC Partner,rpRF,Hind,7,0.41633718322767205,0.04351433810549937,0.11512811709273284,0.4422174411056442
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,OB,Tel,4,0.008027179782929583,0.002590604901002745,0.00518120980200549,0.00814581483347697
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,rOB,Tel,0,,,,
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,P,Tel,7,0.006053972724823176,0.0012007699257793646,0.0031769386054176854,0.005204703309145606
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,PO,Tel,7,0.009595257829036105,0.0031803084964399614,0.008414305374045885,0.0117769638410264
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,SP,Tel,7,0.014256495307683912,0.0027390117727739164,0.0072467439888379385,0.015507421684991021
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,HR,Di,2,-0.010220544471228617,0.002583441756148489,0.00365353836914616,-0.010220544471228617
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,Hb,Di,6,0.0011715079537443053,0.0025826128332586745,0.006326083644647325,0.002119431974138056
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,Hi,Di,3,-0.011149307028367882,0.011157822751995923,0.01932591590830493,-0.0181561341388419
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,PT,Di,6,0.007489793643140008,0.003813265027770311,0.009340553572037186,0.009946208687197582
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,PrT,Di,7,0.0007522650987921723,0.002046428832059709,0.0054143417654223544,0.0023924103450020623
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,Th,Di,7,0.00034401613961280503,0.0021020927720936814,0.005561614707746257,-0.0013183799129377575
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,TS,Mes,4,-0.01470451194756643,0.003491026704023406,0.006982053408046812,-0.011963054629211791
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,TeO,Mes,7,-0.0010627418786817414,0.0032353833507436066,0.008560019742026446,0.0017283902203666258
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,Cb,Hind,7,-0.0016358848662181712,0.0018754042135976127,0.0049618531569019415,-0.0026093898718310173
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,MON,Hind,7,-0.010920349347835786,0.0016502404866530886,0.0043661259311342775,-0.011554517776637395
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,MOS1,Hind,7,0.008746078881056068,0.0025723045719411534,0.006805678193670748,0.009192405094777043
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,MOS2,Hind,7,0.006534596772633621,0.0037483010052934396,0.009917072299019841,0.006850718018850083
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,MOS3,Hind,7,0.014321787353971698,0.0037556835902650765,0.009936604782887595,0.011603054569883609
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,MOS4,Hind,7,0.0012754975803002731,0.0021669917932079772,0.005733321377946214,0.00044520443820481314
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,MOS5,Hind,7,-0.0034906510750889884,0.001026000283559067,0.002714541595379044,-0.0038010810488180407
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,NX,Hind,6,-0.010675757306501667,0.002105945820059386,0.005158492685092574,-0.011688987583687306
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,Ra,Hind,7,0.0002579766988152245,0.003156722980561122,0.008351903964487312,-8.402869262766994e-05
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,T,Hind,7,0.0012638510628203172,0.0022378991396058492,0.005920924582642495,0.0025047923642526533
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,laRF,Hind,6,-0.010625458463957274,0.0025070744062026646,0.006141053042387654,-0.009943758428623172
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,limRF,Hind,6,-0.005946252152305977,0.003896124635492957,0.009543517331244845,-0.007405539642693444
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,lpRF,Hind,7,0.00040489553514744546,0.0027174095414028566,0.007189589856866036,0.0010921691036003946
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,rCb,Hind,7,0.0027550180376526893,0.0031948262266848913,0.00845271567787509,0.0015364705998991957
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,rHR,Di,2,-0.003823673768115048,0.004919356622860191,0.006957020854198789,-0.003823673768115048
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,rHb,Di,6,0.005574838031617791,0.0025146585867821397,0.006159630414924493,0.007587260947952651
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,rHi,Di,4,0.00016617605552529517,0.007194284345241764,0.014388568690483527,0.0002279211261578388
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,rMON,Hind,7,-0.011510341745148272,0.00216128597782714,0.005718225209421672,-0.011555353034750379
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,rMOS1,Hind,7,0.008311510326169452,0.0023904028809654063,0.006324411556286798,0.00816695805548995
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,rMOS2,Hind,7,0.0013266230875799323,0.004327521502227149,0.011449545688177687,-0.00033079343482889074
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,rMOS3,Hind,7,0.009352194095019589,0.002508260000727787,0.006636232185416414,0.0071635360395425965
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,rMOS4,Hind,7,0.0008685663710619002,0.002526718100149508,0.006685067726161192,-0.0011825409309273224
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,rMOS5,Hind,7,-0.003788436763027158,0.0016779363818714061,0.004439402382219249,-0.003659056238899748
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,rNX,Hind,7,-0.008045331063771316,0.0027478040601095184,0.007270006194583364,-0.007268187661173187
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,rP,Tel,7,0.009260482822652216,0.00039098947483380894,0.0010344609156540058,0.009477433195515778
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,rPO,Tel,7,0.011492043447876282,0.0031565174427705405,0.008351360162608406,0.011720502277874589
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,rPT,Di,7,0.007047759794281981,0.0019624129920292866,0.0051920567465116715,0.009063040111808833
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,rPrT,Di,7,0.003980243389676219,0.001302567926646535,0.0034462707996757557,0.003071305353449116
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,rRa,Hind,6,0.0017670897313960116,0.0014062921167270026,0.0034446981152796365,0.0028369945940886977
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,rSP,Tel,7,0.013931731033739172,0.0019138110472647328,0.005063468087430564,0.01688372091603786
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,rT,Hind,7,0.004827567032981443,0.003046531011060629,0.008060363416712592,0.0022832604925404378
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,rTS,Mes,18,-0.002843375835412276,0.00222857039240906,0.00945502342094407,-7.50110737260751e-05
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,rTeO,Mes,7,0.0021537822719452783,0.0020361272314403205,0.005387086292077544,0.0019087447600082347
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,rTh,Di,7,0.004541742891123178,0.0008976653693791822,0.0023749993279322513,0.00411570046673691
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,raRF,Hind,4,-0.015243399114767164,0.011349502072833377,0.022699004145666755,-0.01793899417350585
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,rimRF,Hind,6,-0.0008610560810204546,0.004888894554454148,0.01197529706468397,-0.0040998514761093445
figure_supply_10_proc,D,$\mathrm{TE}_{\mathrm{net}}$,rpRF,Hind,7,-0.003478112748421343,0.00403420492243733,0.01067350296264179,-0.0017551105622967387
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,OB,Tel,4,0.0011402077124954791,0.0003435990366877071,0.0006871980733754142,0.0011392954815025221
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,rOB,Tel,0,,,,
figure_supply_10_proc,E,Neighbor $\mathrm{TE}_{\mathrm{net}}$,P,Tel,7,0.0014105169813646557,0.00029979216444824105,0.0007931755121358251,0.0016046658897894406
