species,recording_id,node,n_nodes_recording,n_time,n_finite_net_te_edges,NetTE,NetTE_z,root_area_id,n_communities,n_cells
C. elegans,2023-01-05-01,OLQDR,68,802,4556,0.0025608097422357063,0.19498635840438266,,,
C. elegans,2023-01-05-01,AWCL,68,802,4556,-0.005260132971299914,-0.40051947471160093,,,
C. elegans,2023-01-05-01,AVEL,68,802,4556,0.01653503107195317,1.2590179745288965,,,
C. elegans,2023-01-05-01,AVHL,68,802,4556,-0.0063494015108982015,-0.48345906306044156,,,
C. elegans,2023-01-05-01,URYDL,68,802,4556,-0.015806778678825732,-1.2035670443823936,,,
C. elegans,2023-01-05-01,RIVL,68,802,4556,0.009046561693969722,0.6888274797204276,,,
C. elegans,2023-01-05-01,RIR,68,802,4556,-0.005097435329880757,-0.38813127573762835,,,
C. elegans,2023-01-05-01,OLQVL,68,802,4556,-0.005095507988059732,-0.3879845231863224,,,
C. elegans,2023-01-05-01,OLQDL,68,802,4556,0.006620735529157734,0.5041191032262778,,,
C. elegans,2023-01-05-01,IL2VR,68,802,4556,-0.015762512007828917,-1.2001964710695874,,,
C. elegans,2023-01-05-01,RMEL,68,802,4556,0.027476599828859926,2.092135957467297,,,
C. elegans,2023-01-05-01,RIAR,68,802,4556,-0.008171757304378207,-0.6222177197568862,,,
C. elegans,2023-01-05-01,AIZR,68,802,4556,-0.00048144172713316335,-0.03665815839784143,,,
C. elegans,2023-01-05-01,AWAL,68,802,4556,-0.00941539037451202,-0.716911003501171,,,
C. elegans,2023-01-05-01,AIBL,68,802,4556,-0.003538128758159005,-0.2694018344045121,,,
C. elegans,2023-01-05-01,ADER,68,802,4556,-0.001112848293140238,-0.08473500883611344,,,
C. elegans,2023-01-05-01,OLLL,68,802,4556,-0.004943739776924209,-0.3764285179420487,,,
C. elegans,2023-01-05-01,AVDL,68,802,4556,0.004677817170008684,0.3561805159586644,,,
C. elegans,2023-01-05-01,FLPL,68,802,4556,0.0028939697412452264,0.22035398095808298,,,
C. elegans,2023-01-05-01,ASGL,68,802,4556,-0.0013507022656903118,-0.10284579589484451,,,
C. elegans,2023-01-05-01,IL1DR,68,802,4556,-0.0015574515501564344,-0.11858819542412997,,,
C. elegans,2023-01-05-01,IL1L,68,802,4556,-0.012721248229968556,-0.9686271595304856,,,
C. elegans,2023-01-05-01,RIAL,68,802,4556,-0.008829838160315642,-0.672325616301693,,,
C. elegans,2023-01-05-01,ADAL,68,802,4556,0.005830012360773998,0.44391149445073735,,,
C. elegans,2023-01-05-01,AVDR,68,802,4556,-0.0031174877557978704,-0.23737319288022599,,,
C. elegans,2023-01-05-01,IL1VR,68,802,4556,-0.006115747617007356,-0.46566808033128165,,,
C. elegans,2023-01-05-01,ASKL,68,802,4556,-0.007891156993227814,-0.6008521212370272,,,
C. elegans,2023-01-05-01,CEPVL,68,802,4556,-0.024675491571364925,-1.878852678503918,,,
C. elegans,2023-01-05-01,AVAL,68,802,4556,-0.025345421134410535,-1.9298627647790738,,,
C. elegans,2023-01-05-01,AWBL,68,802,4556,-0.0019023262054468938,-0.14484780074816497,,,
C. elegans,2023-01-05-01,IL1R,68,802,4556,-0.01006608995570238,-0.7664568716142762,,,
C. elegans,2023-01-05-01,OLQVR,68,802,4556,-0.0056649144940796705,-0.4313405364150364,,,
C. elegans,2023-01-05-01,CEPDR,68,802,4556,-0.006981901373168377,-0.531619159767846,,,
C. elegans,2023-01-05-18,AVAL,69,802,4692,-0.0002879126063308169,-0.06359718186934195,,,
C. elegans,2023-01-05-18,URAVL,69,802,4692,-0.0025229899235771607,-0.5573047011352049,,,
C. elegans,2023-01-05-18,AVDR,69,802,4692,-0.00557201992001895,-1.2308066977305943,,,
C. elegans,2023-01-05-18,IL2DR,69,802,4692,0.004560639399853576,1.007402270603284,,,
C. elegans,2023-01-05-18,RMDL,69,802,4692,0.0024104465160694234,0.5324449228619291,,,
C. elegans,2023-01-05-18,OLQVL,69,802,4692,0.008442288844618388,1.864822057940032,,,
C. elegans,2023-01-05-18,CEPVL,69,802,4692,-0.005059588964515455,-1.1176155280629803,,,
C. elegans,2023-01-05-18,AWAL,69,802,4692,0.0020472869923433426,0.45222640595734626,,,
C. elegans,2023-01-05-18,URBL,69,802,4692,0.002229750290541634,0.4925308292609349,,,
C. elegans,2023-01-05-18,URBR,69,802,4692,-0.005359121145157725,-1.1837793644117747,,,
C. elegans,2023-01-05-18,FLPL,69,802,4692,-0.001486213836304422,-0.3282906325247205,,,
C. elegans,2023-01-05-18,ADLL,69,802,4692,0.004209111283028862,0.9297530218857724,,,
C. elegans,2023-01-05-18,RIAL,69,802,4692,-0.001287259697027398,-0.28434353781251176,,,
C. elegans,2023-01-05-18,RIVL,69,802,4692,-0.000987117069470261,-0.218044859492186,,,
C. elegans,2023-01-05-18,IL2VR,69,802,4692,0.0028602830104237364,0.6318095658607389,,,
C. elegans,2023-01-05-18,AVAR,69,802,4692,0.003119551409791274,0.6890795123131863,,,
C. elegans,2023-01-05-18,AIZR,69,802,4692,-0.007899520927436895,-1.7449297392890977,,,
C. elegans,2023-01-05-18,URADR,69,802,4692,0.0018071168566825165,0.3991750860034856,,,
C. elegans,2023-01-05-18,CEPDL,69,802,4692,-0.008361222085229877,-1.8469151746461987,,,
C. elegans,2023-01-05-18,AINR,69,802,4692,-0.0016269195000443177,-0.35937118783958794,,,
C. elegans,2023-01-05-18,RMER,69,802,4692,-0.0012635870199826764,-0.27911446651016836,,,
C. elegans,2023-01-05-18,OLLL,69,802,4692,-0.0032645795104249468,-0.7211148532095383,,,
C. elegans,2023-01-05-18,AVJR,69,802,4692,0.0010123286145021259,0.22361385223283836,,,
C. elegans,2023-01-05-18,OLLR,69,802,4692,-0.0018859258723073775,-0.41658325497361814,,,
C. elegans,2023-01-05-18,URYDL,69,802,4692,0.004818987210677704,1.064468867720778,,,
C. elegans,2023-01-05-18,IL2VL,69,802,4692,-0.0054682420999983454,-1.2078831551390943,,,
C. elegans,2023-01-05-18,ASEL,69,802,4692,0.003945924523322966,0.8716175465555032,,,
C. elegans,2023-01-05-18,ADER,69,802,4692,-0.0031746274631110805,-0.7012452935350084,,,
C. elegans,2023-01-05-18,CEPDR,69,802,4692,-0.0008637977134257918,-0.19080477572399296,,,
C. elegans,2023-01-05-18,IL1L,69,802,4692,0.008653925666806379,1.9115706378041386,,,
C. elegans,2023-01-05-18,URXL,69,802,4692,-0.0003345032580518698,-0.07388861783206735,,,
C. elegans,2023-01-05-18,OLQDL,69,802,4692,-0.0014038560501875835,-0.31009857359135545,,,
C. elegans,2023-01-05-18,IL2R,69,802,4692,0.002624673017102387,0.5797655383815278,,,
C. elegans,2023-01-05-18,AVER,69,802,4692,-0.006564065392681369,-1.4499401950498332,,,
C. elegans,2023-01-05-18,IL1DR,69,802,4692,-0.0014095887814585034,-0.31136487991219036,,,
C. elegans,2023-01-05-18,OLQDR,69,802,4692,-0.0001340907622773541,-0.02961938591099061,,,
C. elegans,2023-01-05-18,AVJL,69,802,4692,-0.00034444746948345147,-0.07608520043753625,,,
C. elegans,2023-01-05-18,AVEL,69,802,4692,-0.003561915666670634,-0.7867936084612636,,,
C. elegans,2023-01-05-18,URYDR,69,802,4692,0.004115073816274563,0.9089810315518942,,,
C. elegans,2023-01-05-18,URADL,69,802,4692,0.003250285094769375,0.7179573514809797,,,
C. elegans,2023-01-05-18,AVBL,69,802,4692,0.020477706280134435,4.523332365197933,,,
C. elegans,2023-01-05-18,IL1DL,69,802,4692,0.004529599807167443,1.0005459170508377,,,
C. elegans,2023-01-05-18,AWCL,69,802,4692,-0.0004095077916140245,-0.09045641256244677,,,
C. elegans,2023-01-05-18,AIBR,69,802,4692,-0.001476912295551665,-0.3262360098166114,,,
C. elegans,2023-01-05-18,IL2DL,69,802,4692,0.0037013376100993867,0.8175906020553103,,,
C. elegans,2023-01-05-18,IL2L,69,802,4692,0.006497753663138963,1.43529255881909,,,
C. elegans,2023-01-05-18,RICL,69,802,4692,-0.005557240708783208,-1.2275421092263836,,,
C. elegans,2023-01-05-18,RIAR,69,802,4692,-0.0032255372970232854,-0.712490796146076,,,
C. elegans,2023-01-05-18,ASGL,69,802,4692,0.0027005618622838587,0.5965286692161494,,,
C. elegans,2023-01-05-18,ADLR,69,802,4692,-0.0026528716780885343,-0.5859943568902504,,,
C. elegans,2023-01-05-18,URXR,69,802,4692,-0.0016313717117704195,-0.360354639458724,,,
C. elegans,2023-01-05-18,SMDVL,69,802,4692,0.0018804120707125057,0.41536530815534783,,,
C. elegans,2023-01-05-18,RMDVL,69,802,4692,0.0004040483489830255,0.08925047312709625,,,
C. elegans,2023-01-05-18,RID,69,802,4692,0.0046358580225843195,1.02401735561374,,,
C. elegans,2023-01-05-18,AWBL,69,802,4692,0.0038296097332842717,0.8459247054171561,,,
C. elegans,2023-01-05-18,AUAL,69,802,4692,-0.004146395450458773,-0.9158996854137172,,,
C. elegans,2023-01-05-18,URYVL,69,802,4692,-0.0004226774759134218,-0.09336547173225686,,,
C. elegans,2023-01-05-18,SAAVL,69,802,4692,-0.0003564508405287234,-0.07873663199914774,,,
C. elegans,2023-01-05-18,AWBR,69,802,4692,0.00010534194628942326,0.023269043346233715,,,
C. elegans,2023-01-05-18,ASER,69,802,4692,0.0004949638905807777,0.1093328596103695,,,
C. elegans,2023-01-05-18,ASIL,69,802,4692,-0.0007965282713034656,-0.17594558980843397,,,
C. elegans,2023-01-05-18,AVHL,69,802,4692,0.004736423129197662,1.0462312400855085,,,
C. elegans,2023-01-05-18,AIZL,69,802,4692,-0.004609737248769191,-1.0182475228021128,,,
C. elegans,2023-01-05-18,RMDDL,69,802,4692,-0.003212270839390241,-0.7095603606587143,,,
C. elegans,2023-01-05-18,RIVR,69,802,4692,-0.008216654007895645,-1.8149814485621034,,,
C. elegans,2023-01-05-18,OLQVR,69,802,4692,-0.0003141058727841774,-0.0693830276216896,,,
C. elegans,2023-01-05-18,RMEV,69,802,4692,-0.005799871822499799,-1.2811370360440892,,,
C. elegans,2023-01-05-18,FLPR,69,802,4692,-0.0010321706767221544,-0.22799677681454286,,,
C. elegans,2023-01-05-18,RMDVR,69,802,4692,-0.00011787218699333511,-0.026036855450986343,,,
C. elegans,2023-01-06-01,URADL,65,802,4160,-0.0030153476458760556,-0.5574229290509797,,,
C. elegans,2023-01-06-01,IL2L,65,802,4160,-0.0058184869601434,-1.0756166203269624,,,
C. elegans,2023-01-06-01,RMED,65,802,4160,-0.005533355034618763,-1.022906587601793,,,
C. elegans,2023-01-06-01,ADEL,65,802,4160,-0.001810445476921843,-0.334682411168438,,,
C. elegans,2023-01-06-01,URYDR,65,802,4160,0.0008270491696697399,0.15288989024432936,,,
C. elegans,2023-01-06-01,OLLR,65,802,4160,0.002202315665169721,0.40712428314948046,,,
C. elegans,2023-01-06-01,AIZL,65,802,4160,0.0032011931155590187,0.5917786777830416,,,
C. elegans,2023-01-06-01,ASKL,65,802,4160,0.004191253274331348,0.7748030910357996,,,
C. elegans,2023-01-06-01,URADR,65,802,4160,0.00021834375702568104,0.040363444244217464,,,
C. elegans,2023-01-06-01,IL2DL,65,802,4160,-0.0028581725580172773,-0.5283672419006409,,,
C. elegans,2023-01-06-01,URBL,65,802,4160,-0.008255146857064535,-1.5260622260601686,,,
C. elegans,2023-01-06-01,FLPL,65,802,4160,-0.0024055337371301153,-0.4446915643428052,,,
C. elegans,2023-01-06-01,CEPDR,65,802,4160,0.0006907906630898852,0.1277008822870768,,,
C. elegans,2023-01-06-01,ASKR,65,802,4160,-0.0005551812462588207,-0.10263186630139089,,,
C. elegans,2023-01-06-01,IL1VR,65,802,4160,-0.0022205226875072342,-0.4104900680978772,,,
C. elegans,2023-01-06-01,RIVL,65,802,4160,0.001308756234988745,0.24193917902597473,,,
C. elegans,2023-01-06-01,AVAR,65,802,4160,-0.012471317587927154,-2.3054716057350766,,,
C. elegans,2023-01-06-01,RMDL,65,802,4160,-0.0038085105799415056,-0.7040485450147337,,,
C. elegans,2023-01-06-01,SMDVL,65,802,4160,0.0034618175439331614,0.6399582077437882,,,
C. elegans,2023-01-06-01,SAAVL,65,802,4160,0.001777899498346877,0.32866589936393686,,,
C. elegans,2023-01-06-01,CEPDL,65,802,4160,-0.010353142701550938,-1.9139017477716445,,,
C. elegans,2023-01-06-01,RID,65,802,4160,-0.006106934382103621,-1.1289395620601224,,,
C. elegans,2023-01-06-01,RIH,65,802,4160,-0.0009132151275716913,-0.1688186939110902,,,
C. elegans,2023-01-06-01,AINL,65,802,4160,-0.006645582058433873,-1.2285150010239039,,,
C. elegans,2023-01-06-01,OLQDL,65,802,4160,0.005588202638489616,1.033045820483591,,,
C. elegans,2023-01-06-01,IL1L,65,802,4160,-0.003945534789703338,-0.7293791023256952,,,
C. elegans,2023-01-06-01,RICL,65,802,4160,-0.004894478525923923,-0.9048026551197141,,,
C. elegans,2023-01-06-01,AUAL,65,802,4160,0.0058308494204818775,1.0779019683735052,,,
C. elegans,2023-01-06-01,AVDL,65,802,4160,-0.0018804942925084445,-0.3476317691020871,,,
C. elegans,2023-01-06-01,AIBL,65,802,4160,0.008983574645450403,1.660720779265303,,,
C. elegans,2023-01-06-01,SMDVR,65,802,4160,0.0032609305103997455,0.6028218467693887,,,
C. elegans,2023-01-06-01,IL1R,65,802,4160,-0.00047407291116179084,-0.08763802445298295,,,
C. elegans,2023-01-06-01,URXR,65,802,4160,-0.0015394057756800625,-0.2845774939586676,,,
C. elegans,2023-01-06-01,URAVL,65,802,4160,0.004300528760394898,0.7950039662477575,,,
C. elegans,2023-01-06-01,ASEL,65,802,4160,0.0020201637478907963,0.3734513315743162,,,
C. elegans,2023-01-06-01,AVAL,65,802,4160,0.0009699473258479238,0.17930631651669218,,,
C. elegans,2023-01-06-01,AVER,65,802,4160,0.008138447539684297,1.504488967201838,,,
C. elegans,2023-01-06-01,CEPVL,65,802,4160,0.0009044133207383315,0.1671915750769808,,,
C. elegans,2023-01-06-01,RMGL,65,802,4160,0.0017687434679153347,0.32697329807843983,,,
C. elegans,2023-01-06-01,RMDVR,65,802,4160,0.0032439911053004436,0.5996903959664446,,,
C. elegans,2023-01-06-01,RMDVL,65,802,4160,0.0014922749773447763,0.2758648044973059,,,
C. elegans,2023-01-06-01,RMEL,65,802,4160,-0.00893142191578896,-1.65107972598057,,,
C. elegans,2023-01-06-01,RMER,65,802,4160,0.009696776967147207,1.7925647235978606,,,
C. elegans,2023-01-06-01,AVEL,65,802,4160,0.011174392516087456,2.0657195581417382,,,
C. elegans,2023-01-06-01,RMDDR,65,802,4160,-0.002477376590535492,-0.45797257153657783,,,
C. elegans,2023-01-06-01,SMBVR,65,802,4160,0.0030350051682143525,0.5610568562018622,,,
C. elegans,2023-01-06-01,RMDDL,65,802,4160,0.0035170789951344816,0.6501739452340828,,,
C. elegans,2023-01-06-01,IL1VL,65,802,4160,0.0004502555858807919,0.0832351081794807,,,
C. elegans,2023-01-06-01,ADAL,65,802,4160,-0.0052765139787468995,-0.9754264591129782,,,
C. elegans,2023-01-06-01,IL2DR,65,802,4160,0.0010977677290940416,0.2029354405639222,,,
C. elegans,2023-01-06-01,URYVR,65,802,4160,-0.007589154278364173,-1.4029455650499207,,,
C. elegans,2023-01-06-01,AWBL,65,802,4160,-0.0017541432732317494,-0.32427427818387833,,,
C. elegans,2023-01-06-01,OLQDR,65,802,4160,-0.0010572708516294674,-0.19544911039413407,,,
C. elegans,2023-01-06-01,IL1DL,65,802,4160,-0.005593900981661744,-1.0340992270936347,,,
C. elegans,2023-01-06-01,OLQVL,65,802,4160,-0.002447632276793968,-0.45247398084800916,,,
C. elegans,2023-01-06-01,RMDR,65,802,4160,0.001767272322860898,0.32670133939187695,,,
C. elegans,2023-01-06-01,ASHL,65,802,4160,0.002751895198761775,0.5087206061407388,,,
C. elegans,2023-01-06-01,RIAR,65,802,4160,-0.0005508466856002162,-0.10183057113339493,,,
C. elegans,2023-01-06-01,OLLL,65,802,4160,0.006128407179426393,1.1329090644141702,,,
C. elegans,2023-01-06-01,IL1DR,65,802,4160,-0.0045967636362668485,-0.8497665115952016,,,
C. elegans,2023-01-06-01,AWCL,65,802,4160,0.015237835029255811,2.816895307584223,,,
C. elegans,2023-01-06-01,URXL,65,802,4160,0.013708269460653073,2.534136893113459,,,
C. elegans,2023-01-06-01,AVJL,65,802,4160,0.0030545852351314476,0.5646764647955407,,,
C. elegans,2023-01-06-01,AWAR,65,802,4160,-0.002574174901965723,-0.4758668923981951,,,
C. elegans,2023-01-06-01,CEPVR,65,802,4160,-0.007646947463070722,-1.4136293236348945,,,
C. elegans,2023-01-06-08,ASIL,71,802,4970,-0.0033137450311502663,-0.5527770304173478,,,
C. elegans,2023-01-06-08,RMER,71,802,4970,0.010326548912657392,1.7226065942728217,,,
C. elegans,2023-01-06-08,URAVL,71,802,4970,-0.005333804355169499,-0.8897499670498981,,,
C. elegans,2023-01-06-08,IL2R,71,802,4970,-0.00012280213628966332,-0.020485040215524147,,,
C. elegans,2023-01-06-08,RMDDL,71,802,4970,0.0026362394301680477,0.43976002679106957,,,
C. elegans,2023-01-06-08,RIVL,71,802,4970,-0.003306070779732893,-0.5514968625500877,,,
C. elegans,2023-01-06-08,URYDR,71,802,4970,-0.0007493716637736522,-0.12500522493002952,,,
C. elegans,2023-01-06-08,IL2VL,71,802,4970,-0.0011514698547525372,-0.19208058584527204,,,
C. elegans,2023-01-06-08,IL2DL,71,802,4970,-0.006476789982483095,-1.0804152701848238,,,
C. elegans,2023-01-06-08,IL2VR,71,802,4970,0.00021073358672828922,0.03515318323704127,,,
C. elegans,2023-01-06-08,ADEL,71,802,4970,-0.0034295781961304846,-0.5720995529287982,,,
C. elegans,2023-01-06-08,URXL,71,802,4970,-0.005392541463288415,-0.8995481029644185,,,
C. elegans,2023-01-06-08,SMDVR,71,802,4970,0.010765360998871307,1.7958063243813176,,,
C. elegans,2023-01-06-08,IL2DR,71,802,4970,-0.0032059915309026444,-0.5348023041411746,,,
C. elegans,2023-01-06-08,URBL,71,802,4970,-0.007162451658816777,-1.1947928163604717,,,
C. elegans,2023-01-06-08,AWCR,71,802,4970,0.0011534689654890493,0.19241406427708158,,,
C. elegans,2023-01-06-08,SAAVR,71,802,4970,-0.0007219318566266469,-0.1204278977768052,,,
C. elegans,2023-01-06-08,AIZL,71,802,4970,-0.007723254718520677,-1.28834227387093,,,
C. elegans,2023-01-06-08,AUAL,71,802,4970,0.0012944431698584248,0.21593044870744965,,,
C. elegans,2023-01-06-08,ASGR,71,802,4970,0.00023962717765622089,0.039973020985901386,,,
C. elegans,2023-01-06-08,URYDL,71,802,4970,-0.00813487373838484,-1.3570058364941624,,,
C. elegans,2023-01-06-08,RIBL,71,802,4970,0.008664933143643326,1.4454268408952957,,,
C. elegans,2023-01-06-08,CEPDR,71,802,4970,0.0069264097617239805,1.1554178681666627,,,
C. elegans,2023-01-06-08,IL2L,71,802,4970,0.0007573133207057024,0.1263299996167435,,,
C. elegans,2023-01-06-08,AIZR,71,802,4970,-0.0007762398089660838,-0.12948719121671726,,,
C. elegans,2023-01-06-08,IL1DL,71,802,4970,7.561211231697586e-06,0.00126131125108477,,,
C. elegans,2023-01-06-08,FLPL,71,802,4970,-0.0007379784844600477,-0.12310469010650374,,,
C. elegans,2023-01-06-08,AIBR,71,802,4970,-0.0058899534563566745,-0.982523081979869,,,
C. elegans,2023-01-06-08,AVKL,71,802,4970,-0.0027294653293102084,-0.4553113547301122,,,
C. elegans,2023-01-06-08,AVER,71,802,4970,-0.0006549672970501749,-0.10925731282294754,,,
C. elegans,2023-01-06-08,AVDL,71,802,4970,-0.003433261865338322,-0.5727140382638517,,,
C. elegans,2023-01-06-08,RICL,71,802,4970,-0.0012753529295148043,-0.2127459410679355,,,
C. elegans,2023-01-06-08,AVKR,71,802,4970,0.00018744602447584262,0.03126850611597196,,,
C. elegans,2023-01-06-08,CEPDL,71,802,4970,-0.0016815236554982643,-0.28050065533865276,,,
C. elegans,2023-01-06-08,RIVR,71,802,4970,-0.0007857477968508013,-0.1310732508739184,,,
C. elegans,2023-01-06-08,AWBL,71,802,4970,0.0022851992888751013,0.38120183204853575,,,
C. elegans,2023-01-06-08,AINL,71,802,4970,0.001757810591140225,0.2932263374135843,,,
C. elegans,2023-01-06-08,IL1R,71,802,4970,0.012715784515320846,2.121163076136262,,,
C. elegans,2023-01-06-08,AIML,71,802,4970,-0.00335948938183322,-0.56040780046489,,,
C. elegans,2023-01-06-08,AWCL,71,802,4970,0.003983912565171721,0.6645699462440388,,,
C. elegans,2023-01-06-08,IL1VL,71,802,4970,0.0006423325148998746,0.10714966202562932,,,
C. elegans,2023-01-06-08,OLQDL,71,802,4970,0.003782724051495455,0.6310090089665432,,,
C. elegans,2023-01-06-08,IL1VR,71,802,4970,0.01585781616135053,2.6452960152859974,,,
C. elegans,2023-01-06-08,OLLL,71,802,4970,0.00029519814318393426,0.04924300193285772,,,
C. elegans,2023-01-06-08,OLLR,71,802,4970,0.004071716724430116,0.6792168553927186,,,
C. elegans,2023-01-06-08,ASHL,71,802,4970,-0.0004843729440510306,-0.08079989109303787,,,
C. elegans,2023-01-06-08,AIBL,71,802,4970,0.0030257388773983302,0.5047337485968226,,,
C. elegans,2023-01-06-08,ASEL,71,802,4970,-0.006860475262325818,-1.1444191110393773,,,
C. elegans,2023-01-06-08,RIAL,71,802,4970,-0.0017859585487221632,-0.29792179353896286,,,
C. elegans,2023-01-06-08,AVAL,71,802,4970,0.0010865206087487676,0.1812461821731986,,,
C. elegans,2023-01-06-08,IL1DR,71,802,4970,0.003452689815410537,0.5759548804068236,,,
C. elegans,2023-01-06-08,RIML,71,802,4970,-0.008075223329123617,-1.3470553497232616,,,
C. elegans,2023-01-06-08,AVAR,71,802,4970,-0.0127577952937542,-2.1281710363533612,,,
C. elegans,2023-01-06-08,RMDL,71,802,4970,0.006125258028538751,1.0217750345084202,,,
C. elegans,2023-01-06-08,SMDVL,71,802,4970,0.017510119031682075,2.920922252496797,,,
C. elegans,2023-01-06-08,RMGL,71,802,4970,-0.0004432294465533916,-0.07393660494581311,,,
C. elegans,2023-01-06-08,URYVL,71,802,4970,-0.005826213986712401,-0.9718904851991481,,,
C. elegans,2023-01-06-08,OLQDR,71,802,4970,0.001432435534621065,0.23894942237522207,,,
C. elegans,2023-01-06-08,AIMR,71,802,4970,0.01192917563313258,1.9899461847011943,,,
C. elegans,2023-01-06-08,OLQVL,71,802,4970,-0.009496713662076862,-1.5841789659430972,,,
C. elegans,2023-01-06-08,ADAL,71,802,4970,-0.0018184136948100743,-0.3033357463650224,,,
C. elegans,2023-01-06-08,ADLL,71,802,4970,0.0034088503258403705,0.5686418666921875,,,
C. elegans,2023-01-06-08,AVJL,71,802,4970,-0.002379255231707646,-0.39689162238645753,,,
C. elegans,2023-01-06-08,RMEV,71,802,4970,0.012064065967238274,2.012447698130267,,,
C. elegans,2023-01-06-08,AVL,71,802,4970,-0.0010926827033524767,-0.18227410204155572,,,
C. elegans,2023-01-06-08,RIMR,71,802,4970,-0.01077831249477764,-1.7979668072728094,,,
C. elegans,2023-01-06-08,URXR,71,802,4970,-0.002392019195311227,-0.3990208223794616,,,
C. elegans,2023-01-06-08,URYVR,71,802,4970,-0.010011993392972483,-1.6701345228134032,,,
C. elegans,2023-01-06-08,RIAR,71,802,4970,0.0013740036942880807,0.2292022092138414,,,
C. elegans,2023-01-06-08,AWAR,71,802,4970,-0.0026613402767192134,-0.4439471840065716,,,
C. elegans,2023-01-06-08,ASGL,71,802,4970,0.004441218658195023,0.7408547242570992,,,
C. elegans,2023-01-06-15,OLQVR,62,803,3782,0.023622602165556686,3.0275204733236034,,,
C. elegans,2023-01-06-15,BAGL,62,803,3782,0.0011302619130130107,0.14485665287349817,,,
C. elegans,2023-01-06-15,RMER,62,803,3782,-0.008465645781274874,-1.0849742861980456,,,
C. elegans,2023-01-06-15,CEPVL,62,803,3782,-0.008062073939167804,-1.0332517026370536,,,
C. elegans,2023-01-06-15,CEPDR,62,803,3782,-0.0026245049924627497,-0.33636186823678565,,,
C. elegans,2023-01-06-15,IL1VR,62,803,3782,-0.0005782626641544452,-0.07411131264949607,,,
