species,node_i,node_j,sc_profile_corr
C. elegans,ADAL,ADAR,0.9855622763880336
C. elegans,ADAL,ADEL,0.9969762785467282
C. elegans,ADAL,ADER,0.987687826494881
C. elegans,ADAL,ADLL,0.9839556654502053
C. elegans,ADAL,ADLR,0.9973488937853078
C. elegans,ADAL,AIBL,-0.47425573378280295
C. elegans,ADAL,AIBR,-0.6664176471069316
C. elegans,ADAL,AIML,0.9936546433676056
C. elegans,ADAL,AIMR,0.9973196862518094
C. elegans,ADAL,AINL,0.9912813893280957
C. elegans,ADAL,AINR,0.9891357770629334
C. elegans,ADAL,AIYL,0.8835796993651626
C. elegans,ADAL,AIYR,0.8472785764975124
C. elegans,ADAL,AIZL,0.3265927094877548
C. elegans,ADAL,AIZR,-0.2403363466301123
C. elegans,ADAL,ALA,0.9293309777620731
C. elegans,ADAL,AQR,0.9996603480510616
C. elegans,ADAL,ASEL,0.9914819043653624
C. elegans,ADAL,ASER,0.8235759705254557
C. elegans,ADAL,ASGL,0.9405173210395902
C. elegans,ADAL,ASGR,0.9781590515544425
C. elegans,ADAL,ASHL,0.9883440484305054
C. elegans,ADAL,ASIL,0.9929611606679163
C. elegans,ADAL,ASIR,0.9659850164136882
C. elegans,ADAL,ASKL,-0.09915618527096878
C. elegans,ADAL,ASKR,0.9912320726605046
C. elegans,ADAL,AUAL,0.9937806524462566
C. elegans,ADAL,AUAR,0.9957546465184829
C. elegans,ADAL,AVAL,-0.7627364468237088
C. elegans,ADAL,AVAR,-0.7621195092120583
C. elegans,ADAL,AVBL,-0.8328669255833425
C. elegans,ADAL,AVBR,-0.8205505334488901
C. elegans,ADAL,AVDL,-0.6461775758242859
C. elegans,ADAL,AVDR,-0.4389503439407679
C. elegans,ADAL,AVEL,-0.7031618150578852
C. elegans,ADAL,AVER,-0.6261141137851106
C. elegans,ADAL,AVHL,0.6436287552501702
C. elegans,ADAL,AVJL,-0.7997145636842848
C. elegans,ADAL,AVJR,-0.5919778866825395
C. elegans,ADAL,AVKL,-0.6980102625298693
C. elegans,ADAL,AVKR,-0.7025347476786026
C. elegans,ADAL,AVL,-0.22453170616095897
C. elegans,ADAL,AWAL,0.9672312565357085
C. elegans,ADAL,AWAR,0.9917770559338721
C. elegans,ADAL,AWBL,0.9912399493441503
C. elegans,ADAL,AWBR,0.9957380781504506
C. elegans,ADAL,AWCL,0.48361246173261746
C. elegans,ADAL,AWCR,0.9479331655446118
C. elegans,ADAL,BAGL,0.9957875499430148
C. elegans,ADAL,CEPDL,0.9985411399405529
C. elegans,ADAL,CEPDR,0.9862302158587299
C. elegans,ADAL,CEPVL,0.9914958077662843
C. elegans,ADAL,CEPVR,0.9650878171315429
C. elegans,ADAL,FLPL,0.9538161522995436
C. elegans,ADAL,FLPR,0.9513281754547502
C. elegans,ADAL,IL1DL,-0.6058249587803818
C. elegans,ADAL,IL1DR,0.7549808838582811
C. elegans,ADAL,IL1L,0.9701638770136117
C. elegans,ADAL,IL1R,0.9937456937467853
C. elegans,ADAL,IL1VL,0.4678097622356832
C. elegans,ADAL,IL1VR,0.5740869954810751
C. elegans,ADAL,IL2DL,0.9555474361582404
C. elegans,ADAL,IL2DR,0.9770122545232355
C. elegans,ADAL,IL2L,0.9814511211892545
C. elegans,ADAL,IL2R,0.9781195732967606
C. elegans,ADAL,IL2VL,0.9500438848166454
C. elegans,ADAL,IL2VR,0.9528398782224099
C. elegans,ADAL,OLLL,0.9886267150412917
C. elegans,ADAL,OLLR,0.9910194094461232
C. elegans,ADAL,OLQDL,-0.48719713558093547
C. elegans,ADAL,OLQDR,-0.5703442212903377
C. elegans,ADAL,OLQVL,-0.645075879061647
C. elegans,ADAL,OLQVR,0.5965584860636385
C. elegans,ADAL,RIAL,-0.027997129843255506
C. elegans,ADAL,RIAR,0.26548075649869673
C. elegans,ADAL,RIBL,-0.7509467951773499
C. elegans,ADAL,RIBR,-0.8136508052125901
C. elegans,ADAL,RICL,0.3148231650213293
C. elegans,ADAL,RICR,0.05157874930603678
C. elegans,ADAL,RID,-0.7365357814780646
C. elegans,ADAL,RIH,0.9512881627798718
C. elegans,ADAL,RIML,-0.3167477049382542
C. elegans,ADAL,RIMR,-0.6009120173648684
C. elegans,ADAL,RIR,0.7871322309309895
C. elegans,ADAL,RIS,0.993758310259994
C. elegans,ADAL,RIVL,0.3322211786811056
C. elegans,ADAL,RIVR,0.9874231024720047
C. elegans,ADAL,RMDDL,-0.8559373182752528
C. elegans,ADAL,RMDDR,-0.864964264362451
C. elegans,ADAL,RMDL,-0.770931534087855
C. elegans,ADAL,RMDR,-0.8281646169403545
C. elegans,ADAL,RMDVL,-0.813135361967146
C. elegans,ADAL,RMDVR,-0.807160557775069
C. elegans,ADAL,RMED,-0.8229488573023536
C. elegans,ADAL,RMEL,-0.8600749042434309
C. elegans,ADAL,RMER,-0.875292217270483
C. elegans,ADAL,RMEV,-0.8291917208321798
C. elegans,ADAL,RMGL,0.8277006461949008
C. elegans,ADAL,SAADL,-0.2126708336899902
C. elegans,ADAL,SAADR,0.5964777787623304
C. elegans,ADAL,SAAVL,0.9789723809367166
C. elegans,ADAL,SAAVR,0.9954612762331975
C. elegans,ADAL,SMBVR,-0.6913179905935007
C. elegans,ADAL,SMDDL,-0.7633604302106305
C. elegans,ADAL,SMDDR,-0.7943761266577528
C. elegans,ADAL,SMDVL,-0.18003207882484257
C. elegans,ADAL,SMDVR,-0.39549696036250176
C. elegans,ADAL,URADL,-0.6599178484812329
C. elegans,ADAL,URADR,0.027927947991602437
C. elegans,ADAL,URAVL,0.9455749842615412
C. elegans,ADAL,URAVR,0.9162220218594537
C. elegans,ADAL,URBL,0.9972259422969882
C. elegans,ADAL,URBR,0.9663053791324929
C. elegans,ADAL,URXL,0.5525366699752104
C. elegans,ADAL,URXR,0.9358136233682331
C. elegans,ADAL,URYDL,0.9982022889914148
C. elegans,ADAL,URYDR,0.9956169317774413
C. elegans,ADAL,URYVL,0.9773344315158962
C. elegans,ADAL,URYVR,0.9786423369367105
C. elegans,ADAR,ADEL,0.9916808159480349
C. elegans,ADAR,ADER,0.9998808805849081
C. elegans,ADAR,ADLL,0.9397143275086984
C. elegans,ADAR,ADLR,0.9917435935685082
C. elegans,ADAR,AIBL,-0.3183747388493135
C. elegans,ADAR,AIBR,-0.5306142719716939
C. elegans,ADAR,AIML,0.9931636566842782
C. elegans,ADAR,AIMR,0.9879492644962519
C. elegans,ADAR,AINL,0.9558055797459893
C. elegans,ADAR,AINR,0.9513498039842656
C. elegans,ADAR,AIYL,0.9452761121718315
C. elegans,ADAR,AIYR,0.918228905517631
C. elegans,ADAR,AIZL,0.4813225796984775
C. elegans,ADAR,AIZR,-0.07278068235210608
C. elegans,ADAR,ALA,0.9783147938663881
C. elegans,ADAR,AQR,0.9809872349466908
C. elegans,ADAR,ASEL,0.9593910179147698
C. elegans,ADAR,ASER,0.9037710733738059
C. elegans,ADAR,ASGL,0.8694491537349984
C. elegans,ADAR,ASGR,0.9292768155719127
C. elegans,ADAR,ASHL,0.9487793336972012
C. elegans,ADAR,ASIL,0.9891984167066661
C. elegans,ADAR,ASIR,0.9084625331404584
C. elegans,ADAR,ASKL,0.06984054493152465
C. elegans,ADAR,ASKR,0.9560250528310439
C. elegans,ADAR,AUAL,0.9979531223991875
C. elegans,ADAR,AUAR,0.9908583277386698
C. elegans,ADAR,AVAL,-0.6426298867060677
C. elegans,ADAR,AVAR,-0.641760043577964
C. elegans,ADAR,AVBL,-0.7277965518142483
C. elegans,ADAR,AVBR,-0.7125085357297692
C. elegans,ADAR,AVDL,-0.5148567498380476
C. elegans,ADAR,AVDR,-0.2906476670093532
C. elegans,ADAR,AVEL,-0.5727515380823219
C. elegans,ADAR,AVER,-0.48559569194572133
C. elegans,ADAR,AVHL,0.7627656486819333
C. elegans,ADAR,AVJL,-0.6865936118446685
C. elegans,ADAR,AVJR,-0.4482429830298027
C. elegans,ADAR,AVKL,-0.5670403319896257
C. elegans,ADAR,AVKR,-0.5719756652604204
C. elegans,ADAR,AVL,-0.05673030986497381
C. elegans,ADAR,AWAL,0.9102824254407582
C. elegans,ADAR,AWAR,0.9581171050389384
C. elegans,ADAR,AWBL,0.9594657424592427
C. elegans,ADAR,AWBR,0.9847433822927181
C. elegans,ADAR,AWCL,0.6206345773538386
C. elegans,ADAR,AWCR,0.983836300896607
C. elegans,ADAR,BAGL,0.9734392656773571
C. elegans,ADAR,CEPDL,0.9795699229306276
C. elegans,ADAR,CEPDR,0.9449915136912372
C. elegans,ADAR,CEPVL,0.9555789780322098
C. elegans,ADAR,CEPVR,0.9936691477117696
C. elegans,ADAR,FLPL,0.8897958471498215
C. elegans,ADAR,FLPR,0.8854505502003365
C. elegans,ADAR,IL1DL,-0.46242980001560097
C. elegans,ADAR,IL1DR,0.8550985947289669
C. elegans,ADAR,IL1L,0.9970285484875636
C. elegans,ADAR,IL1R,0.9982717055343023
C. elegans,ADAR,IL1VL,0.607993084934902
C. elegans,ADAR,IL1VR,0.7033546339544113
C. elegans,ADAR,IL2DL,0.8919744883359998
C. elegans,ADAR,IL2DR,0.9271099707877142
C. elegans,ADAR,IL2L,0.9356604861225309
C. elegans,ADAR,IL2R,0.9293241580405726
C. elegans,ADAR,IL2VL,0.8834832222102198
C. elegans,ADAR,IL2VR,0.8877906731770485
C. elegans,ADAR,OLLL,0.9488948694967221
C. elegans,ADAR,OLLR,0.999329020993485
C. elegans,ADAR,OLQDL,-0.3323298717629981
C. elegans,ADAR,OLQDR,-0.4230702503421156
C. elegans,ADAR,OLQVL,-0.5064227477851451
C. elegans,ADAR,OLQVR,0.7219799555277429
C. elegans,ADAR,RIAL,0.14054807199703656
C. elegans,ADAR,RIAR,0.4241886742887688
C. elegans,ADAR,RIBL,-0.6282992132992906
C. elegans,ADAR,RIBR,-0.7035178128076242
C. elegans,ADAR,RICL,0.46940886688918343
C. elegans,ADAR,RICR,0.21918470173639654
C. elegans,ADAR,RID,-0.6117810677690672
C. elegans,ADAR,RIH,0.9839694484411067
C. elegans,ADAR,RIML,-0.1516739157463925
C. elegans,ADAR,RIMR,-0.45707531767548587
C. elegans,ADAR,RIR,0.8763919560024609
C. elegans,ADAR,RIS,0.96258293472755
C. elegans,ADAR,RIVL,0.48474968704490373
C. elegans,ADAR,RIVR,0.9845050284131168
C. elegans,ADAR,RMDDL,-0.7563448890902198
C. elegans,ADAR,RMDDR,-0.7687764610192366
C. elegans,ADAR,RMDL,-0.6521980102731569
C. elegans,ADAR,RMDR,-0.7213168742052514
C. elegans,ADAR,RMDVL,-0.703904642520663
C. elegans,ADAR,RMDVR,-0.6967748980221526
C. elegans,ADAR,RMED,-0.7148939583653153
C. elegans,ADAR,RMEL,-0.7613019917138257
C. elegans,ADAR,RMER,-0.7807888065811914
C. elegans,ADAR,RMEV,-0.7225819942035557
C. elegans,ADAR,RMGL,0.9106480744165175
C. elegans,ADAR,SAADL,-0.044175972376679265
C. elegans,ADAR,SAADR,0.7230705504456734
C. elegans,ADAR,SAAVL,0.9986453487111224
C. elegans,ADAR,SAAVR,0.9971582721736173
C. elegans,ADAR,SMBVR,-0.5591339002707583
C. elegans,ADAR,SMDDL,-0.642979824798618
C. elegans,ADAR,SMDDR,-0.6800686946969944
C. elegans,ADAR,SMDVL,-0.010891379691827015
C. elegans,ADAR,SMDVR,-0.23439969137236039
C. elegans,ADAR,URADL,-0.5231798447641826
C. elegans,ADAR,URADR,0.1933350429430855
C. elegans,ADAR,URAVL,0.9849554684712089
C. elegans,ADAR,URAVR,0.9695420354190777
C. elegans,ADAR,URBL,0.9747668758071998
C. elegans,ADAR,URBR,0.9932453533943112
C. elegans,ADAR,URXL,0.6822452812670117
C. elegans,ADAR,URXR,0.9785831370431162
C. elegans,ADAR,URYDL,0.993130702030035
C. elegans,ADAR,URYDR,0.9654118146270512
C. elegans,ADAR,URYVL,0.9274489347450727
C. elegans,ADAR,URYVR,0.9297790439788489
C. elegans,ADEL,ADER,0.993541811313316
C. elegans,ADEL,ADLL,0.9703790209267263
C. elegans,ADEL,ADLR,0.9942637397980318
C. elegans,ADEL,AIBL,-0.4264681355720357
C. elegans,ADEL,AIBR,-0.6255841974413329
C. elegans,ADEL,AIML,0.9907164881336415
C. elegans,ADEL,AIMR,0.9921468315543011
C. elegans,ADEL,AINL,0.9792278243027349
C. elegans,ADEL,AINR,0.9759707739228151
C. elegans,ADEL,AIYL,0.8955023177655438
C. elegans,ADEL,AIYR,0.8597879754371729
C. elegans,ADEL,AIZL,0.3716835170924826
C. elegans,ADEL,AIZR,-0.19062291665569853
C. elegans,ADEL,ALA,0.9450572782506699
C. elegans,ADEL,AQR,0.9948871391555583
C. elegans,ADEL,ASEL,0.9785157195894981
C. elegans,ADEL,ASER,0.8412760661024037
C. elegans,ADEL,ASGL,0.9187691064177171
C. elegans,ADEL,ASGR,0.9623439276001254
C. elegans,ADEL,ASHL,0.9756849937019941
C. elegans,ADEL,ASIL,0.9876657662118047
C. elegans,ADEL,ASIR,0.947819687427103
C. elegans,ADEL,ASKL,-0.05148216035916763
C. elegans,ADEL,ASKR,0.9789535700247616
C. elegans,ADEL,AUAL,0.9954834434867992
C. elegans,ADEL,AUAR,0.9916518938702071
C. elegans,ADEL,AVAL,-0.7226965710678094
C. elegans,ADEL,AVAR,-0.7225888361408339
C. elegans,ADEL,AVBL,-0.7971231796799934
C. elegans,ADEL,AVBR,-0.7840310039536823
C. elegans,ADEL,AVDL,-0.5913804069579832
C. elegans,ADEL,AVDR,-0.37443931487124343
C. elegans,ADEL,AVEL,-0.6610227296437353
C. elegans,ADEL,AVER,-0.5785359341390738
C. elegans,ADEL,AVHL,0.6767282420144483
C. elegans,ADEL,AVJL,-0.7637419757521728
C. elegans,ADEL,AVJR,-0.5411214795782421
C. elegans,ADEL,AVKL,-0.6605856828639632
C. elegans,ADEL,AVKR,-0.663606889193717
C. elegans,ADEL,AVL,-0.17557204799381107
C. elegans,ADEL,AWAL,0.9508566495287422
C. elegans,ADEL,AWAR,0.979400874880918
C. elegans,ADEL,AWBL,0.9780697357009501
C. elegans,ADEL,AWBR,0.9887467361482691
C. elegans,ADEL,AWCL,0.5162523962515962
C. elegans,ADEL,AWCR,0.9537860230996617
C. elegans,ADEL,BAGL,0.9858302710462477
C. elegans,ADEL,CEPDL,0.9914483711656417
C. elegans,ADEL,CEPDR,0.9722189422959779
C. elegans,ADEL,CEPVL,0.9802017220066656
C. elegans,ADEL,CEPVR,0.9714807983438819
C. elegans,ADEL,FLPL,0.937588723292785
C. elegans,ADEL,FLPR,0.9325472975887569
C. elegans,ADEL,IL1DL,-0.5599592326957183
C. elegans,ADEL,IL1DR,0.7874718801781078
C. elegans,ADEL,IL1L,0.9814699505195199
C. elegans,ADEL,IL1R,0.9963595267276036
C. elegans,ADEL,IL1VL,0.5224242012539903
C. elegans,ADEL,IL1VR,0.6217265655434956
C. elegans,ADEL,IL2DL,0.9356082206847042
C. elegans,ADEL,IL2DR,0.961161442744762
C. elegans,ADEL,IL2L,0.9660169789438348
C. elegans,ADEL,IL2R,0.9620997418309744
C. elegans,ADEL,IL2VL,0.9302778920858273
C. elegans,ADEL,IL2VR,0.9326728121724498
C. elegans,ADEL,OLLL,0.9777200588533255
C. elegans,ADEL,OLLR,0.9948663372246938
C. elegans,ADEL,OLQDL,-0.43973513645270185
C. elegans,ADEL,OLQDR,-0.5234492023936407
C. elegans,ADEL,OLQVL,-0.6010662631375914
C. elegans,ADEL,OLQVR,0.6298851470008409
C. elegans,ADEL,RIAL,0.03185744299901443
C. elegans,ADEL,RIAR,0.3212617094757355
C. elegans,ADEL,RIBL,-0.7129383290385626
C. elegans,ADEL,RIBR,-0.7789748275599196
C. elegans,ADEL,RICL,0.37181295249154017
C. elegans,ADEL,RICR,0.11008456980818246
C. elegans,ADEL,RID,-0.701268100171573
C. elegans,ADEL,RIH,0.9552260726152019
C. elegans,ADEL,RIML,-0.2630209261690565
C. elegans,ADEL,RIMR,-0.5539233163597495
C. elegans,ADEL,RIR,0.807428413868703
C. elegans,ADEL,RIS,0.9825690248896903
C. elegans,ADEL,RIVL,0.39023984971650616
C. elegans,ADEL,RIVR,0.9960747017819581
C. elegans,ADEL,RMDDL,-0.8232066363203027
C. elegans,ADEL,RMDDR,-0.8309364826013138
C. elegans,ADEL,RMDL,-0.7368106021715947
C. elegans,ADEL,RMDR,-0.7959150546765753
C. elegans,ADEL,RMDVL,-0.7749504635109135
C. elegans,ADEL,RMDVR,-0.7682242863551144
C. elegans,ADEL,RMED,-0.7893522449823405
C. elegans,ADEL,RMEL,-0.8307240110734898
C. elegans,ADEL,RMER,-0.8471418015467275
C. elegans,ADEL,RMEV,-0.7964426436137007
C. elegans,ADEL,RMGL,0.853761465016003
C. elegans,ADEL,SAADL,-0.1587679976201079
C. elegans,ADEL,SAADR,0.6421251268517517
C. elegans,ADEL,SAAVL,0.9890864478353176
C. elegans,ADEL,SAAVR,0.9979456428275447
C. elegans,ADEL,SMBVR,-0.6523423014869003
C. elegans,ADEL,SMDDL,-0.7268881964883572
C. elegans,ADEL,SMDDR,-0.7589395702959452
C. elegans,ADEL,SMDVL,-0.12707450721527094
C. elegans,ADEL,SMDVR,-0.3470207194649552
C. elegans,ADEL,URADL,-0.6173643082347752
C. elegans,ADEL,URADR,0.09171978050456146
C. elegans,ADEL,URAVL,0.9545966847721449
C. elegans,ADEL,URAVR,0.9302071631115634
C. elegans,ADEL,URBL,0.9884406014257514
C. elegans,ADEL,URBR,0.9713649686175386
C. elegans,ADEL,URXL,0.5843072388958946
C. elegans,ADEL,URXR,0.9442626943792924
C. elegans,ADEL,URYDL,0.9994636363885471
C. elegans,ADEL,URYDR,0.9874589001788429
C. elegans,ADEL,URYVL,0.9622886207812033
C. elegans,ADEL,URYVR,0.965400160255564
C. elegans,ADER,ADLL,0.9439746434202587
C. elegans,ADER,ADLR,0.9927806656731091
C. elegans,ADER,AIBL,-0.3310266258450849
C. elegans,ADER,AIBR,-0.5419495478348477
C. elegans,ADER,AIML,0.9935945136534284
C. elegans,ADER,AIMR,0.9891511300756132
C. elegans,ADER,AINL,0.959217057931984
C. elegans,ADER,AINR,0.9548846320599323
C. elegans,ADER,AIYL,0.9401289783636229
C. elegans,ADER,AIYR,0.912006730812332
C. elegans,ADER,AIZL,0.46906373097040627
C. elegans,ADER,AIZR,-0.08640040427482644
C. elegans,ADER,ALA,0.9752917310097576
C. elegans,ADER,AQR,0.9833824394715217
C. elegans,ADER,ASEL,0.9622608537587284
C. elegans,ADER,ASER,0.8971345919939785
C. elegans,ADER,ASGL,0.8757953904915566
C. elegans,ADER,ASGR,0.9337829494181129
C. elegans,ADER,ASHL,0.9526019684959907
C. elegans,ADER,ASIL,0.9896953081603832
C. elegans,ADER,ASIR,0.9136816695637311
C. elegans,ADER,ASKL,0.05586881917004086
C. elegans,ADER,ASKR,0.9593719539275838
C. elegans,ADER,AUAL,0.9984699380409822
C. elegans,ADER,AUAR,0.9916640377159611
C. elegans,ADER,AVAL,-0.6522379985717773
C. elegans,ADER,AVAR,-0.6514703803052145
C. elegans,ADER,AVBL,-0.7362316502974107
C. elegans,ADER,AVBR,-0.721187017620508
C. elegans,ADER,AVDL,-0.5236586527653986
C. elegans,ADER,AVDR,-0.29998710885866403
C. elegans,ADER,AVEL,-0.5832735701136007
C. elegans,ADER,AVER,-0.49652267603495964
C. elegans,ADER,AVHL,0.7534083215109127
C. elegans,ADER,AVJL,-0.695952523533063
C. elegans,ADER,AVJR,-0.4590728575937351
C. elegans,ADER,AVKL,-0.5782918431197439
C. elegans,ADER,AVKR,-0.5829684947831976
C. elegans,ADER,AVL,-0.07047388560612294
C. elegans,ADER,AWAL,0.915685240112853
C. elegans,ADER,AWAR,0.9612618835411593
C. elegans,ADER,AWBL,0.962267955941001
C. elegans,ADER,AWBR,0.985885581162592
C. elegans,ADER,AWCL,0.608903582597626
C. elegans,ADER,AWCR,0.9810307791913246
C. elegans,ADER,BAGL,0.9755483207619898
C. elegans,ADER,CEPDL,0.9816733034954104
C. elegans,ADER,CEPDR,0.9488259220905527
C. elegans,ADER,CEPVL,0.9591516082018829
C. elegans,ADER,CEPVR,0.9918467957073496
C. elegans,ADER,FLPL,0.8960716706811314
C. elegans,ADER,FLPR,0.8915907158078005
C. elegans,ADER,IL1DL,-0.4739334017990288
C. elegans,ADER,IL1DR,0.8480641147253193
C. elegans,ADER,IL1L,0.9961129590883723
C. elegans,ADER,IL1R,0.9988739122718724
C. elegans,ADER,IL1VL,0.598964696223901
C. elegans,ADER,IL1VR,0.6947579490351845
C. elegans,ADER,IL2DL,0.8976733247037003
C. elegans,ADER,IL2DR,0.93173462614502
C. elegans,ADER,IL2L,0.9398457523903537
C. elegans,ADER,IL2R,0.933790780715679
C. elegans,ADER,IL2VL,0.8895667056712415
C. elegans,ADER,IL2VR,0.8936353467805842
C. elegans,ADER,OLLL,0.9529854017062358
C. elegans,ADER,OLLR,0.9996414077204202
C. elegans,ADER,OLQDL,-0.34491424180506636
C. elegans,ADER,OLQDR,-0.4348738430287913
C. elegans,ADER,OLQVL,-0.5176406837830287
C. elegans,ADER,OLQVR,0.7118506421870481
C. elegans,ADER,RIAL,0.1284064942008627
C. elegans,ADER,RIAR,0.4129046062708149
C. elegans,ADER,RIBL,-0.6384947069411783
C. elegans,ADER,RIBR,-0.712706122334175
C. elegans,ADER,RICL,0.4588373699902409
C. elegans,ADER,RICR,0.20703031676254638
C. elegans,ADER,RID,-0.6226090284578869
C. elegans,ADER,RIH,0.9812894839644053
C. elegans,ADER,RIML,-0.16448488917386647
C. elegans,ADER,RIMR,-0.4684704483070169
C. elegans,ADER,RIR,0.8689869515584459
C. elegans,ADER,RIS,0.9655935998611154
C. elegans,ADER,RIVL,0.47458814457675186
C. elegans,ADER,RIVR,0.9868625374728167
C. elegans,ADER,RMDDL,-0.7645549927396218
C. elegans,ADER,RMDDR,-0.7763952421429678
C. elegans,ADER,RMDL,-0.6624802882677433
C. elegans,ADER,RMDR,-0.7304581902868154
C. elegans,ADER,RMDVL,-0.7124873072424256
C. elegans,ADER,RMDVR,-0.7053877363429583
C. elegans,ADER,RMED,-0.7239883633846406
C. elegans,ADER,RMEL,-0.7698922928143133
C. elegans,ADER,RMER,-0.7890395819283863
C. elegans,ADER,RMEV,-0.7316245934973862
C. elegans,ADER,RMGL,0.9048588028843322
C. elegans,ADER,SAADL,-0.05729725446128481
C. elegans,ADER,SAADR,0.7145368259738883
C. elegans,ADER,SAAVL,0.9984460352230271
C. elegans,ADER,SAAVR,0.9980887566419024
C. elegans,ADER,SMBVR,-0.5703093927933705
C. elegans,ADER,SMDDL,-0.653125298438112
C. elegans,ADER,SMDDR,-0.6896437971809658
C. elegans,ADER,SMDVL,-0.024199048678087216
C. elegans,ADER,SMDVR,-0.24752861844583218
C. elegans,ADER,URADL,-0.534381301452038
C. elegans,ADER,URADR,0.1821761695766023
C. elegans,ADER,URAVL,0.9821709393135621
C. elegans,ADER,URAVR,0.9657338205048595
C. elegans,ADER,URBL,0.9770559576505607
C. elegans,ADER,URBR,0.9914360837970941
C. elegans,ADER,URXL,0.6713384776712265
C. elegans,ADER,URXR,0.9752965649953954
C. elegans,ADER,URYDL,0.9947166611681756
C. elegans,ADER,URYDR,0.9687333005700617
C. elegans,ADER,URYVL,0.9321853902122073
C. elegans,ADER,URYVR,0.9346463171590784
C. elegans,ADLL,ADLR,0.9731034492112541
C. elegans,ADLL,AIBL,-0.6224721320563503
C. elegans,ADLL,AIBR,-0.787512506029666
C. elegans,ADLL,AIML,0.9646646792393062
C. elegans,ADLL,AIMR,0.9773227407415754
C. elegans,ADLL,AINL,0.9983443634878527
C. elegans,ADLL,AINR,0.998813204751155
C. elegans,ADLL,AIYL,0.7944612332858274
C. elegans,ADLL,AIYR,0.7503740287671571
C. elegans,ADLL,AIZL,0.15583313096721854
C. elegans,ADLL,AIZR,-0.4073489303563689
C. elegans,ADLL,ALA,0.8494713309980233
C. elegans,ADLL,AQR,0.9882014023278402
C. elegans,ADLL,ASEL,0.9956661713702714
C. elegans,ADLL,ASER,0.7169463666364504
C. elegans,ADLL,ASGL,0.9858836424752634
C. elegans,ADLL,ASGR,0.9995030526607107
C. elegans,ADLL,ASHL,0.9995462922772602
C. elegans,ADLL,ASIL,0.9678676687748711
C. elegans,ADLL,ASIR,0.9966217058564734
C. elegans,ADLL,ASKL,-0.27115789132106805
C. elegans,ADLL,ASKR,0.9981201667060274
C. elegans,ADLL,AUAL,0.9588287272164716
C. elegans,ADLL,AUAR,0.9712366954175976
C. elegans,ADLL,AVAL,-0.8658544395723184
C. elegans,ADLL,AVAR,-0.8653214506051315
C. elegans,ADLL,AVBL,-0.9182436031389547
C. elegans,ADLL,AVBR,-0.9093613037647191
C. elegans,ADLL,AVDL,-0.7684147884487443
C. elegans,ADLL,AVDR,-0.5867964819377879
C. elegans,ADLL,AVEL,-0.8185036328597086
C. elegans,ADLL,AVER,-0.7551641169966584
C. elegans,ADLL,AVHL,0.5006817543226055
C. elegans,ADLL,AVJL,-0.8937529153066863
C. elegans,ADLL,AVJR,-0.726209541668564
C. elegans,ADLL,AVKL,-0.8124370280049711
C. elegans,ADLL,AVKR,-0.8169465114812808
C. elegans,ADLL,AVL,-0.39200393320695553
C. elegans,ADLL,AWAL,0.9966831166766104
C. elegans,ADLL,AWAR,0.9972272118547404
C. elegans,ADLL,AWBL,0.9952031272537164
C. elegans,ADLL,AWBR,0.9779333241165717
C. elegans,ADLL,AWCL,0.3289110926049835
C. elegans,ADLL,AWCR,0.8831491790424351
C. elegans,ADLL,BAGL,0.9896605214305333
C. elegans,ADLL,CEPDL,0.9881834605264574
C. elegans,ADLL,CEPDR,0.9995295492150919
C. elegans,ADLL,CEPVL,0.9987092117226589
C. elegans,ADLL,CEPVR,0.9064780550315724
C. elegans,ADLL,FLPL,0.9902769161053481
C. elegans,ADLL,FLPR,0.9904772642856273
C. elegans,ADLL,IL1DL,-0.7376202187309947
C. elegans,ADLL,IL1DR,0.6267077064866612
C. elegans,ADLL,IL1L,0.9113459854469917
C. elegans,ADLL,IL1R,0.958153482388034
C. elegans,ADLL,IL1VL,0.30316770634214985
C. elegans,ADLL,IL1VR,0.4188156322593223
C. elegans,ADLL,IL2DL,0.9927935311309584
C. elegans,ADLL,IL2DR,0.9993624269540023
C. elegans,ADLL,IL2L,0.9996586751901146
C. elegans,ADLL,IL2R,0.9994525967389309
C. elegans,ADLL,IL2VL,0.9902085604165911
C. elegans,ADLL,IL2VR,0.991634019656327
C. elegans,ADLL,OLLL,0.9993830492479622
C. elegans,ADLL,OLLR,0.9515356215044709
C. elegans,ADLL,OLQDL,-0.6339535546518068
C. elegans,ADLL,OLQDR,-0.7072222001691086
C. elegans,ADLL,OLQVL,-0.77058096775976
C. elegans,ADLL,OLQVR,0.4490687822117805
C. elegans,ADLL,RIAL,-0.20588615459594195
C. elegans,ADLL,RIAR,0.08922832253964455
C. elegans,ADLL,RIBL,-0.8561258185936238
C. elegans,ADLL,RIBR,-0.9040134213957418
C. elegans,ADLL,RICL,0.14052396512096849
C. elegans,ADLL,RICR,-0.12740825169664421
C. elegans,ADLL,RID,-0.8432076693825675
C. elegans,ADLL,RIH,0.8900796629748646
C. elegans,ADLL,RIML,-0.48044690747708274
C. elegans,ADLL,RIMR,-0.7336537873894783
C. elegans,ADLL,RIR,0.672217366588635
C. elegans,ADLL,RIS,0.9964094948351653
C. elegans,ADLL,RIVL,0.1589738176665602
C. elegans,ADLL,RIVR,0.956974825232891
C. elegans,ADLL,RMDDL,-0.9344354095323606
C. elegans,ADLL,RMDDR,-0.9404250671870714
C. elegans,ADLL,RMDL,-0.8705001057577432
C. elegans,ADLL,RMDR,-0.9141711248079379
