species,unit_type,node,n_edge_values,summary_from_sample,edge_target_dca_mean,edge_target_dca_median,edge_target_dca_q05,edge_target_dca_q25,edge_target_dca_q75,edge_target_dca_q95,edge_target_dca_frac_positive,edge_target_dca_frac_negative,edge_target_dca_weighted_mean,edge_weight_sum,EdgeStdFCV,PostDCA
C. elegans,neuron,OLQDL,10,False,-0.01932524484263887,-0.0006272126181544998,-0.205121166118301,-0.006083925793856475,0.04052531709496127,0.0808893995622165,0.5,0.5,-0.032667147844326894,39.0,0.3717282314424913,-0.0326671478443268
C. elegans,neuron,AVAL,42,False,-0.009003406208285773,-0.0060945038253646,-0.06386438037301104,-0.01436455806901465,-0.0038374195573850503,0.10457444305050753,0.19047619047619047,0.8095238095238095,-0.0295817709980234,266.0,0.3713074619127138,-0.0295817709980234
C. elegans,neuron,RIVL,10,False,-0.0005293348732810482,-0.0061272681629536,-0.1752739161346075,-0.05994477471561202,0.05168223903193742,0.19740467981208343,0.4,0.6,-0.014288403617360092,44.0,0.3703209061685168,-0.01428840361736
C. elegans,neuron,ASGL,4,False,0.0035099844373061503,0.0054897740524525,-0.011655964508346444,0.00034285238286177466,0.008656906106896876,0.01590422792175385,0.75,0.25,-0.005239233925971094,67.0,0.3692082883865347,-0.005239233925971
C. elegans,neuron,AVEL,20,False,-0.04707481987959409,-0.013743763592928851,-0.34908844554659957,-0.0210657429124614,-0.002054212918237275,0.024645887044866498,0.2,0.8,-0.07095953086925437,119.0,0.3686034438456281,-0.0709595308692543
C. elegans,neuron,AIBR,25,False,-0.00035402159820869,0.0051962142656811,-0.10361455479382621,-0.022607016953492,0.0542019076602131,0.09691290773156766,0.6,0.4,-0.018654001099111025,129.0,0.368490605860843,-0.018654001099111
C. elegans,neuron,RIBL,17,False,-0.003914029506497919,0.0181694406675091,-0.13628206718389874,-0.045889205956579,0.0553981995987322,0.09877854003472264,0.5882352941176471,0.4117647058823529,-0.001794449382375228,82.0,0.3682373099953809,-0.0017944493823752
C. elegans,neuron,ASER,17,False,0.022278308846798656,0.0100271030810712,-0.01169996960569834,-0.0008800357116551,0.0542019076602131,0.07996968994607444,0.7058823529411765,0.29411764705882354,0.03412583407245811,115.0,0.3678751214799775,0.0341258340724581
C. elegans,neuron,AIBL,22,False,-0.005083011443145496,-0.00016262830291459982,-0.14870241179420363,-0.04006865870580725,0.037855705085980004,0.14010968173402047,0.5,0.5,-0.03624439068146833,171.0,0.3669500757456529,-0.0362443906814683
C. elegans,neuron,RMER,2,False,0.030511532602273902,0.030511532602273902,0.00046298685692533004,0.01381789607708025,0.047205169127467556,0.060560078347622476,0.5,0.5,0.03528114303804352,7.0,0.3665676138667036,0.0352811430380435
C. elegans,neuron,RIMR,21,False,-0.03241722917808205,-0.0158885729721027,-0.1527340340042751,-0.0662653662660051,0.0177160583754681,0.100820551908786,0.38095238095238093,0.6190476190476191,-0.043059513472717,153.0,0.3662116515377592,-0.043059513472717
