species,node,class_order,class_label,EdgeStdFCV,PostDCA,PreDCA,Modularity,LogOutIn,sc_profile_cluster,cluster_order
Zebrafish,P,5,associative / learning,1.1852730818715098,0.0007819844131356,-0.034128241435999,0.7602545014207813,0.7058966470752593,5,33.0
Zebrafish,PO,6,state-dependent / modulatory,0.8939805442129278,0.007651821933866,0.0067633877946573,0.6820067908932542,0.4073725597061486,4,25.0
Zebrafish,PT,1,visual / optic,0.0065341706216749,-0.0075546111624817,-0.0048584547813867,0.6241196412634372,-0.8475967756816475,1,8.0
Zebrafish,PrT,1,visual / optic,-0.0818643884338765,-0.0198879918570197,-0.0019456305543847,0.5734395811636374,-0.4195461466094096,2,14.0
Zebrafish,Ra,6,state-dependent / modulatory,0.0810613913881876,-0.0135398362595772,0.0101277430791441,0.5820414123035288,-1.1593430526917246,1,6.0
Zebrafish,SP,5,associative / learning,1.4260511430972735,0.0045493457807139,-0.0257749897365593,0.648849565483037,1.8402148881817493,6,43.0
Zebrafish,T,4,integrative relay,0.1960879620098237,-0.0177671344107358,-0.0033836377079665,0.6379894126230949,1.090470584465815,6,39.0
Zebrafish,TL,1,visual / optic,-0.2512858634262973,-0.0545503601227678,-0.0070674152460741,0.7276376825163063,1.8287705426551248,6,47.0
Zebrafish,TS,1,visual / optic,-0.1267593238598853,-0.0099806656816551,-0.0088533189709523,0.6567021799859832,-0.3104836712554357,2,21.0
Zebrafish,TeO,1,visual / optic,-0.0329084969859261,-0.0129117138782048,-0.0026840037756652,0.7392595877022469,-0.2175924585079046,2,17.0
Zebrafish,Th,4,integrative relay,0.2069043644170553,-0.0167647261194003,0.0013404633385385,0.7436948192080161,-1.016615419753422,1,9.0
Zebrafish,aRF,3,sensorimotor output,-0.2179518326702192,-0.0155544822573745,-0.0019165625235274,0.622791325314046,0.5974968750454028,5,34.0
Zebrafish,imRF,3,sensorimotor output,-0.3184747678146715,-0.0231345974881956,0.0029767991553869,0.5528296500335287,-0.1905072066896464,2,16.0
Zebrafish,pRF,3,sensorimotor output,0.4164213061031241,-0.0166088560731735,0.0082828715121672,0.5376310273067623,-1.2347171946060145,1,4.0
