species,unit_type,node,n_edge_values,summary_from_sample,edge_source_dca_mean,edge_source_dca_median,edge_source_dca_q25,edge_source_dca_q75,edge_source_dca_frac_positive,edge_source_dca_frac_negative,EdgeStdFCV
C. elegans,neuron,RIH,24,False,0.008554883333803021,0.0066627174653432,-0.0066160104535149,0.01381228122766015,0.6666666666666666,0.3333333333333333,0.3553688125370224
C. elegans,neuron,ASEL,13,False,0.014655045239704649,0.0053423594208652,0.0010226965550776,0.016181253662536,0.7692307692307693,0.23076923076923078,0.3558329398351027
C. elegans,neuron,ASIR,4,False,0.03144106179096773,0.01795237003971035,0.0011568994931768746,0.0482365323375012,0.75,0.25,0.3564426943021062
C. elegans,neuron,OLLL,10,False,0.029288684678357192,0.021879046996029147,0.014790282836459424,0.05976378628504988,0.9,0.1,0.3580289779998295
C. elegans,neuron,RIBR,21,False,0.0377381971521959,0.0305157019919445,-0.0036028994394709,0.0755751344909535,0.7142857142857143,0.2857142857142857,0.35840522249037
C. elegans,neuron,SAADL,14,False,0.01573105704214266,0.0005981357341215,-0.007579156134790775,0.023165355449106226,0.5,0.5,0.3592961685042783
C. elegans,neuron,ASHL,10,False,0.015629461669428617,0.014613751507442251,0.0026887090241989754,0.0174927523806091,0.9,0.1,0.3597861880175925
C. elegans,neuron,IL1R,13,False,-0.005466803747911724,0.002228476865899,-0.0066756618042755,0.0307085258137396,0.5384615384615384,0.46153846153846156,0.3605550462276384
C. elegans,neuron,AVER,44,False,-0.017698163009963585,0.01438813950710865,-0.04102059850054157,0.03688416922070607,0.6363636363636364,0.36363636363636365,0.362536651788171
C. elegans,neuron,RIML,25,False,0.024300228080166283,0.0176269046042982,-0.0036377320933886,0.065246215908528,0.68,0.32,0.3633512640140533
C. elegans,neuron,AVKL,11,False,0.013028143826247616,0.0028293591364716,-0.0085297275102725,0.0300712553978356,0.6363636363636364,0.36363636363636365,0.363661142416298
C. elegans,neuron,AVAR,58,False,0.033984967195309766,0.03030203228940895,0.001806256602907075,0.07152703371193087,0.7586206896551724,0.2413793103448276,0.3637421682700808
C. elegans,neuron,AIMR,7,False,0.014736693562085929,0.0052364495994157,0.0040227597199062,0.02021511874015005,1.0,0.0,0.3643574135103361
C. elegans,neuron,RMEV,18,False,-0.006655624786863222,0.00630147461011355,-0.013880027587450926,0.009992164444841625,0.6666666666666666,0.3333333333333333,0.3645377102612743
C. elegans,neuron,AWAL,4,False,0.03957317602416313,0.038592296876099254,0.012502585413785652,0.06566288748647672,1.0,0.0,0.3646351405315848
C. elegans,neuron,IL1VR,8,False,0.030997857616508688,0.0186345893335904,0.0055332720046402505,0.038896072832407126,1.0,0.0,0.3653855047800126
C. elegans,neuron,ASKL,9,False,0.01026184824221361,0.0036376592166037,0.0014665806675346,0.0066198300754091,0.7777777777777778,0.2222222222222222,0.3658687676584213
C. elegans,neuron,RIVR,12,False,0.050284673370193655,0.0406474061649768,0.028820029033673603,0.08177995842491555,0.8333333333333334,0.16666666666666666,0.3661825565950331
C. elegans,neuron,RIMR,25,False,0.021048758556224963,0.0181694406675091,0.0018575255834541,0.0600001440589098,0.76,0.24,0.3662116515377592
C. elegans,neuron,RMER,16,False,0.018630699663331564,0.00832985977834725,0.0060868076271637745,0.024467187355701924,0.8125,0.1875,0.3665676138667036
C. elegans,neuron,AIBL,32,False,0.03416436759311571,0.01921995660910585,0.0053142774004760005,0.06023574735327372,0.84375,0.15625,0.3669500757456529
