species,predictor,response,n,pearson_r,pearson_p,pearson_perm_p,spearman_rho,spearman_p,spearman_perm_p,kendall_tau,kendall_p,ols_slope,ols_intercept,theilsen_slope,theilsen_intercept,theilsen_slope_ci_low,theilsen_slope_ci_high,r_squared
C. elegans,PreDCA,zEdgeStdFCV,120,-0.16571823067395164,0.07046966581808796,0.07169283071692831,-0.16676158066532396,0.06869352089459875,0.0714928507149285,-0.1165266106442577,0.05913664078480273,-4.655669590384454,0.13736623037935278,-6.1197813557390806,0.18804352891879378,-12.451992695698957,0.23627853555692122,0.027462531977705047
Drosophila,PreDCA,zEdgeStdFCV,37,0.5824475202139873,0.00015549415850297122,0.00039996000399960006,0.664532954006638,7.277400931325915e-06,9.999000099990002e-05,0.4624624624624624,5.61827228308684e-05,8.105730526766251,-0.033813834607773534,14.327157668820917,-0.1396884723811908,5.967915199740086,20.87091142051303,0.3392451138034231
Zebrafish,PreDCA,zEdgeStdFCV,47,-0.29646893348080844,0.04302140076658975,0.0471952804719528,-0.12765957446808512,0.3924793441082468,0.39346065393460655,-0.09528214616096209,0.34488523938086735,-21.175571210053388,0.21126488357131154,-14.258920232427112,0.10533020418506757,-36.672953673442095,16.14464243087263,0.08789382851924801
