species,node,EdgeStdFCV,PostDCA,PreDCA,Modularity,modularity_definition,modularity_edges,modularity_n_modules,LogOutIn,recording_id,Subject,class_order,class_label,class_short,fine_class,anatomy_group,OO_fraction,OO_count,II_fraction,II_count,out_degree,DCA_recomputed,cell_class,OO_minus_II,oo_level,oo_source,OO_fraction_edgecheck,n_oo_cells,n_cells,big_group,PostDCA_from_oo_source,oo_node,Division,InterOutDegree,NN_fraction,ON_fraction,NO_fraction,n_subjects
C. elegans,URAVR,-0.976791306592615,-0.0013509457379679,0.0179200981281793,0.3436472084557694,1-hop induced structural neighborhood modularity Q,42.0,3.0,0.4289956055183586,node_mean,,3.0,sensorimotor output,sensorimotor output,head motor / premotor,motor / command,0.5384615384615384,7.0,0.0,0.0,13.0,0.0022284768658990778,Motorneuron,0.5384615384615384,neuron,fcv_postdca_raw_recompute/out_data/celegans/post_dca/celegans_sc_matrix_full297_no_diagonal.npz,,,,,,,,,,,,
C. elegans,URBL,-0.4708821787532142,0.0151356690304579,0.0224793630567143,0.4615051903114187,1-hop induced structural neighborhood modularity Q,36.0,6.0,1.3256697393034558,node_mean,,4.0,integrative relay,integrative relay,interneuron / integrative,interneurons,0.5882352941176471,10.0,0.0,0.0,17.0,0.003745916632138625,Interneuron,0.5882352941176471,neuron,fcv_postdca_raw_recompute/out_data/celegans/post_dca/celegans_sc_matrix_full297_no_diagonal.npz,,,,,,,,,,,,
C. elegans,URBR,-0.4622202745889068,0.0219748405314457,0.0282070519255408,0.4083706942616221,1-hop induced structural neighborhood modularity Q,96.0,4.0,0.6390799592896695,node_mean,,4.0,integrative relay,integrative relay,interneuron / integrative,interneurons,0.0,0.0,0.2916666666666667,7.0,24.0,-0.0002280372017873086,Interneuron,-0.2916666666666667,neuron,fcv_postdca_raw_recompute/out_data/celegans/post_dca/celegans_sc_matrix_full297_no_diagonal.npz,,,,,,,,,,,,
C. elegans,URXL,-0.0909094352724155,0.0381057915407909,0.0200050339790527,0.421987918367347,1-hop induced structural neighborhood modularity Q,117.0,4.0,0.2371297932889497,node_mean,,2.0,other sensory,other sensory,thermo/gas sensory,sensory neurons,0.782608695652174,18.0,0.0,0.0,23.0,0.016822834396032153,Sensory,0.782608695652174,neuron,fcv_postdca_raw_recompute/out_data/celegans/post_dca/celegans_sc_matrix_full297_no_diagonal.npz,,,,,,,,,,,,
C. elegans,URXR,-0.6359483473090639,0.0304554844923096,0.0238950085354862,0.4099608935115988,1-hop induced structural neighborhood modularity Q,154.0,5.0,0.5520685823000399,node_mean,,2.0,other sensory,other sensory,thermo/gas sensory,sensory neurons,0.6153846153846154,16.0,0.0,0.0,26.0,0.02738398812795164,Sensory,0.6153846153846154,neuron,fcv_postdca_raw_recompute/out_data/celegans/post_dca/celegans_sc_matrix_full297_no_diagonal.npz,,,,,,,,,,,,
C. elegans,URYDL,0.0421846537445722,-0.1082198964317172,0.0173016284798848,0.4225650867402339,1-hop induced structural neighborhood modularity Q,32.0,3.0,1.0541605260972755,node_mean,,2.0,other sensory,other sensory,mechanosensory / other sensory,sensory neurons,0.36363636363636365,4.0,0.0,0.0,11.0,0.047358728182215974,Sensory,0.36363636363636365,neuron,fcv_postdca_raw_recompute/out_data/celegans/post_dca/celegans_sc_matrix_full297_no_diagonal.npz,,,,,,,,,,,,
C. elegans,URYDR,-0.2078325105817385,-0.0869393635161708,0.0284466316757938,0.5109393195012282,1-hop induced structural neighborhood modularity Q,41.0,6.0,1.840549633397487,node_mean,,2.0,other sensory,other sensory,mechanosensory / other sensory,sensory neurons,0.42857142857142855,6.0,0.0,0.0,14.0,0.03822509427323811,Sensory,0.42857142857142855,neuron,fcv_postdca_raw_recompute/out_data/celegans/post_dca/celegans_sc_matrix_full297_no_diagonal.npz,,,,,,,,,,,,
C. elegans,URYVL,0.3352270176992441,-0.050768606334913,0.0151823209815332,0.3645391330038312,1-hop induced structural neighborhood modularity Q,70.0,4.0,2.1365999555197845,node_mean,,2.0,other sensory,other sensory,mechanosensory / other sensory,sensory neurons,0.5909090909090909,13.0,0.0,0.0,22.0,0.07802874892011742,Sensory,0.5909090909090909,neuron,fcv_postdca_raw_recompute/out_data/celegans/post_dca/celegans_sc_matrix_full297_no_diagonal.npz,,,,,,,,,,,,
C. elegans,URYVR,-0.3294070467994306,-0.0965866123587528,0.0231846249185374,0.3099703980873698,1-hop induced structural neighborhood modularity Q,56.0,4.0,1.8899514954072687,node_mean,,2.0,other sensory,other sensory,mechanosensory / other sensory,sensory neurons,0.3125,5.0,0.0,0.0,16.0,0.09583432237804461,Sensory,0.3125,neuron,fcv_postdca_raw_recompute/out_data/celegans/post_dca/celegans_sc_matrix_full297_no_diagonal.npz,,,,,,,,,,,,
Drosophila,AL_R,1.101799983131912,0.0561545807743888,0.1873230453747798,0.3539310216217944,within-region cell-level induced sub-SC modularity Q,,,0.942654171698268,node_mean,,0.0,olfactory / chemosensory,olfactory / chemosensory,olfactory system,olfactory neuropil,0.3711851594333449,,0.08943452854036212,2059.0,,,,0.2817506308929828,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.3711851594333449,2464.0,2608.0,olfactory system,0.0561545807743888,,,,,,,
Drosophila,AME_L,-1.4109663844433546,0.0009690628463992,-0.0382219113075164,0.1346819197896122,within-region cell-level induced sub-SC modularity Q,,,-0.7256292855814004,node_mean,,1.0,visual / optic,visual / optic,visual / optic,optic neuropil,0.1224451876625789,,0.05141113653699467,27.0,,,,0.07103405112558424,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.12244518766257896,23.0,24.0,optic/lateral protocerebrum,0.0009690628463992,,,,,,,
Drosophila,ATL_L,-0.519659204549771,-0.0252259685261034,-0.0016520549505539,0.3500566893424038,within-region cell-level induced sub-SC modularity Q,,,-0.4284893371053548,node_mean,,4.0,integrative relay,integrative relay,lateral/inferior protocerebrum,protocerebrum,0.1764035918957859,,0.0744360902255639,17.0,,,,0.10196750167022199,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.17640359189578592,38.0,42.0,inferior/ventrolateral protocerebrum,-0.0252259685261034,,,,,,,
Drosophila,ATL_R,-0.3261889824466816,-0.0228575836458514,-0.0009534527839901,,within-region cell-level induced sub-SC modularity Q,,,-0.714653385780909,node_mean,,4.0,integrative relay,integrative relay,lateral/inferior protocerebrum,protocerebrum,0.2467423086702262,,0.10447570332480818,16.0,,,,0.14226660534541802,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.24674230867022628,23.0,23.0,inferior/ventrolateral protocerebrum,-0.0228575836458514,,,,,,,
Drosophila,AVLP_L,1.6328346151869817,-0.0056654989765472,0.0074025770754116,0.4619114472657809,within-region cell-level induced sub-SC modularity Q,,,-0.9574654046017432,node_mean,,4.0,integrative relay,integrative relay,visual-association protocerebrum,protocerebrum,0.3473514066846243,,0.18154111926442387,4080.0,,,,0.1658102874202004,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.34735140668462433,1788.0,2005.0,optic/lateral protocerebrum,-0.0056654989765472,,,,,,,
Drosophila,AVLP_R,1.072540610741776,-0.0051064366906135,0.0045977105237307,0.4687638123558457,within-region cell-level induced sub-SC modularity Q,,,-0.8040388641656668,node_mean,,4.0,integrative relay,integrative relay,visual-association protocerebrum,protocerebrum,0.3487519979741278,,0.1788026937304329,4254.0,,,,0.16994930424369492,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.3487519979741278,1954.0,2172.0,optic/lateral protocerebrum,-0.0051064366906135,,,,,,,
Drosophila,CRE_L,0.3426909346216281,-0.0049864930875445,0.0044296497939522,0.6798796339364515,within-region cell-level induced sub-SC modularity Q,,,-0.2499975964008988,node_mean,,4.0,integrative relay,integrative relay,lateral/inferior protocerebrum,protocerebrum,0.2945235122547201,,0.1724977069888199,2102.0,,,,0.12202580526590023,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.2945235122547201,675.0,704.0,inferior/ventrolateral protocerebrum,-0.0049864930875445,,,,,,,
Drosophila,CRE_R,0.4577458268980124,-0.0242509560105475,0.0078540617629382,0.6880708011823461,within-region cell-level induced sub-SC modularity Q,,,-0.1475011659076173,node_mean,,4.0,integrative relay,integrative relay,lateral/inferior protocerebrum,protocerebrum,0.2327141542897895,,0.22186159339268818,2697.0,,,,0.010852560897101321,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.23271415428978956,699.0,741.0,inferior/ventrolateral protocerebrum,-0.0242509560105475,,,,,,,
Drosophila,EPA_L,-1.074794799671396,0.0446293887503689,-0.1424074460071397,0.0,within-region cell-level induced sub-SC modularity Q,,,0.6677190033906197,node_mean,,4.0,integrative relay,integrative relay,lateral/inferior protocerebrum,protocerebrum,0.1099173553719008,,0.12708938120702828,29.0,,,,-0.01717202583512749,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.10991735537190082,11.0,11.0,inferior/ventrolateral protocerebrum,0.0446293887503689,,,,,,,
Drosophila,EPA_R,-0.8769280731410657,-0.0065737971737475,0.0274642239025094,,within-region cell-level induced sub-SC modularity Q,,,0.7640989165322297,node_mean,,4.0,integrative relay,integrative relay,lateral/inferior protocerebrum,protocerebrum,0.109090909090909,,0.07619047619047618,8.0,,,,0.03290043290043282,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.10909090909090909,5.0,6.0,inferior/ventrolateral protocerebrum,-0.0065737971737475,,,,,,,
Drosophila,IB_L,-0.4219520522595418,0.028330329238535,-0.0112393599724275,0.6332533087103724,within-region cell-level induced sub-SC modularity Q,,,-0.4207842534305047,node_mean,,4.0,integrative relay,integrative relay,lateral/inferior protocerebrum,protocerebrum,0.1509279369332476,,0.07923929518757106,87.0,,,,0.07168864174567655,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.15092793693324769,116.0,128.0,inferior/ventrolateral protocerebrum,0.028330329238535,,,,,,,
Drosophila,IB_R,-0.2840659556148842,0.0179025717583879,0.0050167115837163,0.7451676798032922,within-region cell-level induced sub-SC modularity Q,,,-0.4550297502883675,node_mean,,4.0,integrative relay,integrative relay,lateral/inferior protocerebrum,protocerebrum,0.1994586858602876,,0.04857302664655606,76.0,,,,0.15088565921373154,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.19945868586028767,120.0,127.0,inferior/ventrolateral protocerebrum,0.0179025717583879,,,,,,,
Drosophila,ICL_L,-0.1041283831034324,0.0042850023490588,-0.0121913594953167,0.6097806223515823,within-region cell-level induced sub-SC modularity Q,,,-0.6267717884052632,node_mean,,4.0,integrative relay,integrative relay,lateral/inferior protocerebrum,protocerebrum,0.2761837283357335,,0.1871261408502821,1221.0,,,,0.08905758748545142,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.2761837283357335,525.0,566.0,optic/lateral protocerebrum,0.0042850023490588,,,,,,,
Drosophila,ICL_R,-0.1088552069202965,0.0022242635918467,-0.0086050511719919,0.6107673882222713,within-region cell-level induced sub-SC modularity Q,,,-0.7938958604702551,node_mean,,4.0,integrative relay,integrative relay,lateral/inferior protocerebrum,protocerebrum,0.2650779642408256,,0.17741582138837558,1041.0,,,,0.08766214285245,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.2650779642408256,523.0,555.0,optic/lateral protocerebrum,0.0022242635918467,,,,,,,
Drosophila,LAL_L,0.4396997499677837,0.0158525861949458,0.0086456898469944,0.512502300539257,within-region cell-level induced sub-SC modularity Q,,,-0.0812935021817268,node_mean,,3.0,sensorimotor output,sensorimotor output,premotor / descending interface,premotor interface,0.420132672835049,,0.1312611141184819,2685.0,,,,0.2888715587165671,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.420132672835049,673.0,678.0,inferior/ventrolateral protocerebrum,0.0158525861949458,,,,,,,
Drosophila,LAL_R,0.4937769585849373,-0.009054463137215,0.0088199377500919,0.4809981122500806,within-region cell-level induced sub-SC modularity Q,,,-0.0874163681621682,node_mean,,3.0,sensorimotor output,sensorimotor output,premotor / descending interface,premotor interface,0.4092528730598157,,0.13680602834269762,1567.0,,,,0.2724468447171181,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.4092528730598157,558.0,564.0,inferior/ventrolateral protocerebrum,-0.009054463137215,,,,,,,
Drosophila,LH_L,0.4949474512208566,0.0073878421151655,0.0056421025584574,0.4319583341899644,within-region cell-level induced sub-SC modularity Q,,,0.1697042064397107,node_mean,,0.0,olfactory / chemosensory,olfactory / chemosensory,olfactory system,olfactory neuropil,0.1937890192518078,,0.2302892424806885,2584.0,,,,-0.03650022322888069,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.1937890192518078,1600.0,1973.0,olfactory system,0.0073878421151655,,,,,,,
Drosophila,LH_R,0.4310021709390036,-0.0006085538974333,-0.0015620659733197,0.4362525278078802,within-region cell-level induced sub-SC modularity Q,,,0.4521889501029338,node_mean,,0.0,olfactory / chemosensory,olfactory / chemosensory,olfactory system,olfactory neuropil,0.2139114372327897,,0.24083575130687015,2606.0,,,,-0.02692431407408047,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.21391143723278971,869.0,883.0,olfactory system,-0.0006085538974333,,,,,,,
Drosophila,LO_R,-0.8641622978631396,0.0041107082158664,0.0038012121671988,0.5729150161006623,within-region cell-level induced sub-SC modularity Q,,,-0.2235359787234082,node_mean,,1.0,visual / optic,visual / optic,visual / optic,optic neuropil,0.414743417216865,,0.09868718116966185,16603.0,,,,0.3160562360472031,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.414743417216865,11532.0,13874.0,optic/lateral protocerebrum,0.0041107082158664,,,,,,,
Drosophila,MB_L,0.8450483728176931,-0.0569564167101986,0.0720069799873095,0.5360304662100134,within-region cell-level induced sub-SC modularity Q,,,0.1604609447818444,node_mean,,5.0,associative / learning,associative / learning,mushroom body,mushroom body,0.3863794711483893,,0.1279196113383661,1314.0,,,,0.2584598598100232,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.3863794711483893,2145.0,2472.0,mushroom body,-0.0569564167101986,,,,,,,
Drosophila,MB_R,1.2804103580774668,-0.1252192110285077,0.0910220732211369,0.6690961905940654,within-region cell-level induced sub-SC modularity Q,,,0.2967367759402225,node_mean,,5.0,associative / learning,associative / learning,mushroom body,mushroom body,0.1938807620106232,,0.12653023427023893,956.0,,,,0.06735052774038428,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.19388076201062326,1744.0,2148.0,mushroom body,-0.1252192110285077,,,,,,,
Drosophila,ME_L,-1.3709621098174984,-0.0075254645606196,-0.0847664824764092,0.699855754045594,within-region cell-level induced sub-SC modularity Q,,,1.2959829059602028,node_mean,,1.0,visual / optic,visual / optic,visual / optic,optic neuropil,0.2850896602549164,,0.11249645384285614,12009.0,,,,0.17259320641206025,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.28508966025491644,17370.0,36515.0,optic/lateral protocerebrum,-0.0075254645606195,,,,,,,
Drosophila,ME_R,-0.7648873512860052,-0.0003966732874369,-0.005914078063496,0.7066598264728003,within-region cell-level induced sub-SC modularity Q,,,0.9373619920999618,node_mean,,1.0,visual / optic,visual / optic,visual / optic,optic neuropil,0.3364828566672179,,0.21525938153878926,34094.0,,,,0.12122347512842863,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.33648285666721794,21836.0,31830.0,optic/lateral protocerebrum,-0.0003966732874369,,,,,,,
Drosophila,PLP_L,0.3684434293372752,-0.0039640878380056,-0.0169436020564553,0.614643522557888,within-region cell-level induced sub-SC modularity Q,,,-0.1261519291271758,node_mean,,4.0,integrative relay,integrative relay,visual-association protocerebrum,protocerebrum,0.3495930834277095,,0.14884394426122463,5722.0,,,,0.20074913916648487,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.34959308342770956,1985.0,2059.0,optic/lateral protocerebrum,-0.0039640878380056,,,,,,,
Drosophila,PLP_R,0.2849500985973232,-0.0210679244802576,-0.0077008022147407,0.6707137994634418,within-region cell-level induced sub-SC modularity Q,,,-0.260895861122119,node_mean,,4.0,integrative relay,integrative relay,visual-association protocerebrum,protocerebrum,0.3819252443430352,,0.14035911321154643,2971.0,,,,0.24156613113148878,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.3819252443430352,1245.0,1281.0,optic/lateral protocerebrum,-0.0210679244802576,,,,,,,
Drosophila,PVLP_L,0.2930105331063098,0.0093178293041694,-0.040215805784619,0.616346227653427,within-region cell-level induced sub-SC modularity Q,,,-0.4537985828842031,node_mean,,4.0,integrative relay,integrative relay,visual-association protocerebrum,protocerebrum,0.4690685616850422,,0.09891047005041916,4265.0,,,,0.37015809163462304,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.46906856168504224,1466.0,1481.0,optic/lateral protocerebrum,0.0093178293041694,,,,,,,
Drosophila,PVLP_R,0.1177895177903817,0.0094069448566929,-0.0195708393470987,0.5693315887799352,within-region cell-level induced sub-SC modularity Q,,,-0.443064624230007,node_mean,,4.0,integrative relay,integrative relay,visual-association protocerebrum,protocerebrum,0.5387473556838729,,0.06863757144287268,1598.0,,,,0.4701097842410002,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.5387473556838729,777.0,779.0,optic/lateral protocerebrum,0.0094069448566929,,,,,,,
Drosophila,SIP_L,0.150938837554705,0.010544627094206,0.0108933200094632,0.685881533133319,within-region cell-level induced sub-SC modularity Q,,,-0.05049679231685,node_mean,,4.0,integrative relay,integrative relay,superior protocerebrum,protocerebrum,0.2246803542622009,,0.14979155708603728,549.0,,,,0.07488879717616362,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.22468035426220098,367.0,390.0,superior protocerebrum,0.0105446270942061,,,,,,,
Drosophila,SIP_R,0.3441416109096894,-0.0268607093638766,0.0146383486123922,0.7060751613556515,within-region cell-level induced sub-SC modularity Q,,,0.3251339878495997,node_mean,,4.0,integrative relay,integrative relay,superior protocerebrum,protocerebrum,0.2065837311331543,,0.19664627598814216,555.0,,,,0.009937455145012153,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.20658373113315437,200.0,204.0,superior protocerebrum,-0.0268607093638766,,,,,,,
Drosophila,SLP_R,0.6664468040176648,0.003032188244531,0.0198000811772012,0.5310439716454235,within-region cell-level induced sub-SC modularity Q,,,-0.2879574200798989,node_mean,,4.0,integrative relay,integrative relay,superior protocerebrum,protocerebrum,0.297732579246418,,0.16664843738381677,2614.0,,,,0.13108414186260123,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.29773257924641805,1772.0,2109.0,superior protocerebrum,0.003032188244531,,,,,,,
Drosophila,SMP_L,0.4981025441101815,0.0110350037003574,0.0143517291906118,0.5441031191264883,within-region cell-level induced sub-SC modularity Q,,,-0.2233168384504957,node_mean,,4.0,integrative relay,integrative relay,superior protocerebrum,protocerebrum,0.3542849313792078,,0.14090806018013236,3868.0,,,,0.21337687119907545,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.3542849313792078,1918.0,2354.0,superior protocerebrum,0.0110350037003574,,,,,,,
Drosophila,SMP_R,0.5561460857546392,0.0035258651882899,0.0011968900350566,0.5331272562763391,within-region cell-level induced sub-SC modularity Q,,,-0.2546318686030869,node_mean,,4.0,integrative relay,integrative relay,superior protocerebrum,protocerebrum,0.3349505653192761,,0.1612075409795784,3927.0,,,,0.17374302433969768,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.33495056531927614,1858.0,2223.0,superior protocerebrum,0.0035258651882899,,,,,,,
Drosophila,SPS_L,0.3901537089516166,-0.0036950516419438,0.002763559566441,0.553493252753705,within-region cell-level induced sub-SC modularity Q,,,-0.3802312760180888,node_mean,,3.0,sensorimotor output,sensorimotor output,premotor / descending interface,premotor interface,0.434056145794664,,0.10231746340825873,2420.0,,,,0.33173868238640525,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.434056145794664,1090.0,1212.0,superior protocerebrum,-0.0036950516419438,,,,,,,
Drosophila,SPS_R,0.36874158204957,-0.0038048179207285,0.0033001177521604,0.5525320679799299,within-region cell-level induced sub-SC modularity Q,,,-0.5613998628214417,node_mean,,3.0,sensorimotor output,sensorimotor output,premotor / descending interface,premotor interface,0.4217757249101971,,0.10421691461447753,2327.0,,,,0.3175588102957196,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.4217757249101971,1191.0,1338.0,superior protocerebrum,-0.0038048179207285,,,,,,,
Drosophila,VES_L,0.5288246271017737,0.0055564777536826,0.0040039655541395,0.5031407090493887,within-region cell-level induced sub-SC modularity Q,,,-0.3450533381467631,node_mean,,3.0,sensorimotor output,sensorimotor output,premotor / descending interface,premotor interface,0.4007849319879829,,0.12416398232724477,1064.0,,,,0.27662094966073814,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.40078493198798293,570.0,590.0,inferior/ventrolateral protocerebrum,0.0055564777536826,,,,,,,
Drosophila,VES_R,0.5249681128180895,-0.0027180829781906,0.0082556116800339,0.4737140683548883,within-region cell-level induced sub-SC modularity Q,,,-0.1630100254701345,node_mean,,3.0,sensorimotor output,sensorimotor output,premotor / descending interface,premotor interface,0.3767154910227328,,0.14033324135362427,971.0,,,,0.2363822496691085,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.37671549102273283,496.0,515.0,inferior/ventrolateral protocerebrum,-0.0027180829781906,,,,,,,
Drosophila,WED_R,-0.8475651159819618,0.0018852715074512,0.0056389201270123,0.5134644864506052,within-region cell-level induced sub-SC modularity Q,,,0.5137179705089414,node_mean,,4.0,integrative relay,integrative relay,visual-association protocerebrum,protocerebrum,0.3277507255299897,,0.17897252663230648,1705.0,,,,0.1487781988976832,side-aware region,figure15_drosophila_final/results/drosophila_flywire783_matched41_sc_cell_measures.csv,0.32775072552998974,756.0,789.0,optic/lateral protocerebrum,0.0018852715074512,,,,,,,
Zebrafish,MON,-0.0485059589189159,-0.0081498736819999,-0.0037052569870558,0.3816946286328523,subject-specific within-region cell-level induced sub-SC modularity Q,11364.0,27.0,1.0058150350700736,subject_12,12.0,3.0,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,0.1641770264443805,36555.0,0.3606864400689853,,,,,-0.1965094136246048,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lMON,Hind,222656.0,0.3606864400689853,0.2691326530612244,0.2060038804254096,
Zebrafish,Cb,0.1114205260948803,-0.0146911731870507,0.0018912372191444,0.5470736324592994,subject-specific within-region cell-level induced sub-SC modularity Q,8017.0,70.0,0.6230282433061092,subject_12,12.0,3.0,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,0.1685690662035038,32416.0,0.3245952959162979,,,,,-0.1560262297127941,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lCb,Hind,192301.0,0.3245952959162979,0.342140706496586,0.1646949313836121,
Zebrafish,MOS1,-0.2209273106523823,-0.0128950749172522,0.0060380915834536,0.2839931983397028,subject-specific within-region cell-level induced sub-SC modularity Q,59459.0,48.0,-0.3583924096154478,subject_12,12.0,3.0,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,0.2192074096931684,91639.0,0.2282805521867158,,,,,-0.009073142493547404,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lMOS1,Hind,418047.0,0.2282805521867158,0.3461859551677204,0.2063260829523953,
Zebrafish,MOS2,-1.4783958240682236,-0.0137643588580832,0.0089971950450604,0.642400253401164,subject-specific within-region cell-level induced sub-SC modularity Q,2232.0,42.0,-0.3378477557787159,subject_12,12.0,3.0,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,0.1384560591220728,21770.0,0.4154826564229111,,,,,-0.27702659730083834,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lMOS2,Hind,157234.0,0.4154826564229111,0.188260808730936,0.25780047572408,
Zebrafish,MOS3,0.2946490777628568,-0.0166393506344257,0.0011620437751158,0.4742031092100615,subject-specific within-region cell-level induced sub-SC modularity Q,13725.0,19.0,1.8163958166971603,subject_12,12.0,3.0,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,0.2001361971545837,152236.0,0.2555918397395952,,,,,-0.05545564258501151,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lMOS3,Hind,760662.0,0.2555918397395952,0.4093552721182338,0.1349166909875871,
Zebrafish,MOS4,-0.4674297616298554,-0.0085777130945021,0.0001203396362036,0.5849726151171405,subject-specific within-region cell-level induced sub-SC modularity Q,4185.0,82.0,1.359648797061377,subject_12,12.0,3.0,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,0.1430135582164655,36834.0,0.3782400720619981,,,,,-0.23522651384553261,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lMOS4,Hind,257556.0,0.3782400720619981,0.2578623677957415,0.2208840019257947,
Zebrafish,MOS5,-0.0183892144424287,-0.0089172562314277,0.0016914416682765,0.508629175652095,subject-specific within-region cell-level induced sub-SC modularity Q,13198.0,50.0,0.8072747960377941,subject_12,12.0,3.0,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,0.1526915244919144,42216.0,0.3597741600627895,,,,,-0.2070826355708751,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lMOS5,Hind,276479.0,0.3597741600627895,0.2687220367550519,0.2188122786902441,
Zebrafish,Ra,0.4570643024824198,-0.0173340178968715,0.0098060264116956,0.5618643517503918,subject-specific within-region cell-level induced sub-SC modularity Q,702.0,22.0,-1.2007986801650008,subject_12,12.0,6.0,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system,0.1864785368334918,8432.0,0.2898246234823186,,,,,-0.10334608664882677,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lRa,Hind,45217.0,0.2898246234823186,0.3066766923944534,0.2170201472897361,
Zebrafish,T,0.1377761921380512,-0.0195673195556618,-0.0025909532523295,0.6126484479146361,subject-specific within-region cell-level induced sub-SC modularity Q,7283.0,18.0,0.995958430039042,subject_12,12.0,4.0,integrative relay,integrative relay,diencephalic / state relay,diencephalon,0.1955713827949245,177606.0,0.2596199480476006,,,,,-0.06404856525267608,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lT,Hind,908139.0,0.2596199480476006,0.4117387316258855,0.1330699375315893,
