species,node,EdgeStdFCV,PostDCA,PreDCA,Modularity,modularity_definition,modularity_edges,modularity_n_modules,LogOutIn,recording_id,Subject,class_order,class_label,class_short,fine_class,anatomy_group,OO_fraction,OO_count,II_fraction,II_count,out_degree,DCA_recomputed,cell_class,OO_minus_II,oo_level,oo_source,OO_fraction_edgecheck,n_oo_cells,n_cells,big_group,PostDCA_from_oo_source,oo_node,Division,InterOutDegree,NN_fraction,ON_fraction,NO_fraction,n_subjects
Zebrafish,rHi,-1.1074950048447476,-0.0126194662043961,0.0011674244152986,,,,,0.9271237363127992,subject_13,13.0,6.0,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system,,,,,,,,,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rHi,,,,,,
Zebrafish,rHR,-0.8388825910754142,-0.0133811987294619,-0.0044765221483374,,,,,-2.149402401208464,subject_13,13.0,6.0,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system,,,,,,,,,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rHR,,,,,,
Zebrafish,rP,1.3662052682270769,0.0101179791556935,-0.0113465628278732,0.6871876062546832,subject-specific within-region cell-level induced sub-SC modularity Q,3882.0,78.0,1.692554445162189,subject_13,13.0,5.0,associative / learning,associative / learning,telencephalic associative,telencephalon,0.2945088538025008,18112.0,0.2089464869347469,,,,,0.0855623668677539,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rP,Tel,61499.0,0.2089464869347469,0.2176458153791118,0.2788988438836404,
Zebrafish,rPT,0.2528818668628766,-0.0064871506149012,-0.0030329758170915,0.6235612323136296,subject-specific within-region cell-level induced sub-SC modularity Q,1482.0,12.0,-0.6271888855215467,subject_13,13.0,1.0,visual / optic,visual / optic,visual / optic midbrain,diencephalon,0.2054255380421218,21400.0,0.2872981742085357,,,,,-0.08187263616641391,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rPT,Di,104174.0,0.2872981742085357,0.2456467064718643,0.261629581277478,
Zebrafish,rPO,1.1965368452453171,0.0068769214256743,0.0073595536203965,0.6799865247258298,subject-specific within-region cell-level induced sub-SC modularity Q,1442.0,33.0,0.472832604567278,subject_13,13.0,6.0,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system,0.3042445016437727,47753.0,0.1996801651418231,,,,,0.1045643365019496,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rPO,Tel,156956.0,0.1996801651418231,0.22078799153903,0.275287341675374,
Zebrafish,rPrT,0.485893306061157,-0.0212097871472893,-0.0044268574252284,0.6809599998643374,subject-specific within-region cell-level induced sub-SC modularity Q,1086.0,49.0,-0.1737567420549298,subject_13,13.0,1.0,visual / optic,visual / optic,visual / optic midbrain,diencephalon,0.1687383862516302,29240.0,0.3344759530487171,,,,,-0.16573756679708687,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rPrT,Di,173286.0,0.3344759530487171,0.3268238634396316,0.169961797260021,
Zebrafish,rSP,2.3670138215342043,0.0097014729097683,1.2826985882739475e-05,0.6566100976405033,subject-specific within-region cell-level induced sub-SC modularity Q,3097.0,33.0,2.082182020237939,subject_13,13.0,5.0,associative / learning,associative / learning,telencephalic associative,telencephalon,0.1253592445600109,916.0,0.3638976324072807,,,,,-0.23853838784726977,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rSP,Tel,7307.0,0.3638976324072807,0.3253045025318188,0.1854386205008895,
Zebrafish,rTeO,0.6886008536349898,-0.0218807882980858,-0.0051702952012688,0.715193872749447,subject-specific within-region cell-level induced sub-SC modularity Q,55103.0,114.0,-0.6640242779572929,subject_13,13.0,1.0,visual / optic,visual / optic,visual / optic midbrain,mesencephalon,0.1445242657115943,103868.0,0.3961769277114301,,,,,-0.2516526619998358,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rTeO,Mes,718689.0,0.3961769277114301,0.2593110510944233,0.1999877554825522,
Zebrafish,rTh,0.454119593708238,-0.0122124107809828,-0.0031448814705737,0.5601718803469649,subject-specific within-region cell-level induced sub-SC modularity Q,6513.0,25.0,-0.3177109838736652,subject_13,13.0,4.0,integrative relay,integrative relay,diencephalic / state relay,diencephalon,0.2816198987103233,76515.0,0.1684014486779341,,,,,0.11321845003238917,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rTh,Di,271696.0,0.1684014486779341,0.4116402155350097,0.1383384370767328,
Zebrafish,rNX,-1.6588215157697663,-0.0196565135181114,0.0039551509964247,0.5594320051818914,subject-specific within-region cell-level induced sub-SC modularity Q,2028.0,12.0,-1.0401149706725137,subject_13,13.0,3.0,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,0.1571519495254171,5679.0,0.3434706810194537,,,,,-0.1863187314940366,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rNX,Hind,36137.0,0.3434706810194537,0.2818994382488862,0.2174779312062429,
Zebrafish,MON,-1.7859690189063309,-0.009392155495924,0.0001679530621366,0.3797673855045439,subject-specific within-region cell-level induced sub-SC modularity Q,22740.0,19.0,0.7532915301205393,subject_14,14.0,3.0,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,0.1487730796419884,49667.0,0.3806178933873306,,,,,-0.2318448137453422,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lMON,Hind,333844.0,0.3806178933873306,0.2753411773163513,0.1952678496543295,
Zebrafish,Cb,0.2585214257551015,-0.0127072102717642,0.0017310928469649,0.5707460977225274,subject-specific within-region cell-level induced sub-SC modularity Q,8671.0,79.0,0.4513891584861684,subject_14,14.0,3.0,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,0.1693711355217689,47690.0,0.3168224000340944,,,,,-0.1474512645123255,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lCb,Hind,281571.0,0.3168224000340944,0.3614754360356713,0.1523310284084653,
Zebrafish,MOS1,0.6895843670056834,-0.0106625481781517,0.0049054784219183,0.2988902576067585,subject-specific within-region cell-level induced sub-SC modularity Q,124738.0,33.0,-0.4737625207745025,subject_14,14.0,3.0,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,0.1891702555268446,131776.0,0.2413494114269308,,,,,-0.052179155900086205,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lMOS1,Hind,696600.0,0.2413494114269308,0.3450459374102785,0.224434395635946,
Zebrafish,MOS2,-0.1582404932354434,-0.0088681549382734,0.0078618102539114,0.6053314556520824,subject-specific within-region cell-level induced sub-SC modularity Q,8412.0,16.0,-0.3150641776087525,subject_14,14.0,3.0,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,0.1544064713121003,43540.0,0.3586280023973076,,,,,-0.20422153108520727,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lMOS2,Hind,281983.0,0.3586280023973076,0.2426210090679225,0.2443445172226694,
Zebrafish,MOS3,1.257818360332138,-0.0126345318254343,0.0027390368667071,0.5346181149846203,subject-specific within-region cell-level induced sub-SC modularity Q,13419.0,31.0,1.7084430786315528,subject_14,14.0,3.0,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,0.1779784823696636,171166.0,0.2755096841814119,,,,,-0.09753120181174832,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lMOS3,Hind,961723.0,0.2755096841814119,0.4201324081882205,0.1263794252607039,
Zebrafish,MOS4,0.0162278248767292,-0.005634499315689,0.0007238885834105,0.5063377824477991,subject-specific within-region cell-level induced sub-SC modularity Q,8080.0,66.0,1.245007035585261,subject_14,14.0,3.0,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,0.1482401026888258,52662.0,0.3581216502274467,,,,,-0.2098815475386209,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lMOS4,Hind,355248.0,0.3581216502274467,0.2919312705490249,0.2017069765347025,
Zebrafish,MOS5,0.5172810653164193,-0.0087511360007752,0.0036146783609035,0.47123142430725,subject-specific within-region cell-level induced sub-SC modularity Q,18785.0,37.0,0.6517421710427548,subject_14,14.0,3.0,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,0.1493880540258862,53035.0,0.3586947030407166,,,,,-0.2093066490148304,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lMOS5,Hind,355015.0,0.3586947030407166,0.2846668450628846,0.2072503978705125,
Zebrafish,Ra,0.4436998147995219,-0.0086575977394652,0.0093862373882594,0.5584326226191336,subject-specific within-region cell-level induced sub-SC modularity Q,3428.0,14.0,-1.2080106094204126,subject_14,14.0,6.0,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system,0.1937068346832446,20783.0,0.2653344642141466,,,,,-0.07162762953090199,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lRa,Hind,107291.0,0.2653344642141466,0.3305030244848123,0.2104556766177964,
Zebrafish,T,0.9871848562706056,-0.0156795012410955,8.487888971979926e-05,0.586064844876204,subject-specific within-region cell-level induced sub-SC modularity Q,11688.0,24.0,1.1557087479361312,subject_14,14.0,4.0,integrative relay,integrative relay,diencephalic / state relay,diencephalon,0.1817238724853722,275020.0,0.2791597699212697,,,,,-0.09743589743589748,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lT,Hind,1513395.0,0.2791597699212697,0.4061167111031819,0.132999646490176,
Zebrafish,aRF,0.4030101272010627,-0.0149807771300542,-0.0030948603921244,0.576672074995493,subject-specific within-region cell-level induced sub-SC modularity Q,1284.0,34.0,0.6234582231401998,subject_14,14.0,3.0,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,0.1333387919587328,37455.0,0.4108173342209533,,,,,-0.27747854226222046,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,laRF,Hind,280901.0,0.4108173342209533,0.2591518008123858,0.196692073007928,
Zebrafish,imRF,0.1349131609923448,-0.0180648404918513,0.0020981625037515,0.5156732927673269,subject-specific within-region cell-level induced sub-SC modularity Q,4217.0,24.0,-0.1039574652349825,subject_14,14.0,3.0,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,0.1629630198710094,42424.0,0.2882736844531343,,,,,-0.1253106645821249,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,limRF,Hind,260329.0,0.2882736844531343,0.4311928367565657,0.1175704589192905,
Zebrafish,pRF,1.2282608445633172,-0.0163494833081252,,0.5075192718469073,subject-specific within-region cell-level induced sub-SC modularity Q,5513.0,23.0,-1.25113248183213,subject_14,14.0,3.0,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,0.1880739376086307,39712.0,0.2411354907151754,,,,,-0.0530615531065447,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lpRF,Hind,211151.0,0.2411354907151754,0.4438956007785897,0.1268949708976041,
Zebrafish,Hb,1.8385866220098372,0.0153734493759316,-0.0003958577497052,0.5767988437151335,subject-specific within-region cell-level induced sub-SC modularity Q,1603.0,22.0,5.997417382011513,subject_14,14.0,6.0,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system,0.3668791298754458,12548.0,0.1054616689082509,,,,,0.26141746096719487,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lHb,Di,34202.0,0.1054616689082509,0.0836793169990059,0.4439798842172972,
Zebrafish,Hi,-0.5396025067112621,-0.0137856070468642,-0.0030127508436555,,,,,1.6158143694424751,subject_14,14.0,6.0,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system,,,,,,,,,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lHi,,,,,,
Zebrafish,HR,-1.085571129104807,-0.0152520211271655,0.0010539262673303,,,,,-0.7710639147415058,subject_14,14.0,6.0,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system,,,,,,,,,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lHR,,,,,,
Zebrafish,P,1.0432765334342324,0.0011121227995439,-0.031655661846853,0.7428043781811634,subject-specific within-region cell-level induced sub-SC modularity Q,2831.0,61.0,0.7016558771458417,subject_14,14.0,5.0,associative / learning,associative / learning,telencephalic associative,telencephalon,0.2299440298507462,2958.0,0.2755752487562189,,,,,-0.045631218905472726,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lP,Tel,12864.0,0.2755752487562189,0.2846703980099502,0.2098103233830845,
Zebrafish,PT,-0.861224160532743,-0.0054177483368254,-0.0036682576153279,0.601158665313481,subject-specific within-region cell-level induced sub-SC modularity Q,1649.0,22.0,-0.8545246692181121,subject_14,14.0,1.0,visual / optic,visual / optic,visual / optic midbrain,diencephalon,0.2388021106900146,29552.0,0.2402000791912792,,,,,-0.0013979685012645848,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lPT,Di,123751.0,0.2402000791912792,0.2569595397208911,0.2640382703978149,
Zebrafish,PO,0.4095856988257349,0.0051048129924978,0.0070408566713996,0.6993365472910927,subject-specific within-region cell-level induced sub-SC modularity Q,1320.0,39.0,0.3370860276274106,subject_14,14.0,6.0,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system,0.2940969636799868,42657.0,0.2111083533272662,,,,,0.08298861035272057,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lPO,Tel,145044.0,0.2111083533272662,0.2203951904249745,0.2743994925677725,
Zebrafish,PrT,0.0225496939170884,-0.0178723616954835,-0.0015817446917765,0.709775098988605,subject-specific within-region cell-level induced sub-SC modularity Q,1701.0,27.0,-0.2866349052541413,subject_14,14.0,1.0,visual / optic,visual / optic,visual / optic midbrain,diencephalon,0.1576401439159053,38031.0,0.3615762770878583,,,,,-0.20393613317195297,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lPrT,Di,241252.0,0.3615762770878583,0.2650589425165387,0.2157246364796975,
Zebrafish,SP,1.2721491723727123,0.0011577562197159,-0.0169603388122871,0.6690919843904025,subject-specific within-region cell-level induced sub-SC modularity Q,2487.0,42.0,2.148683229017034,subject_14,14.0,5.0,associative / learning,associative / learning,telencephalic associative,telencephalon,0.225809192082236,5316.0,0.2848950811315946,,,,,-0.05908588904935863,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lSP,Tel,23542.0,0.2848950811315946,0.2496389431654065,0.2396567836207629,
Zebrafish,TeO,-0.115993655265279,-0.011559526157302,-0.0020433640035767,0.7456084416164742,subject-specific within-region cell-level induced sub-SC modularity Q,43383.0,127.0,-0.2649599962229643,subject_14,14.0,1.0,visual / optic,visual / optic,visual / optic midbrain,mesencephalon,0.140140879709141,136759.0,0.3810884258936659,,,,,-0.24094754618452494,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lTeO,Mes,975868.0,0.3810884258936659,0.2448312681633171,0.2339394262338759,
Zebrafish,Th,1.1233982033086027,-0.0139923330415729,0.0014485614115617,0.7046798991501677,subject-specific within-region cell-level induced sub-SC modularity Q,4084.0,34.0,-0.9856246980080458,subject_14,14.0,4.0,integrative relay,integrative relay,diencephalic / state relay,diencephalon,0.2072263212894645,32720.0,0.299008834985275,,,,,-0.09178251369581047,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lTh,Di,157895.0,0.299008834985275,0.2864245226257956,0.2073403210994648,
Zebrafish,TS,-1.421374548632168,-0.0102969783550204,-0.0059176310637187,0.7026706979087932,subject-specific within-region cell-level induced sub-SC modularity Q,315.0,52.0,-0.421743726264575,subject_14,14.0,1.0,visual / optic,visual / optic,visual / optic midbrain,mesencephalon,0.1747819078323535,7373.0,0.3348425943485681,,,,,-0.1600606865162146,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lTS,Mes,42184.0,0.3348425943485681,0.2948985397307035,0.1954769580883747,
Zebrafish,NX,-0.6661204055180323,-0.0046467263225931,0.0006868553350092,0.4000573436745148,subject-specific within-region cell-level induced sub-SC modularity Q,9005.0,11.0,-0.430478059620807,subject_14,14.0,3.0,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,0.2232832945709117,19009.0,0.2771043296450302,,,,,-0.05382103507411848,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,lNX,Hind,85134.0,0.2771043296450302,0.2858082552211807,0.2138041205628773,
Zebrafish,rMON,-1.478356253417906,-0.0118586997352598,0.000856970077747,0.34923640972177,subject-specific within-region cell-level induced sub-SC modularity Q,29170.0,19.0,0.3800218662745125,subject_14,14.0,3.0,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,0.1175662215806568,40722.0,0.4502287982677733,,,,,-0.3326625766871165,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rMON,Hind,346375.0,0.4502287982677733,0.2425146156622158,0.189690364489354,
Zebrafish,rCb,-0.4163533597813659,-0.015554684380978,-0.0014052604960603,0.5639729728289726,subject-specific within-region cell-level induced sub-SC modularity Q,8696.0,63.0,0.2136759994533258,subject_14,14.0,3.0,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,0.1412474674698534,26074.0,0.3468997497264325,,,,,-0.2056522822565791,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rCb,Hind,184598.0,0.3468997497264325,0.3911580840529149,0.120694698750799,
Zebrafish,rMOS1,-0.6888165446828172,-0.0102808891516404,0.0060471206047898,0.2934869996710739,subject-specific within-region cell-level induced sub-SC modularity Q,125994.0,22.0,-0.7321138372480324,subject_14,14.0,3.0,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,0.2930855840298404,165477.0,0.1081892940703467,,,,,0.1848962899594937,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rMOS1,Hind,564603.0,0.1081892940703467,0.509710362856733,0.0890147590430798,
Zebrafish,rMOS2,-0.1918095908809999,-0.0034138057699124,0.0088431298510108,0.4302090626735902,subject-specific within-region cell-level induced sub-SC modularity Q,11375.0,20.0,-1.552712173926844,subject_14,14.0,3.0,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,0.2552525504744239,28623.0,0.2079974316900906,,,,,0.047255118784333305,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rMOS2,Hind,112136.0,0.2079974316900906,0.3802525504744239,0.1564974673610615,
Zebrafish,rMOS3,-0.1832156742977215,-0.0140848887543284,-0.0062902631403345,0.5201874481746108,subject-specific within-region cell-level induced sub-SC modularity Q,19218.0,21.0,1.2442300384750622,subject_14,14.0,3.0,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,0.1813031107285465,189566.0,0.2814652224852354,,,,,-0.10016211175668893,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rMOS3,Hind,1045575.0,0.2814652224852354,0.3979398895344667,0.1392917772517514,
Zebrafish,rMOS4,-0.9028101872135668,-0.0071628210808754,-0.0011092156828308,0.7249199547806238,subject-specific within-region cell-level induced sub-SC modularity Q,5606.0,64.0,1.0677361022055778,subject_14,14.0,3.0,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,0.2064094544777013,77547.0,0.2609749930129493,,,,,-0.05456553853524801,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rMOS4,Hind,375695.0,0.2609749930129493,0.3828744061006934,0.1497411464086559,
Zebrafish,rMOS5,-0.7957111127988129,-0.0063988599359977,-0.0030611609028153,0.4849441756410922,subject-specific within-region cell-level induced sub-SC modularity Q,32526.0,31.0,1.2470608415518945,subject_14,14.0,3.0,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,0.18854705135314,105411.0,0.284120056522439,,,,,-0.09557300516929898,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rMOS5,Hind,559070.0,0.284120056522439,0.3574489777666482,0.1698839143577727,
Zebrafish,rRa,0.2171129188258374,-0.0166615668384918,0.0056330647583689,0.6717059365243366,subject-specific within-region cell-level induced sub-SC modularity Q,1055.0,23.0,-0.9803592996264436,subject_14,14.0,6.0,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system,0.1756040925912488,12100.0,0.2961178434075902,,,,,-0.12051375081634139,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rRa,Hind,68905.0,0.2961178434075902,0.377955155649082,0.1503229083520789,
Zebrafish,rT,-0.4504175113875718,-0.0169599826439189,-0.0018227454584885,0.5506343163779561,subject-specific within-region cell-level induced sub-SC modularity Q,14433.0,24.0,0.910326237055838,subject_14,14.0,4.0,integrative relay,integrative relay,diencephalic / state relay,diencephalon,0.1524096963412381,192247.0,0.3374589636930258,,,,,-0.1850492673517877,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rT,Hind,1261383.0,0.3374589636930258,0.3607556150669543,0.1493757248987817,
Zebrafish,raRF,-1.1982927002939527,-0.0191558753376233,-0.0072160325387638,0.6547761330226326,subject-specific within-region cell-level induced sub-SC modularity Q,1161.0,29.0,0.5440402308447937,subject_14,14.0,3.0,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,0.1306450071667463,27344.0,0.3964787386526517,,,,,-0.2658337314859054,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,raRF,Hind,209300.0,0.3964787386526517,0.3129144768275203,0.1599617773530817,
Zebrafish,rimRF,-1.4108002020239592,-0.0209074329982654,-0.0002463961238982,0.5323389964383782,subject-specific within-region cell-level induced sub-SC modularity Q,4912.0,16.0,-0.2107216038776369,subject_14,14.0,3.0,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,0.1592435418140177,47281.0,0.2407766663298642,,,,,-0.08153312451584649,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rimRF,Hind,296910.0,0.2407766663298642,0.5095719241521,0.090407867704018,
Zebrafish,rpRF,-0.1540754997277911,-0.0069540464655237,0.0062686754132932,0.4591935847244751,subject-specific within-region cell-level induced sub-SC modularity Q,14119.0,19.0,-1.5027374388106542,subject_14,14.0,3.0,sensorimotor output,sensorimotor output,hindbrain / cerebellar / motor,hindbrain / motor,0.1825604150956946,40673.0,0.2596233257926676,,,,,-0.07706291069697302,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rpRF,Hind,222792.0,0.2596233257926676,0.3756463427771194,0.1821699163345183,
Zebrafish,rHb,2.478561089740435,0.0062232765087732,-0.0074001338413912,0.6995929751680648,subject-specific within-region cell-level induced sub-SC modularity Q,802.0,38.0,5.221608467534455,subject_14,14.0,6.0,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system,0.257981220657277,3297.0,0.2338810641627543,,,,,0.024100156494522712,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rHb,Di,12780.0,0.2338810641627543,0.2168231611893583,0.2913145539906103,
Zebrafish,rHi,-0.8945749214295837,-0.0160800205353299,0.0006309842347518,,,,,0.6944743207680079,subject_14,14.0,6.0,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system,,,,,,,,,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rHi,,,,,,
Zebrafish,rHR,-0.701236803338449,-0.0286332033202884,-0.0027760863621656,,,,,-2.124355658790756,subject_14,14.0,6.0,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system,,,,,,,,,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rHR,,,,,,
Zebrafish,rP,1.2808205693169512,0.005268785346293,-0.015297413487845,0.7467937037233573,subject-specific within-region cell-level induced sub-SC modularity Q,2264.0,88.0,1.6392952559099845,subject_14,14.0,5.0,associative / learning,associative / learning,telencephalic associative,telencephalon,0.3128261466630047,21641.0,0.2002052646034201,,,,,0.11262088205958456,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rP,Tel,69179.0,0.2002052646034201,0.2637650153948452,0.2232035733387299,
Zebrafish,rPT,-0.9315409261598624,-0.0069761662586783,-0.0031248268959364,0.6361505331607494,subject-specific within-region cell-level induced sub-SC modularity Q,1248.0,19.0,-0.5617260249814282,subject_14,14.0,1.0,visual / optic,visual / optic,visual / optic midbrain,diencephalon,0.2042945770106042,21635.0,0.2918669323235852,,,,,-0.08757235531298099,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rPT,Di,105901.0,0.2918669323235852,0.2404321016798708,0.2634063889859397,
Zebrafish,rPO,0.1746530457297105,0.0032899255843591,0.0044202402775782,0.6783355512479994,subject-specific within-region cell-level induced sub-SC modularity Q,1549.0,27.0,0.4153749191997887,subject_14,14.0,6.0,state-dependent / modulatory,state-dependent / modulatory,habenular / hypothalamic / raphe state system,state system,0.3009402324476616,63982.0,0.2019782979864256,,,,,0.098961934461236,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rPO,Tel,212607.0,0.2019782979864256,0.2220340816624099,0.2750473879035027,
Zebrafish,rPrT,0.8971221752304847,-0.0179043055243578,-0.0013449188504186,0.6908306848737678,subject-specific within-region cell-level induced sub-SC modularity Q,1458.0,44.0,-0.1003940643548887,subject_14,14.0,1.0,visual / optic,visual / optic,visual / optic midbrain,diencephalon,0.1839205124767951,45277.0,0.3009948126754327,,,,,-0.1170743001986376,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rPrT,Di,246177.0,0.3009948126754327,0.3598792738558029,0.1552054009919692,
Zebrafish,rSP,0.4440002160455236,0.0112353267694618,-0.0033952064956306,0.6324038722412673,subject-specific within-region cell-level induced sub-SC modularity Q,2512.0,30.0,2.302918370784166,subject_14,14.0,5.0,associative / learning,associative / learning,telencephalic associative,telencephalon,0.1910686514107976,1720.0,0.3341479671184181,,,,,-0.1430793157076205,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rSP,Tel,9002.0,0.3341479671184181,0.2819373472561653,0.1928460342146189,
Zebrafish,rTeO,0.4123540720735898,-0.0186269903254124,-0.0027028050211798,0.7178667870678586,subject-specific within-region cell-level induced sub-SC modularity Q,42465.0,131.0,-0.6438911928752412,subject_14,14.0,1.0,visual / optic,visual / optic,visual / optic midbrain,mesencephalon,0.1380916461939413,118265.0,0.3854048929035151,,,,,-0.2473132467095738,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rTeO,Mes,856424.0,0.3854048929035151,0.3125846543300982,0.1639188065724454,
Zebrafish,rTh,1.7241906324684078,-0.0101136138986354,-0.0003279082270046,0.6529469632351552,subject-specific within-region cell-level induced sub-SC modularity Q,5832.0,41.0,-0.1045099312613758,subject_14,14.0,4.0,integrative relay,integrative relay,diencephalic / state relay,diencephalon,0.2429156571906646,69684.0,0.2086068359681383,,,,,0.03430882122252629,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rTh,Di,286865.0,0.2086068359681383,0.3772610809962874,0.1712164258449096,
Zebrafish,rTS,-2.2703376196209306,-0.0038580661551267,-0.015784412181488,0.8356276521099938,subject-specific within-region cell-level induced sub-SC modularity Q,173.0,60.0,1.0549023232654466,subject_14,14.0,1.0,visual / optic,visual / optic,visual / optic midbrain,mesencephalon,0.1969090326713645,2459.0,0.3398462524023062,,,,,-0.1429372197309417,subject-region,figure14_postdca_oo_motif_summary.csv,,,,,,rTS,Mes,12488.0,0.3398462524023062,0.239509929532351,0.2237347853939782,
