figure,panel,metric,region,division,n,mean,sem,std,median
figure_supply_2_proc,D,$\log_{10}$(Out/In),rHi,Di,7,1.077949621420389,0.47117546156181916,1.2466130951686467,0.7111194229643757
figure_supply_2_proc,D,$\log_{10}$(Out/In),rMON,Hind,7,0.3916200146037562,0.04202334226280762,0.11118331288713929,0.4158669911247618
figure_supply_2_proc,D,$\log_{10}$(Out/In),rMOS1,Hind,7,-0.5502551048366204,0.04473853867902718,0.11836704736515007,-0.5408407696460618
figure_supply_2_proc,D,$\log_{10}$(Out/In),rMOS2,Hind,7,-1.5234991888463854,0.03715630251779713,0.0983063361007743,-1.552712173926844
figure_supply_2_proc,D,$\log_{10}$(Out/In),rMOS3,Hind,7,1.2095120061566025,0.012896304993330856,0.03412041584399394,1.2164560356783407
figure_supply_2_proc,D,$\log_{10}$(Out/In),rMOS4,Hind,7,1.1338012976356464,0.054218795361339805,0.14344944891160755,1.1106281965537492
figure_supply_2_proc,D,$\log_{10}$(Out/In),rMOS5,Hind,7,1.2327708723327448,0.05100855290121902,0.13495594571390776,1.2470608415518945
figure_supply_2_proc,D,$\log_{10}$(Out/In),rNX,Hind,7,-0.873119348179323,0.05761485927232665,0.15243458945656013,-0.9081580834721436
figure_supply_2_proc,D,$\log_{10}$(Out/In),rP,Tel,7,1.5490632107525393,0.08809634730212548,0.23308102637460001,1.6392952559099845
figure_supply_2_proc,D,$\log_{10}$(Out/In),rPO,Tel,7,0.5199436880228233,0.04570244743577653,0.1209173102220663,0.4991382989244441
figure_supply_2_proc,D,$\log_{10}$(Out/In),rPT,Di,7,-0.5727203673232523,0.047344659906676474,0.12526219601999644,-0.5954773070665802
figure_supply_2_proc,D,$\log_{10}$(Out/In),rPrT,Di,7,-0.20467078265065333,0.036270552193831164,0.09596286101986547,-0.1737567420549298
figure_supply_2_proc,D,$\log_{10}$(Out/In),rRa,Hind,7,-1.0655495386408071,0.03696084737233412,0.09778921039341122,-1.1016551812787536
figure_supply_2_proc,D,$\log_{10}$(Out/In),rSP,Tel,7,2.38182936226196,0.09717701837948789,0.2571062237828779,2.302918370784166
figure_supply_2_proc,D,$\log_{10}$(Out/In),rT,Hind,7,0.7519577030495472,0.04205853643040444,0.11127642790220041,0.7468494794933032
figure_supply_2_proc,D,$\log_{10}$(Out/In),rTS,Mes,7,0.9238781083800045,0.19455769495335745,0.5147512765005502,1.0549023232654466
figure_supply_2_proc,D,$\log_{10}$(Out/In),rTeO,Mes,7,-0.7043350509882569,0.03285925435344669,0.08693741528623646,-0.6724583421513419
figure_supply_2_proc,D,$\log_{10}$(Out/In),rTh,Di,7,-0.30596258960601286,0.03617828416287343,0.0957187427559897,-0.3316154384509759
figure_supply_2_proc,D,$\log_{10}$(Out/In),raRF,Hind,7,0.3083660420474913,0.057623236698796876,0.15245675404362707,0.3114064672751511
figure_supply_2_proc,D,$\log_{10}$(Out/In),rimRF,Hind,7,-0.3674004674514145,0.07532242564268167,0.19928440639669018,-0.3795870375224782
figure_supply_2_proc,D,$\log_{10}$(Out/In),rpRF,Hind,7,-1.6148429086450042,0.05200211824880625,0.13758467253491502,-1.5758724001406683
figure_supply_2_proc,E,OO fraction,OB,Tel,5,0.2183236574746008,0.04383122721680173,0.09800960359400758,0.1886792452830188
figure_supply_2_proc,E,OO fraction,rOB,Tel,0,,,,
figure_supply_2_proc,E,OO fraction,P,Tel,8,0.23907358181733684,0.015249786241801427,0.043132909052892424,0.2345088058340415
figure_supply_2_proc,E,OO fraction,PO,Tel,8,0.2876254712146103,0.008950887744024768,0.025316933685757888,0.29086121744729854
figure_supply_2_proc,E,OO fraction,SP,Tel,8,0.2723330062643716,0.012040265915073987,0.034055014703352274,0.2673201574231979
figure_supply_2_proc,E,OO fraction,HR,Di,0,,,,
figure_supply_2_proc,E,OO fraction,Hb,Di,7,0.37526682474788847,0.011932911690106891,0.03157151674891829,0.3752668247478884
figure_supply_2_proc,E,OO fraction,Hi,Di,0,,,,
figure_supply_2_proc,E,OO fraction,PT,Di,7,0.22465323610753002,0.006271478291481299,0.016592771911999767,0.22465323610753
figure_supply_2_proc,E,OO fraction,PrT,Di,8,0.15720565147294996,0.003306817044928317,0.009353091026448292,0.15817017028276825
figure_supply_2_proc,E,OO fraction,Th,Di,8,0.21962313469213596,0.0064911394758952155,0.018359714964132797,0.21578567654537512
figure_supply_2_proc,E,OO fraction,TS,Mes,5,0.1967801868439814,0.021040735305123792,0.04704851443883658,0.1747819078323535
figure_supply_2_proc,E,OO fraction,TeO,Mes,8,0.16381244420150995,0.00729321185042377,0.020628318224258948,0.17156480649597705
figure_supply_2_proc,E,OO fraction,Cb,Hind,8,0.1689892819350414,0.003496080170289379,0.00988840798393376,0.1687791740692726
figure_supply_2_proc,E,OO fraction,MON,Hind,8,0.1355266103930179,0.005960574002971546,0.0168590491890617,0.13549843561116334
figure_supply_2_proc,E,OO fraction,MOS1,Hind,8,0.20532395187697391,0.003825278926797599,0.010819522676274325,0.20469166775886005
figure_supply_2_proc,E,OO fraction,MOS2,Hind,8,0.15799021794561285,0.006252542939062427,0.017684862047484432,0.15931897069581114
figure_supply_2_proc,E,OO fraction,MOS3,Hind,8,0.18705642806741685,0.0034104499758455375,0.009646209219271508,0.18631960508751028
figure_supply_2_proc,E,OO fraction,MOS4,Hind,8,0.14335083330860865,0.0016201298526630624,0.004582419220883254,0.14318219576253705
figure_supply_2_proc,E,OO fraction,MOS5,Hind,8,0.15518165215564309,0.0032278284027288553,0.009129677408304464,0.15204304618003606
figure_supply_2_proc,E,OO fraction,NX,Hind,7,0.24742562504770346,0.009346824235540877,0.024729372475472567,0.2474256250477035
figure_supply_2_proc,E,OO fraction,Ra,Hind,8,0.19395171513785692,0.008189330777568782,0.02316292530479435,0.19009268575836819
figure_supply_2_proc,E,OO fraction,T,Hind,8,0.1914585418278979,0.00611338789729089,0.01729127215279263,0.1910274315603988
figure_supply_2_proc,E,OO fraction,aRF,Hind,7,0.16284619697542174,0.008619286647748386,0.022804488948721814,0.1650203243148739
figure_supply_2_proc,E,OO fraction,imRF,Hind,7,0.17396249082875181,0.00446300757581414,0.011808008145001462,0.1736947943734456
figure_supply_2_proc,E,OO fraction,pRF,Hind,8,0.21350665873950925,0.006588881869689135,0.018636172201977143,0.2116280587798
figure_supply_2_proc,E,OO fraction,rCb,Hind,8,0.14617308530070813,0.003860137409597859,0.01091811735455408,0.14221540857387993
figure_supply_2_proc,E,OO fraction,rHR,Di,0,,,,
figure_supply_2_proc,E,OO fraction,rHb,Di,7,0.2652099708698479,0.020453263217010187,0.05411424797195387,0.2652099708698479
figure_supply_2_proc,E,OO fraction,rHi,Di,0,,,,
figure_supply_2_proc,E,OO fraction,rMON,Hind,8,0.13442765385359268,0.0035726490956411515,0.010104977609311378,0.13608031094908846
figure_supply_2_proc,E,OO fraction,rMOS1,Hind,8,0.2919587867862975,0.00494368825893453,0.013982861967859693,0.2914083636029451
figure_supply_2_proc,E,OO fraction,rMOS2,Hind,8,0.27327823776272775,0.01075519451322507,0.030420283893127183,0.26970552658782404
figure_supply_2_proc,E,OO fraction,rMOS3,Hind,8,0.19737762093390082,0.004665163278891894,0.01319507435938771,0.193222348373961
figure_supply_2_proc,E,OO fraction,rMOS4,Hind,8,0.21099183166132646,0.005336974115754928,0.015095242353069553,0.20815793673704536
figure_supply_2_proc,E,OO fraction,rMOS5,Hind,8,0.19261843380939275,0.0025357430326992327,0.007172164375072676,0.1921340177740214
figure_supply_2_proc,E,OO fraction,rNX,Hind,8,0.1870309184525776,0.017865337951779584,0.05053080645557092,0.18512554823285998
figure_supply_2_proc,E,OO fraction,rP,Tel,8,0.303858806616648,0.006597697243615424,0.01866110584470504,0.30715318723215324
figure_supply_2_proc,E,OO fraction,rPO,Tel,8,0.3084682967756719,0.004902443318360185,0.01386620365918067,0.3063563992097223
figure_supply_2_proc,E,OO fraction,rPT,Di,8,0.20191785238937948,0.005344541120067825,0.015116645073321222,0.1993086309026618
figure_supply_2_proc,E,OO fraction,rPrT,Di,8,0.16667766681483104,0.0053317354195561275,0.015080425082642561,0.1677080265332306
figure_supply_2_proc,E,OO fraction,rRa,Hind,7,0.165944556748972,0.004370769725179594,0.011563969730755333,0.165944556748972
figure_supply_2_proc,E,OO fraction,rSP,Tel,8,0.19900410490569795,0.014235781689573348,0.04026487107275441,0.20150874141605965
figure_supply_2_proc,E,OO fraction,rT,Hind,8,0.1652538480266403,0.005496152687456993,0.01554546734295003,0.1610056201753401
figure_supply_2_proc,E,OO fraction,rTS,Mes,2,0.1969090326713645,0.0,0.0,0.1969090326713645
figure_supply_2_proc,E,OO fraction,rTeO,Mes,8,0.14103577551887442,0.003567690080280691,0.01009095139575382,0.13909039932958794
figure_supply_2_proc,E,OO fraction,rTh,Di,8,0.2576225238092816,0.007685602891267372,0.02173816768768838,0.25062505688676745
figure_supply_2_proc,E,OO fraction,raRF,Hind,5,0.14994214623786867,0.005021881336287206,0.011229268042875674,0.1552082361621112
figure_supply_2_proc,E,OO fraction,rimRF,Hind,7,0.17411887405773843,0.00459554521854535,0.01215866978702297,0.1741188740577384
figure_supply_2_proc,E,OO fraction,rpRF,Hind,8,0.17792316295107158,0.013263488694495184,0.037514811192274615,0.1778359391194839
