predictor,raw_predictor,label,raw_label,outcome,method,n,sign_multiplier,r,abs_r,p,q_bh
MeanTargetInterOutDegree_FCVAligned,MeanTargetInterOutDegree,Target inter out-degree (FCV-aligned),Target inter out-degree,RawFCS,pearson,47,-1.0,-0.4712716251314114,0.4712716251314114,0.000826991178933553,0.0023628319398101517
MeanTargetInterOutDegree_FCVAligned,MeanTargetInterOutDegree,Target inter out-degree (FCV-aligned),Target inter out-degree,RawFCS,spearman,47,-1.0,-0.37534690101757634,0.37534690101757634,0.009328449859145166,0.020729888575878146
MeanTargetDownstreamRegionCount_FCVAligned,MeanTargetDownstreamRegionCount,Target downstream regions (FCV-aligned),Target downstream regions,ZFCV,pearson,47,-1.0,0.39061216418784583,0.39061216418784583,0.006636290604140599,0.033181453020702995
MeanTargetDownstreamRegionCount_FCVAligned,MeanTargetDownstreamRegionCount,Target downstream regions (FCV-aligned),Target downstream regions,ZFCV,spearman,47,-1.0,0.1628122109158187,0.1628122109158187,0.2741989598476375,0.6437254410483989
MeanTargetDownstreamRegionCount_FCVAligned,MeanTargetDownstreamRegionCount,Target downstream regions (FCV-aligned),Target downstream regions,RawFCV,pearson,47,-1.0,0.4001679469326009,0.4001679469326009,0.005319156791869942,0.026595783959349712
MeanTargetDownstreamRegionCount_FCVAligned,MeanTargetDownstreamRegionCount,Target downstream regions (FCV-aligned),Target downstream regions,RawFCV,spearman,47,-1.0,0.17611008325624425,0.17611008325624425,0.23636519026475472,0.5513922804194888
MeanTargetDownstreamRegionCount_FCVAligned,MeanTargetDownstreamRegionCount,Target downstream regions (FCV-aligned),Target downstream regions,ZFCS,pearson,47,-1.0,-0.5221306535888008,0.5221306535888008,0.0001670333054485448,0.0005567776848284826
MeanTargetDownstreamRegionCount_FCVAligned,MeanTargetDownstreamRegionCount,Target downstream regions (FCV-aligned),Target downstream regions,ZFCS,spearman,47,-1.0,-0.3929232192414431,0.3929232192414431,0.006294189307360024,0.02048432336951648
MeanTargetDownstreamRegionCount_FCVAligned,MeanTargetDownstreamRegionCount,Target downstream regions (FCV-aligned),Target downstream regions,RawFCS,pearson,47,-1.0,-0.5200801779235626,0.5200801779235626,0.00017904588176699196,0.0007161835270679678
MeanTargetDownstreamRegionCount_FCVAligned,MeanTargetDownstreamRegionCount,Target downstream regions (FCV-aligned),Target downstream regions,RawFCS,spearman,47,-1.0,-0.3943108233117484,0.3943108233117484,0.006096239338721908,0.017417826682062595
