species,node,EdgeStdFCV,FCS,ProfileCorrDistFCV,ObservedNetTE,NeighborNetTE,PostDCA,PreDCA,Modularity,LogOutIn,OO_fraction,class_order,class_label,class_short,fine_class,anatomy_group
C. elegans,ASIR,0.4849856275222814,-0.7324724324560794,1.188799583291816,-0.3305150498282085,0.438168909980047,0.0078253633617394,0.019999902767536,0.1967643229166666,1.3862943611198906,0.75,0,olfactory / chemosensory,olfactory / chemosensory,chemosensory,olf./chemo
C. elegans,ASKL,0.5883323255348336,-0.0405582235481815,1.7006827256193724,-0.1453260012664819,0.2942794375769891,-0.0047926839170861,0.0005737168630484,0.2275627364270872,-0.0400053346136991,0.6,0,olfactory / chemosensory,olfactory / chemosensory,chemosensory,olf./chemo
C. elegans,ASKR,-0.1070390691932407,-0.3394402378414176,1.1962671623462937,-0.3213907986109077,0.1535581661537108,-0.0025467418219997,0.0013774354586308,0.1938461441825114,0.7295148247308201,0.75,0,olfactory / chemosensory,olfactory / chemosensory,chemosensory,olf./chemo
C. elegans,AUAL,-0.2364454208258091,-0.7280754674897846,-0.3911956095432944,-0.537250531672984,0.2295686119986413,-0.0233954949985874,0.017243294126609,0.2726225337780541,0.5679840376059393,0.6666666666666666,5,associative / learning,associative / learning,associative interneuron,interneurons
C. elegans,AUAR,-0.1618779789119584,-0.6984340366500934,-0.4978240832981086,0.4424584765894702,-0.1869439769096969,0.0397360446297983,0.0408527209317716,0.2167766360194699,0.4432054360910114,0.8,5,associative / learning,associative / learning,associative interneuron,interneurons
C. elegans,AVAL,0.9541331639757188,-1.0577515080913111,-1.3897406180383018,0.023278323915903,-0.2642536459629574,-0.0295817709980234,0.086423045263819,0.3749229961531944,-0.9065051814514368,0.0,3,sensorimotor output,sensorimotor output,locomotor command interneuron,motor / command
C. elegans,AVAR,0.680299247823455,-1.058271284985749,-1.3727743576573137,-0.0545976675214359,-0.2183220002080393,-0.0148945580873344,0.0847952555575249,0.3763742404559555,-0.8751742299154585,0.0,3,sensorimotor output,sensorimotor output,locomotor command interneuron,motor / command
C. elegans,AVBL,0.9244595349435024,-0.0656278450462523,-0.6814856633326419,1.6017573618646446,-0.0936744643796898,-0.1313519933416719,0.0403147503096905,0.2947976277139517,-1.6671170240207784,0.0,3,sensorimotor output,sensorimotor output,locomotor command interneuron,motor / command
C. elegans,AVBR,0.1153840283642345,-0.852651431839577,-0.6925924168404154,-0.1267869095426117,-0.3875421966612523,-0.1595382746962184,0.0233360646545585,0.3390416079285745,-1.774059892128654,0.0,3,sensorimotor output,sensorimotor output,locomotor command interneuron,motor / command
C. elegans,AVDL,-1.1411473796480909,-0.3613369340307018,0.2713603274793815,-0.2781965105920073,-0.6666910126268065,-0.1976308639164232,0.0793065898466523,0.2478297628653375,-0.6218223997380151,0.1666666666666666,3,sensorimotor output,sensorimotor output,locomotor command interneuron,motor / command
C. elegans,AVDR,-1.3809838429296766,-0.5815045202331895,0.1597309938906917,-0.3943269917699638,-0.7897359033844,-0.2185806460870022,0.0660833213264959,0.2689782065733802,-0.3879974150677734,0.2857142857142857,3,sensorimotor output,sensorimotor output,locomotor command interneuron,motor / command
C. elegans,AVEL,0.6137646863542995,-0.6807863352407204,-1.682380187332189,0.5690981606822318,-0.2083350907944174,-0.0709595308692543,0.0383452695813948,0.4592745296765282,-0.9393560048051512,0.0,3,sensorimotor output,sensorimotor output,locomotor command interneuron,motor / command
C. elegans,AVER,0.6500604998307045,-0.9997458522336068,-1.5589994612432625,-0.0239385868524218,-0.1402566211819325,-0.1345850558722683,0.0269708710480729,0.4598192064406438,-0.7925196543731491,0.28,3,sensorimotor output,sensorimotor output,locomotor command interneuron,motor / command
C. elegans,AVHL,-1.539286605141349,-0.3431220801722641,0.5333465312090074,-0.0517953098701005,-0.032822104209333,-0.0037987991755094,0.0136927022851149,0.3631997106388109,0.2336148511815051,0.5652173913043478,4,integrative relay,integrative relay,interneuron / integrative,interneurons
C. elegans,AVJL,-1.0180439962076575,-0.2467661733730889,0.2291898468137942,-0.5293537245202772,0.1977996850480728,-0.0429685802419464,0.0227191287952742,0.2941566448083891,-1.0379876668516748,0.0,4,integrative relay,integrative relay,interneuron / integrative,interneurons
C. elegans,AVJR,-1.250302221827035,0.0190005757630466,0.5551065536079356,-0.1993039978935305,-0.8065040342734919,-0.069185953467657,0.0337457433925746,0.239504463800185,-0.3513978868378886,0.4,4,integrative relay,integrative relay,interneuron / integrative,interneurons
C. elegans,AVKL,0.7325166341555567,-1.2345667629408483,0.7069632184108839,-0.6622073857016985,-0.2975895221253454,0.0133027442023605,0.0023213032229562,0.4062744801512287,-0.7205461547480597,0.6,4,integrative relay,integrative relay,interneuron / integrative,interneurons
C. elegans,AVKR,0.1289578386435944,-1.3090211686767117,0.5777294006618098,-0.2892964711175182,0.4135859260828563,-0.0135462210341531,0.0070625858229213,0.370024052329843,-0.7062192621272981,0.0,4,integrative relay,integrative relay,interneuron / integrative,interneurons
C. elegans,AVL,-0.1539672773458583,-0.8685571452574423,0.2611303397803158,-0.2792900857220637,-0.0284008732754542,-0.0069589402806569,0.0202975222955369,0.4892679477790965,-0.1541506798272583,0.0,4,integrative relay,integrative relay,interneuron / integrative,interneurons
C. elegans,AWAL,0.577224714145049,-0.6439779148503378,0.2008519534919967,-0.3689596329737668,0.201596098502643,0.0234944405480528,0.06721188019773,0.1805368927110395,1.0628942060660305,0.875,0,olfactory / chemosensory,olfactory / chemosensory,chemosensory,olf./chemo
C. elegans,AWAR,-0.4659730577520273,-0.6023137487513459,0.5305123295912358,-0.4026528102318711,0.2083121320729949,0.0178208159686248,0.010277817085978,0.411385050847887,1.452252328911688,0.7692307692307693,0,olfactory / chemosensory,olfactory / chemosensory,chemosensory,olf./chemo
C. elegans,AWBL,0.2060838325176514,-0.0970805494221019,0.4849779925798668,-0.1444180463333277,0.5715693105134416,0.0439161015987454,0.0144368852043384,0.2960149572649572,0.9501922835498364,0.625,0,olfactory / chemosensory,olfactory / chemosensory,chemosensory,olf./chemo
C. elegans,AWBR,-0.6363961913476046,0.1347073234239444,0.824913654416557,-0.1243646032434238,0.1735990757885495,0.0412973584883009,0.0262123003665272,0.3115502037054492,0.7178397931503168,0.9333333333333332,0,olfactory / chemosensory,olfactory / chemosensory,chemosensory,olf./chemo
C. elegans,AWCL,0.3832651283528502,-0.0368229523874476,0.6876512903565858,-0.1418960017650895,0.4279441383280103,0.0358871084858854,0.014307224674721,0.3206295091278699,0.1590646946296872,0.5714285714285714,0,olfactory / chemosensory,olfactory / chemosensory,chemosensory,olf./chemo
