species,node,EdgeStdFCV,FCS,ProfileCorrDistFCV,ObservedNetTE,NeighborNetTE,PostDCA,PreDCA,Modularity,LogOutIn,OO_fraction,class_order,class_label,class_short,fine_class,anatomy_group
C. elegans,AWCR,-0.358798074346615,-0.3353024425423923,0.4590733814301125,-0.1767815242208828,0.4455443185579406,0.0309666411000357,0.0160595269847305,0.4016662639712923,0.5753641449035618,0.7647058823529411,0,olfactory / chemosensory,olfactory / chemosensory,chemosensory,olf./chemo
C. elegans,BAGL,1.4517242918919655,0.0985685780897919,-0.6664114420577424,1.3293630009149144,-0.2200654543681742,0.0300907143407224,0.0161606786518617,0.2745214862075436,0.758529939822797,0.5789473684210527,2,other sensory,other sensory,thermo/gas sensory,sensory neurons
C. elegans,CEPDL,-0.5275338256369175,0.4576363909757719,-0.0264345708169923,-0.5234602574775682,-0.2642411779466063,0.0018778648141152,0.0311642340545337,0.5219449779456764,1.4328143767547836,0.6538461538461539,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,CEPDR,-1.0329413187362904,-0.1834858555720446,-0.0097271859197868,-0.3163056572459141,0.2491747878467987,0.0292962675616043,0.0358032711083191,0.4627199006949319,1.8899514954072687,0.5714285714285714,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,CEPVL,-0.628128208327382,0.599295338927981,-0.4699080302342536,-0.1676048970908758,0.1023082229524177,0.008011582336464,0.040540942258045,0.3108368991671182,1.127811443360372,0.5714285714285714,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,CEPVR,-0.5960980289885239,0.3688116747578833,0.1443595993448608,-0.2156082518824462,-0.1245198220065066,0.0209005380391964,0.0403269229414609,0.4548282521767759,0.7013104911991062,0.6190476190476191,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,FLPL,-0.8676020066572243,0.1382852747439371,0.6936493459073346,-0.1672576331473153,-0.4090390455859898,-0.1149491501054033,0.080275585349633,0.1677120656435911,2.2308411881352046,0.5,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,FLPR,-1.3991211090469498,-0.1591616473617133,0.7358401758548199,-0.2079571950698238,-0.3185760681398512,-0.0595770609716446,0.0560912591379397,0.2001232642756367,2.6567569067146595,0.5294117647058824,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,IL1DL,-0.2897206377630093,0.7632964272808476,-0.3423299681349454,-0.0476539143863037,-0.2466292375945761,-0.0470399069015458,0.0336350446821504,0.4077692557422286,-0.5465437063680699,0.0,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,IL1DR,0.3375285923488725,0.8802678325309023,-0.4589107407115689,-0.0650553805023231,0.14904015351577,-0.0867933481889604,0.002643577751553,0.496813322368421,0.394993808240869,0.5555555555555556,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,IL1L,0.3664814278559613,1.142381404417109,-0.2236623483221606,-0.4102881362463168,-0.0934248572143096,-0.1317128809018447,-0.0039304772272032,0.4727970679012345,0.8174448972375224,0.5,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,IL1R,0.9055717120515602,0.3130009440896273,-0.8533743167112325,0.6068082105246047,-0.1334212892116199,-0.1190846052040121,-0.0438247959518256,0.3314422053193013,0.7731898882334817,0.25,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,IL1VL,-0.0328099686223652,0.5357058192127078,0.4271002403077341,-0.0537994039724457,-0.2825203824229936,-0.1106772305974841,0.0182299836093793,0.2959274074471797,0.1017826943099423,0.4444444444444444,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,IL1VR,0.97918895787414,0.3614779384750793,-0.3292390205210991,0.3677860541978319,-0.0599437601367438,-0.115110472722582,0.0178492388328706,0.3972229377406172,0.1978257433299198,0.625,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,IL2DL,-1.0430143798119822,-0.2641170217931796,1.2194933257406817,-0.2221483832240097,-0.5712793281285181,-0.0110232982195794,0.0088692614077106,0.319031330557208,3.355735007585398,0.2307692307692307,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,IL2DR,-0.7607315312840984,-0.3987117614640131,1.2195192438472982,-0.2506449278963979,0.1981831149697668,-0.000330936826991,0.0282467465529814,0.3780383613140245,2.0455399900041544,0.4166666666666667,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,IL2L,-0.5413112599527531,0.0319483694565215,0.521285163455919,-0.0519952855497733,0.2584196501561636,0.0214399059599486,0.0207946452853961,0.4087534626038781,1.9095425048844383,0.6153846153846154,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,IL2R,0.0582789090686981,-0.2003930804868129,0.377270928152838,0.3266077732848199,0.2510140578601518,0.0348992853034019,0.0434480259894494,0.4042315455594002,1.992430164690206,0.6666666666666666,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,IL2VL,-1.204093230845751,-0.0206014527146196,0.9915123080559116,-0.2543062968388231,-0.6715415650519541,0.0085666374188124,0.0879947238929901,0.2679792014600299,3.0349529867072724,0.6666666666666666,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,IL2VR,-0.6781661036004579,-0.2660905030024747,1.0389065368547723,-0.4330578645958198,-0.1755033739079866,0.0041169460878454,0.0259245979936007,0.2110145552044431,2.3092296357127142,0.5714285714285714,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,OLLL,0.606781154693357,1.5048215061347388,-0.6700856975062432,-0.1285480283490352,-0.1302216278606139,-0.0479790230159389,0.0389772717467841,0.3420431302239842,1.4744016286301571,0.4285714285714285,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,OLLR,0.4687836997370606,1.65761470114874,-0.585916147975814,0.4533935019539206,-0.1414947653965428,-0.0655555465092243,0.0191452047984926,0.4398517435566541,0.8945169323245945,0.4285714285714285,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,OLQDL,1.045968953881444,1.309108913272731,-0.511329591479642,0.6112659414104895,-0.1720660130249535,-0.0326671478443268,0.0288424075297569,0.5248762226784205,-0.4542552722775964,0.5,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,OLQDR,0.2279380724054969,1.3268014963819696,-0.1666160400501981,-0.2139089126990023,0.1635668994547793,-0.0663809698349078,0.0168308790072615,0.4286439550435909,-0.5447271754416722,0.5,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,OLQVL,1.1540407671462405,1.3228807285101376,-0.3388963148180512,0.2457113481509564,-0.0425434946521571,-0.0640467284785841,0.0290035707616337,0.4910206881106351,-0.7835312420282143,0.4285714285714285,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,OLQVR,0.3997094468964087,1.169836548472417,-0.280919419485687,0.1447338146185192,-0.2504332222364676,0.0031116311161349,0.0084779199831973,0.400503363506727,0.2341933875007947,0.5555555555555556,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,RIAL,-0.1331966993083439,0.2821615524219915,0.540596609072745,-0.2030244825058604,0.2416238618702878,-0.1068063283929411,0.0354208623053253,0.4201204210446024,-0.0813846037821148,0.3703703703703703,5,associative / learning,associative / learning,associative interneuron,interneurons
C. elegans,RIAR,-0.8979664995613836,-0.2042021415363777,0.6938821199794281,-0.3069245662873844,0.0146764237298133,-0.1128020250203805,0.0216750078415792,0.4450689391668671,0.0597879183789734,0.32,5,associative / learning,associative / learning,associative interneuron,interneurons
C. elegans,RIBL,1.0583050683591275,-0.5215289588180163,-1.5475996490657922,3.2744167504232458,-0.2280495002685401,-0.0017944493823752,0.0543817177280561,0.4358090848488012,-0.9702311220199028,0.0,5,associative / learning,associative / learning,associative interneuron,interneurons
C. elegans,RIBR,1.0345687486246304,-0.8557706601690084,-1.344162851070242,2.741313327266395,-0.1231311580520326,-0.0082841723681434,0.0584895164387816,0.3769807638799111,-1.297815632436311,0.0,5,associative / learning,associative / learning,associative interneuron,interneurons
C. elegans,RICL,-0.580726360167759,-1.0222955636155842,0.1602280194829735,-0.6965000901242635,0.1153861483098488,-0.1487716846368256,0.0147470578981035,0.4306980168526355,0.0652405218684009,0.45,6,state-dependent / modulatory,state-dependent / modulatory,state-modulatory interneuron,state-modulatory
C. elegans,RICR,-0.9065410867481412,-0.6853163565381463,0.5306569612933691,-0.5169490997300102,-0.3264879453077185,-0.125830984124138,0.0181399683287866,0.4578635417006111,-0.0582689081239757,0.4090909090909091,6,state-dependent / modulatory,state-dependent / modulatory,state-modulatory interneuron,state-modulatory
C. elegans,RID,1.2079587676968455,-0.6440325876870145,-0.99022915284638,1.031601985030332,-0.1863609011895195,0.0108227569268958,-0.0239406992120578,0.5330485344725288,-1.1921383466789333,0.0,4,integrative relay,integrative relay,interneuron / integrative,interneurons
C. elegans,RIH,0.4553865140885128,0.2470007453712704,0.0763291155660195,-0.3245226734687025,0.2756416135607064,0.0518737270452255,0.0104559454494932,0.5957600475624257,0.8777184570879153,0.7931034482758621,4,integrative relay,integrative relay,interneuron / integrative,interneurons
C. elegans,RIML,1.035451381066493,-1.1602646570799493,-1.3132276566794605,-0.5726283378014833,-0.3819478795617144,-0.0410927478715281,0.0277581148191426,0.3285938203888945,-0.1727521057778039,0.375,6,state-dependent / modulatory,state-dependent / modulatory,state-modulatory interneuron,state-modulatory
C. elegans,RIMR,0.9817674602349216,-1.3178343733161757,-1.277154914889045,0.2534022530301826,-0.3152236996099029,-0.043059513472717,0.0455336622273041,0.3778852103804485,-0.4845083154486173,0.0,6,state-dependent / modulatory,state-dependent / modulatory,state-modulatory interneuron,state-modulatory
C. elegans,RIR,0.4501143383908784,-0.4133623066227784,0.5532807774816366,-0.5821799983110687,0.4530658263679225,0.0444727599698452,0.0268520614976934,0.4274124142846671,0.3817110221000572,0.8461538461538461,4,integrative relay,integrative relay,interneuron / integrative,interneurons
C. elegans,RIS,0.9586480487944484,0.6190337477532756,-0.0931597218919479,0.5314600098273278,0.5059346444878415,-0.0219287788226396,-0.0137384618947002,0.4406477811510279,1.5664205273504097,0.4,6,state-dependent / modulatory,state-dependent / modulatory,state-modulatory interneuron,state-modulatory
C. elegans,RIVL,0.99887880595307,0.6595184107290701,0.1221082447542772,0.1608156354409753,0.2457401741860699,-0.01428840361736,0.0324876634470004,0.1368065837556789,0.0454623740767574,0.0,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,RIVR,0.8779121806194595,0.6655469013907368,0.2318854280206808,0.0691678434885559,-0.0199555288344229,0.0019053193605542,0.0898898680120462,0.1900786913704253,0.3867729750960119,0.0,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,RMDDL,-0.4259734633450009,-0.3250884868645826,-0.2940169619324344,-0.2806893899268851,-0.011823974020582,-0.0754488343026982,0.0582212357254225,0.3166163176557123,-1.9989026791958235,0.0,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,RMDDR,-0.8006551887531449,-0.2833116114827634,0.2447890782102875,-0.418523782274835,0.1388757923056228,-0.1916640041512533,0.0618211414162167,0.2165272517464771,-2.239336062686346,0.0,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,RMDL,0.9874034751941082,0.8855331846875518,-0.2508496921628675,0.4754046072374341,0.1308620531245428,0.059394912417754,0.0471625234151796,0.3100312388510368,-0.6341488397979895,0.0,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,RMDR,-0.1332431479505051,0.2980752276824749,-0.2082605686799274,-0.28550644715545,0.1932457212897936,0.0535552292500498,0.0671156029426061,0.3189549395574071,-1.0266387890430204,0.0,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,RMDVL,-0.2463479700141454,0.0935598343952173,-0.1080953768077949,0.1169306908793963,-0.0747819077526251,-0.1382482450584931,0.0752928416535763,0.3450067584209044,-1.5500836697849176,0.0,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,RMDVR,-0.7670583706691313,0.1341848085249258,0.2773348549927065,-0.2224651308388231,0.550617673967191,-0.1408615511985975,0.0708327969591204,0.3246346119509186,-1.4240346891027378,0.0,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,RMED,0.3714234804910817,0.3737084421110566,-0.6177560374109412,-0.6785169637075152,0.097709604841688,-0.1161553818148787,-0.0362869662245754,0.4534183673469387,-2.2246235515243336,0.0,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,RMEL,1.208135070005396,0.0654673714802056,-0.815173567436752,0.5411635219109919,-0.118435883130835,0.0299403921694242,0.0152548246003602,0.441504385312918,-2.512305623976115,0.0,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,RMER,0.8615438524198483,0.2162371135521146,-1.155689138985431,1.233332960967268,-0.306630557449902,0.0352811430380435,0.0176861883629082,0.3342415229030339,-2.3632097148104805,0.0,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,RMEV,0.8770372523427571,0.7674447800460324,-0.6370976415793018,0.6187493526056151,-0.0619270268404788,-0.0497425749578728,0.005031462257574,0.4738242407954851,-2.145399509471633,0.0,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,RMGL,-1.184630788789381,-0.6077008932256337,1.020797357844083,-0.4445390631910209,0.5383939646302275,-0.064570897442933,0.0069226372171253,0.4805985521401792,0.461345566502621,0.4666666666666667,6,state-dependent / modulatory,state-dependent / modulatory,state-modulatory interneuron,state-modulatory
C. elegans,SAADL,0.4228558155914764,-0.9479740658005468,-0.2374596257026009,0.6213578038514113,0.4785706160446045,-0.1010687288441655,-0.0008080246668527,0.516926347114465,-0.2363887780642304,0.2857142857142857,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,SAADR,0.2322001526469293,-0.6256141440743301,0.3697926737804053,-0.3967657821537811,0.4871642957632618,-0.1204589684187786,0.0181883324272895,0.4569661924387638,0.243230309880947,0.4,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,SAAVL,0.0230766114130068,-0.5407873685184807,0.2970488436451473,-0.6243855273774274,-0.1549022446132764,-0.1512837405952934,0.0015495056890599,0.4653281804756967,0.8807457944547437,0.25,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,SAAVR,-0.0947303247555859,-0.8488371510378795,0.2649441186615183,-0.2320031141456247,-0.1905431367462601,-0.1553687869686358,-0.0550444047887704,0.3556266497146253,0.8846853924588238,0.2857142857142857,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,SMBVR,0.720566827203706,-0.480964095465369,-0.2318325545025621,-0.0280914315897513,0.0876888120242255,0.0171129176168821,0.0277254575230129,0.3268780381530752,-0.5212969236332861,0.0,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,SMDDL,0.4548987190159245,-0.520839040346125,-0.526715154887189,0.0381536851275416,0.4006612159992047,0.0352876123337124,0.0629079901978605,0.3894483134515569,-0.8338145100499166,0.0,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,SMDDR,0.2208586436124091,0.4540655258241586,-0.4870311869473076,-0.2682134754821467,-0.2977203688872631,0.0087023418880462,0.0624276012326744,0.4206810395498433,-1.1997974329154553,0.0,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,SMDVL,1.1515477577291289,0.4559076296597836,-0.5433162988750084,1.19026475988859,0.0855972764224506,0.0353375882419749,0.0865327352777593,0.4092896338557481,-0.0359320092260633,0.0,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,SMDVR,0.4971143493714456,0.0591979456405028,0.0958033352295101,0.225981210243427,0.3551907022721045,0.0272627736396793,0.0623310882135218,0.4294394768133175,-0.1987345864352847,0.0,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,URADL,-1.7373366046987515,-0.0301314848490947,0.8443340942486321,-0.6253054244490925,0.7613634381938461,-0.006445655224464,0.008569245915579,0.1052260952668376,-0.1643030512912763,0.0,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,URADR,-1.6302583024171546,-0.1216645429157455,1.2969315864834443,-0.0549249132936479,-0.4589734398099614,-0.0164230688380995,0.0245333262156602,0.0996444444444444,0.0,0.0,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,URAVL,-1.038814546608589,-0.5958984517947064,0.738506854856855,-0.3536720152933084,0.335205808129258,-0.0316193482880172,-0.0198106262262553,0.3676983310470965,0.5340824859302579,0.4166666666666667,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,URAVR,-0.976791306592615,-0.7415949321296799,1.4611258695451457,-0.6063299102413139,1.4473652790233416,-0.0013509457379679,0.0179200981281793,0.3436472084557694,0.4289956055183586,0.5384615384615384,3,sensorimotor output,sensorimotor output,head motor / premotor,motor / command
C. elegans,URBL,-0.4708821787532142,0.6680420054433431,-0.1616949286864054,-0.3509258073890821,-0.2472782282282849,0.0151356690304579,0.0224793630567143,0.4615051903114187,1.3256697393034558,0.5882352941176471,4,integrative relay,integrative relay,interneuron / integrative,interneurons
C. elegans,URBR,-0.4622202745889068,0.1650740187100424,0.0488808997570914,-0.3368023003911525,-0.0089409304758876,0.0219748405314457,0.0282070519255408,0.4083706942616221,0.6390799592896695,0.0,4,integrative relay,integrative relay,interneuron / integrative,interneurons
C. elegans,URXL,-0.0909094352724155,0.0347595126881832,-0.945578657526678,0.5338155153379271,0.0058772447915438,0.0381057915407909,0.0200050339790527,0.421987918367347,0.2371297932889497,0.782608695652174,2,other sensory,other sensory,thermo/gas sensory,sensory neurons
C. elegans,URXR,-0.6359483473090639,-0.182403293752298,-0.2489937708681412,0.0104433721919455,0.0912335668735033,0.0304554844923096,0.0238950085354862,0.4099608935115988,0.5520685823000399,0.6153846153846154,2,other sensory,other sensory,thermo/gas sensory,sensory neurons
C. elegans,URYDL,0.0421846537445722,0.0742500319968193,-0.421461685951213,-0.0778993555234801,0.2286604542866223,-0.1082198964317172,0.0173016284798848,0.4225650867402339,1.0541605260972755,0.3636363636363636,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,URYDR,-0.2078325105817385,1.10580372924572,0.0562074121863166,-0.042636648980828,-0.039713539156961,-0.0869393635161708,0.0284466316757938,0.5109393195012282,1.840549633397487,0.4285714285714285,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,URYVL,0.3352270176992441,0.0061249137831991,-0.8090521680405129,-0.5867913336960952,-0.0058817706658885,-0.050768606334913,0.0151823209815332,0.3645391330038312,2.1365999555197845,0.5909090909090909,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
C. elegans,URYVR,-0.3294070467994306,0.0351418773605478,-0.0064841586152484,-0.439033648293219,0.1763404476760711,-0.0965866123587528,0.0231846249185374,0.3099703980873698,1.8899514954072687,0.3125,2,other sensory,other sensory,mechanosensory / other sensory,sensory neurons
Drosophila,AL_R,1.101799983131912,0.6524900749192728,-0.9791295721958332,0.5797275109009007,-0.3183683793881232,0.0561545807743888,0.1873230453747798,0.3539310216217944,0.942654171698268,0.3711851594333449,0,olfactory / chemosensory,olfactory / chemosensory,olfactory system,olfactory neuropil
Drosophila,AME_L,-1.4109663844433546,-1.5388945295188932,1.6208583922589674,-0.0397133158573596,1.0646141934433455,0.0009690628463992,-0.0382219113075164,0.1346819197896122,-0.7256292855814004,0.1224451876625789,1,visual / optic,visual / optic,visual / optic,optic neuropil
Drosophila,ATL_L,-0.519659204549771,-0.534516405894771,0.3200832825298122,-0.2733218448606699,0.2263061707200396,-0.0252259685261034,-0.0016520549505539,0.3500566893424038,-0.4284893371053548,0.1764035918957859,4,integrative relay,integrative relay,lateral/inferior protocerebrum,protocerebrum
Drosophila,AVLP_L,1.6328346151869817,0.2905075904079016,-0.4646533906905917,0.3317792006544209,-0.4556167764285316,-0.0056654989765472,0.0074025770754116,0.4619114472657809,-0.9574654046017432,0.3473514066846243,4,integrative relay,integrative relay,visual-association protocerebrum,protocerebrum
Drosophila,AVLP_R,1.072540610741776,0.0687976049303839,-0.2147836350412668,0.004159117349011,-0.2292929859307987,-0.0051064366906135,0.0045977105237307,0.4687638123558457,-0.8040388641656668,0.3487519979741278,4,integrative relay,integrative relay,visual-association protocerebrum,protocerebrum
Drosophila,CRE_L,0.3426909346216281,0.6994282388678797,-1.142905585288427,-0.691559114364249,-0.0974110778245264,-0.0049864930875445,0.0044296497939522,0.6798796339364515,-0.2499975964008988,0.2945235122547201,4,integrative relay,integrative relay,lateral/inferior protocerebrum,protocerebrum
Drosophila,CRE_R,0.4577458268980124,0.7577204218349758,-1.0229794113885031,-0.8437620101097989,-0.1125460873560447,-0.0242509560105475,0.0078540617629382,0.6880708011823461,-0.1475011659076173,0.2327141542897895,4,integrative relay,integrative relay,lateral/inferior protocerebrum,protocerebrum
Drosophila,EPA_L,-1.074794799671396,-0.6412792572027193,0.6144364258082898,-0.3124092969239042,0.3154918546161608,0.0446293887503689,-0.1424074460071397,0.0,0.6677190033906197,0.1099173553719008,4,integrative relay,integrative relay,lateral/inferior protocerebrum,protocerebrum
Drosophila,IB_L,-0.4219520522595418,0.2993958636080322,0.0192550565885071,0.0065844302791013,0.049592688091681,0.028330329238535,-0.0112393599724275,0.6332533087103724,-0.4207842534305047,0.1509279369332476,4,integrative relay,integrative relay,lateral/inferior protocerebrum,protocerebrum
Drosophila,IB_R,-0.2840659556148842,0.3330060007082405,0.1647024068784611,-0.081956024341202,-0.0170587488234167,0.0179025717583879,0.0050167115837163,0.7451676798032922,-0.4550297502883675,0.1994586858602876,4,integrative relay,integrative relay,lateral/inferior protocerebrum,protocerebrum
Drosophila,ICL_L,-0.1041283831034324,0.5953267583877345,-0.3661776222434336,-0.1915494009526599,-0.0445180700056524,0.0042850023490588,-0.0121913594953167,0.6097806223515823,-0.6267717884052632,0.2761837283357335,4,integrative relay,integrative relay,lateral/inferior protocerebrum,protocerebrum
Drosophila,ICL_R,-0.1088552069202965,0.6783361579749723,-0.3652208102377914,-0.3778580513032573,0.0749313721307582,0.0022242635918467,-0.0086050511719919,0.6107673882222713,-0.7938958604702551,0.2650779642408256,4,integrative relay,integrative relay,lateral/inferior protocerebrum,protocerebrum
Drosophila,LAL_L,0.4396997499677837,0.978350540010649,-0.6667077480314775,0.0980135055798757,-0.226530898988775,0.0158525861949458,0.0086456898469944,0.512502300539257,-0.0812935021817268,0.420132672835049,3,sensorimotor output,sensorimotor output,premotor / descending interface,premotor interface
Drosophila,LAL_R,0.4937769585849373,0.9874930957423318,-0.5832986820271789,0.1993584377499336,-0.3096483549687145,-0.009054463137215,0.0088199377500919,0.4809981122500806,-0.0874163681621682,0.4092528730598157,3,sensorimotor output,sensorimotor output,premotor / descending interface,premotor interface
Drosophila,LH_L,0.4949474512208566,0.3322948287576177,-0.4139265629141889,-0.3214747643477784,-0.1288268642277906,0.0073878421151655,0.0056421025584574,0.4319583341899644,0.1697042064397107,0.1937890192518078,0,olfactory / chemosensory,olfactory / chemosensory,olfactory system,olfactory neuropil
Drosophila,LH_R,0.4310021709390036,-0.1804497675008425,0.0579142930810058,-0.540003615107674,-0.0733906155432213,-0.0006085538974333,-0.0015620659733197,0.4362525278078802,0.4521889501029338,0.2139114372327897,0,olfactory / chemosensory,olfactory / chemosensory,olfactory system,olfactory neuropil
Drosophila,LO_R,-0.8641622978631396,-1.605854958533527,1.4798171484857876,-0.0721479997783866,0.8974207883743813,0.0041107082158664,0.0038012121671988,0.5729150161006623,-0.2235359787234082,0.414743417216865,1,visual / optic,visual / optic,visual / optic,optic neuropil
Drosophila,MB_L,0.8450483728176931,1.2951800471754982,-1.3739505503122484,1.8491695280101617,-0.4967367608432327,-0.0569564167101986,0.0720069799873095,0.5360304662100134,0.1604609447818444,0.3863794711483893,5,associative / learning,associative / learning,mushroom body,mushroom body
Drosophila,MB_R,1.2804103580774668,1.0918925824522308,-1.33507169189508,1.685950403375582,-0.2426394495459584,-0.1252192110285077,0.0910220732211369,0.6690961905940654,0.2967367759402225,0.1938807620106232,5,associative / learning,associative / learning,mushroom body,mushroom body
Drosophila,ME_L,-1.3709621098174984,-1.678825399224009,1.7140250360039886,-0.2287734079663094,0.8211860276473902,-0.0075254645606196,-0.0847664824764092,0.699855754045594,1.2959829059602028,0.2850896602549164,1,visual / optic,visual / optic,visual / optic,optic neuropil
Drosophila,ME_R,-0.7648873512860052,-1.4114313870504875,1.3194612248799131,-0.3460615246924839,-0.2878382242980065,-0.0003966732874369,-0.005914078063496,0.7066598264728003,0.9373619920999618,0.3364828566672179,1,visual / optic,visual / optic,visual / optic,optic neuropil
Drosophila,PLP_L,0.3684434293372752,0.8191728047090207,-0.5615787450908492,0.5667451011858544,-0.2195503148218848,-0.0039640878380056,-0.0169436020564553,0.614643522557888,-0.1261519291271758,0.3495930834277095,4,integrative relay,integrative relay,visual-association protocerebrum,protocerebrum
Drosophila,PLP_R,0.2849500985973232,0.5285909944926259,-0.3214594519311159,-0.0428701114356739,0.0849208666734363,-0.0210679244802576,-0.0077008022147407,0.6707137994634418,-0.260895861122119,0.3819252443430352,4,integrative relay,integrative relay,visual-association protocerebrum,protocerebrum
Drosophila,PVLP_L,0.2930105331063098,0.5697311186671901,-0.3037444064918707,-0.0112127247154702,-0.1003409605804141,0.0093178293041694,-0.040215805784619,0.616346227653427,-0.4537985828842031,0.4690685616850422,4,integrative relay,integrative relay,visual-association protocerebrum,protocerebrum
Drosophila,PVLP_R,0.1177895177903817,0.4865566200780858,-0.1650534226784979,0.0699321109422291,-0.2348775471157663,0.0094069448566929,-0.0195708393470987,0.5693315887799352,-0.443064624230007,0.5387473556838729,4,integrative relay,integrative relay,visual-association protocerebrum,protocerebrum
Drosophila,SIP_L,0.150938837554705,0.2308576423277401,-0.3412616723824904,-0.5433069708885297,-0.1128809140072707,0.010544627094206,0.0108933200094632,0.685881533133319,-0.05049679231685,0.2246803542622009,4,integrative relay,integrative relay,superior protocerebrum,protocerebrum
Drosophila,SIP_R,0.3441416109096894,0.5086695320597057,-0.6695813169357729,-0.3513623332392205,-0.3488715672260166,-0.0268607093638766,0.0146383486123922,0.7060751613556515,0.3251339878495997,0.2065837311331543,4,integrative relay,integrative relay,superior protocerebrum,protocerebrum
Drosophila,SLP_R,0.6664468040176648,0.6313431683980313,-0.533079906794747,0.1788489843804341,0.0235635769737104,0.003032188244531,0.0198000811772012,0.5310439716454235,-0.2879574200798989,0.297732579246418,4,integrative relay,integrative relay,superior protocerebrum,protocerebrum
Drosophila,SMP_L,0.4981025441101815,0.991869014011766,-0.8107295377229133,0.6122500865138267,-0.314726396657086,0.0110350037003574,0.0143517291906118,0.5441031191264883,-0.2233168384504957,0.3542849313792078,4,integrative relay,integrative relay,superior protocerebrum,protocerebrum
Drosophila,SMP_R,0.5561460857546392,1.0704002126206429,-0.8879626429852954,0.8685150659695559,-0.4813547523866271,0.0035258651882899,0.0011968900350566,0.5331272562763391,-0.2546318686030869,0.3349505653192761,4,integrative relay,integrative relay,superior protocerebrum,protocerebrum
Drosophila,SPS_L,0.3901537089516166,0.8376384376140423,-0.4284417818015839,0.3918398233584614,-0.1059988992348096,-0.0036950516419438,0.002763559566441,0.553493252753705,-0.3802312760180888,0.434056145794664,3,sensorimotor output,sensorimotor output,premotor / descending interface,premotor interface
