ratio_L2_to_L3_over_L3_to_L2,log2_ratio,trial,layer,node,global_node_idx,FCV,PostDCA,PreDCA
0.2,-2.321928094887362,1,3,L3_053,133,0.41309726197291446,,
0.2,-2.321928094887362,1,3,L3_054,134,0.006075016659320354,,
0.2,-2.321928094887362,1,3,L3_055,135,-0.9238900807937152,,
0.2,-2.321928094887362,1,3,L3_056,136,1.1919518356407965,,
0.2,-2.321928094887362,1,3,L3_057,137,0.7916024367489564,,
0.2,-2.321928094887362,1,3,L3_058,138,-2.535637881387507,,
0.2,-2.321928094887362,1,3,L3_059,139,-0.23129777736829385,,
0.2,-2.321928094887362,1,3,L3_060,140,1.3741888492694283,,
0.2,-2.321928094887362,1,3,L3_061,141,-0.5233003875659513,,
0.2,-2.321928094887362,1,3,L3_062,142,0.532880732199439,,
0.2,-2.321928094887362,1,3,L3_063,143,0.6328039141162377,,
0.2,-2.321928094887362,1,3,L3_064,144,-0.7288022136520248,,
0.2,-2.321928094887362,1,3,L3_065,145,0.4308220418838247,,
0.2,-2.321928094887362,1,3,L3_066,146,-1.1875425479090485,,
0.2,-2.321928094887362,1,3,L3_067,147,0.10149138862705923,,
0.2,-2.321928094887362,1,3,L3_068,148,0.5187142821057161,,
0.2,-2.321928094887362,1,3,L3_069,149,0.34427555498515033,,
