ratio_L2_to_L3_over_L3_to_L2,log2_ratio,trial,layer,node,global_node_idx,FCV,PostDCA,PreDCA
0.45,-1.15200309344505,0,2,L2_000,0,-1.590876756509697,-0.6436045175116654,1.3180709166481601
0.45,-1.15200309344505,0,2,L2_001,1,0.20519743324246328,-1.3114188536168572,1.0240679434706472
0.45,-1.15200309344505,0,2,L2_002,2,-1.3974762406461592,-1.8503555466768324,0.5204860226682876
0.45,-1.15200309344505,0,2,L2_003,3,1.9381145329457796,-1.8286759148006935,0.8171471765667275
0.45,-1.15200309344505,0,2,L2_004,4,0.01644580037528298,-0.5086474794479974,-0.35803736128584784
0.45,-1.15200309344505,0,2,L2_005,5,-0.3848976411600631,-0.3644296023852296,0.8315759061648493
0.45,-1.15200309344505,0,2,L2_006,6,1.990674817221135,-1.4690842805659863,-0.8419800037554516
0.45,-1.15200309344505,0,2,L2_007,7,-0.9625319852432109,-1.5732722971926179,0.13027391001338026
0.45,-1.15200309344505,0,2,L2_008,8,1.2539412618823003,-0.41374445680156346,0.4792273794127908
0.45,-1.15200309344505,0,2,L2_009,9,0.11090098475953183,-1.3544491192068646,0.6569492576952469
0.45,-1.15200309344505,0,2,L2_010,10,0.42607126793517025,-1.6051973032522913,0.6499609342827654
0.45,-1.15200309344505,0,2,L2_011,11,-1.0280160236116103,-1.5383199755725063,0.8378868043093651
0.45,-1.15200309344505,0,2,L2_012,12,-0.8758756141812387,-1.0740098299435505,-1.3874530155006604
0.45,-1.15200309344505,0,2,L2_013,13,0.5325727543334119,-1.4793096485913646,-0.7578574737341324
0.45,-1.15200309344505,0,2,L2_014,14,-1.9904467081870314,-1.15751187646631,0.12125699209704772
0.45,-1.15200309344505,0,2,L2_015,15,-0.0018732946107930049,-0.9027058717852051,0.27055895391111423
0.45,-1.15200309344505,0,2,L2_016,16,0.41356389031829005,-0.6837136306413448,-0.4811825106777553
0.45,-1.15200309344505,0,2,L2_017,17,-1.5182334884701059,-1.7335746858805785,1.1780335016464618
0.45,-1.15200309344505,0,2,L2_018,18,1.0316039080624473,-0.6602878292877538,1.7746641454955514
0.45,-1.15200309344505,0,2,L2_019,19,0.9653162290728233,-0.8624140143626721,0.14832710757893175
0.45,-1.15200309344505,0,2,L2_020,20,0.3258182890121448,-1.4228050441017777,-1.1176384105384112
0.45,-1.15200309344505,0,2,L2_021,21,-0.30691968772495404,-1.3736523160572252,1.154261041590113
0.45,-1.15200309344505,0,2,L2_022,22,-0.6907800250226341,-0.7032795774355344,-1.2900937351703008
0.45,-1.15200309344505,0,2,L2_023,23,0.23921494024602877,0.34536633163852287,-0.03845998458125918
0.45,-1.15200309344505,0,2,L2_024,24,-1.466618876958539,0.6261194843170685,0.12682938038814437
0.45,-1.15200309344505,0,2,L2_025,25,-0.8482534054022719,-1.3392732161981462,0.8924489807127715
0.45,-1.15200309344505,0,2,L2_026,26,0.553980754061106,-0.9924934338507428,0.3345777398165237
0.45,-1.15200309344505,0,2,L2_027,27,0.0005438971338543571,-0.5705383492371926,-1.460634198217792
0.45,-1.15200309344505,0,2,L2_028,28,2.4614640780881234,-1.061685007426923,0.21565473818978725
0.45,-1.15200309344505,0,2,L2_029,29,-0.6934454802085851,0.03803981051733201,0.5473530391051578
0.45,-1.15200309344505,0,2,L2_030,30,1.114207902502034,-0.6023137990151491,-0.1776694015255718
0.45,-1.15200309344505,0,2,L2_031,31,-0.10996671087517113,0.28827850494012935,-0.3502470612541241
0.45,-1.15200309344505,0,2,L2_032,32,0.6809143353742032,-0.45941702854634064,1.1514204381066113
0.45,-1.15200309344505,0,2,L2_033,33,0.28660030822677995,-0.10118503407990828,0.987607845313007
0.45,-1.15200309344505,0,2,L2_034,34,-1.6428699315118804,-0.6648714800827695,-1.343727196255169
0.45,-1.15200309344505,0,2,L2_035,35,-0.06539602318372047,0.074879706060542,0.6687592884798252
0.45,-1.15200309344505,0,2,L2_036,36,-1.2337481811446358,-0.39388302284077775,0.9680885053178412
0.45,-1.15200309344505,0,2,L2_037,37,1.8485929201636822,0.33971885639392224,0.14995468698456815
0.45,-1.15200309344505,0,2,L2_038,38,1.0804965131522368,-0.036790460648333925,1.4562302150997972
0.45,-1.15200309344505,0,2,L2_039,39,0.3526753191612088,-1.1302815717085903,1.5566031611157105
0.45,-1.15200309344505,0,2,L2_040,40,-0.937441696279173,0.909786927186188,-1.259636991464696
0.45,-1.15200309344505,0,2,L2_041,41,1.043970097872168,0.23994732252421716,-1.719247896815123
0.45,-1.15200309344505,0,2,L2_042,42,-1.6223710917685292,0.6381953369780138,-0.8859125461595925
0.45,-1.15200309344505,0,2,L2_043,43,1.1497318598005117,-0.22303081073973813,-1.1555231001142823
0.45,-1.15200309344505,0,2,L2_044,44,0.377887202761317,-0.07794751116651882,-0.7468532356273193
0.45,-1.15200309344505,0,2,L2_045,45,-0.7108950375263016,0.16298904074310114,1.6468181167618245
0.45,-1.15200309344505,0,2,L2_046,46,-0.5827075490777731,0.33213106265072184,1.0694272970812397
0.45,-1.15200309344505,0,2,L2_047,47,-0.6947333459544937,1.1047431561729153,0.9841590207916543
0.45,-1.15200309344505,0,2,L2_048,48,1.6716192692077778,0.08623139453045325,-1.0851210997831575
0.45,-1.15200309344505,0,2,L2_049,49,-1.460198617884583,0.6803410154852905,-1.407278480145055
0.45,-1.15200309344505,0,2,L2_050,50,0.6043886589780004,0.13631074337197546,-0.09441180631506679
0.45,-1.15200309344505,0,2,L2_051,51,-0.07240446205754919,0.5170080598936737,-0.8617573262668934
0.45,-1.15200309344505,0,2,L2_052,52,0.16838459353733454,0.6845203176940793,-0.2251940930609465
0.45,-1.15200309344505,0,2,L2_053,53,0.6787727986965572,0.04845260295712063,-1.4075819780181211
0.45,-1.15200309344505,0,2,L2_054,54,-0.5670957767450705,0.9269283488316707,-0.8233313008397164
0.45,-1.15200309344505,0,2,L2_055,55,-0.43766860613717606,0.5545491499485025,-1.347654459495812
0.45,-1.15200309344505,0,2,L2_056,56,-0.765160810100689,0.6923295698094217,-1.3617497769324254
0.45,-1.15200309344505,0,2,L2_057,57,0.1820802833680946,0.8998311376201511,-0.8075231283003468
0.45,-1.15200309344505,0,2,L2_058,58,-0.1831749293135521,1.4025763007100074,-0.5422303543748236
0.45,-1.15200309344505,0,2,L2_059,59,0.28327781382295497,1.1064426568339534,-0.8582190713514711
0.45,-1.15200309344505,0,2,L2_060,60,0.7042934125981699,0.38774351777469945,0.9019864994741044
0.45,-1.15200309344505,0,2,L2_061,61,0.598989577151455,0.04111515736222047,-1.069531647336535
0.45,-1.15200309344505,0,2,L2_062,62,-1.2393977008706911,0.36824409461090263,-1.5475394880735391
0.45,-1.15200309344505,0,2,L2_063,63,0.2997493821010521,0.3685323017413629,-1.0261001042210194
0.45,-1.15200309344505,0,2,L2_064,64,0.08477807144206967,0.7097719754946354,1.1833195874037232
0.45,-1.15200309344505,0,2,L2_065,65,-1.026789476013647,1.108208512350049,0.8016178947120951
0.45,-1.15200309344505,0,2,L2_066,66,-1.2073277397607742,1.5741321003238045,0.7122327131825202
0.45,-1.15200309344505,0,2,L2_067,67,1.5637753701623953,1.4787881723764795,-0.9568271267399231
0.45,-1.15200309344505,0,2,L2_068,68,1.4752435328705107,0.8792759033175698,-1.3317396609923189
0.45,-1.15200309344505,0,2,L2_069,69,-1.7099289785808947,1.129736484171076,-1.1891369599880448
0.45,-1.15200309344505,0,2,L2_070,70,1.0637517021468994,1.2680343896308508,0.28942524329381
0.45,-1.15200309344505,0,2,L2_071,71,-0.5813622524103683,0.8324111258324361,1.4223670306895515
0.45,-1.15200309344505,0,2,L2_072,72,0.10549688470673821,1.334671082450379,1.533886349742071
0.45,-1.15200309344505,0,2,L2_073,73,0.35560810338216836,1.3798135224200963,-0.2032249276750468
0.45,-1.15200309344505,0,2,L2_074,74,0.9798154887430254,1.2899153830129835,-1.1068909119756836
0.45,-1.15200309344505,0,2,L2_075,75,-0.49424495824823483,0.909815238663675,1.1205708639706653
0.45,-1.15200309344505,0,2,L2_076,76,0.8111773084305707,1.8367454793089826,1.5319934153002595
0.45,-1.15200309344505,0,2,L2_077,77,-1.2711498861209756,1.633580667078401,1.3394579909451896
0.45,-1.15200309344505,0,2,L2_078,78,0.9027794136712222,1.0361436915213504,-0.19827246264988024
0.45,-1.15200309344505,0,2,L2_079,79,-0.5622039732181887,1.765778759874626,-0.6820677483165787
0.45,-1.15200309344505,0,3,L3_000,80,-1.0661228308179473,,
0.45,-1.15200309344505,0,3,L3_001,81,-1.0805535485899842,,
0.45,-1.15200309344505,0,3,L3_002,82,-0.6263937610515852,,
0.45,-1.15200309344505,0,3,L3_003,83,-0.5552682122585912,,
0.45,-1.15200309344505,0,3,L3_004,84,0.5897450079221395,,
0.45,-1.15200309344505,0,3,L3_005,85,0.9239500929849,,
0.45,-1.15200309344505,0,3,L3_006,86,1.291987485722475,,
0.45,-1.15200309344505,0,3,L3_007,87,0.0802560243662068,,
0.45,-1.15200309344505,0,3,L3_008,88,-0.13480796631528663,,
0.45,-1.15200309344505,0,3,L3_009,89,1.1941738624693683,,
0.45,-1.15200309344505,0,3,L3_010,90,-1.4962791134829787,,
0.45,-1.15200309344505,0,3,L3_011,91,1.1907289882833432,,
0.45,-1.15200309344505,0,3,L3_012,92,0.3569828108021653,,
0.45,-1.15200309344505,0,3,L3_013,93,-0.3806787652874527,,
0.45,-1.15200309344505,0,3,L3_014,94,0.8954623242979693,,
0.45,-1.15200309344505,0,3,L3_015,95,1.3605833982660143,,
0.45,-1.15200309344505,0,3,L3_016,96,-0.06995589266967438,,
0.45,-1.15200309344505,0,3,L3_017,97,-2.350483814119757,,
0.45,-1.15200309344505,0,3,L3_018,98,0.4404850388532831,,
0.45,-1.15200309344505,0,3,L3_019,99,0.4296050927135414,,
0.45,-1.15200309344505,0,3,L3_020,100,-0.9958949194384994,,
0.45,-1.15200309344505,0,3,L3_021,101,0.23840496841220316,,
0.45,-1.15200309344505,0,3,L3_022,102,-0.42820480105005704,,
0.45,-1.15200309344505,0,3,L3_023,103,0.42553137403993824,,
0.45,-1.15200309344505,0,3,L3_024,104,1.9464520547872561,,
0.45,-1.15200309344505,0,3,L3_025,105,-0.024268442918282937,,
0.45,-1.15200309344505,0,3,L3_026,106,0.5508615077831205,,
0.45,-1.15200309344505,0,3,L3_027,107,1.3265201497420935,,
0.45,-1.15200309344505,0,3,L3_028,108,0.692596439537843,,
0.45,-1.15200309344505,0,3,L3_029,109,0.60236909302253,,
0.45,-1.15200309344505,0,3,L3_030,110,0.3254868174082323,,
0.45,-1.15200309344505,0,3,L3_031,111,-2.0474125896249187,,
0.45,-1.15200309344505,0,3,L3_032,112,-0.1710635150621773,,
0.45,-1.15200309344505,0,3,L3_033,113,0.8907599435065814,,
0.45,-1.15200309344505,0,3,L3_034,114,-0.2303396745065824,,
0.45,-1.15200309344505,0,3,L3_035,115,-2.188845762796677,,
0.45,-1.15200309344505,0,3,L3_036,116,-0.39959566306697564,,
0.45,-1.15200309344505,0,3,L3_037,117,-1.0780911292261661,,
0.45,-1.15200309344505,0,3,L3_038,118,-0.5201222331561479,,
0.45,-1.15200309344505,0,3,L3_039,119,-0.38298063005199806,,
0.45,-1.15200309344505,0,3,L3_040,120,-1.2903261675493216,,
0.45,-1.15200309344505,0,3,L3_041,121,0.564885638406608,,
0.45,-1.15200309344505,0,3,L3_042,122,0.501956764386762,,
0.45,-1.15200309344505,0,3,L3_043,123,0.5746233324389808,,
0.45,-1.15200309344505,0,3,L3_044,124,1.45925973089676,,
0.45,-1.15200309344505,0,3,L3_045,125,-0.0539923090190424,,
0.45,-1.15200309344505,0,3,L3_046,126,0.8005758506987224,,
0.45,-1.15200309344505,0,3,L3_047,127,1.1068556151595712,,
0.45,-1.15200309344505,0,3,L3_048,128,-0.31027894739412726,,
0.45,-1.15200309344505,0,3,L3_049,129,-1.288194447583715,,
0.45,-1.15200309344505,0,3,L3_050,130,-0.39485925710161063,,
0.45,-1.15200309344505,0,3,L3_051,131,1.1595550788811104,,
0.45,-1.15200309344505,0,3,L3_052,132,-0.7934009216190272,,
0.45,-1.15200309344505,0,3,L3_053,133,0.14016021491732392,,
0.45,-1.15200309344505,0,3,L3_054,134,-0.7794966324063322,,
0.45,-1.15200309344505,0,3,L3_055,135,-0.26895707876489244,,
0.45,-1.15200309344505,0,3,L3_056,136,-1.1484046792484037,,
0.45,-1.15200309344505,0,3,L3_057,137,-0.07198688381598899,,
0.45,-1.15200309344505,0,3,L3_058,138,-0.235789649147523,,
0.45,-1.15200309344505,0,3,L3_059,139,-1.3519541168330547,,
0.45,-1.15200309344505,0,3,L3_060,140,-1.054727544783495,,
0.45,-1.15200309344505,0,3,L3_061,141,0.26418271210544547,,
0.45,-1.15200309344505,0,3,L3_062,142,-0.4301035461926386,,
0.45,-1.15200309344505,0,3,L3_063,143,-0.190704387833126,,
0.45,-1.15200309344505,0,3,L3_064,144,0.41906787094495257,,
0.45,-1.15200309344505,0,3,L3_065,145,0.0958164576960721,,
0.45,-1.15200309344505,0,3,L3_066,146,-0.4423395070429098,,
0.45,-1.15200309344505,0,3,L3_067,147,1.6618760121808414,,
0.45,-1.15200309344505,0,3,L3_068,148,-0.9487983502023766,,
0.45,-1.15200309344505,0,3,L3_069,149,0.6104617219151894,,
0.45,-1.15200309344505,0,3,L3_070,150,0.07629403932366062,,
0.45,-1.15200309344505,0,3,L3_071,151,-2.2159250866204774,,
0.45,-1.15200309344505,0,3,L3_072,152,-0.38797185858118877,,
0.45,-1.15200309344505,0,3,L3_073,153,-1.6873494478736293,,
0.45,-1.15200309344505,0,3,L3_074,154,0.6481160928803762,,
0.45,-1.15200309344505,0,3,L3_075,155,-0.37633252833621256,,
0.45,-1.15200309344505,0,3,L3_076,156,0.5246633707531174,,
0.45,-1.15200309344505,0,3,L3_077,157,2.0751926196189707,,
0.45,-1.15200309344505,0,3,L3_078,158,1.060484284568852,,
0.45,-1.15200309344505,0,3,L3_079,159,2.452286730746183,,
0.45,-1.15200309344505,1,2,L2_000,0,-1.636751650113851,-0.6436045175116654,1.3180709166481601
0.45,-1.15200309344505,1,2,L2_001,1,0.24494586250832057,-1.3114188536168572,1.0240679434706472
0.45,-1.15200309344505,1,2,L2_002,2,-0.2871990757418963,-1.8503555466768324,0.5204860226682876
0.45,-1.15200309344505,1,2,L2_003,3,-0.02128499489286438,-1.8286759148006935,0.8171471765667275
0.45,-1.15200309344505,1,2,L2_004,4,-0.07406330085497305,-0.5086474794479974,-0.35803736128584784
0.45,-1.15200309344505,1,2,L2_005,5,-2.128479831846285,-0.3644296023852296,0.8315759061648493
0.45,-1.15200309344505,1,2,L2_006,6,1.6325485601318874,-1.4690842805659863,-0.8419800037554516
0.45,-1.15200309344505,1,2,L2_007,7,0.29681108740785705,-1.5732722971926179,0.13027391001338026
0.45,-1.15200309344505,1,2,L2_008,8,-2.2564478161960206,-0.41374445680156346,0.4792273794127908
0.45,-1.15200309344505,1,2,L2_009,9,0.1345666997537813,-1.3544491192068646,0.6569492576952469
0.45,-1.15200309344505,1,2,L2_010,10,0.6553268297122947,-1.6051973032522913,0.6499609342827654
0.45,-1.15200309344505,1,2,L2_011,11,1.0888771202980099,-1.5383199755725063,0.8378868043093651
0.45,-1.15200309344505,1,2,L2_012,12,1.563249926430785,-1.0740098299435505,-1.3874530155006604
0.45,-1.15200309344505,1,2,L2_013,13,-0.38512671568985424,-1.4793096485913646,-0.7578574737341324
0.45,-1.15200309344505,1,2,L2_014,14,-0.1978292839572708,-1.15751187646631,0.12125699209704772
0.45,-1.15200309344505,1,2,L2_015,15,1.0408214187990348,-0.9027058717852051,0.27055895391111423
0.45,-1.15200309344505,1,2,L2_016,16,-0.09388249469668594,-0.6837136306413448,-0.4811825106777553
0.45,-1.15200309344505,1,2,L2_017,17,0.49039704301343573,-1.7335746858805785,1.1780335016464618
0.45,-1.15200309344505,1,2,L2_018,18,-1.1368240081716068,-0.6602878292877538,1.7746641454955514
0.45,-1.15200309344505,1,2,L2_019,19,-1.214347825483129,-0.8624140143626721,0.14832710757893175
0.45,-1.15200309344505,1,2,L2_020,20,0.16337562716983178,-1.4228050441017777,-1.1176384105384112
0.45,-1.15200309344505,1,2,L2_021,21,1.1897784958499298,-1.3736523160572252,1.154261041590113
0.45,-1.15200309344505,1,2,L2_022,22,-1.2435438545473936,-0.7032795774355344,-1.2900937351703008
0.45,-1.15200309344505,1,2,L2_023,23,0.19836582674680328,0.34536633163852287,-0.03845998458125918
0.45,-1.15200309344505,1,2,L2_024,24,0.5348268703445874,0.6261194843170685,0.12682938038814437
0.45,-1.15200309344505,1,2,L2_025,25,-1.7698265884229358,-1.3392732161981462,0.8924489807127715
0.45,-1.15200309344505,1,2,L2_026,26,-0.06546662084659383,-0.9924934338507428,0.3345777398165237
0.45,-1.15200309344505,1,2,L2_027,27,-0.7587690772934285,-0.5705383492371926,-1.460634198217792
0.45,-1.15200309344505,1,2,L2_028,28,-0.43577605072285297,-1.061685007426923,0.21565473818978725
0.45,-1.15200309344505,1,2,L2_029,29,0.05799067735897551,0.03803981051733201,0.5473530391051578
0.45,-1.15200309344505,1,2,L2_030,30,-1.761294546442652,-0.6023137990151491,-0.1776694015255718
0.45,-1.15200309344505,1,2,L2_031,31,-0.45212752530328865,0.28827850494012935,-0.3502470612541241
0.45,-1.15200309344505,1,2,L2_032,32,-0.30920007057052457,-0.45941702854634064,1.1514204381066113
0.45,-1.15200309344505,1,2,L2_033,33,2.1229514613091442,-0.10118503407990828,0.987607845313007
0.45,-1.15200309344505,1,2,L2_034,34,-0.0847383352463554,-0.6648714800827695,-1.343727196255169
0.45,-1.15200309344505,1,2,L2_035,35,0.40051223433517524,0.074879706060542,0.6687592884798252
0.45,-1.15200309344505,1,2,L2_036,36,-1.0696091784554158,-0.39388302284077775,0.9680885053178412
0.45,-1.15200309344505,1,2,L2_037,37,-0.47445273820951084,0.33971885639392224,0.14995468698456815
0.45,-1.15200309344505,1,2,L2_038,38,1.2218615365555807,-0.036790460648333925,1.4562302150997972
0.45,-1.15200309344505,1,2,L2_039,39,-0.1146404392430071,-1.1302815717085903,1.5566031611157105
0.45,-1.15200309344505,1,2,L2_040,40,-0.16235519380348126,0.909786927186188,-1.259636991464696
0.45,-1.15200309344505,1,2,L2_041,41,2.4986600880597223,0.23994732252421716,-1.719247896815123
0.45,-1.15200309344505,1,2,L2_042,42,-0.4336084004427909,0.6381953369780138,-0.8859125461595925
0.45,-1.15200309344505,1,2,L2_043,43,-0.633685468374744,-0.22303081073973813,-1.1555231001142823
0.45,-1.15200309344505,1,2,L2_044,44,-0.2679939378559085,-0.07794751116651882,-0.7468532356273193
0.45,-1.15200309344505,1,2,L2_045,45,-0.8993142894760413,0.16298904074310114,1.6468181167618245
0.45,-1.15200309344505,1,2,L2_046,46,-1.6664703892259936,0.33213106265072184,1.0694272970812397
0.45,-1.15200309344505,1,2,L2_047,47,0.5961006231200706,1.1047431561729153,0.9841590207916543
0.45,-1.15200309344505,1,2,L2_048,48,-1.3250345732483038,0.08623139453045325,-1.0851210997831575
0.45,-1.15200309344505,1,2,L2_049,49,0.15071010201126553,0.6803410154852905,-1.407278480145055
0.45,-1.15200309344505,1,2,L2_050,50,0.23165928622684634,0.13631074337197546,-0.09441180631506679
0.45,-1.15200309344505,1,2,L2_051,51,2.202840483052393,0.5170080598936737,-0.8617573262668934
0.45,-1.15200309344505,1,2,L2_052,52,1.197086977759682,0.6845203176940793,-0.2251940930609465
0.45,-1.15200309344505,1,2,L2_053,53,0.3974231560700154,0.04845260295712063,-1.4075819780181211
0.45,-1.15200309344505,1,2,L2_054,54,0.9962289571619365,0.9269283488316707,-0.8233313008397164
0.45,-1.15200309344505,1,2,L2_055,55,0.6232851451924676,0.5545491499485025,-1.347654459495812
0.45,-1.15200309344505,1,2,L2_056,56,0.9812490752479006,0.6923295698094217,-1.3617497769324254
0.45,-1.15200309344505,1,2,L2_057,57,0.08735989205562525,0.8998311376201511,-0.8075231283003468
0.45,-1.15200309344505,1,2,L2_058,58,-0.4841393555219353,1.4025763007100074,-0.5422303543748236
0.45,-1.15200309344505,1,2,L2_059,59,0.2188949548507626,1.1064426568339534,-0.8582190713514711
0.45,-1.15200309344505,1,2,L2_060,60,0.7382004821076624,0.38774351777469945,0.9019864994741044
0.45,-1.15200309344505,1,2,L2_061,61,-1.1633936703483903,0.04111515736222047,-1.069531647336535
0.45,-1.15200309344505,1,2,L2_062,62,2.7250117361968575,0.36824409461090263,-1.5475394880735391
0.45,-1.15200309344505,1,2,L2_063,63,0.35500861705212905,0.3685323017413629,-1.0261001042210194
0.45,-1.15200309344505,1,2,L2_064,64,-1.6128142448757297,0.7097719754946354,1.1833195874037232
0.45,-1.15200309344505,1,2,L2_065,65,-0.9075647655315479,1.108208512350049,0.8016178947120951
0.45,-1.15200309344505,1,2,L2_066,66,0.4769096054464186,1.5741321003238045,0.7122327131825202
0.45,-1.15200309344505,1,2,L2_067,67,0.9218495239973786,1.4787881723764795,-0.9568271267399231
0.45,-1.15200309344505,1,2,L2_068,68,0.2622662188419507,0.8792759033175698,-1.3317396609923189
0.45,-1.15200309344505,1,2,L2_069,69,-1.0468141135135356,1.129736484171076,-1.1891369599880448
0.45,-1.15200309344505,1,2,L2_070,70,-0.21834293428186038,1.2680343896308508,0.28942524329381
0.45,-1.15200309344505,1,2,L2_071,71,0.550599427877858,0.8324111258324361,1.4223670306895515
0.45,-1.15200309344505,1,2,L2_072,72,-0.030797272181634493,1.334671082450379,1.533886349742071
0.45,-1.15200309344505,1,2,L2_073,73,-0.22630615987718147,1.3798135224200963,-0.2032249276750468
0.45,-1.15200309344505,1,2,L2_074,74,-0.2366214257261656,1.2899153830129835,-1.1068909119756836
0.45,-1.15200309344505,1,2,L2_075,75,-0.13973596055220971,0.909815238663675,1.1205708639706653
0.45,-1.15200309344505,1,2,L2_076,76,0.36745881588245033,1.8367454793089826,1.5319934153002595
0.45,-1.15200309344505,1,2,L2_077,77,0.3083262095445852,1.633580667078401,1.3394579909451896
0.45,-1.15200309344505,1,2,L2_078,78,-0.7640208015591667,1.0361436915213504,-0.19827246264988024
0.45,-1.15200309344505,1,2,L2_079,79,0.2663583238636943,1.765778759874626,-0.6820677483165787
0.45,-1.15200309344505,1,3,L3_000,80,0.7441455014049514,,
0.45,-1.15200309344505,1,3,L3_001,81,-0.3521744431667643,,
0.45,-1.15200309344505,1,3,L3_002,82,-0.48712557108002824,,
0.45,-1.15200309344505,1,3,L3_003,83,-0.36716865549232763,,
0.45,-1.15200309344505,1,3,L3_004,84,-0.16507500857010649,,
0.45,-1.15200309344505,1,3,L3_005,85,0.6844834167784745,,
0.45,-1.15200309344505,1,3,L3_006,86,-0.9622234792226081,,
0.45,-1.15200309344505,1,3,L3_007,87,0.22670564043445615,,
0.45,-1.15200309344505,1,3,L3_008,88,0.4388778868834036,,
0.45,-1.15200309344505,1,3,L3_009,89,1.9204036346172852,,
0.45,-1.15200309344505,1,3,L3_010,90,1.252822820378321,,
0.45,-1.15200309344505,1,3,L3_011,91,0.8730938635409772,,
0.45,-1.15200309344505,1,3,L3_012,92,0.5510165981689006,,
0.45,-1.15200309344505,1,3,L3_013,93,-0.3163264672476658,,
0.45,-1.15200309344505,1,3,L3_014,94,0.5414850617940312,,
0.45,-1.15200309344505,1,3,L3_015,95,0.5464249728661406,,
0.45,-1.15200309344505,1,3,L3_016,96,-1.2221074086849641,,
0.45,-1.15200309344505,1,3,L3_017,97,-1.017617896443041,,
0.45,-1.15200309344505,1,3,L3_018,98,-0.749084413330846,,
0.45,-1.15200309344505,1,3,L3_019,99,-0.24503626873115578,,
0.45,-1.15200309344505,1,3,L3_020,100,0.524393671561554,,
0.45,-1.15200309344505,1,3,L3_021,101,-1.0931568839543278,,
0.45,-1.15200309344505,1,3,L3_022,102,-0.8605335054209703,,
0.45,-1.15200309344505,1,3,L3_023,103,-0.8749002711806263,,
0.45,-1.15200309344505,1,3,L3_024,104,0.996935588347694,,
0.45,-1.15200309344505,1,3,L3_025,105,-0.2634832551057124,,
0.45,-1.15200309344505,1,3,L3_026,106,0.35518337400986744,,
0.45,-1.15200309344505,1,3,L3_027,107,0.10729851897811535,,
0.45,-1.15200309344505,1,3,L3_028,108,-0.09016989306626684,,
0.45,-1.15200309344505,1,3,L3_029,109,-0.0812513461637611,,
0.45,-1.15200309344505,1,3,L3_030,110,0.9563545024623585,,
0.45,-1.15200309344505,1,3,L3_031,111,-0.23667162211573425,,
0.45,-1.15200309344505,1,3,L3_032,112,0.36431594370627635,,
0.45,-1.15200309344505,1,3,L3_033,113,0.3553596605858113,,
0.45,-1.15200309344505,1,3,L3_034,114,1.0484902642270209,,
0.45,-1.15200309344505,1,3,L3_035,115,0.7424260460135331,,
0.45,-1.15200309344505,1,3,L3_036,116,1.144387347409801,,
0.45,-1.15200309344505,1,3,L3_037,117,0.656886671391183,,
0.45,-1.15200309344505,1,3,L3_038,118,-0.9113218108454477,,
0.45,-1.15200309344505,1,3,L3_039,119,1.3520504259588881,,
0.45,-1.15200309344505,1,3,L3_040,120,0.7670539567172416,,
0.45,-1.15200309344505,1,3,L3_041,121,1.6215318671537726,,
0.45,-1.15200309344505,1,3,L3_042,122,0.7220449748856036,,
0.45,-1.15200309344505,1,3,L3_043,123,-1.108896822876838,,
0.45,-1.15200309344505,1,3,L3_044,124,-1.5913295068136593,,
0.45,-1.15200309344505,1,3,L3_045,125,-1.0392665436548099,,
0.45,-1.15200309344505,1,3,L3_046,126,-1.8879226886887237,,
0.45,-1.15200309344505,1,3,L3_047,127,0.11247812975064679,,
0.45,-1.15200309344505,1,3,L3_048,128,-0.3829855368486025,,
0.45,-1.15200309344505,1,3,L3_049,129,-1.6204644626877367,,
0.45,-1.15200309344505,1,3,L3_050,130,-0.8369119685343778,,
0.45,-1.15200309344505,1,3,L3_051,131,0.4881374330499386,,
0.45,-1.15200309344505,1,3,L3_052,132,0.2211696044560889,,
0.45,-1.15200309344505,1,3,L3_053,133,-0.0723423303470059,,
0.45,-1.15200309344505,1,3,L3_054,134,-0.5983080103718585,,
0.45,-1.15200309344505,1,3,L3_055,135,1.2273390261353347,,
0.45,-1.15200309344505,1,3,L3_056,136,0.9206904388949121,,
0.45,-1.15200309344505,1,3,L3_057,137,-0.5701784556308552,,
0.45,-1.15200309344505,1,3,L3_058,138,-0.9109912265511049,,
0.45,-1.15200309344505,1,3,L3_059,139,-2.360030257869018,,
0.45,-1.15200309344505,1,3,L3_060,140,0.16796877706098481,,
0.45,-1.15200309344505,1,3,L3_061,141,-0.1897657011206271,,
0.45,-1.15200309344505,1,3,L3_062,142,2.559712829525264,,
0.45,-1.15200309344505,1,3,L3_063,143,0.9913636563220102,,
0.45,-1.15200309344505,1,3,L3_064,144,1.7765526578616329,,
0.45,-1.15200309344505,1,3,L3_065,145,1.0221035101266296,,
0.45,-1.15200309344505,1,3,L3_066,146,-0.5972520354123652,,
0.45,-1.15200309344505,1,3,L3_067,147,0.49238150222409405,,
0.45,-1.15200309344505,1,3,L3_068,148,-0.6629291737645296,,
0.45,-1.15200309344505,1,3,L3_069,149,1.4559408022086893,,
0.45,-1.15200309344505,1,3,L3_070,150,0.0419998111037813,,
0.45,-1.15200309344505,1,3,L3_071,151,-0.5267605525125758,,
0.45,-1.15200309344505,1,3,L3_072,152,-0.09028644809091392,,
0.45,-1.15200309344505,1,3,L3_073,153,-0.28945191215127725,,
0.45,-1.15200309344505,1,3,L3_074,154,-2.4688476836015574,,
0.45,-1.15200309344505,1,3,L3_075,155,0.8735981697329782,,
0.45,-1.15200309344505,1,3,L3_076,156,-1.4254904440157221,,
0.45,-1.15200309344505,1,3,L3_077,157,-1.6567006552685528,,
