species,node,edge_source_dca_mean,n_edge_values,EdgeStdFCV_raw,EdgeStdFCV_zscore,EdgeStdFCV,PreDCA,predca_for_plot,predca_mode,class_order,class_label,fine_class,shared_fine_order,shared_fine_label,n_sample_edges,sample_edge_mean
C. elegans,CEPVR,0.0345738031171058,20,0.3201911448629372,-0.5960980289885239,-0.5960980289885239,0.0403269229414609,0.0403269229414609,signed_PreDCA,0,sensory input,mechanosensory,2,other sensory,20.0,0.034573803117105874
C. elegans,IL2DR,0.0316826178858984,4,0.3206479261807062,-0.7618633025286567,-0.7618633025286567,0.0282467465529814,0.0282467465529814,signed_PreDCA,0,sensory input,mechanosensory,2,other sensory,4.0,0.0316826178858984
C. elegans,AIYL,0.0260658053870422,12,0.3212578520577572,-0.7231062055225451,-0.7231062055225451,0.014331784418101,0.014331784418101,signed_PreDCA,3,associative / learning,associative interneuron,5,associative / learning,12.0,0.026065805387042257
C. elegans,RMDDR,0.0253510784404444,21,0.3219758324174668,-0.8017471487953932,-0.8017471487953932,0.0618211414162167,0.0618211414162167,signed_PreDCA,1,sensorimotor output,head motor / command,3,sensorimotor output,21.0,0.025351078440444454
C. elegans,RIAR,0.0053403098874183,35,0.3229675677686889,-0.9000943161439778,-0.9000943161439778,0.0216750078415792,0.0216750078415792,signed_PreDCA,3,associative / learning,associative interneuron,5,associative / learning,35.0,0.005340309887418395
C. elegans,RMDVR,0.0083000639641282,22,0.3231859047141459,-0.7670583706691313,-0.7670583706691313,0.0708327969591204,0.0708327969591204,signed_PreDCA,1,sensorimotor output,head motor / command,3,sensorimotor output,22.0,0.008300063964128294
C. elegans,AWAR,0.0205848516881668,11,0.3247676909728038,-0.4659730577520273,-0.4659730577520273,0.010277817085978,0.010277817085978,signed_PreDCA,0,sensory input,chemosensory,0,olfactory / chemosensory,11.0,0.020584851688166837
C. elegans,ADAL,0.0367369195395398,14,0.3248013011434271,-0.5645734043288303,-0.5645734043288303,0.0264221825014289,0.0264221825014289,signed_PreDCA,2,integrative relay,other interneuron,4,integrative relay,14.0,0.03673691953953984
C. elegans,AQR,0.0260629586494398,10,0.3250557021586057,-0.5066244403314731,-0.5066244403314731,0.0392952149138182,0.0392952149138182,signed_PreDCA,0,sensory input,thermo/gas sensory,2,other sensory,10.0,0.026062958649439888
C. elegans,URAVL,0.0096922100331133,8,0.3251138994307036,-1.038814546608589,-1.038814546608589,-0.0198106262262553,-0.0198106262262553,signed_PreDCA,1,sensorimotor output,other motor neuron,3,sensorimotor output,8.0,0.009692210033113338
C. elegans,URYVR,-0.0044098156878033,9,0.3254734578890412,-0.3294070467994306,-0.3294070467994306,0.0231846249185374,0.0231846249185374,signed_PreDCA,0,sensory input,other sensory neuron,2,other sensory,9.0,-0.004409815687803322
