species,node,edge_target_dca_mean,n_edge_values,EdgeStdFCV_raw,PostDCA,EdgeStdFCV_zscore,EdgeStdFCV,class_order,class_label,fine_class,postdca_for_plot,postdca_mode,shared_fine_order,shared_fine_label,n_sample_edges,sample_edge_mean
C. elegans,AIMR,-0.0045171434611323,22,0.3643574135103361,0.006319478465967,0.7860068505129321,0.7860068505129321,3,associative / learning,associative interneuron,0.006319478465967,signed_PostDCA,5,associative / learning,22.0,-0.004517143461132358
C. elegans,AVAR,-0.0109863986079708,44,0.3637421682700808,-0.0148945580873344,0.6793322880147115,0.6793322880147115,1,sensorimotor output,locomotor command interneuron,-0.0148945580873344,signed_PostDCA,3,sensorimotor output,44.0,-0.010986398607970826
C. elegans,AVKL,0.0121216358374195,15,0.363661142416298,0.0133027442023605,0.7325166341555567,0.7325166341555567,2,integrative relay,integrative interneuron,0.0133027442023605,signed_PostDCA,4,integrative relay,15.0,0.01212163583741952
C. elegans,RIML,-0.0326903005628162,24,0.3633512640140533,-0.0410927478715281,1.033370210717337,1.033370210717337,4,state-dependent / modulatory,state-modulatory interneuron,-0.0410927478715281,signed_PostDCA,6,state-dependent / modulatory,24.0,-0.03269030056281629
C. elegans,AVER,-0.0262865614073447,25,0.362536651788171,-0.1345850558722683,0.6490924362642085,0.6490924362642085,1,sensorimotor output,locomotor command interneuron,-0.1345850558722683,signed_PostDCA,3,sensorimotor output,25.0,-0.02628656140734476
C. elegans,IL1R,-0.0691188102619244,12,0.3605550462276384,-0.1190846052040121,0.9045791661704076,0.9045791661704076,0,sensory input,mechanosensory,-0.1190846052040121,signed_PostDCA,2,other sensory,12.0,-0.06911881026192442
C. elegans,ASHL,-0.0153671983016261,20,0.3597861880175925,-0.0173948774511532,0.6738876331718797,0.6738876331718797,0,sensory input,chemosensory,-0.0173948774511532,signed_PostDCA,0,olfactory / chemosensory,20.0,-0.015367198301626134
C. elegans,SAADL,-0.0375131256027923,14,0.3592961685042783,-0.1010687288441655,0.4228558155914764,0.4228558155914764,1,sensorimotor output,other interneuron,-0.1010687288441655,signed_PostDCA,3,sensorimotor output,14.0,-0.037513125602792345
C. elegans,RIBR,-0.0123319393493034,20,0.35840522249037,-0.0082841723681434,1.0345687486246304,1.0345687486246304,3,associative / learning,associative interneuron,-0.0082841723681434,signed_PostDCA,5,associative / learning,20.0,-0.012331939349303416
C. elegans,OLLL,-0.0440926607851086,14,0.3580289779998295,-0.0479790230159389,0.6043314415104001,0.6043314415104001,0,sensory input,other sensory neuron,-0.0479790230159389,signed_PostDCA,2,other sensory,14.0,-0.044092660785108664
C. elegans,ASIR,0.0111863128466387,12,0.3564426943021062,0.0078253633617394,0.4849856275222814,0.4849856275222814,0,sensory input,chemosensory,0.0078253633617394,signed_PostDCA,0,olfactory / chemosensory,12.0,0.011186312846638726
C. elegans,ASEL,0.0361274540144225,17,0.3558329398351027,0.0406559890302322,0.5999583936775703,0.5999583936775703,0,sensory input,chemosensory,0.0406559890302322,signed_PostDCA,0,olfactory / chemosensory,17.0,0.03612745401442257
C. elegans,RIH,0.0269039990025486,29,0.3553688125370224,0.0518737270452255,0.4543163228650999,0.4543163228650999,2,integrative relay,integrative interneuron,0.0518737270452255,signed_PostDCA,4,integrative relay,29.0,0.02690399900254866
