species,node,edge_target_dca_mean,n_edge_values,EdgeStdFCV_raw,PostDCA,EdgeStdFCV_zscore,EdgeStdFCV,class_order,class_label,fine_class,postdca_for_plot,postdca_mode,shared_fine_order,shared_fine_label,n_sample_edges,sample_edge_mean
C. elegans,IL2VL,0.0274348750019817,12,0.311235762491953,0.0085666374188124,-1.204093230845751,-1.204093230845751,0,sensory input,mechanosensory,0.0085666374188124,signed_PostDCA,2,other sensory,12.0,0.027434875001981773
C. elegans,URADR,0.0109369227897074,4,0.3096736337063525,-0.0164230688380995,-1.6302583024171546,-1.6302583024171546,1,sensorimotor output,other motor neuron,-0.0164230688380995,signed_PostDCA,3,sensorimotor output,4.0,0.010936922789707424
C. elegans,AVDL,-0.0340128861881522,24,0.3095323271643111,-0.1976308639164232,-1.1411070088143918,-1.1411070088143918,1,sensorimotor output,locomotor command interneuron,-0.1976308639164232,signed_PostDCA,3,sensorimotor output,24.0,-0.03401288618815226
C. elegans,AIZR,0.0074411562561391,16,0.3091980115503724,0.020458202282866,-1.3167952854281442,-1.3167952854281442,3,associative / learning,associative interneuron,0.020458202282866,signed_PostDCA,5,associative / learning,16.0,0.007441156256139194
C. elegans,FLPR,-0.0277069971790418,17,0.3091522883807622,-0.0595770609716446,-1.3991211090469498,-1.3991211090469498,0,sensory input,mechanosensory,-0.0595770609716446,signed_PostDCA,2,other sensory,17.0,-0.027706997179041862
C. elegans,AVJR,-0.047615373283469,15,0.3085079288873576,-0.069185953467657,-1.2501322912349255,-1.2501322912349255,2,integrative relay,other interneuron,-0.069185953467657,signed_PostDCA,4,integrative relay,15.0,-0.047615373283469056
C. elegans,URADL,0.0119359310128556,4,0.3081655682081544,-0.006445655224464,-1.7373366046987515,-1.7373366046987515,1,sensorimotor output,other motor neuron,-0.006445655224464,signed_PostDCA,3,sensorimotor output,4.0,0.011935931012855647
C. elegans,RMGL,-0.0320237178147952,30,0.3073974379131809,-0.064570897442933,-1.184630788789381,-1.184630788789381,4,state-dependent / modulatory,state-modulatory interneuron,-0.064570897442933,signed_PostDCA,6,state-dependent / modulatory,30.0,-0.032023717814795245
C. elegans,AVDR,-0.0226759697583285,28,0.3023396477586539,-0.2185806460870022,-1.3811287570778246,-1.3811287570778246,1,sensorimotor output,locomotor command interneuron,-0.2185806460870022,signed_PostDCA,3,sensorimotor output,28.0,-0.02267596975832851
Drosophila,MB_R,-0.0742603258856521,7763,0.2786621343203507,-0.1252192110285077,1.3794403283095764,1.3794403283095764,3,associative / learning,mushroom body,-0.1252192110285077,signed_PostDCA,5,associative / learning,5000.0,-0.07220499493333093
Drosophila,MB_L,-0.0373518893082673,10026,0.2782836257019559,-0.0569564167101986,1.2157617467542443,1.2157617467542443,3,associative / learning,mushroom body,-0.0569564167101986,signed_PostDCA,5,associative / learning,5000.0,-0.04094360480152467
Drosophila,VES_L,-0.0009923940224907,8257,0.27738283725128,0.0055564777536826,0.8366528757127654,0.8366528757127654,1,sensorimotor output,premotor / descending interface,0.0055564777536826,signed_PostDCA,3,sensorimotor output,5000.0,-0.0005797868125399427
Drosophila,VES_R,-0.0066520044534365,7822,0.2773233551297182,-0.0027180829781906,0.8087896393471746,0.8087896393471746,1,sensorimotor output,premotor / descending interface,-0.0027180829781906,signed_PostDCA,3,sensorimotor output,5000.0,-0.007066474937318492
Drosophila,LAL_L,0.008281479688152,13857,0.2772695805019357,0.0158525861949458,0.918419982558086,0.918419982558086,1,sensorimotor output,premotor / descending interface,0.0158525861949458,signed_PostDCA,3,sensorimotor output,5000.0,0.009132598002042512
Drosophila,CRE_R,-0.004829537419193,11266,0.2761286420770891,-0.0242509560105475,0.7748557473315941,0.7748557473315941,2,integrative relay,lateral/inferior protocerebrum,-0.0242509560105475,signed_PostDCA,4,integrative relay,5000.0,-0.004597091089333547
Drosophila,AL_R,0.0332974325876669,20673,0.2753235577173548,0.0561545807743888,0.7249775752600252,0.7249775752600252,0,sensory input,olfactory system,0.0561545807743888,signed_PostDCA,0,olfactory / chemosensory,5000.0,0.03373316701018828
Drosophila,CRE_L,0.0052832194866481,14276,0.2752349079404297,-0.0049864930875445,0.3432237134493848,0.3432237134493848,2,integrative relay,lateral/inferior protocerebrum,-0.0049864930875445,signed_PostDCA,4,integrative relay,5000.0,0.004858339358369477
Drosophila,ATL_R,-0.0132009485605042,249,0.2749467370669525,-0.0228575836458514,0.6319591694010658,0.6319591694010658,2,integrative relay,lateral/inferior protocerebrum,-0.0228575836458514,signed_PostDCA,4,integrative relay,249.0,-0.013200948560504291
Drosophila,LAL_R,-0.0026896422461451,9999,0.2748231912483635,-0.009054463137215,0.3848693362637759,0.3848693362637759,1,sensorimotor output,premotor / descending interface,-0.009054463137215,signed_PostDCA,3,sensorimotor output,5000.0,-0.0025327661328347828
Drosophila,LH_L,0.0043339951333399,23472,0.2747266170786009,0.0073878421151655,0.1724252134415787,0.1724252134415787,0,sensory input,olfactory system,0.0073878421151655,signed_PostDCA,0,olfactory / chemosensory,5000.0,0.0037643604677448273
Drosophila,SIP_R,-0.0138405920516761,2776,0.2746739210036054,-0.0268607093638766,0.3018610323973384,0.3018610323973384,2,integrative relay,superior protocerebrum,-0.0268607093638766,signed_PostDCA,4,integrative relay,2776.0,-0.013840592051676103
Drosophila,ATL_L,-0.0106494154292097,439,0.274594540742548,-0.0252259685261034,0.3901422393285816,0.3901422393285816,2,integrative relay,lateral/inferior protocerebrum,-0.0252259685261034,signed_PostDCA,4,integrative relay,439.0,-0.010649415429209767
Drosophila,SIP_L,0.0025026503379107,3372,0.2745508119257009,0.010544627094206,0.1250737807113476,0.1250737807113476,2,integrative relay,superior protocerebrum,0.010544627094206,signed_PostDCA,4,integrative relay,3372.0,0.002502650337910785
Drosophila,WED_R,0.0016791746858184,12659,0.2744945890588167,0.0018852715074512,-0.2290629768651639,-0.2290629768651639,2,integrative relay,visual-association protocerebrum,0.0018852715074512,signed_PostDCA,4,integrative relay,5000.0,0.0024973721224585627
Drosophila,LH_R,0.0023726134784099,23627,0.273853837155412,-0.0006085538974333,0.0326400041072438,0.0326400041072438,0,sensory input,olfactory system,-0.0006085538974333,signed_PostDCA,0,olfactory / chemosensory,5000.0,0.003245362586758321
Drosophila,SMP_L,0.0037521290238859,18086,0.273822373758803,0.0110350037003574,-0.0578619940550758,-0.0578619940550758,2,integrative relay,superior protocerebrum,0.0110350037003574,signed_PostDCA,4,integrative relay,5000.0,0.004741123653595499
Drosophila,AVLP_L,-0.0025417561959022,21484,0.273778991695882,-0.0056654989765472,0.0791111966880613,0.0791111966880613,2,integrative relay,visual-association protocerebrum,-0.0056654989765472,signed_PostDCA,4,integrative relay,5000.0,-0.001351203976060938
Drosophila,PLP_L,0.0028648027492202,31214,0.2735489263155663,-0.0039640878380056,-0.0862624435604292,-0.0862624435604292,2,integrative relay,visual-association protocerebrum,-0.0039640878380056,signed_PostDCA,4,integrative relay,5000.0,0.002682758552070068
Drosophila,SLP_R,0.0005647929420553,14361,0.2730052444667763,0.003032188244531,-0.0725134776341993,-0.0725134776341993,2,integrative relay,superior protocerebrum,0.003032188244531,signed_PostDCA,4,integrative relay,5000.0,0.00046551859949451257
Drosophila,SMP_R,-9.85009173901606e-05,18678,0.2729274916525548,0.0035258651882899,-0.0823230265865063,-0.0823230265865063,2,integrative relay,superior protocerebrum,0.0035258651882899,signed_PostDCA,4,integrative relay,5000.0,0.0006821578621838064
Drosophila,IB_R,0.0058650305692708,1123,0.2727184711382253,0.0179025717583879,-0.1024174246228334,-0.1024174246228334,2,integrative relay,lateral/inferior protocerebrum,0.0179025717583879,signed_PostDCA,4,integrative relay,1123.0,0.0058650305692708885
Drosophila,PLP_R,-0.0037322921933691,19758,0.2725505199515929,-0.0210679244802576,-0.3473474756552188,-0.3473474756552188,2,integrative relay,visual-association protocerebrum,-0.0210679244802576,signed_PostDCA,4,integrative relay,5000.0,-0.0025899569822062686
Drosophila,ICL_L,0.0015380816194933,6712,0.2724809102451052,0.0042850023490588,-0.2042651029898445,-0.2042651029898445,2,integrative relay,lateral/inferior protocerebrum,0.0042850023490588,signed_PostDCA,4,integrative relay,5000.0,0.002231528706871306
Drosophila,AVLP_R,-0.0029739943449805,22414,0.2724547049385422,-0.0051064366906135,-0.2466163817892246,-0.2466163817892246,2,integrative relay,visual-association protocerebrum,-0.0051064366906135,signed_PostDCA,4,integrative relay,5000.0,-0.003974450395215676
Drosophila,ICL_R,0.000371958307921,6652,0.2723005773489785,0.0022242635918467,-0.2061071420787779,-0.2061071420787779,2,integrative relay,lateral/inferior protocerebrum,0.0022242635918467,signed_PostDCA,4,integrative relay,5000.0,0.000718089851728203
Drosophila,PVLP_L,0.00493987011184,24266,0.2721715391524906,0.0093178293041694,-0.2413766708699619,-0.2413766708699619,2,integrative relay,visual-association protocerebrum,0.0093178293041694,signed_PostDCA,4,integrative relay,5000.0,0.0056622140270459085
Drosophila,IB_L,0.0134228264824478,950,0.2720715154937995,0.028330329238535,-0.2099989978098631,-0.2099989978098631,2,integrative relay,lateral/inferior protocerebrum,0.028330329238535,signed_PostDCA,4,integrative relay,950.0,0.013422826482447851
Drosophila,SPS_L,0.0010622250134204,15370,0.272011352355162,-0.0036950516419438,-0.421700352520884,-0.421700352520884,1,sensorimotor output,premotor / descending interface,-0.0036950516419438,signed_PostDCA,3,sensorimotor output,5000.0,-0.00012318433044022835
Drosophila,SPS_R,-0.0015675214164205,16358,0.2719803083018772,-0.0038048179207285,-0.373255651599675,-0.373255651599675,1,sensorimotor output,premotor / descending interface,-0.0038048179207285,signed_PostDCA,3,sensorimotor output,5000.0,-0.0025129303022026084
Drosophila,EPA_L,0.0171847576065581,193,0.2710581616429286,0.0446293887503689,-0.5268360322386176,-0.5268360322386176,2,integrative relay,lateral/inferior protocerebrum,0.0446293887503689,signed_PostDCA,4,integrative relay,193.0,0.017184757606558108
Drosophila,EPA_R,-0.0037860545165251,136,0.2710556796121164,-0.0065737971737475,-0.1637483326089919,-0.1637483326089919,2,integrative relay,lateral/inferior protocerebrum,-0.0065737971737475,signed_PostDCA,4,integrative relay,136.0,-0.0037860545165251088
Drosophila,PVLP_R,0.0073962624567398,15082,0.270902664910236,0.0094069448566929,-0.6955508086579348,-0.6955508086579348,2,integrative relay,visual-association protocerebrum,0.0094069448566929,signed_PostDCA,4,integrative relay,5000.0,0.007185661647768785
Drosophila,ME_R,0.0004670382784192,139619,0.2696230209472877,-0.0003966732874369,-0.9372473206139296,-0.9372473206139296,0,sensory input,visual / optic,-0.0003966732874369,signed_PostDCA,1,visual / optic,5000.0,8.27648914339164e-05
Drosophila,AME_L,0.0001563938484059,425,0.2688859714524277,0.0009690628463992,-1.2426458506858151,-1.2426458506858151,0,sensory input,visual / optic,0.0009690628463992,signed_PostDCA,1,visual / optic,425.0,0.0001563938484059193
Drosophila,LO_R,0.0025808775324792,87119,0.2679576600499964,0.0041107082158664,-1.303729371754883,-1.303729371754883,0,sensory input,visual / optic,0.0041107082158664,signed_PostDCA,1,visual / optic,5000.0,0.002799298290585006
Drosophila,ME_L,-0.0016055889423689,90374,0.2668576074628267,-0.0075254645606196,-1.591635201836342,-1.591635201836342,0,sensory input,visual / optic,-0.0075254645606196,signed_PostDCA,1,visual / optic,5000.0,-0.003232512652987422
Zebrafish,rSP,0.0051565060869498,6300,0.3707708274360314,0.0054258424041367,1.4928846288262072,1.4928846288262072,3,associative / learning,subpallium,0.0054258424041367,signed_PostDCA,5,associative / learning,5000.0,0.0050433617969286035
Zebrafish,SP,0.005262859519721,6300,0.3680116091256104,0.0045493457807139,1.4260511430972735,1.4260511430972735,3,associative / learning,subpallium,0.0045493457807139,signed_PostDCA,5,associative / learning,5000.0,0.005698671974300497
Zebrafish,OB,-0.0057028947516091,240,0.3671760353642188,-0.0039293395196914,1.4196972462789414,1.4196972462789414,0,sensory input,olfactory bulb,-0.0039293395196914,signed_PostDCA,0,olfactory / chemosensory,240.0,-0.005702894751609137
Zebrafish,rP,0.0073699812505865,6300,0.3615916845407644,0.0080757533219854,1.20996313102121,1.20996313102121,3,associative / learning,pallium,0.0080757533219854,signed_PostDCA,5,associative / learning,5000.0,0.007482176273686395
Zebrafish,rOB,0.0066019193427875,74,0.3606686528908506,0.0051974446397625,1.2158989459097775,1.2158989459097775,0,sensory input,olfactory bulb,0.0051974446397625,signed_PostDCA,0,olfactory / chemosensory,74.0,0.006601919342787565
Zebrafish,P,0.0005722470967397,6300,0.3602381175127079,0.0007819844131356,1.1852730818715098,1.1852730818715098,3,associative / learning,pallium,0.0007819844131356,signed_PostDCA,5,associative / learning,5000.0,0.0007269489776758163
Zebrafish,rPO,0.0079810368220656,6300,0.3592067125583424,0.0070529594856643,1.1426701916822375,1.1426701916822375,4,state-dependent / modulatory,hypothalamic / preoptic state,0.0070529594856643,signed_PostDCA,6,state-dependent / modulatory,5000.0,0.008231084247720007
Zebrafish,rHb,0.0058759929785846,6300,0.3569570426471104,0.0060624678249321,1.1232380161850315,1.1232380161850315,4,state-dependent / modulatory,habenula,0.0060624678249321,signed_PostDCA,6,state-dependent / modulatory,5000.0,0.00573724790287522
Zebrafish,PO,0.0083695979432445,6300,0.3514208021642844,0.007651821933866,0.8939805442129278,0.8939805442129278,4,state-dependent / modulatory,hypothalamic / preoptic state,0.007651821933866,signed_PostDCA,6,state-dependent / modulatory,5000.0,0.007647792680210148
Zebrafish,rTh,-0.011532674574837,6300,0.3476003744539429,-0.0115055089491851,0.8096887284547688,0.8096887284547688,2,integrative relay,thalamic/pretectal,-0.0115055089491851,signed_PostDCA,4,integrative relay,5000.0,-0.011892790722000904
Zebrafish,MOS3,-0.0164859970392467,6300,0.3427450380559998,-0.0162184845678227,0.6806572277034678,0.6806572277034678,1,sensorimotor output,hindbrain/reticular,-0.0162184845678227,signed_PostDCA,3,sensorimotor output,5000.0,-0.016129390359906834
Zebrafish,Hb,0.0179446250599355,6300,0.3425851700633503,0.0186363567850836,0.6419454526356599,0.6419454526356599,4,state-dependent / modulatory,habenula,0.0186363567850836,signed_PostDCA,6,state-dependent / modulatory,5000.0,0.017081343905650425
Zebrafish,rPT,-0.0093743026282982,6300,0.3381307525751053,-0.0084392741875102,0.4854858813158165,0.4854858813158165,0,sensory input,pretectal visual,-0.0084392741875102,signed_PostDCA,1,visual / optic,5000.0,-0.009598688482580556
Zebrafish,rMOS3,-0.0167724987782764,6300,0.3336398480067394,-0.0172526004907137,0.3748249657450947,0.3748249657450947,1,sensorimotor output,hindbrain/reticular,-0.0172526004907137,signed_PostDCA,3,sensorimotor output,5000.0,-0.016988971972255896
Zebrafish,pRF,-0.0159320993845906,6300,0.3329161749563052,-0.0166088560731735,0.4164213061031241,0.4164213061031241,1,sensorimotor output,hindbrain/reticular,-0.0166088560731735,signed_PostDCA,3,sensorimotor output,5000.0,-0.015885534354206414
Zebrafish,rTeO,-0.020506253955119,6300,0.332032846214792,-0.0216086515834824,0.3081162353249245,0.3081162353249245,0,sensory input,optic tectum / midbrain,-0.0216086515834824,signed_PostDCA,1,visual / optic,5000.0,-0.0205359605978666
Zebrafish,rPrT,-0.0211487088263206,6300,0.3316452819795608,-0.0216094635117028,0.3137153938364703,0.3137153938364703,0,sensory input,pretectal visual,-0.0216094635117028,signed_PostDCA,1,visual / optic,5000.0,-0.02126899320587828
Zebrafish,MOS1,-0.0108814699294456,6300,0.3295841016803318,-0.011205884013935,0.2667977693514247,0.2667977693514247,1,sensorimotor output,hindbrain/reticular,-0.011205884013935,signed_PostDCA,3,sensorimotor output,5000.0,-0.010432858997014181
Zebrafish,Th,-0.0168159677572274,6300,0.3286946724177476,-0.0167647261194003,0.2069043644170553,0.2069043644170553,2,integrative relay,thalamic/pretectal,-0.0167647261194003,signed_PostDCA,4,integrative relay,5000.0,-0.016549866776263418
Zebrafish,rT,-0.0210939570812316,6300,0.3282912645901118,-0.0210318039375545,0.2180552048933446,0.2180552048933446,2,integrative relay,optic tectum / midbrain,-0.0210318039375545,signed_PostDCA,4,integrative relay,5000.0,-0.02116300495279131
Zebrafish,T,-0.0183807319348905,6300,0.327488469949286,-0.0177671344107358,0.1960879620098237,0.1960879620098237,2,integrative relay,optic tectum / midbrain,-0.0177671344107358,signed_PostDCA,4,integrative relay,5000.0,-0.01885635277308183
Zebrafish,rRa,-0.0204888226149436,6300,0.3256467983130191,-0.0211549087893076,0.0866150073912584,0.0866150073912584,4,state-dependent / modulatory,interpeduncular / raphe state,-0.0211549087893076,signed_PostDCA,6,state-dependent / modulatory,5000.0,-0.020192553140911916
Zebrafish,rMOS1,-0.0117761284252749,6300,0.3252162396870898,-0.0121947262419649,0.1317490182306997,0.1317490182306997,1,sensorimotor output,hindbrain/reticular,-0.0121947262419649,signed_PostDCA,3,sensorimotor output,5000.0,-0.012509745992122732
Zebrafish,Ra,-0.0139753594690743,6300,0.3250958442424731,-0.0135398362595772,0.0810613913881876,0.0810613913881876,4,state-dependent / modulatory,interpeduncular / raphe state,-0.0135398362595772,signed_PostDCA,6,state-dependent / modulatory,5000.0,-0.014146208556725373
Zebrafish,MOS5,-0.0102364566032683,6300,0.3245294208743777,-0.009557861466397,0.1137634841808998,0.1137634841808998,1,sensorimotor output,hindbrain/reticular,-0.009557861466397,signed_PostDCA,3,sensorimotor output,5000.0,-0.010708529921449708
Zebrafish,rpRF,-0.0071450167022872,6300,0.3229966092212405,-0.0083056579273384,0.1048085844003784,0.1048085844003784,1,sensorimotor output,hindbrain/reticular,-0.0083056579273384,signed_PostDCA,3,sensorimotor output,5000.0,-0.00714639829702211
Zebrafish,PT,-0.008120810266068,6300,0.322795893233018,-0.0075546111624817,0.0065341706216749,0.0065341706216749,0,sensory input,pretectal visual,-0.0075546111624817,signed_PostDCA,1,visual / optic,5000.0,-0.007920763615981976
Zebrafish,rMOS5,-0.0102253782376131,6300,0.3227070254352224,-0.0095760656987155,0.0316117318943054,0.0316117318943054,1,sensorimotor output,hindbrain/reticular,-0.0095760656987155,signed_PostDCA,3,sensorimotor output,5000.0,-0.0099446421173091
Zebrafish,TeO,-0.0125454652393213,6300,0.321184566564982,-0.0129117138782048,-0.0329084969859261,-0.0329084969859261,0,sensory input,optic tectum / midbrain,-0.0129117138782048,signed_PostDCA,1,visual / optic,5000.0,-0.012947010384743655
Zebrafish,PrT,-0.020298548045895,6300,0.3195078728259496,-0.0198879918570197,-0.0818643884338765,-0.0818643884338765,0,sensory input,pretectal visual,-0.0198879918570197,signed_PostDCA,1,visual / optic,5000.0,-0.021224258479237527
Zebrafish,TS,-0.0086829172404629,6300,0.3187393710390141,-0.0099806656816551,-0.1267593238598853,-0.1267593238598853,0,sensory input,optic tectum / midbrain,-0.0099806656816551,signed_PostDCA,1,visual / optic,5000.0,-0.008757513149587287
Zebrafish,MOS2,-0.0119525652226562,6300,0.3184847973253438,-0.011455358257509,-0.0495312862910291,-0.0495312862910291,1,sensorimotor output,hindbrain/reticular,-0.011455358257509,signed_PostDCA,3,sensorimotor output,5000.0,-0.011893746207954007
Zebrafish,MOS4,-0.0078009606594087,6300,0.3174002983031146,-0.0091306886283039,-0.0910045361038802,-0.0910045361038802,1,sensorimotor output,hindbrain/reticular,-0.0091306886283039,signed_PostDCA,3,sensorimotor output,5000.0,-0.007270952947108319
Zebrafish,rCb,-0.0178309347075539,6300,0.3173516428863684,-0.0188428485475228,-0.1312787685341981,-0.1312787685341981,1,sensorimotor output,cerebellar,-0.0188428485475228,signed_PostDCA,3,sensorimotor output,5000.0,-0.017857350292646
Zebrafish,Cb,-0.0146748438274527,6300,0.3153132765626386,-0.0141297184531264,-0.1874628411828071,-0.1874628411828071,1,sensorimotor output,cerebellar,-0.0141297184531264,signed_PostDCA,3,sensorimotor output,5000.0,-0.015308016852307383
Zebrafish,rMON,-0.0142159069962413,6300,0.3151442719997253,-0.0143861651136481,-0.2397272665636447,-0.2397272665636447,1,sensorimotor output,hindbrain/reticular,-0.0143861651136481,signed_PostDCA,3,sensorimotor output,5000.0,-0.014476802620520101
Zebrafish,MON,-0.0101867299566674,6300,0.3147048627913153,-0.0103798661957588,-0.2387035597487033,-0.2387035597487033,1,sensorimotor output,hindbrain/reticular,-0.0103798661957588,signed_PostDCA,3,sensorimotor output,5000.0,-0.010174034217719771
Zebrafish,aRF,-0.0155969408930485,6300,0.3140006359072503,-0.0155544822573745,-0.2179518326702192,-0.2179518326702192,1,sensorimotor output,hindbrain/reticular,-0.0155544822573745,signed_PostDCA,3,sensorimotor output,5000.0,-0.015728851696614525
Zebrafish,TL,-0.054580957963868,6300,0.3131429600676906,-0.0545503601227678,-0.2512858634262973,-0.2512858634262973,0,sensory input,optic tectum / midbrain,-0.0545503601227678,signed_PostDCA,1,visual / optic,5000.0,-0.05471412128120321
Zebrafish,rMOS4,-0.010672472448414,6300,0.3112084944032486,-0.0103345024790689,-0.2941548337268222,-0.2941548337268222,1,sensorimotor output,hindbrain/reticular,-0.0103345024790689,signed_PostDCA,3,sensorimotor output,5000.0,-0.011015826586727525
Zebrafish,rMOS2,-0.0031221437341308,6300,0.3109917860824364,-0.0021787136307454,-0.2708895955668526,-0.2708895955668526,1,sensorimotor output,hindbrain/reticular,-0.0021787136307454,signed_PostDCA,3,sensorimotor output,5000.0,-0.0029231353366919186
Zebrafish,imRF,-0.0226449828261783,6300,0.3100590899500802,-0.0231345974881956,-0.3184747678146715,-0.3184747678146715,1,sensorimotor output,hindbrain/reticular,-0.0231345974881956,signed_PostDCA,3,sensorimotor output,5000.0,-0.023016824677604252
Zebrafish,rNX,-0.0240375823228334,6300,0.3057767917003242,-0.0231380500189062,-0.429277119011305,-0.429277119011305,1,sensorimotor output,other zebrafish region,-0.0231380500189062,signed_PostDCA,3,sensorimotor output,5000.0,-0.02390095954743994
Zebrafish,NX,-0.0049532436415423,6300,0.3049761517065482,-0.0051548129889921,-0.4663358019302886,-0.4663358019302886,1,sensorimotor output,other zebrafish region,-0.0051548129889921,signed_PostDCA,3,sensorimotor output,5000.0,-0.0050366719039188065
Zebrafish,rimRF,-0.0252855614885606,6300,0.3029837656647399,-0.0248755775793752,-0.5382653082167831,-0.5382653082167831,1,sensorimotor output,hindbrain/reticular,-0.0248755775793752,signed_PostDCA,3,sensorimotor output,5000.0,-0.02550767214331749
Zebrafish,raRF,-0.0202947859693509,6300,0.2979164304441501,-0.0216037993306025,-0.7289718585622156,-0.7289718585622156,1,sensorimotor output,hindbrain/reticular,-0.0216037993306025,signed_PostDCA,3,sensorimotor output,5000.0,-0.01987301722128354
Zebrafish,rTS,-0.0082835493100196,6300,0.2964189996255964,-0.0114810305984705,-0.8017729006113566,-0.8017729006113566,0,sensory input,optic tectum / midbrain,-0.0114810305984705,signed_PostDCA,1,visual / optic,5000.0,-0.007907411126223915
