neuron,n_recordings,EdgeStdFCV,ProfileEuclideanFCV,ProfileCorrDistFCV,ProfileTransitionEuclideanFCV,ProfileTransitionCorrDistFCV,EdgeStdFCV_z,ProfileEuclideanFCV_z,ProfileCorrDistFCV_z,ProfileTransitionEuclideanFCV_z,ProfileTransitionCorrDistFCV_z,cell_class,c_out,c_in,DCA,PostDCA,PreDCA,Log10_OutInput_degree,OO_fraction,OO_count,out_degree,in_degree,out_strength,in_strength
IL2VR,13,0.25323925929922375,0.24729144000330944,0.5767830381366267,0.19190405861190718,0.2849866532139875,-0.9278290639129702,-1.023069247496008,1.3730763080354167,-1.1854804768825937,1.0681832744249693,Sensory,0.0154204035266511,0.0036790565008367,0.0117413470258144,0.0041169460878454,0.0259245979936008,0.3979400086720376,0.5714285714285714,8,14,5,150.0,14.0
OLLL,16,0.29707368572916515,0.29599965508683446,0.3560942328694194,0.23410393777675373,0.20497107668533765,0.9789689403326277,0.9955153514007841,-0.5303930377640215,0.8876398040706031,-0.4685062832566448,Sensory,0.0912537537273655,0.0104589530983625,0.080794800629003,-0.0479790230159389,0.0389772717467841,0.1346985738974561,0.4285714285714285,6,14,10,165.0,37.0
OLLR,17,0.2886951344274795,0.2876618869456427,0.3455028762843886,0.2244644781048045,0.1925510178671385,0.6145018718275208,0.6499783546103861,-0.621744851308108,0.4140896485053394,-0.7070320243651198,Sensory,0.0876623796173919,0.0120872451264383,0.0755751344909535,-0.0655555465092243,0.0191452047984927,0.041392685158225,0.4285714285714285,9,21,19,158.0,64.0
OLQDL,17,0.28532089675443884,0.2837114413822554,0.36938600152286194,0.22278196218489058,0.20601012510288502,0.4677224980609349,0.48626246891514147,-0.4157498226147424,0.3314340119103939,-0.4485514829235003,Sensory,0.0141944693849425,0.0115208119700206,0.0026736574149218,-0.0326671478443269,0.0288424075297569,0.2632414347745814,0.5,5,10,5,39.0,62.0
OLQDR,16,0.2770596571845994,0.2733592071634912,0.38150195467531134,0.21370998957598283,0.21539522639897685,0.10835849110760737,0.05724119350326799,-0.3112481674768396,-0.11423765293753341,-0.26831173729941354,Sensory,0.014297730004859,0.0060730992970907,0.0082246307077683,-0.0663809698349079,0.0168308790072615,-0.0871501757189001,0.5,4,8,10,28.0,49.0
OLQVL,16,0.29164299869109844,0.29007535685198577,0.3572719320238648,0.2319139868000811,0.20961371677329393,0.7427339978629613,0.7499983034935634,-0.5202352309992127,0.7800558044506412,-0.37934493676953907,Sensory,0.0200623230649858,0.0174608836504977,0.002601439414488,-0.0640467284785841,0.0290035707616337,-0.2430380486862944,0.4285714285714285,3,7,13,36.0,80.0
OLQVR,12,0.2945271129802515,0.29141645740250094,0.43186864064562863,0.22970582568706963,0.23661338756425898,0.8681929993480793,0.8055767087420365,0.12317098068940127,0.6715772097818282,0.13918050496694095,Sensory,0.0363002633213959,0.0096305443751708,0.026669718946225,0.0031116311161349,0.0084779199831974,-0.146128035678238,0.5555555555555556,5,9,13,90.0,71.0
RIAL,12,0.292917409281195,0.28924875872999956,0.46645845472549347,0.23666791168742182,0.2658530015223422,0.798170871747221,0.7157421059372143,0.42151257848003437,1.0135981342657467,0.7007237867795757,Interneuron,0.3454455440256369,0.2051674839254974,0.1402780601001394,-0.1068063283929411,0.0354208623053253,-0.1210436927247757,0.3703703703703703,10,27,36,400.0,434.0
RIAR,8,0.2884833108980627,0.28354572107272313,0.48186143888100563,0.22521248678245184,0.2601382103370436,0.605287546101374,0.47939462405626887,0.5543652990262924,0.4508364826349376,0.590971906961089,Interneuron,0.4136600387534331,0.1695153973588497,0.2441446413945833,-0.1128020250203806,0.0216750078415793,-0.1413291527964693,0.32,8,25,35,447.0,421.0
RIBL,10,0.273810054968171,0.2783295866440466,0.19607129169935186,0.21412678300053364,0.12182381446417781,-0.03299923900393079,0.2632255732001408,-1.9106114986555287,-0.09376217010430285,-2.0653394893427413,Interneuron,0.0404782168788827,0.078570027683547,-0.0380918108046642,-0.0017944493823752,0.0543817177280562,-0.1249387366082999,0.0,0,17,23,82.0,218.0
RIBR,3,0.29103782938874206,0.2946593898381326,0.24239186512055413,0.23244758728476478,0.15255276521122516,0.7164091269351273,0.9399715630515945,-1.5110905919182982,0.8062695758788232,-1.4751936729891875,Interneuron,0.0349234984570542,0.0860313724136596,-0.0511078739566054,-0.0082841723681434,0.0584895164387817,-0.0202033860882869,0.0,0,20,21,61.0,226.0
RICL,16,0.27550952852261956,0.2713998667141764,0.4119932777085414,0.21541695972768968,0.2307759744226663,0.04092787823735208,-0.023958547612275758,-0.04825658239689651,-0.030380672526246478,0.027073685173584387,Interneuron,0.0951204447533117,0.0118476041217332,0.0832728406315784,-0.1487716846368256,0.0147470578981035,0.0669467896306132,0.45,9,20,17,94.0,88.0
RICR,10,0.25683384766342143,0.2532931773509891,0.4599939637212304,0.1979535503954922,0.2522744956028763,-0.7714644327961178,-0.7743429380659663,0.3657555116550441,-0.8882918508910521,0.4399502079265866,Interneuron,0.0905812549454138,0.018376140676365,0.0722051142690488,-0.125830984124138,0.0181399683287867,0.0193051551953866,0.4090909090909091,9,22,21,99.0,105.0
RID,14,0.2921307738912364,0.29420496747469993,0.2448304714220251,0.23820515984740503,0.16502249417717213,0.7639522241269692,0.9211392165439977,-1.490057298744668,1.089117315846104,-1.2357140226459868,Interneuron,0.0005853074420018,0.0159813441927914,-0.0153960367507895,0.0108227569268958,-0.0239406992120579,-0.2218487496163564,0.0,0,8,14,16.0,55.0
RIH,14,0.3001128792168795,0.29646273745319174,0.4010628860382628,0.2356419559092562,0.23180090220716568,1.1111738885632625,1.014706589083104,-0.1425326171815589,0.9631968114854667,0.046757300441344046,Interneuron,0.0985510824411609,0.0105563585481708,0.0879947238929901,0.0518737270452255,0.0104559454494933,0.0791812460476248,0.7931034482758621,23,29,24,266.0,110.0
RIML,7,0.2847754770515607,0.2918344121622991,0.19876698424658387,0.2407315579912181,0.1364217628212274,0.44399673532998074,0.822897750782223,-1.887360803527865,1.213229690889688,-1.784987640652111,Interneuron,0.0948236193503388,0.0698418315433531,0.0249817878069856,-0.0410927478715281,0.0277581148191426,-0.0170333392987803,0.375,9,24,25,174.0,207.0
RIMR,7,0.28664498853541287,0.2901871388248187,0.21242991961848975,0.23840120727703681,0.14409754169287695,0.5253205042635375,0.7546308150402908,-1.769516227666517,1.0987483837648233,-1.6375752273338904,Interneuron,0.0810545124267285,0.1036615293802206,-0.022607016953492,-0.043059513472717,0.0455336622273041,-0.0725506671486117,0.0,0,21,25,153.0,249.0
RIR,4,0.30104208113582814,0.2951348815059263,0.5637291117278381,0.22550031027331413,0.2697048328207148,1.151594181672931,0.9596770717807938,1.2604845128541189,0.4649761609480076,0.7746977452380392,Interneuron,0.0293406036217158,0.0162943542693672,0.0130462493523485,0.0444727599698452,0.0268520614976934,0.088941083336781,0.8461538461538461,22,26,21,103.0,70.0
RIS,3,0.2914670276095494,0.2907891431553688,0.3754470836104093,0.2198477160979441,0.1926438464482818,0.7350792539908375,0.7795793102383541,-0.36347220961098586,0.18728561166512456,-0.7052492625894016,Interneuron,0.068907915863295,0.0089077718043851,0.0600001440589098,-0.0219287788226396,-0.0137384618947002,0.136219747017989,0.4,10,25,18,181.0,37.0
RIVL,18,0.3216756176762527,0.31908100416206503,0.4815734328130456,0.25836701662949507,0.27570574879471255,2.0491532351418265,1.9520615045522722,0.5518812096267309,2.079593000227761,0.8899446173325665,Motorneuron,0.0248679297695756,0.0256423152642051,-0.0007743854946294,-0.0142884036173601,0.0324876634470004,-0.104735350520013,0.0,0,10,13,44.0,42.0
RIVR,16,0.31457523196340853,0.310470797813194,0.5020615395391219,0.2529232566655556,0.28241583138563814,1.740286383005322,1.5952340186887384,0.7285937667468562,1.8121616850384723,1.018810949314372,Motorneuron,0.0221701966153115,0.0331655187193868,-0.0109953221040752,0.0019053193605542,0.0898898680120463,0.0321846833714012,0.0,0,13,12,52.0,35.0
RMDDL,16,0.26813279368848014,0.26752821291589374,0.33058712716349103,0.20684353756546076,0.1799613600557152,-0.2799601635411116,-0.18440911464849258,-0.7503951069786986,-0.45156044160237,-0.9488148938126941,Motorneuron,0.0279884211556763,0.24051226023573,-0.2125238390800536,-0.0754488343026981,0.0582212357254226,-0.4313637641589873,0.0,0,9,26,41.0,309.0
RMDDR,12,0.2516176940270782,0.24822306468671038,0.391666162636465,0.19297974374551455,0.20887920966757542,-0.9983671700662,-0.9844604987533073,-0.22358056578330948,-1.1326361391609128,-0.39345105770708483,Motorneuron,0.0364161701557001,0.2324896248763036,-0.1960734547206034,-0.1916640041512533,0.0618211414162167,-0.7403626894942439,0.0,0,3,21,30.0,290.0
RMDL,14,0.2935769765960831,0.2923430324664588,0.3941223331745808,0.23376111634517097,0.22555394278634816,0.8268620567842695,0.843976189212012,-0.2023957788082818,0.8707982851699595,-0.07321480656202024,Motorneuron,0.0629871521412381,0.103970152205671,-0.0409830000644328,0.059394912417754,0.0471625234151796,-0.0157942671832319,0.0,0,26,27,95.0,180.0
RMDR,5,0.2718454824146134,0.2705731338561324,0.29648707423818876,0.2218347617770693,0.1942044690543953,-0.11845816545541332,-0.05822032895219473,-1.0445124517840276,0.28490164228178083,-0.6752776924734528,Motorneuron,0.0578955885766969,0.1413504575267968,-0.0834548689500998,0.0535552292500498,0.0671156029426061,-0.3309932190414244,0.0,0,13,29,71.0,200.0
RMDVL,14,0.27276614949495487,0.270637020903035,0.3902688627963938,0.2081867675050598,0.2076199447157927,-0.07840913791366,-0.05557269736221763,-0.23563245672198047,-0.38557264057364093,-0.4176350901881365,Motorneuron,0.0517781043869961,0.2454937422646028,-0.1937156378776067,-0.1382482450584932,0.0752928416535763,-0.2430380486862944,0.0,0,11,20,58.0,277.0
RMDVR,14,0.2608339864652326,0.2581242620725414,0.44297821150807043,0.1968471984661266,0.22389802129260997,-0.5974583534377049,-0.5741312653908665,0.21899245906498263,-0.9426427321739095,-0.1050165803936055,Motorneuron,0.0558901936205764,0.2228200938338334,-0.166929900213257,-0.1408615511985976,0.0708327969591204,-0.2477844837107561,0.0,0,12,22,64.0,269.0
RMED,3,0.2765632742554811,0.2808250825634198,0.186762963791268,0.23624877976417177,0.1341176930243454,0.0867658285436952,0.3666448756898427,-1.9908970247484095,0.9930077698457362,-1.8292370249675565,Motorneuron,0.005067764103388,0.0086706635428589,-0.0036028994394709,-0.1161553818148788,-0.0362869662245754,-0.4771212547196624,0.0,0,4,14,7.0,73.0
RMEL,15,0.2893080057875039,0.28754635121555494,0.29758803371748166,0.22671005230793118,0.1772354086670859,0.6411617823437789,0.6451902784105594,-1.0350165345930131,0.5244062066334311,-1.0011664635368025,Motorneuron,0.0003684194779962,0.0070440812822718,-0.0066756618042755,0.0299403921694243,0.0152548246003603,-0.4149733479708179,0.0,0,4,12,5.0,73.0
RMER,17,0.2928991052368582,0.29538707311821644,0.24207917722320382,0.22584651855014576,0.14375137348178194,0.7973746456287664,0.9701284936542258,-1.5137875652726474,0.48198406273203437,-1.644223346341076,Motorneuron,0.0002153831849629,0.0108925839611838,-0.0106772007762209,0.0352811430380435,0.0176861883629082,-0.7533276666586115,0.0,0,2,16,7.0,84.0
RMEV,6,0.2809325844578818,0.28012281451716575,0.32969545416724105,0.22865061271989306,0.20054170233440385,0.27683086765589193,0.3375412129907497,-0.7580859013204594,0.6197385920826374,-0.5535718868232907,Motorneuron,0.0050040560477985,0.0109314478079501,-0.0059273917601516,-0.0497425749578729,0.0050314622575741,-0.3245110915135041,0.0,0,8,18,10.0,93.0
RMGL,6,0.23346018928716958,0.22875524041306924,0.5110005593310764,0.1828420736198582,0.27133891307301367,-1.7882188145373237,-1.7912535661119389,0.8056939628119806,-1.6306614879306043,0.8060800606453692,Interneuron,0.0465721148450494,0.0074243133607405,0.0391478014843088,-0.064570897442933,0.0069226372171253,0.1691423991003534,0.4666666666666667,14,30,20,91.0,57.0
SAADL,3,0.29592267161417873,0.29215120136976647,0.4756295939248467,0.22187709466521302,0.2507784778511384,0.9288998143952236,0.8360262510607444,0.5006148343053437,0.2869812967902516,0.41121936629628436,Interneuron,0.0510083097367882,0.0088612988911434,0.0421470108456448,-0.1010687288441655,-0.0008080246668527,0.0,0.2857142857142857,4,14,14,59.0,75.0
SAADR,4,0.28878265807976733,0.2873125091745029,0.39484946545105754,0.21498648881280694,0.2077466992173319,0.6183091516096213,0.6354993065317339,-0.19612416934925628,-0.0515280786720748,-0.4152007851771029,Interneuron,0.0822206858769137,0.0169744699683857,0.065246215908528,-0.1204589684187786,0.0181883324272895,0.0579919469776867,0.4,6,15,13,87.0,68.0
SAAVL,11,0.27636035568107764,0.2729618507157094,0.39674679874066904,0.21884877657083887,0.2228580409541783,0.07793886845297074,0.04077379463863513,-0.17975942555916,0.13821149500716118,-0.12498927815564587,Interneuron,0.1566829837466338,0.0132612421206617,0.143421741625972,-0.1512837405952934,0.0015495056890599,0.0917703733556453,0.25,5,20,16,151.0,62.0
SAAVR,4,0.279172419987471,0.27634758990067476,0.3711206287989984,0.22180467406568835,0.2236871929882342,0.20026369494091495,0.18108690122512835,-0.40078843912945195,0.28342354694345934,-0.10906551271220181,Interneuron,0.1123290443815807,0.0115084924727947,0.100820551908786,-0.1553687869686359,-0.0550444047887704,0.1346985738974561,0.2857142857142857,4,14,10,108.0,44.0
SMBVR,2,0.3052795358898487,0.3042570655949665,0.35266189418459915,0.2680406713406223,0.234791144719865,1.335923507413311,1.3377221362296077,-0.5599974006271325,2.5548230285943423,0.10418454952896904,Motorneuron,0.0070250805030563,0.0256593540115822,-0.0186342735085259,0.0171129176168821,0.0277254575230129,-0.0791812460476248,0.0,0,14,17,56.0,95.0
SMDDL,6,0.27368137142241655,0.27094202131654754,0.36498491261537275,0.21321579814899416,0.20579054974088884,-0.038596974578639885,-0.04293275282066854,-0.4537097808165209,-0.13851540657662115,-0.45276840143539626,Motorneuron,0.0403109213280569,0.1532627732538385,-0.1129518519257815,0.0352876123337124,0.0629079901978606,-0.1139433523068367,0.0,0,19,25,95.0,220.0
SMDDR,4,0.28712138005811744,0.2864101297075055,0.39460286918451426,0.20716312909867785,0.2003980861801165,0.5460435404411504,0.5981025493046815,-0.1982510938825845,-0.43586011965251015,-0.5563300178545498,Motorneuron,0.0214864855380517,0.1742205195423269,-0.1527340340042751,0.0087023418880462,0.0624276012326744,-0.1684044303893902,0.0,0,18,27,71.0,238.0
SMDVL,16,0.30017875640649966,0.29904212457277113,0.41010634133733087,0.23456019764594818,0.2338325286921102,1.1140395469948554,1.1216025429842524,-0.06453165142780827,0.9100541238964288,0.08577444360228592,Motorneuron,0.0777479692941658,0.1440133355601709,-0.0662653662660051,0.0353375882419749,0.0865327352777593,-0.20712549279565,0.0,0,17,28,163.0,169.0
SMDVR,12,0.28280306944742906,0.2802153902595497,0.42956331050981517,0.22005157509917037,0.23405574935989368,0.3581969840972808,0.34137777254209584,0.10328721159583307,0.19730043251914012,0.09006136977495167,Motorneuron,0.0639169316623753,0.1360185214652212,-0.0721015898028459,0.0272627736396793,0.0623310882135218,-0.1674910872937636,0.0,0,16,24,140.0,171.0
URADL,8,0.249815472589209,0.2422864754902887,0.5246446550313739,0.20023369285095705,0.2801795236971047,-1.0767638213017292,-1.230486913421234,0.9233760440812359,-0.7762770854121903,0.9758629281687391,Motorneuron,0.0025582324434584,0.0025780684671335,-1.983602367512747e-05,-0.006445655224464,0.008569245915579,-0.0791812460476248,0.0,0,4,5,27.0,32.0
URADR,4,0.22548007558117952,0.2182565192125113,0.6012033242547176,0.18638960026723697,0.325985492517252,-2.1353538434980557,-2.2263456114110007,1.5837044184425404,-1.4563849358302068,1.8555610696950553,Motorneuron,0.0028396220730899,0.0029881797410297,-0.0001485576679397,-0.0164230688380995,0.0245333262156603,-0.0791812460476248,0.0,0,4,5,21.0,21.0
URAVL,7,0.24427359067047763,0.23758258209579944,0.49382917574730645,0.19332495254938656,0.2672859602397412,-1.317835742233349,-1.4254274741600326,0.6575885696222586,-1.1156773376990636,0.7282435872127759,Motorneuron,0.0141338656413987,0.0065158205534831,0.0076180450879155,-0.0316193482880172,-0.0198106262262553,0.1597008428675118,0.4166666666666667,5,12,8,57.0,33.0
URAVR,2,0.24383643281385464,0.2338319658467587,0.6204049907123517,0.1867193698304483,0.293219993467864,-1.336852113529578,-1.580861956489205,1.7493212626957764,-1.44018460580405,1.226303587267327,Motorneuron,0.0056163215042282,0.0033878446383292,0.002228476865899,-0.0013509457379679,0.0179200981281793,0.2430380486862944,0.5384615384615384,7,13,7,42.0,27.0
URBL,15,0.24484203256170683,0.2412854510782915,0.38180270973065805,0.18934817921314495,0.21087261321165404,-1.2931085140703937,-1.271971752430675,-0.308654116420405,-1.311041154356247,-0.3551679815446037,Interneuron,0.0065487934024625,0.0028028767703239,0.0037459166321386,0.0151356690304579,0.0224793630567143,0.5563025007672873,0.5882352941176471,10,17,4,63.0,16.0
URBR,9,0.23319819114534956,0.22817596960364483,0.402887315439708,0.1807345131032973,0.2183090921645562,-1.7996157364232963,-1.815259929976627,-0.12679667880887413,-1.7341979562022536,-0.21235129448677573,Interneuron,0.006507231187288,0.0067352683890753,-0.0002280372017873,0.0219748405314457,0.0282070519255408,0.4436974992327127,0.0,0,24,8,71.0,37.0
URXL,15,0.25809755085780733,0.2578283344725085,0.3085003371544866,0.1982919724618827,0.1766262430150164,-0.7164933307363014,-0.5863952109037646,-0.9408965131481047,-0.871666456144882,-1.0128654168786977,Sensory,0.0287119747567123,0.0118891403606802,0.0168228343960321,0.0381057915407909,0.0200050339790527,0.1249387366082999,0.782608695652174,18,23,17,89.0,70.0
URXR,14,0.24656951456954715,0.2432677469296292,0.3790296018861206,0.18894026018591586,0.20938494096717822,-1.217963028816134,-1.1898206847082047,-0.33257252844987695,-1.3310806716504051,-0.38373854870811375,Sensory,0.0407230929713531,0.0133391048434014,0.0273839881279516,0.0304554844923097,0.0238950085354862,0.088941083336781,0.6153846153846154,16,26,21,131.0,75.0
URYDL,13,0.28062733742442847,0.27949096055947165,0.32383197778090267,0.22066322868637606,0.19341645826095835,0.2635526185353997,0.3113556780544733,-0.8086591397214759,0.22734865733989248,-0.6904113453214256,Sensory,0.0524577638750026,0.0050990356927866,0.0473587281822159,-0.1082198964317172,0.0173016284798848,0.1760912590556812,0.3636363636363636,4,11,7,65.0,22.0
URYDR,13,0.2793892131021609,0.27586754873457586,0.4446138773288947,0.22167462197601911,0.24996937496420854,0.20969419767797273,0.16119285043591255,0.23310028726288837,0.2770345801973595,0.39568064232058503,Sensory,0.0398270639993582,0.0016019697261201,0.0382250942732381,-0.0869393635161708,0.0284466316757938,0.3979400086720376,0.4285714285714285,6,14,5,62.0,9.0
URYVL,17,0.28533017704607877,0.2835460939607083,0.31702682305186375,0.22636312494582944,0.1897661965106972,0.4681261908435045,0.47941007742368663,-0.8673544750125607,0.5073629789127738,-0.760514184765724,Sensory,0.0822996625052784,0.004270913585161,0.0780287489201174,-0.050768606334913,0.0151823209815333,0.516629796003336,0.5909090909090909,13,22,6,143.0,16.0
URYVR,12,0.267649065576352,0.26406094261578894,0.4015050370025917,0.21378177326409953,0.23331771772959556,-0.3010023414347278,-0.3281010650926205,-0.13871900821395974,-0.11071119213666208,0.07588756076525491,Sensory,0.1012562427499321,0.0054219203718875,0.0958343223780446,-0.0965866123587528,0.0231846249185374,0.2304489213782739,0.3125,5,16,9,138.0,20.0
