neuron,n_recordings,EdgeStdFCV,ProfileEuclideanFCV,ProfileCorrDistFCV,ProfileTransitionEuclideanFCV,ProfileTransitionCorrDistFCV,EdgeStdFCV_z,ProfileEuclideanFCV_z,ProfileCorrDistFCV_z,ProfileTransitionEuclideanFCV_z,ProfileTransitionCorrDistFCV_z,cell_class,c_out,c_in,DCA,PostDCA,PreDCA,Log10_OutInput_degree,OO_fraction,OO_count,out_degree,in_degree,out_strength,in_strength
CEPDR,17,0.23820530831069392,0.2354475986085099,0.3561543105034381,0.18371111011085917,0.1937830208650252,-1.4307098325454521,-1.3862475243057668,-0.3780210137256003,-1.5603795359785944,-0.5560951900393609,Sensory,0.0145604018941455,0.0045324933147365,0.0100279085794089,0.0292962675616043,0.0358032711083191,0.3010299956639812,0.5714285714285714,12,21,10,138.0,20.0
CEPVL,15,0.2485317551025673,0.24517236601118625,0.33706824358018095,0.19262847851290196,0.19111563660108766,-1.0181269934568409,-1.0118558645653737,-0.5351916521310143,-1.1438497953147406,-0.6046383232859066,Sensory,0.0304871621491778,0.0168232652564016,0.0136638968927762,0.008011582336464,0.040540942258045,0.1962946451439682,0.5714285714285714,12,21,13,138.0,44.0
CEPVR,11,0.23965536722385475,0.23648104208164297,0.35061045575208244,0.19178224590144743,0.20428461463345143,-1.3727741809805343,-1.3464612136277665,-0.4236737505624236,-1.1833772695984883,-0.3649790196045534,Sensory,0.021202510203918,0.0166600098375486,0.0045425003663694,0.0209005380391964,0.0403269229414609,0.0202033860882869,0.6190476190476191,13,21,20,122.0,60.0
FLPL,16,0.25792229232200703,0.25216892756450304,0.500633875360512,0.20514512712038785,0.272715367076496,-0.6429374839720555,-0.7424967957097841,0.8117445642967713,-0.5591978931613704,0.8803770316081301,Sensory,0.2544461877441418,0.0124934598411901,0.2419527279029516,-0.1149491501054033,0.080275585349633,0.3273589343863303,0.5,8,16,7,241.0,25.0
FLPR,9,0.22608074679761986,0.2193851408306294,0.5355571685265038,0.17416378543034552,0.2718735002756929,-1.9151345444129781,-2.004632517793183,1.0993321696524825,-2.006334496446187,0.8650560848515116,Sensory,0.1370130320348636,0.00387862312235,0.1331344089125136,-0.0595770609716446,0.0560912591379397,0.4771212547196624,0.5294117647058824,9,17,5,170.0,11.0
IL1DL,15,0.25198909941527153,0.2479427182146173,0.35643668410447327,0.19852334578526543,0.20899176960467156,-0.879992264155283,-0.9052006905585838,-0.37569571332075613,-0.868500900270446,-0.27931455270739486,Sensory,0.0091440088516174,0.0114305698693937,-0.0022865610177762,-0.0470399069015458,0.0336350446821504,0.0579919469776867,0.0,0,7,6,32.0,56.0
IL1DR,16,0.2684767203973977,0.2661973918678844,0.31929352956723456,0.20956192207947186,0.18528218051057257,-0.22124588103578297,-0.2024180651165619,-0.681563513872956,-0.3528896667959291,-0.710800093870746,Sensory,0.0540625868977766,0.0054757329219222,0.0485868539758544,-0.0867933481889605,0.0026435777515531,-0.041392685158225,0.5555555555555556,5,9,10,94.0,63.0
IL1L,15,0.2875354355233786,0.2851256071814091,0.38826322403434255,0.22388971153509044,0.22384910196736643,0.5402259935151483,0.5262950910668701,-0.11360936419884395,0.3163605152272742,-0.008929263897951971,Sensory,0.0673965248892423,0.0034977192365811,0.0638988056526612,-0.1317128809018447,-0.0039304772272032,0.1139433523068367,0.5,6,12,9,76.0,33.0
IL1R,13,0.2774475767298586,0.27762622658056996,0.24682344840221893,0.22248889976458727,0.16202324367983534,0.13717569894229092,0.2375781034091122,-1.278342775299431,0.2509286818454783,-1.1340843146754274,Sensory,0.0647318883846764,0.0085112511694956,0.0562206372151807,-0.1190846052040121,-0.0438247959518256,-0.0321846833714012,0.25,3,12,13,77.0,35.0
IL1VL,11,0.26936783640091105,0.26486647120340134,0.4384757015912177,0.2101837927373484,0.24265775745245996,-0.18564223361504725,-0.25365688409555953,0.29988217312333487,-0.323842125842878,0.33336527601714516,Sensory,0.0419558718869163,0.0067215960103182,0.035234275876598,-0.1106772305974841,0.0182299836093794,0.1549019599857432,0.4444444444444444,4,9,6,61.0,55.0
IL1VR,12,0.27899730669398315,0.2779735690080191,0.322181700266233,0.2200717330921356,0.1945900666176377,0.19909360752265415,0.25095036235642226,-0.6577799007057897,0.1380229722431966,-0.5414079437978704,Sensory,0.0558438431338292,0.0076571138206982,0.0481867293131309,-0.115110472722582,0.0178492388328706,0.0,0.625,5,8,8,77.0,63.0
IL2DL,16,0.24728051129128276,0.24287269524951513,0.5352794018615586,0.19075531496277853,0.2746116847770712,-1.0681191867500948,-1.1003903783144175,1.09704480661259,-1.23134515185683,0.9148876958799953,Sensory,0.0083005260441696,0.0002051224527916,0.008095403591378,-0.0110232982195794,0.0088692614077105,0.6690067809585756,0.2307692307692307,3,13,2,85.0,2.0
IL2DR,16,0.2465577754544054,0.24073062388712996,0.5276836300655833,0.19436033926417184,0.2865427624353147,-1.0969953732544986,-1.1828575078032975,1.0344948686313629,-1.0629546839916402,1.1320187258441734,Sensory,0.0100131998556881,0.0026402819747694,0.0073729178809187,-0.000330936826991,0.0282467465529815,0.414973347970818,0.4166666666666667,5,12,4,115.0,14.0
IL2L,15,0.24700243815277187,0.24344533159666473,0.4301326950935135,0.19188034773156348,0.2356390488466236,-1.079229320494394,-1.0783445788048054,0.23117887962985756,-1.1787949390257684,0.20563335839353172,Sensory,0.0119609874415818,0.0035258985926556,0.0084350888489262,0.0214399059599487,0.0207946452853961,0.146128035678238,0.6153846153846154,8,13,9,107.0,15.0
IL2R,11,0.25460143601747054,0.2514691221439062,0.35570171344093365,0.20313360545767864,0.2176551738591173,-0.775618971607205,-0.7694384491256248,-0.38174807648506065,-0.6531559488043394,-0.12165118459880199,Sensory,0.0063348339224235,0.0028515247971367,0.0034833091252868,0.0348992853034019,0.0434480259894494,0.3590219426416679,0.6666666666666666,10,15,6,87.0,11.0
IL2VL,11,0.23731660818484054,0.23154050855893632,0.5529853013273832,0.18445267492296738,0.28174485776815056,-1.466216955993911,-1.5366657161087347,1.2428499918178622,-1.5257410882946214,1.0447027254046408,Sensory,0.0124798931973487,0.0019687035538685,0.0105111896434801,0.0085666374188124,0.0879947238929901,0.8129133566428556,0.6666666666666666,8,12,1,103.0,4.0
IL2VR,13,0.2545067315400118,0.24854058340556015,0.5432042431110341,0.19788583650864786,0.27585467777191164,-0.7794027941525437,-0.8821836113967214,1.162304577703713,-0.8982789201624454,0.9375086490695411,Sensory,0.0154204035266511,0.0036790565008367,0.0117413470258144,0.0041169460878454,0.0259245979936008,0.3979400086720376,0.5714285714285714,8,14,5,150.0,14.0
OLLL,16,0.29725001687091596,0.29564085526535683,0.3584486862765352,0.23873555362662036,0.21475428430094015,0.9283623615908017,0.9311192909390148,-0.35912720462131753,1.0098089046540144,-0.1744438287858207,Sensory,0.0912537537273655,0.0104589530983625,0.080794800629003,-0.0479790230159389,0.0389772717467841,0.1346985738974561,0.4285714285714285,6,14,10,165.0,37.0
OLLR,17,0.2936634825737412,0.2922163524903889,0.342958286865285,0.23304359299072896,0.20335702998975172,0.7850659758503015,0.7992801194074703,-0.4866881093593355,0.7439377663713811,-0.38185992632854215,Sensory,0.0876623796173919,0.0120872451264383,0.0755751344909535,-0.0655555465092243,0.0191452047984927,0.041392685158225,0.4285714285714285,9,21,19,158.0,64.0
OLQDL,17,0.29342131049145737,0.2916786052052312,0.3691249286998666,0.2286978992122712,0.20650835006481458,0.7753902328507545,0.7785775061443833,-0.2712100950254555,0.5409506718681565,-0.32450975283667616,Sensory,0.0141944693849425,0.0115208119700206,0.0026736574149218,-0.0326671478443269,0.0288424075297569,0.2632414347745814,0.5,5,10,5,39.0,62.0
OLQDR,16,0.27598816554572914,0.27417761097620136,0.3525609637201576,0.21876779670985821,0.21189110456853757,0.07886638675761383,0.10481061741547863,-0.4076116365716327,0.07711618240733634,-0.2265502002366505,Sensory,0.014297730004859,0.0060730992970907,0.0082246307077683,-0.0663809698349079,0.0168308790072615,-0.0871501757189001,0.5,4,8,10,28.0,49.0
OLQVL,16,0.2935227065584287,0.29127023676753605,0.35844141010210084,0.23097566536567782,0.21111740318781086,0.7794414111530898,0.762855820386408,-0.3591871227273158,0.6473449916266646,-0.24063061966681212,Sensory,0.0200623230649858,0.0174608836504977,0.002601439414488,-0.0640467284785841,0.0290035707616337,-0.2430380486862944,0.4285714285714285,3,7,13,36.0,80.0
OLQVR,12,0.2809612852852454,0.278676875554015,0.407466304210746,0.2155224100283201,0.22106086261606103,0.27756240510847147,0.2780268048211759,0.044524859201469376,-0.0744756339075898,-0.059671812012815524,Sensory,0.0363002633213959,0.0096305443751708,0.026669718946225,0.0031116311161349,0.0084779199831974,-0.146128035678238,0.5555555555555556,5,9,13,90.0,71.0
