Subject,RegionID,Region,NRegionNeurons,NLocalEdges,NIter,Delta,MeanCellDCA,Rank1PostDCA,Rank1PreDCA,InterOutEdges,InterInEdges,NEdges,NNeurons,MaxIter,Tol,RawFile
13,11,T,1384,9032,29,5.876355190904638e-10,0.0028463252454654386,-0.016318893787497325,-0.004972544627542515,1089325,347763,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,12,aRF,603,2394,37,7.147660740306237e-10,-0.003057510225228328,-0.0172320584406476,-0.004322616703001869,278027,167996,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,13,imRF,814,5302,42,9.500580146485197e-10,-0.0005084895070351529,-0.023470101176965665,0.0015337284085443826,197421,267579,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,14,pRF,953,6645,47,8.631050651012335e-10,-2.465947553354688e-05,-0.01601816941631331,0.00562772945016611,199639,671561,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,15,GG,0,0,0,,,,,0,0,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,16,Hb,556,1608,141,9.748996781015686e-10,0.00010307857261337274,0.017656068142614074,-0.0012642853454947103,18293,107,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,17,Hi,480,1050,9,7.787670215461808e-10,0.0017110241748059028,-0.029704754644166758,-0.000659139244945852,26955,11000,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,18,HR,382,1175,15,4.580709195535103e-10,-0.016519683092274015,-0.012777015137817236,-0.003705576291640224,36286,69311,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,19,OG,66,93,114,8.683834615353715e-10,-0.0005631900382905959,-0.002634948668768735,-1.532697134943395e-07,274,123,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,20,OB,254,419,128,9.415843746603283e-10,-0.0008902325671634072,-0.0159731109914859,7.447734217106065e-05,52,62,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,21,OE,53,46,23,4.485582880760639e-10,-0.005034199735579476,-0.0050392175125066555,-0.00011139975291783914,5,8,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,22,P,1563,5554,84,9.561984818288036e-10,-7.953995151349956e-05,-0.00321459054689495,-0.031528811075034614,11814,6834,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,23,Pi,0,0,0,,,,,0,0,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,24,PT,420,1528,40,7.201904455356143e-10,0.002757574050109703,-0.005669476102618531,-0.0034944713222827685,100171,277663,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,25,PO,557,1182,19,5.535275246414426e-10,-0.0009635952349526005,0.007327566927980583,0.009532968768143059,130201,101434,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,26,PrT,541,1666,25,9.784040383529817e-10,-0.005287832105255896,-0.019415297314702314,-0.003113581048790848,177473,202577,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,27,R,0,0,0,,,,,0,0,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,28,SP,988,2266,214,9.670086702932064e-10,-0.0003055728606768266,2.004027378927806e-05,-0.024163554984264295,19372,4215,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,29,TeO,7514,54417,90,9.03084821484371e-10,-0.0010399898528656016,-0.013088798340964877,-0.0013687150862847779,893580,1095059,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,30,Th,901,1915,80,9.126770184334052e-10,-0.0035308593246956414,-0.015836129521766502,0.0019635737328919348,108794,294001,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,31,TL,192,340,71,9.601914398756086e-10,-8.46384807784239e-05,-0.056301524459998094,-0.006168470372111792,10608,1708,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,32,TS,118,101,141,9.90929241403486e-10,-0.0028775501404491636,-0.011043813598264667,-0.006350369558564973,37080,69388,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,33,TG,2,0,0,,,,,0,0,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,34,VR,129,252,291,9.451015375408222e-10,-0.002926657050683463,-0.0137257683626915,0.019977638365413462,1199,261,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,35,NX,340,1565,31,7.174967871123346e-10,-0.0009219853804745566,-0.0014158128922831623,0.003945922065335835,55189,66995,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,36,rMON,1179,21658,17,3.1594171117622195e-10,-0.006078960787040033,-0.02435243616014552,-0.004431063831244132,285519,193997,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,37,rCb,1969,10601,21,3.940584993674324e-10,-0.00183320390956529,-0.024139818395121596,-0.0018605852498350252,239427,193025,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,38,rMOS1,1455,73992,14,2.909347380401191e-10,0.003375761536520753,-0.012128860400230559,0.005108066054360268,440824,757094,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,39,rMOS2,648,4306,12,5.266992978878338e-10,5.038807882316839e-05,-0.002803794485975354,0.009550877438689985,73498,391001,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,40,rMOS3,1513,19694,31,7.598829345628054e-10,0.009809035561191183,-0.021214331677309226,-0.007136326734474352,895470,260858,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,41,rMOS4,1291,6569,26,7.971378637184065e-10,0.0009364888199069944,-0.01697858120082076,0.002330104452313197,379065,125627,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,42,rMOS5,1685,25116,16,2.966906787915944e-10,0.0025916849778944537,-0.01714187212105394,-0.0053723695904568285,522482,143714,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,43,rIPN,121,200,16,2.2913175798592946e-10,-0.01754668095686942,-0.015996913442824407,-0.0005640615097778684,9233,19766,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,44,rIO,36,56,37,8.907833569173873e-10,0.010599759103939975,0.01583648174649412,-0.009813419591460688,245,7,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,45,rHc,67,42,230,9.621402977140285e-10,-0.007965550793315878,-0.00181796747109984,-0.007007961623143239,2219,4678,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,46,rRa,231,374,26,8.465331330833598e-10,-0.0022742356230855167,-0.01903450722925822,0.006156675372677416,41344,124412,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,47,rT,1382,10471,33,7.451091864132835e-10,0.0015966276672981132,-0.016243159770314264,-0.002443982381807431,769610,397518,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,48,raRF,704,2210,68,8.457401694404843e-10,-0.005550389266055875,-0.027619399326916042,-0.004272951261117523,181998,133298,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,49,rimRF,777,5307,37,9.373845211801952e-10,0.0016934224381604391,-0.02300547033168945,0.002901527015826419,190903,290503,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,50,rpRF,1043,10717,75,9.152606761055634e-10,-0.002390864948502252,-0.01012222993988594,0.00671243016555675,140693,762765,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,51,rGG,0,0,0,,,,,0,0,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,52,rHb,466,912,125,9.339321792643023e-10,-0.00040361534292742795,0.00792278050286064,0.00040842210466145005,9193,71,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,53,rHi,442,715,11,6.725415121197162e-10,0.008310309716370017,-0.012619466204396183,0.001167424415298666,34200,13532,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,54,rHR,315,828,13,3.8821780780086527e-10,-0.00836709521020182,-0.013381198729461903,-0.004476522148337409,13388,114873,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,55,rOG,23,22,58,8.686510572951204e-10,-0.012816217216649222,-0.0016526553453508953,,137,0,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,56,rOB,138,116,250,9.953474302101864e-10,-0.0010586604936547893,0.008267727707941356,-0.0061825970173802645,18,869,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,57,rOE,55,62,127,9.404047862824173e-10,0.0031543676960862632,0.037446949710328456,0.06667465520735653,10,7,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,58,rP,1354,3882,121,9.225292658137826e-10,-0.000193404947929733,0.010117979155693579,-0.011346562827873235,61499,11318,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,59,rPi,0,0,0,,,,,0,0,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,60,rPT,499,1482,93,9.561462845508001e-10,-0.0031022244505210486,-0.0064871506149012026,-0.003032975817091576,104174,195050,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,61,rPO,624,1442,198,9.940102559475668e-10,0.00020848599387359514,0.006876921425674397,0.007359553620396592,156956,97820,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,62,rPrT,493,1086,27,7.813101747242069e-10,-0.007356544050649984,-0.021209787147289372,-0.004426857425228458,173286,206170,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,63,rR,0,0,0,,,,,0,0,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,64,rSP,1066,3097,65,8.461486492582403e-10,9.955858643489576e-05,0.00970147290976836,1.2826985882739477e-05,7307,910,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,65,rTeO,7228,55211,180,9.43554855109288e-10,-7.48176459095275e-05,-0.021880788298085853,-0.0051702952012688316,718689,1396122,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,66,rTh,1300,6515,20,5.07738962649636e-10,0.002396423106343732,-0.012212410780982876,-0.003144881470573737,271696,373305,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,67,rTL,126,163,300,2.81053329588408e-06,0.0020880214763433873,-0.030557824846188592,-0.013147245911218576,6224,2514,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,68,rTS,144,122,196,9.240338063508339e-10,-0.0008191576347780777,,,5665,4829,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,69,rTG,2,0,0,,,-8.184983912749155e-10,-0.6852306290148186,1,1,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,70,rVR,91,152,98,8.677011748348189e-10,-0.0008219984395233677,-0.004747327119581262,-0.00702983532632425,3021,276,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
13,71,rNX,449,2028,37,7.874783666207209e-10,-6.417118011663742e-05,-0.019656513518111485,0.003955150996424748,36137,102253,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl
14,0,MON,1151,22776,31,5.417954425895445e-10,0.0010506210788770512,-0.009392155495924072,0.00016795306213669296,333844,157178,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl
14,1,Cb,1873,8711,16,5.839290232995438e-10,-0.0007431813932165588,-0.012707210271764266,0.0017310928469649925,281571,179288,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl
14,2,MOS1,1898,124739,16,4.258355667731158e-10,0.001352952766585595,-0.010662548178151716,0.004905478421918398,696600,1118758,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl
14,3,MOS2,1068,8412,59,9.532643115925758e-10,-0.0014167247590569098,-0.008868154938273478,0.00786181025391147,281983,386415,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl
14,4,MOS3,1413,13425,15,5.857245877565968e-10,0.001809032100155394,-0.0126345318254343,0.0027390368667071997,961723,174213,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl
14,5,MOS4,1173,8080,8,8.417283955319181e-10,-0.0016137972269756307,-0.005634499315689047,0.0007238885834105583,355248,102289,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl
14,6,MOS5,1380,18826,27,4.5020298402898185e-10,-0.0024782182320011413,-0.008751136000775251,0.0036146783609035927,355015,185011,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl
14,7,IPN,141,308,10,8.796856450430579e-10,-0.015734842590585996,-0.0077241019173498945,0.0016562329413654527,6618,19453,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl
14,8,IO,3,0,0,,,3.21270387095212e-98,,2,0,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl
14,9,Hc,34,22,54,8.559020518606004e-10,-0.016983057271209818,-0.014894925668537338,-0.0002090300703837891,3310,2457,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl
14,10,Ra,636,3428,10,3.1238030589208314e-10,-0.0013901527148165184,-0.008657597739465273,0.009386237388259463,107291,359086,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl
14,11,T,1553,11688,23,9.885147505900126e-10,0.002169941562341332,-0.015679501241095597,8.487888971979926e-05,1513395,476468,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl
14,12,aRF,405,1290,23,5.330228711614357e-10,-0.006343169531894599,-0.014980777130054232,-0.0030948603921244554,280901,150587,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl
14,13,imRF,606,4219,53,7.935857431569478e-10,0.00026316914583092985,-0.018064840491851343,0.0020981625037515047,260329,288849,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl
14,14,pRF,745,5513,42,6.384563575229834e-10,5.5002245315216355e-05,-0.01634948330812525,,211151,737827,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl
14,15,GG,0,0,0,,,,,0,0,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl
14,16,Hb,532,1603,223,9.4290418389795e-10,-0.00016385387443661214,0.015373449375931677,-0.0003958577497052407,34202,84,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl
14,17,Hi,284,398,17,6.974326879433158e-10,0.0015653581247625967,-0.013785607046864283,-0.003012750843655555,17777,3532,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl
14,18,HR,243,619,22,3.7517530481337044e-10,0.0003389798453741933,-0.015252021127165541,0.0010539262673303902,26223,56697,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl
14,19,OG,19,16,300,1.3082169793458464e-09,-0.006457721826867324,-0.0024989539838195162,-0.009775300506695483,80,248,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl
14,20,OB,192,236,56,9.509216825361561e-10,0.001273916167404987,0.0009969218896953263,0.003264893542651284,28,34,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl
14,21,OE,47,40,300,3.569988039826841e-07,0.0002676370560750426,-3.1058634598058114e-07,1.844832884325507e-06,7,4,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl
14,22,P,1221,2831,87,8.404381311388282e-10,0.00014353734789073898,0.0011121227995439752,-0.031655661846853055,12864,6377,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl
14,23,Pi,0,0,0,,,,,0,0,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl
