Subject,RegionID,Region,NRegionNeurons,NLocalEdges,NIter,Delta,MeanCellDCA,Rank1PostDCA,Rank1PreDCA,InterOutEdges,InterInEdges,NEdges,NNeurons,MaxIter,Tol,RawFile,RawFC,RawFCV,ZFC,ZFCV,LegacyPostDCA,LegacyPreDCA
13,47,rT,1382,10471,33,7.451091864132835e-10,0.0015966276672981132,-0.016243159770314264,-0.002443982381807431,769610,397518,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl,0.2678894265471478,0.3095672343522722,1.000554832356901,-0.0623375296540044,-0.0113438973268616,-0.1415517128837285
13,48,raRF,704,2210,68,8.457401694404843e-10,-0.005550389266055875,-0.027619399326916042,-0.004272951261117523,181998,133298,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl,0.3012716503551911,0.2740475054617323,1.4285591603010468,-1.230085610614578,-0.0227417005900092,-0.2009415071665315
13,49,rimRF,777,5307,37,9.373845211801952e-10,0.0016934224381604391,-0.02300547033168945,0.002901527015826419,190903,290503,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl,0.3119043422815856,0.2737066284620763,1.5648843550622515,-1.2412922970005766,0.0376189952938633,-0.2123986056573133
13,50,rpRF,1043,10717,75,9.152606761055634e-10,-0.002390864948502252,-0.01012222993988594,0.00671243016555675,140693,762765,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl,0.2771962637867861,0.2961515301144162,1.1198808137816956,-0.5033927788865928,0.0837671844097989,-0.0789890461968982
13,51,rGG,0,0,0,,,,,0,0,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl,,,,,0.0,0.0
13,52,rHb,466,912,125,9.339321792643023e-10,-0.00040361534292742795,0.00792278050286064,0.00040842210466145005,9193,71,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl,0.1254098304367863,0.3516125550087796,-0.8262223209457336,1.3199461769957082,-0.0013358792363545,0.0388827498883922
13,53,rHi,442,715,11,6.725415121197162e-10,0.008310309716370017,-0.012619466204396183,0.001167424415298666,34200,13532,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl,,,,,-0.0025308701997029,-0.0775595144752625
13,54,rHR,315,828,13,3.8821780780086527e-10,-0.00836709521020182,-0.013381198729461903,-0.004476522148337409,13388,114873,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl,,,,,-0.0189194592498851,-0.0734755972082737
13,55,rOG,23,22,58,8.686510572951204e-10,-0.012816217216649222,-0.0016526553453508953,,137,0,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl,,,,,0.0,-0.0243395928842276
13,56,rOB,138,116,250,9.953474302101864e-10,-0.0010586604936547893,0.008267727707941356,-0.0061825970173802645,18,869,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl,0.0680926234673506,0.3532269798151407,-1.5611048377503225,1.3730220739231032,-0.0336494710383642,0.007594065407539
13,57,rOE,55,62,127,9.404047862824173e-10,0.0031543676960862632,0.037446949710328456,0.06667465520735653,10,7,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl,,,,,0.1132059022274842,0.1066787987243945
13,58,rP,1354,3882,121,9.225292658137826e-10,-0.000193404947929733,0.010117979155693579,-0.011346562827873235,61499,11318,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl,0.1350577959212307,0.3614016894582399,-0.7025226235575991,1.6417741673739483,-0.068210635128272,0.0955627648237865
13,59,rPi,0,0,0,,,,,0,0,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl,,,,,0.0,0.0
13,60,rPT,499,1482,93,9.561462845508001e-10,-0.0031022244505210486,-0.0064871506149012026,-0.003032975817091576,104174,195050,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl,0.2551815034419172,0.3078702407023888,0.8376224249925469,-0.1181279633073844,-0.0202647043359362,-0.0261475818064131
13,61,rPO,624,1442,198,9.940102559475668e-10,0.00020848599387359514,0.006876921425674397,0.007359553620396592,156956,97820,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl,0.2042128731490566,0.3437020393376498,0.1841370706263917,1.0598797355305392,0.0817348042992833,0.0590713613109533
13,62,rPrT,493,1086,27,7.813101747242069e-10,-0.007356544050649984,-0.021209787147289372,-0.004426857425228458,173286,206170,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl,0.2839679319911564,0.3193544170220356,1.2067025700415024,0.2594262939339257,-0.0276220663899332,-0.1852347567140873
13,63,rR,0,0,0,,,,,0,0,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl,,,,,0.0,0.0
13,64,rSP,1066,3097,65,8.461486492582403e-10,9.955858643489576e-05,0.00970147290976836,1.2826985882739477e-05,7307,910,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl,0.1566052665238221,0.3734910944309116,-0.4262555082452783,2.039225946927157,-0.0008453526691263,0.0124847582169272
13,65,rTeO,7228,55211,180,9.43554855109288e-10,-7.48176459095275e-05,-0.021880788298085853,-0.0051702952012688316,718689,1396122,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl,0.1523012620695397,0.323860598148055,-0.4814385465148824,0.407571691625049,-0.0353469542493599,-0.1835329975635323
13,66,rTh,1300,6515,20,5.07738962649636e-10,0.002396423106343732,-0.012212410780982876,-0.003144881470573737,271696,373305,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl,0.2128539976231577,0.323448060900473,0.2949277325812795,0.3940090999545636,-0.0144637347419333,-0.0974715799512476
13,67,rTL,126,163,300,2.81053329588408e-06,0.0020880214763433873,-0.030557824846188592,-0.013147245911218576,6224,2514,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl,,,,,-0.0897515279546312,-0.2553107627654825
13,68,rTS,144,122,196,9.240338063508339e-10,-0.0008191576347780777,,,5665,4829,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl,0.0924418425954673,0.2842607728630229,-1.2489155950916797,-0.894313807711806,-0.0786572597087712,-0.0975519446065271
13,69,rTG,2,0,0,,,-8.184983912749155e-10,-0.6852306290148186,1,1,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl,,,,,-0.8978931678884321,-0.3264530312187048
13,70,rVR,91,152,98,8.677011748348189e-10,-0.0008219984395233677,-0.004747327119581262,-0.00702983532632425,3021,276,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl,,,,,-0.0400351093053943,-0.0354043345941317
13,71,rNX,449,2028,37,7.874783666207209e-10,-6.417118011663742e-05,-0.019656513518111485,0.003955150996424748,36137,102253,12242794,56521,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_13_data_cellular_synapse_sc_100_data.pkl,0.2832114441773726,0.2629957191184472,1.1970033942107283,-1.593424597050218,0.0754008883136101,-0.1293025104045381
14,0,MON,1151,22776,31,5.417954425895445e-10,0.0010506210788770512,-0.009392155495924072,0.00016795306213669296,333844,157178,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.2548050240508701,0.306545438434718,-1.2265889258654172,-1.1497567143050171,-0.0423128883421481,-0.0985645562196237
14,1,Cb,1873,8711,16,5.839290232995438e-10,-0.0007431813932165588,-0.012707210271764266,0.0017310928469649925,281571,179288,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.4023258806755586,0.3387138621376535,0.0125649395020834,0.0220722119696106,-0.0126352462886626,-0.1056453423531315
14,2,MOS1,1898,124739,16,4.258355667731158e-10,0.001352952766585595,-0.010662548178151716,0.004905478421918398,696600,1118758,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.4770958157029841,0.3459938600791051,0.6406215826263038,0.2872674310388668,0.0425895505433874,-0.0780008715357959
14,3,MOS2,1068,8412,59,9.532643115925758e-10,-0.0014167247590569098,-0.008868154938273478,0.00786181025391147,281983,386415,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.4789440476291298,0.3392807538133628,0.656146463567076,0.0427228994199807,0.077334454037346,-0.0725534930536233
14,4,MOS3,1413,13425,15,5.857245877565968e-10,0.001809032100155394,-0.0126345318254343,0.0027390368667071997,961723,174213,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.4761391475111654,0.3667758186037775,0.6325857081412319,1.0443110576940473,0.0118184918542146,-0.1118024093383303
14,5,MOS4,1173,8080,8,8.417283955319181e-10,-0.0016137972269756307,-0.005634499315689047,0.0007238885834105583,355248,102289,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.4907685124817194,0.3520635921736185,0.7554702586102806,0.5083751765961723,-0.0080225063102738,-0.0530766759030757
14,6,MOS5,1380,18826,27,4.5020298402898185e-10,-0.0024782182320011413,-0.008751136000775251,0.0036146783609035927,355015,185011,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.4287921911988786,0.3574943852531674,0.2348781210912151,0.706207699631697,0.0101066613328998,-0.0768461164092051
14,7,IPN,141,308,10,8.796856450430579e-10,-0.015734842590585996,-0.0077241019173498945,0.0016562329413654527,6618,19453,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,,,,,0.0066726212735377,-0.0398373313576904
14,8,IO,3,0,0,,,3.21270387095212e-98,,2,0,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,,,,,0.0,7.887144378199649e-24
14,9,Hc,34,22,54,8.559020518606004e-10,-0.016983057271209818,-0.014894925668537338,-0.0002090300703837891,3310,2457,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,,,,,0.001899865413317,-0.0245640316964303
14,10,Ra,636,3428,10,3.1238030589208314e-10,-0.0013901527148165184,-0.008657597739465273,0.009386237388259463,107291,359086,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.5304878919283513,0.317476486173095,1.0891073028725051,-0.7515613270330558,0.0951738897041458,-0.0747868284079619
14,11,T,1553,11688,23,9.885147505900126e-10,0.002169941562341332,-0.015679501241095597,8.487888971979926e-05,1513395,476468,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.4141631853964611,0.3501371563797388,0.1119965875825797,0.4381991179640834,-0.0165232708344103,-0.1444874329661808
14,12,aRF,405,1290,23,5.330228711614357e-10,-0.006343169531894599,-0.014980777130054232,-0.0030948603921244554,280901,150587,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.4658900268124303,0.3576596372602912,0.5464945762088396,0.712227487354619,-0.0234372471659636,-0.1285408863326911
14,13,imRF,606,4219,53,7.935857431569478e-10,0.00026316914583092985,-0.018064840491851343,0.0020981625037515047,260329,288849,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.5049504604639912,0.3443971568838942,0.8745965710705075,0.2291028467837647,0.0224312958957597,-0.1828245388826896
14,14,pRF,745,5513,42,6.384563575229834e-10,5.5002245315216355e-05,-0.01634948330812525,,211151,737827,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.4896681034101546,0.3413806501388688,0.7462269815190689,0.1192177652899916,0.0774476375640082,-0.1439827936909792
14,15,GG,0,0,0,,,,,0,0,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,,,,,0.0,0.0
14,16,Hb,532,1603,223,9.4290418389795e-10,-0.00016385387443661214,0.015373449375931677,-0.0003958577497052407,34202,84,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.2824150912936473,0.4006358857592834,-0.9946683532104847,2.2777630447991037,0.0037776052997529,0.1306669822771218
14,17,Hi,284,398,17,6.974326879433158e-10,0.0015653581247625967,-0.013785607046864283,-0.003012750843655555,17777,3532,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,,,,,-0.0257911941625928,-0.0605341593407807
14,18,HR,243,619,22,3.7517530481337044e-10,0.0003389798453741933,-0.015252021127165541,0.0010539262673303902,26223,56697,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,,,,,0.003418794122322,-0.0991257353324477
14,19,OG,19,16,300,1.3082169793458464e-09,-0.006457721826867324,-0.0024989539838195162,-0.009775300506695483,80,248,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,,,,,-0.053749343891442,-0.0180358470974002
14,20,OB,192,236,56,9.509216825361561e-10,0.001273916167404987,0.0009969218896953263,0.003264893542651284,28,34,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.2987397735730583,0.3960104366424299,-0.8575433824757149,2.1092675312422573,-0.0240359912530252,0.0293687173015762
14,21,OE,47,40,300,3.569988039826841e-07,0.0002676370560750426,-3.1058634598058114e-07,1.844832884325507e-06,7,4,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,,,,,-0.0006165058257438,0.0044308034163986
14,22,P,1221,2831,87,8.404381311388282e-10,0.00014353734789073898,0.0011121227995439752,-0.031655661846853055,12864,6377,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.3965038437836063,0.3659619981771043,-0.0363393285725597,1.0146652682212518,-0.2286270788411701,0.0335481460279461
14,23,Pi,0,0,0,,,,,0,0,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,,,,,0.0,0.0
14,24,PT,437,1674,34,5.389756431958667e-10,0.0026010587110327065,-0.005417748336825495,-0.003668257615327973,123751,290848,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.535062787447724,0.3142067852924439,1.1275357637436736,-0.8706697455118553,-0.0238215762871138,-0.0269997921391116
14,25,PO,631,1320,25,4.410675515889751e-10,0.0026967685435244247,0.0051048129924978515,0.00704085667139966,145044,103539,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.4646016919508741,0.3471031342065163,0.5356727496541942,0.3276759857654678,0.0820700959325732,0.0537324328789667
14,26,PrT,652,1706,34,5.925310053343326e-10,-0.00416925895661415,-0.017872361695483563,-0.0015817446917765223,241252,321333,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.5311908148144119,0.3123800824891515,1.095011753478654,-0.93721273824201,-0.0315766782960957,-0.1393497640007968
14,27,R,0,0,0,,,,,0,0,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,,,,,0.0,0.0
14,28,SP,1001,2487,52,8.015282871061435e-10,-0.00037146157970840716,0.00115775621971594,-0.016960338812287184,23542,2745,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.3545667822994888,0.3655147690709822,-0.3886045812914213,0.9983736398820644,-0.1256243250875001,0.0222162229656189
14,29,TeO,7219,43409,140,9.955611755219046e-10,-0.0007150169047854492,-0.011559526157302043,-0.0020433640035767585,975868,1271926,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.3204787117559913,0.3414147683322,-0.6749394450074016,0.1204606202780661,-0.0326935466965966,-0.1005766540326071
14,30,Th,1209,4084,158,9.082994145380759e-10,-0.001361359573608191,-0.013992333041572989,0.0014485614115617048,157895,423079,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.4824420915729749,0.3519995697960518,0.6855295269075291,0.5060429742273457,0.0122147830348569,-0.0902022527540984
14,31,TL,109,140,300,1.4284020646998157e-09,-0.003996271488027137,-0.05755279414479039,-0.006049081321738242,6503,1566,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.4096426432703388,0.3084288125777794,0.0740246873556686,-1.081149302259657,-0.0482039863918377,-0.4151015586941547
14,32,TS,251,315,62,8.714559102756673e-10,0.0009088275330980049,-0.010296978355020461,-0.005917631063718704,42184,64315,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.1752716957697122,0.3267667016380056,-1.8946573835742344,-0.413138054769557,-0.070981022588674,-0.0930387993929843
14,33,TG,1,0,0,,,,,0,0,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,,,,,0.0,0.0
14,34,VR,89,116,32,8.573615795935115e-10,0.002655261320142491,-0.019504053922601322,0.00039265544444480203,651,20,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,,,,,0.0038735120328002,-0.0778549348000456
14,35,NX,653,9005,23,5.734605744254221e-10,-3.1590161378536497e-06,-0.004646726322593165,0.000686855335009227,85134,130936,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.4600935879381332,0.3254202012557881,0.4978053277812404,-0.4621882697161579,0.0121326129994936,-0.0422846895191629
14,36,rMON,1275,29283,15,9.596634706839426e-10,-0.00575445864873956,-0.011858699735259881,0.000856970077747098,346375,236867,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.2684944117659134,0.2912903292507044,-1.1116000484298227,-1.7054686876484162,-0.0044873656772584,-0.0862963117087108
14,37,rCb,1784,8697,15,6.980079645845581e-10,-0.000580248523029985,-0.01555468438097806,-0.0014052604960603538,184598,149083,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.4602884851477499,0.3229706114858853,0.4994424361615169,-0.5514217421544265,-0.0219071999060667,-0.1241592915083388
14,38,rMOS1,1923,125994,15,8.102106433761407e-10,0.001156371385349576,-0.010280889151640493,0.0060471206047898315,564603,1174077,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.5104643369897179,0.3129008345549465,0.920912336626264,-0.9182428210414892,0.0622264729506177,-0.062981079293899
14,39,rMOS2,913,11375,13,3.458507522700782e-10,0.0002663033643453313,-0.0034138057699124045,0.008843129851010819,112136,529764,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.4685006513482496,0.3179870704603725,0.5684234448352865,-0.7329618009058676,0.1065865304042884,-0.0221140100265741
14,40,rMOS3,1490,19218,45,6.665093746361884e-10,0.009260118977262062,-0.014084888754328406,-0.006290263140334508,1045575,301295,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.5113554565588219,0.3193137209471267,0.9283976121583134,-0.684634676462621,-0.0636364779662283,-0.1298559501664864
14,41,rMOS4,1294,5606,56,9.942064268256243e-10,-0.00011804988698456671,-0.0071628210808754485,-0.0011092156828308678,375695,129158,15350425,57782,300,1e-09,/remotenas2/remotedata/share/zebrafish/figure_code/two_column_figure/fcv_postdca_raw_recompute/data/zebrafish/sc/original_raw_data/subject_14_data_cellular_synapse_sc_100_data.pkl,0.5320458895196069,0.3100704196232273,1.1021942573656536,-1.0213489639155524,0.0224893477486728,-0.0643514055907738
